interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,non_spinning_reserves,regulation_down,regulation_up,responsive_reserves,ercot_contingency_reserve_service
2024-03-24 07:00:00-05:00,2024-03-24 12:00:00+00:00,2024-03-24 08:00:00-05:00,2024-03-24 13:00:00+00:00,DAM,1.5,3.71,1.97,1.5,1.5
2024-03-24 08:00:00-05:00,2024-03-24 13:00:00+00:00,2024-03-24 09:00:00-05:00,2024-03-24 14:00:00+00:00,DAM,1.5,4.91,1.97,2.0,3.0
2024-03-24 09:00:00-05:00,2024-03-24 14:00:00+00:00,2024-03-24 10:00:00-05:00,2024-03-24 15:00:00+00:00,DAM,1.5,2.05,1.97,1.5,2.0
2024-03-24 10:00:00-05:00,2024-03-24 15:00:00+00:00,2024-03-24 11:00:00-05:00,2024-03-24 16:00:00+00:00,DAM,1.06,1.76,2.0,1.5,2.0
2024-03-24 11:00:00-05:00,2024-03-24 16:00:00+00:00,2024-03-24 12:00:00-05:00,2024-03-24 17:00:00+00:00,DAM,1.06,2.0,1.97,1.15,1.15
2024-03-24 12:00:00-05:00,2024-03-24 17:00:00+00:00,2024-03-24 13:00:00-05:00,2024-03-24 18:00:00+00:00,DAM,1.03,2.0,1.98,1.0,1.0
2024-03-24 13:00:00-05:00,2024-03-24 18:00:00+00:00,2024-03-24 14:00:00-05:00,2024-03-24 19:00:00+00:00,DAM,1.03,2.87,2.0,1.0,1.0
2024-03-24 14:00:00-05:00,2024-03-24 19:00:00+00:00,2024-03-24 15:00:00-05:00,2024-03-24 20:00:00+00:00,DAM,1.25,2.0,1.97,1.25,1.25
2024-03-24 15:00:00-05:00,2024-03-24 20:00:00+00:00,2024-03-24 16:00:00-05:00,2024-03-24 21:00:00+00:00,DAM,1.55,2.0,1.98,1.5,1.55
2024-03-24 16:00:00-05:00,2024-03-24 21:00:00+00:00,2024-03-24 17:00:00-05:00,2024-03-24 22:00:00+00:00,DAM,2.0,2.0,2.0,1.65,2.0
2024-03-24 17:00:00-05:00,2024-03-24 22:00:00+00:00,2024-03-24 18:00:00-05:00,2024-03-24 23:00:00+00:00,DAM,2.72,2.23,3.03,1.97,2.72
2024-03-24 18:00:00-05:00,2024-03-24 23:00:00+00:00,2024-03-24 19:00:00-05:00,2024-03-25 00:00:00+00:00,DAM,1.13,2.97,4.69,1.5,1.5
2024-03-24 19:00:00-05:00,2024-03-25 00:00:00+00:00,2024-03-24 20:00:00-05:00,2024-03-25 01:00:00+00:00,DAM,2.7,6.4,5.95,5.95,8.55
2024-03-24 20:00:00-05:00,2024-03-25 01:00:00+00:00,2024-03-24 21:00:00-05:00,2024-03-25 02:00:00+00:00,DAM,2.0,2.23,1.97,1.97,3.53
2024-03-24 21:00:00-05:00,2024-03-25 02:00:00+00:00,2024-03-24 22:00:00-05:00,2024-03-25 03:00:00+00:00,DAM,1.25,2.0,2.0,1.5,1.5
2024-03-24 22:00:00-05:00,2024-03-25 03:00:00+00:00,2024-03-24 23:00:00-05:00,2024-03-25 04:00:00+00:00,DAM,1.04,2.0,1.97,1.19,1.19
2024-03-24 23:00:00-05:00,2024-03-25 04:00:00+00:00,2024-03-25 00:00:00-05:00,2024-03-25 05:00:00+00:00,DAM,0.92,1.98,1.5,1.0,0.83
2024-03-25 00:00:00-05:00,2024-03-25 05:00:00+00:00,2024-03-25 01:00:00-05:00,2024-03-25 06:00:00+00:00,DAM,0.82,1.54,1.52,1.0,0.76
2024-03-25 01:00:00-05:00,2024-03-25 06:00:00+00:00,2024-03-25 02:00:00-05:00,2024-03-25 07:00:00+00:00,DAM,0.82,1.5,1.48,1.0,0.06
2024-03-25 02:00:00-05:00,2024-03-25 07:00:00+00:00,2024-03-25 03:00:00-05:00,2024-03-25 08:00:00+00:00,DAM,0.83,1.47,1.45,1.0,0.76
2024-03-25 03:00:00-05:00,2024-03-25 08:00:00+00:00,2024-03-25 04:00:00-05:00,2024-03-25 09:00:00+00:00,DAM,0.83,1.54,1.52,1.0,0.7
2024-03-25 04:00:00-05:00,2024-03-25 09:00:00+00:00,2024-03-25 05:00:00-05:00,2024-03-25 10:00:00+00:00,DAM,0.83,1.8,1.79,1.0,0.82
2024-03-25 05:00:00-05:00,2024-03-25 10:00:00+00:00,2024-03-25 06:00:00-05:00,2024-03-25 11:00:00+00:00,DAM,0.83,1.86,1.97,1.0,1.0
2024-03-25 06:00:00-05:00,2024-03-25 11:00:00+00:00,2024-03-25 07:00:00-05:00,2024-03-25 12:00:00+00:00,DAM,2.72,1.68,2.0,1.67,1.67
2024-03-25 07:00:00-05:00,2024-03-25 12:00:00+00:00,2024-03-25 08:00:00-05:00,2024-03-25 13:00:00+00:00,DAM,4.9,5.95,2.0,4.3,4.87
2024-03-25 08:00:00-05:00,2024-03-25 13:00:00+00:00,2024-03-25 09:00:00-05:00,2024-03-25 14:00:00+00:00,DAM,3.74,5.02,2.0,4.76,7.0
2024-03-25 09:00:00-05:00,2024-03-25 14:00:00+00:00,2024-03-25 10:00:00-05:00,2024-03-25 15:00:00+00:00,DAM,2.72,5.0,4.94,5.2,7.44
2024-03-25 10:00:00-05:00,2024-03-25 15:00:00+00:00,2024-03-25 11:00:00-05:00,2024-03-25 16:00:00+00:00,DAM,2.72,2.0,2.8,2.47,10.0
2024-03-25 11:00:00-05:00,2024-03-25 16:00:00+00:00,2024-03-25 12:00:00-05:00,2024-03-25 17:00:00+00:00,DAM,2.28,2.34,2.99,2.66,3.66
2024-03-25 12:00:00-05:00,2024-03-25 17:00:00+00:00,2024-03-25 13:00:00-05:00,2024-03-25 18:00:00+00:00,DAM,2.0,1.98,2.0,1.55,2.0
2024-03-25 13:00:00-05:00,2024-03-25 18:00:00+00:00,2024-03-25 14:00:00-05:00,2024-03-25 19:00:00+00:00,DAM,2.28,1.98,2.0,1.5,2.0
2024-03-25 14:00:00-05:00,2024-03-25 19:00:00+00:00,2024-03-25 15:00:00-05:00,2024-03-25 20:00:00+00:00,DAM,2.96,2.0,1.97,1.5,2.5
2024-03-25 15:00:00-05:00,2024-03-25 20:00:00+00:00,2024-03-25 16:00:00-05:00,2024-03-25 21:00:00+00:00,DAM,3.0,2.0,2.0,1.57,3.28
2024-03-25 16:00:00-05:00,2024-03-25 21:00:00+00:00,2024-03-25 17:00:00-05:00,2024-03-25 22:00:00+00:00,DAM,2.96,6.42,6.49,5.55,8.5
2024-03-25 17:00:00-05:00,2024-03-25 22:00:00+00:00,2024-03-25 18:00:00-05:00,2024-03-25 23:00:00+00:00,DAM,2.96,5.12,5.17,1.97,2.96
2024-03-25 18:00:00-05:00,2024-03-25 23:00:00+00:00,2024-03-25 19:00:00-05:00,2024-03-26 00:00:00+00:00,DAM,2.0,2.0,3.41,1.65,2.0
2024-03-25 19:00:00-05:00,2024-03-26 00:00:00+00:00,2024-03-25 20:00:00-05:00,2024-03-26 01:00:00+00:00,DAM,18.0,3.55,13.01,13.49,18.01
2024-03-25 20:00:00-05:00,2024-03-26 01:00:00+00:00,2024-03-25 21:00:00-05:00,2024-03-26 02:00:00+00:00,DAM,25.0,4.07,9.5,12.0,25.0
2024-03-25 21:00:00-05:00,2024-03-26 02:00:00+00:00,2024-03-25 22:00:00-05:00,2024-03-26 03:00:00+00:00,DAM,5.46,1.96,2.47,1.97,5.46
2024-03-25 22:00:00-05:00,2024-03-26 03:00:00+00:00,2024-03-25 23:00:00-05:00,2024-03-26 04:00:00+00:00,DAM,3.31,1.8,2.31,2.31,3.31
2024-03-25 23:00:00-05:00,2024-03-26 04:00:00+00:00,2024-03-26 00:00:00-05:00,2024-03-26 05:00:00+00:00,DAM,2.28,1.5,2.0,2.0,2.86
2024-03-26 00:00:00-05:00,2024-03-26 05:00:00+00:00,2024-03-26 01:00:00-05:00,2024-03-26 06:00:00+00:00,DAM,0.62,1.25,1.8,1.47,0.76
2024-03-26 01:00:00-05:00,2024-03-26 06:00:00+00:00,2024-03-26 02:00:00-05:00,2024-03-26 07:00:00+00:00,DAM,0.62,0.78,1.45,1.12,0.06
2024-03-26 02:00:00-05:00,2024-03-26 07:00:00+00:00,2024-03-26 03:00:00-05:00,2024-03-26 08:00:00+00:00,DAM,0.77,0.45,1.26,1.01,0.82
2024-03-26 03:00:00-05:00,2024-03-26 08:00:00+00:00,2024-03-26 04:00:00-05:00,2024-03-26 09:00:00+00:00,DAM,0.77,0.49,1.43,1.01,0.06
2024-03-26 04:00:00-05:00,2024-03-26 09:00:00+00:00,2024-03-26 05:00:00-05:00,2024-03-26 10:00:00+00:00,DAM,1.04,0.77,1.46,1.01,1.01
2024-03-26 05:00:00-05:00,2024-03-26 10:00:00+00:00,2024-03-26 06:00:00-05:00,2024-03-26 11:00:00+00:00,DAM,1.5,1.91,2.0,1.97,2.97
2024-03-26 06:00:00-05:00,2024-03-26 11:00:00+00:00,2024-03-26 07:00:00-05:00,2024-03-26 12:00:00+00:00,DAM,52.1,5.45,23.6,23.85,27.23
2024-03-26 07:00:00-05:00,2024-03-26 12:00:00+00:00,2024-03-26 08:00:00-05:00,2024-03-26 13:00:00+00:00,DAM,55.95,7.01,40.98,42.98,48.98
2024-03-26 08:00:00-05:00,2024-03-26 13:00:00+00:00,2024-03-26 09:00:00-05:00,2024-03-26 14:00:00+00:00,DAM,11.04,2.0,7.92,9.32,15.92
2024-03-26 09:00:00-05:00,2024-03-26 14:00:00+00:00,2024-03-26 10:00:00-05:00,2024-03-26 15:00:00+00:00,DAM,6.36,1.98,4.23,4.49,6.73
2024-03-26 10:00:00-05:00,2024-03-26 15:00:00+00:00,2024-03-26 11:00:00-05:00,2024-03-26 16:00:00+00:00,DAM,1.94,1.49,1.98,1.65,2.0
2024-03-26 11:00:00-05:00,2024-03-26 16:00:00+00:00,2024-03-26 12:00:00-05:00,2024-03-26 17:00:00+00:00,DAM,1.55,1.25,1.8,1.43,1.43
2024-03-26 12:00:00-05:00,2024-03-26 17:00:00+00:00,2024-03-26 13:00:00-05:00,2024-03-26 18:00:00+00:00,DAM,1.5,1.25,1.75,1.0,1.0
2024-03-26 13:00:00-05:00,2024-03-26 18:00:00+00:00,2024-03-26 14:00:00-05:00,2024-03-26 19:00:00+00:00,DAM,1.5,1.45,1.64,1.0,1.0
2024-03-26 14:00:00-05:00,2024-03-26 19:00:00+00:00,2024-03-26 15:00:00-05:00,2024-03-26 20:00:00+00:00,DAM,2.63,1.46,1.75,1.01,1.15
2024-03-26 15:00:00-05:00,2024-03-26 20:00:00+00:00,2024-03-26 16:00:00-05:00,2024-03-26 21:00:00+00:00,DAM,2.63,1.49,1.76,1.01,1.51
2024-03-26 16:00:00-05:00,2024-03-26 21:00:00+00:00,2024-03-26 17:00:00-05:00,2024-03-26 22:00:00+00:00,DAM,2.72,1.69,1.97,1.24,2.0
2024-03-26 17:00:00-05:00,2024-03-26 22:00:00+00:00,2024-03-26 18:00:00-05:00,2024-03-26 23:00:00+00:00,DAM,2.0,1.95,3.26,1.5,2.0
2024-03-26 18:00:00-05:00,2024-03-26 23:00:00+00:00,2024-03-26 19:00:00-05:00,2024-03-27 00:00:00+00:00,DAM,7.52,3.09,7.75,1.97,8.42
2024-03-26 19:00:00-05:00,2024-03-27 00:00:00+00:00,2024-03-26 20:00:00-05:00,2024-03-27 01:00:00+00:00,DAM,45.5,7.01,44.65,44.65,54.51
2024-03-26 20:00:00-05:00,2024-03-27 01:00:00+00:00,2024-03-26 21:00:00-05:00,2024-03-27 02:00:00+00:00,DAM,19.33,2.1,2.98,4.98,26.38
2024-03-26 21:00:00-05:00,2024-03-27 02:00:00+00:00,2024-03-26 22:00:00-05:00,2024-03-27 03:00:00+00:00,DAM,7.45,4.37,5.2,4.68,7.45
2024-03-26 22:00:00-05:00,2024-03-27 03:00:00+00:00,2024-03-26 23:00:00-05:00,2024-03-27 04:00:00+00:00,DAM,2.72,1.88,2.3,1.97,2.97
2024-03-26 23:00:00-05:00,2024-03-27 04:00:00+00:00,2024-03-27 00:00:00-05:00,2024-03-27 05:00:00+00:00,DAM,1.04,1.63,1.51,1.37,1.37
2024-03-27 00:00:00-05:00,2024-03-27 05:00:00+00:00,2024-03-27 01:00:00-05:00,2024-03-27 06:00:00+00:00,DAM,0.85,1.25,1.5,1.25,0.82
2024-03-27 01:00:00-05:00,2024-03-27 06:00:00+00:00,2024-03-27 02:00:00-05:00,2024-03-27 07:00:00+00:00,DAM,0.83,1.25,1.26,1.01,0.77
2024-03-27 02:00:00-05:00,2024-03-27 07:00:00+00:00,2024-03-27 03:00:00-05:00,2024-03-27 08:00:00+00:00,DAM,0.83,0.49,1.31,1.0,0.82
2024-03-27 03:00:00-05:00,2024-03-27 08:00:00+00:00,2024-03-27 04:00:00-05:00,2024-03-27 09:00:00+00:00,DAM,0.83,0.49,1.65,1.2,0.77
2024-03-27 04:00:00-05:00,2024-03-27 09:00:00+00:00,2024-03-27 05:00:00-05:00,2024-03-27 10:00:00+00:00,DAM,0.96,0.49,1.65,1.2,1.0
2024-03-27 05:00:00-05:00,2024-03-27 10:00:00+00:00,2024-03-27 06:00:00-05:00,2024-03-27 11:00:00+00:00,DAM,0.96,1.82,1.97,1.37,1.37
2024-03-27 06:00:00-05:00,2024-03-27 11:00:00+00:00,2024-03-27 07:00:00-05:00,2024-03-27 12:00:00+00:00,DAM,16.9,4.29,3.78,4.03,5.0
2024-03-27 07:00:00-05:00,2024-03-27 12:00:00+00:00,2024-03-27 08:00:00-05:00,2024-03-27 13:00:00+00:00,DAM,24.05,5.44,2.0,11.75,12.75
2024-03-27 08:00:00-05:00,2024-03-27 13:00:00+00:00,2024-03-27 09:00:00-05:00,2024-03-27 14:00:00+00:00,DAM,9.0,10.76,2.0,12.09,13.09
2024-03-27 09:00:00-05:00,2024-03-27 14:00:00+00:00,2024-03-27 10:00:00-05:00,2024-03-27 15:00:00+00:00,DAM,2.98,2.0,3.09,4.49,5.49
2024-03-27 10:00:00-05:00,2024-03-27 15:00:00+00:00,2024-03-27 11:00:00-05:00,2024-03-27 16:00:00+00:00,DAM,2.43,1.75,1.97,1.64,2.64
2024-03-27 11:00:00-05:00,2024-03-27 16:00:00+00:00,2024-03-27 12:00:00-05:00,2024-03-27 17:00:00+00:00,DAM,2.0,1.44,1.75,1.01,1.75
2024-03-27 12:00:00-05:00,2024-03-27 17:00:00+00:00,2024-03-27 13:00:00-05:00,2024-03-27 18:00:00+00:00,DAM,1.96,1.48,1.37,1.0,1.0
2024-03-27 13:00:00-05:00,2024-03-27 18:00:00+00:00,2024-03-27 14:00:00-05:00,2024-03-27 19:00:00+00:00,DAM,1.96,1.49,1.28,1.0,1.0
2024-03-27 14:00:00-05:00,2024-03-27 19:00:00+00:00,2024-03-27 15:00:00-05:00,2024-03-27 20:00:00+00:00,DAM,2.72,1.54,1.52,1.0,1.32
2024-03-27 15:00:00-05:00,2024-03-27 20:00:00+00:00,2024-03-27 16:00:00-05:00,2024-03-27 21:00:00+00:00,DAM,2.72,1.99,1.97,1.01,1.79
2024-03-27 16:00:00-05:00,2024-03-27 21:00:00+00:00,2024-03-27 17:00:00-05:00,2024-03-27 22:00:00+00:00,DAM,2.98,1.98,2.08,1.0,2.0
2024-03-27 17:00:00-05:00,2024-03-27 22:00:00+00:00,2024-03-27 18:00:00-05:00,2024-03-27 23:00:00+00:00,DAM,2.82,2.0,2.0,1.48,2.48
2024-03-27 18:00:00-05:00,2024-03-27 23:00:00+00:00,2024-03-27 19:00:00-05:00,2024-03-28 00:00:00+00:00,DAM,2.22,2.0,2.48,1.5,2.0
2024-03-27 19:00:00-05:00,2024-03-28 00:00:00+00:00,2024-03-27 20:00:00-05:00,2024-03-28 01:00:00+00:00,DAM,18.89,4.18,23.49,23.98,26.23
2024-03-27 20:00:00-05:00,2024-03-28 01:00:00+00:00,2024-03-27 21:00:00-05:00,2024-03-28 02:00:00+00:00,DAM,14.7,4.53,4.7,6.43,10.0
2024-03-27 21:00:00-05:00,2024-03-28 02:00:00+00:00,2024-03-27 22:00:00-05:00,2024-03-28 03:00:00+00:00,DAM,4.3,1.47,2.47,1.97,3.0
2024-03-27 22:00:00-05:00,2024-03-28 03:00:00+00:00,2024-03-27 23:00:00-05:00,2024-03-28 04:00:00+00:00,DAM,2.0,1.69,2.33,2.0,2.0
2024-03-27 23:00:00-05:00,2024-03-28 04:00:00+00:00,2024-03-28 00:00:00-05:00,2024-03-28 05:00:00+00:00,DAM,1.55,1.37,1.68,1.68,1.68
2024-03-28 00:00:00-05:00,2024-03-28 05:00:00+00:00,2024-03-28 01:00:00-05:00,2024-03-28 06:00:00+00:00,DAM,1.01,1.25,1.34,1.01,1.01
2024-03-28 01:00:00-05:00,2024-03-28 06:00:00+00:00,2024-03-28 02:00:00-05:00,2024-03-28 07:00:00+00:00,DAM,1.01,1.14,1.34,1.01,1.01
2024-03-28 02:00:00-05:00,2024-03-28 07:00:00+00:00,2024-03-28 03:00:00-05:00,2024-03-28 08:00:00+00:00,DAM,1.5,0.79,1.75,1.5,1.5
2024-03-28 03:00:00-05:00,2024-03-28 08:00:00+00:00,2024-03-28 04:00:00-05:00,2024-03-28 09:00:00+00:00,DAM,1.55,0.99,1.62,1.29,1.29
2024-03-28 04:00:00-05:00,2024-03-28 09:00:00+00:00,2024-03-28 05:00:00-05:00,2024-03-28 10:00:00+00:00,DAM,2.72,1.47,2.01,1.68,1.68
2024-03-28 05:00:00-05:00,2024-03-28 10:00:00+00:00,2024-03-28 06:00:00-05:00,2024-03-28 11:00:00+00:00,DAM,6.07,4.77,6.4,6.07,6.07
2024-03-28 06:00:00-05:00,2024-03-28 11:00:00+00:00,2024-03-28 07:00:00-05:00,2024-03-28 12:00:00+00:00,DAM,51.78,7.01,6.0,8.0,29.0
2024-03-28 07:00:00-05:00,2024-03-28 12:00:00+00:00,2024-03-28 08:00:00-05:00,2024-03-28 13:00:00+00:00,DAM,50.63,7.81,2.0,8.0,25.0
2024-03-28 08:00:00-05:00,2024-03-28 13:00:00+00:00,2024-03-28 09:00:00-05:00,2024-03-28 14:00:00+00:00,DAM,16.84,3.25,2.0,3.4,16.84
2024-03-28 09:00:00-05:00,2024-03-28 14:00:00+00:00,2024-03-28 10:00:00-05:00,2024-03-28 15:00:00+00:00,DAM,4.7,2.58,2.2,2.32,4.7
2024-03-28 10:00:00-05:00,2024-03-28 15:00:00+00:00,2024-03-28 11:00:00-05:00,2024-03-28 16:00:00+00:00,DAM,1.9,1.49,1.97,1.64,2.64
2024-03-28 11:00:00-05:00,2024-03-28 16:00:00+00:00,2024-03-28 12:00:00-05:00,2024-03-28 17:00:00+00:00,DAM,1.9,1.98,1.97,1.5,2.0
2024-03-28 12:00:00-05:00,2024-03-28 17:00:00+00:00,2024-03-28 13:00:00-05:00,2024-03-28 18:00:00+00:00,DAM,1.5,1.69,1.67,1.15,1.15
2024-03-28 13:00:00-05:00,2024-03-28 18:00:00+00:00,2024-03-28 14:00:00-05:00,2024-03-28 19:00:00+00:00,DAM,1.5,1.8,1.78,1.03,1.03
2024-03-28 14:00:00-05:00,2024-03-28 19:00:00+00:00,2024-03-28 15:00:00-05:00,2024-03-28 20:00:00+00:00,DAM,2.0,1.98,2.07,1.01,1.77
2024-03-28 15:00:00-05:00,2024-03-28 20:00:00+00:00,2024-03-28 16:00:00-05:00,2024-03-28 21:00:00+00:00,DAM,2.0,2.97,1.97,1.24,2.0
2024-03-28 16:00:00-05:00,2024-03-28 21:00:00+00:00,2024-03-28 17:00:00-05:00,2024-03-28 22:00:00+00:00,DAM,2.21,2.0,1.97,1.45,2.21
2024-03-28 17:00:00-05:00,2024-03-28 22:00:00+00:00,2024-03-28 18:00:00-05:00,2024-03-28 23:00:00+00:00,DAM,2.0,2.0,1.98,1.46,2.22
2024-03-28 18:00:00-05:00,2024-03-28 23:00:00+00:00,2024-03-28 19:00:00-05:00,2024-03-29 00:00:00+00:00,DAM,1.04,2.97,2.66,1.04,1.04
2024-03-28 19:00:00-05:00,2024-03-29 00:00:00+00:00,2024-03-28 20:00:00-05:00,2024-03-29 01:00:00+00:00,DAM,2.72,7.41,5.27,4.75,5.38
2024-03-28 20:00:00-05:00,2024-03-29 01:00:00+00:00,2024-03-28 21:00:00-05:00,2024-03-29 02:00:00+00:00,DAM,2.72,1.72,1.5,1.5,1.45
2024-03-28 21:00:00-05:00,2024-03-29 02:00:00+00:00,2024-03-28 22:00:00-05:00,2024-03-29 03:00:00+00:00,DAM,1.07,1.57,1.5,1.01,1.0
2024-03-28 22:00:00-05:00,2024-03-29 03:00:00+00:00,2024-03-28 23:00:00-05:00,2024-03-29 04:00:00+00:00,DAM,0.85,1.5,1.5,1.0,0.99
2024-03-28 23:00:00-05:00,2024-03-29 04:00:00+00:00,2024-03-29 00:00:00-05:00,2024-03-29 05:00:00+00:00,DAM,0.82,1.53,1.5,1.0,0.82
2024-03-29 00:00:00-05:00,2024-03-29 05:00:00+00:00,2024-03-29 01:00:00-05:00,2024-03-29 06:00:00+00:00,DAM,0.28,2.0,1.5,1.0,0.76
2024-03-29 01:00:00-05:00,2024-03-29 06:00:00+00:00,2024-03-29 02:00:00-05:00,2024-03-29 07:00:00+00:00,DAM,0.28,2.0,1.47,1.0,0.05
2024-03-29 02:00:00-05:00,2024-03-29 07:00:00+00:00,2024-03-29 03:00:00-05:00,2024-03-29 08:00:00+00:00,DAM,0.5,1.47,1.33,1.0,0.76
2024-03-29 03:00:00-05:00,2024-03-29 08:00:00+00:00,2024-03-29 04:00:00-05:00,2024-03-29 09:00:00+00:00,DAM,0.4,1.48,1.46,1.0,0.4
2024-03-29 04:00:00-05:00,2024-03-29 09:00:00+00:00,2024-03-29 05:00:00-05:00,2024-03-29 10:00:00+00:00,DAM,0.5,1.48,1.46,1.0,0.8
2024-03-29 05:00:00-05:00,2024-03-29 10:00:00+00:00,2024-03-29 06:00:00-05:00,2024-03-29 11:00:00+00:00,DAM,0.4,1.2,1.8,0.99,0.99
2024-03-29 06:00:00-05:00,2024-03-29 11:00:00+00:00,2024-03-29 07:00:00-05:00,2024-03-29 12:00:00+00:00,DAM,1.07,1.2,1.4,1.07,1.07
2024-03-29 07:00:00-05:00,2024-03-29 12:00:00+00:00,2024-03-29 08:00:00-05:00,2024-03-29 13:00:00+00:00,DAM,1.2,4.29,1.9,1.25,1.25
2024-03-29 08:00:00-05:00,2024-03-29 13:00:00+00:00,2024-03-29 09:00:00-05:00,2024-03-29 14:00:00+00:00,DAM,1.2,4.87,1.97,1.97,2.97
2024-03-29 09:00:00-05:00,2024-03-29 14:00:00+00:00,2024-03-29 10:00:00-05:00,2024-03-29 15:00:00+00:00,DAM,1.04,1.8,1.72,1.2,2.0
2024-03-29 10:00:00-05:00,2024-03-29 15:00:00+00:00,2024-03-29 11:00:00-05:00,2024-03-29 16:00:00+00:00,DAM,1.02,1.5,1.51,1.0,2.0
2024-03-29 11:00:00-05:00,2024-03-29 16:00:00+00:00,2024-03-29 12:00:00-05:00,2024-03-29 17:00:00+00:00,DAM,1.02,1.54,1.52,1.0,1.03
2024-03-29 12:00:00-05:00,2024-03-29 17:00:00+00:00,2024-03-29 13:00:00-05:00,2024-03-29 18:00:00+00:00,DAM,1.0,1.98,1.5,1.0,1.0
2024-03-29 13:00:00-05:00,2024-03-29 18:00:00+00:00,2024-03-29 14:00:00-05:00,2024-03-29 19:00:00+00:00,DAM,1.0,2.0,1.52,1.0,1.0
2024-03-29 14:00:00-05:00,2024-03-29 19:00:00+00:00,2024-03-29 15:00:00-05:00,2024-03-29 20:00:00+00:00,DAM,1.15,2.0,1.67,1.15,1.15
2024-03-29 15:00:00-05:00,2024-03-29 20:00:00+00:00,2024-03-29 16:00:00-05:00,2024-03-29 21:00:00+00:00,DAM,1.2,2.0,1.76,1.43,1.43
2024-03-29 16:00:00-05:00,2024-03-29 21:00:00+00:00,2024-03-29 17:00:00-05:00,2024-03-29 22:00:00+00:00,DAM,1.55,2.97,1.97,1.5,2.0
2024-03-29 17:00:00-05:00,2024-03-29 22:00:00+00:00,2024-03-29 18:00:00-05:00,2024-03-29 23:00:00+00:00,DAM,1.55,2.97,2.35,1.5,2.0
2024-03-29 18:00:00-05:00,2024-03-29 23:00:00+00:00,2024-03-29 19:00:00-05:00,2024-03-30 00:00:00+00:00,DAM,0.99,2.63,3.0,1.24,1.24
2024-03-29 19:00:00-05:00,2024-03-30 00:00:00+00:00,2024-03-29 20:00:00-05:00,2024-03-30 01:00:00+00:00,DAM,1.96,3.24,3.22,2.5,5.01
2024-03-29 20:00:00-05:00,2024-03-30 01:00:00+00:00,2024-03-29 21:00:00-05:00,2024-03-30 02:00:00+00:00,DAM,1.06,2.54,1.5,1.5,1.5
2024-03-29 21:00:00-05:00,2024-03-30 02:00:00+00:00,2024-03-29 22:00:00-05:00,2024-03-30 03:00:00+00:00,DAM,1.03,1.57,1.53,1.03,1.03
2024-03-29 22:00:00-05:00,2024-03-30 03:00:00+00:00,2024-03-29 23:00:00-05:00,2024-03-30 04:00:00+00:00,DAM,0.96,1.25,1.33,1.0,1.0
2024-03-29 23:00:00-05:00,2024-03-30 04:00:00+00:00,2024-03-30 00:00:00-05:00,2024-03-30 05:00:00+00:00,DAM,0.84,1.26,1.17,1.0,0.84
2024-03-30 00:00:00-05:00,2024-03-30 05:00:00+00:00,2024-03-30 01:00:00-05:00,2024-03-30 06:00:00+00:00,DAM,0.6,2.0,1.44,1.0,0.06
2024-03-30 01:00:00-05:00,2024-03-30 06:00:00+00:00,2024-03-30 02:00:00-05:00,2024-03-30 07:00:00+00:00,DAM,0.6,1.99,1.47,1.0,0.05
2024-03-30 02:00:00-05:00,2024-03-30 07:00:00+00:00,2024-03-30 03:00:00-05:00,2024-03-30 08:00:00+00:00,DAM,0.83,1.26,1.33,1.0,0.06
2024-03-30 03:00:00-05:00,2024-03-30 08:00:00+00:00,2024-03-30 04:00:00-05:00,2024-03-30 09:00:00+00:00,DAM,0.83,1.48,1.46,1.0,0.05
2024-03-30 04:00:00-05:00,2024-03-30 09:00:00+00:00,2024-03-30 05:00:00-05:00,2024-03-30 10:00:00+00:00,DAM,0.83,1.43,1.5,1.0,0.7
2024-03-30 05:00:00-05:00,2024-03-30 10:00:00+00:00,2024-03-30 06:00:00-05:00,2024-03-30 11:00:00+00:00,DAM,0.83,1.56,1.54,0.99,0.99
2024-03-30 06:00:00-05:00,2024-03-30 11:00:00+00:00,2024-03-30 07:00:00-05:00,2024-03-30 12:00:00+00:00,DAM,1.75,1.87,1.8,1.15,1.15
2024-03-30 07:00:00-05:00,2024-03-30 12:00:00+00:00,2024-03-30 08:00:00-05:00,2024-03-30 13:00:00+00:00,DAM,1.75,3.96,1.58,1.25,1.25
2024-03-30 08:00:00-05:00,2024-03-30 13:00:00+00:00,2024-03-30 09:00:00-05:00,2024-03-30 14:00:00+00:00,DAM,2.0,2.8,1.7,1.5,2.47
2024-03-30 09:00:00-05:00,2024-03-30 14:00:00+00:00,2024-03-30 10:00:00-05:00,2024-03-30 15:00:00+00:00,DAM,1.8,1.98,1.49,1.03,2.0
2024-03-30 10:00:00-05:00,2024-03-30 15:00:00+00:00,2024-03-30 11:00:00-05:00,2024-03-30 16:00:00+00:00,DAM,1.2,1.74,1.49,1.01,1.68
2024-03-30 11:00:00-05:00,2024-03-30 16:00:00+00:00,2024-03-30 12:00:00-05:00,2024-03-30 17:00:00+00:00,DAM,1.06,1.49,1.49,1.01,1.06
2024-03-30 12:00:00-05:00,2024-03-30 17:00:00+00:00,2024-03-30 13:00:00-05:00,2024-03-30 18:00:00+00:00,DAM,1.06,1.25,1.25,1.0,1.0
2024-03-30 13:00:00-05:00,2024-03-30 18:00:00+00:00,2024-03-30 14:00:00-05:00,2024-03-30 19:00:00+00:00,DAM,1.2,1.26,1.33,1.0,1.0
