Timestamp,mileage_factor_RegU_ERCOT,performance_factor_RegU_ERCOT,mileage_factor_RegD_ERCOT,performance_factor_RegD_ERCOT
2024-03-17 18:00:00,8.3837,0.8841,6.086,0.8813
2024-03-17 19:00:00,7.4854,0.9737,7.8342,0.9298
2024-03-17 20:00:00,7.7709,0.943,7.953,1.0
2024-03-17 21:00:00,7.1564,0.9491,6.4697,0.913
2024-03-17 22:00:00,6.4245,1.0,6.3082,0.9162
2024-03-17 23:00:00,7.0781,0.9609,6.6846,0.9611
2024-03-18 00:00:00,7.7832,0.9286,7.8412,0.8836
2024-03-18 01:00:00,7.7651,0.8769,7.5471,0.9673
2024-03-18 02:00:00,7.7334,0.9669,7.21,0.9558
2024-03-18 03:00:00,8.7308,0.9986,5.8342,0.9626
2024-03-18 04:00:00,7.4947,0.9364,6.9181,1.0
2024-03-18 05:00:00,7.3839,0.9553,8.5635,0.9377
2024-03-18 06:00:00,5.9788,0.9848,7.5609,0.7819
2024-03-18 07:00:00,7.9066,0.9986,7.5199,1.0
2024-03-18 08:00:00,7.8341,0.8742,7.3981,0.9504
2024-03-18 09:00:00,6.9119,0.9248,6.3986,0.9446
2024-03-18 10:00:00,7.8108,0.9423,8.6145,0.9518
2024-03-18 11:00:00,7.271,0.9946,7.6203,0.8989
2024-03-18 12:00:00,6.2786,0.9826,7.3742,0.9382
2024-03-18 13:00:00,6.8797,0.9517,7.2984,0.9425
2024-03-18 14:00:00,6.351,0.9472,7.4639,0.9458
2024-03-18 15:00:00,7.7321,0.987,6.6789,0.8456
2024-03-18 16:00:00,7.3311,0.9504,8.2832,0.9375
2024-03-18 17:00:00,7.6619,0.8438,6.1778,0.9673
2024-03-18 18:00:00,8.9356,0.9954,6.9829,0.8991
2024-03-18 19:00:00,7.014,0.9699,7.7648,0.9413
2024-03-18 20:00:00,7.2722,0.9012,8.2526,0.9374
2024-03-18 21:00:00,8.0774,0.9786,6.1897,0.9368
2024-03-18 22:00:00,8.4933,0.9188,7.7966,0.9071
2024-03-18 23:00:00,7.6531,0.9863,7.044,0.9269
2024-03-19 00:00:00,6.9782,0.9344,5.9957,0.8786
2024-03-19 01:00:00,8.089,0.9186,8.7521,0.9523
2024-03-19 02:00:00,7.7986,0.9069,7.3799,0.9687
2024-03-19 03:00:00,7.5322,0.9623,7.9319,0.9752
2024-03-19 04:00:00,8.0007,0.9962,7.6245,0.9988
2024-03-19 05:00:00,7.8668,0.9433,8.3548,0.9726
2024-03-19 06:00:00,6.7017,0.9284,6.7774,0.9225
2024-03-19 07:00:00,7.5705,0.8921,7.6657,0.9462
2024-03-19 08:00:00,7.9841,0.9032,6.8226,0.9934
2024-03-19 09:00:00,7.5154,0.9397,7.638,0.8911
2024-03-19 10:00:00,5.3671,0.9922,8.4947,0.9296
2024-03-19 11:00:00,8.0416,0.9157,7.4399,0.967
2024-03-19 12:00:00,8.0088,0.9398,8.1845,1.0
2024-03-19 13:00:00,6.0984,0.9056,6.914,0.8862
2024-03-19 14:00:00,7.9345,0.9045,8.033,0.9227
2024-03-19 15:00:00,7.7539,0.9432,8.0186,0.9527
2024-03-19 16:00:00,7.4667,0.9215,7.1781,0.9839
2024-03-19 17:00:00,7.4873,0.9386,6.3854,0.8864
2024-03-19 18:00:00,7.5355,0.8936,8.2755,0.9721
2024-03-19 19:00:00,6.7416,0.9872,6.8357,1.0
2024-03-19 20:00:00,6.4497,0.954,8.1096,0.934
2024-03-19 21:00:00,7.4875,0.9056,8.65,0.9581
2024-03-19 22:00:00,6.0115,0.974,6.8236,1.0
2024-03-19 23:00:00,5.6898,0.9096,7.4994,0.965
2024-03-20 00:00:00,6.8005,0.9565,7.1048,0.942
2024-03-20 01:00:00,7.8859,0.9502,9.0159,0.9017
2024-03-20 02:00:00,6.8396,0.9231,7.3792,0.9298
2024-03-20 03:00:00,6.7031,0.921,6.5801,0.9309
2024-03-20 04:00:00,7.4795,0.8989,7.8853,0.8594
2024-03-20 05:00:00,7.214,0.9464,6.8678,0.9501
2024-03-20 06:00:00,7.4035,0.9407,7.989,0.9532
2024-03-20 07:00:00,7.4051,0.9114,7.5551,0.9646
2024-03-20 08:00:00,7.7458,0.9617,6.86,0.9915
2024-03-20 09:00:00,7.1334,0.9807,8.2844,0.9766
2024-03-20 10:00:00,6.9719,0.967,7.7254,0.9431
2024-03-20 11:00:00,6.3507,0.9341,6.5937,0.9162
2024-03-20 12:00:00,8.3196,0.9593,7.2635,0.902
2024-03-20 13:00:00,8.409,0.9317,7.3148,0.9224
2024-03-20 14:00:00,7.7123,1.0,7.6155,0.9331
2024-03-20 15:00:00,6.9104,0.947,6.8033,0.9671
2024-03-20 16:00:00,7.7378,0.9093,7.4039,1.0
2024-03-20 17:00:00,8.27,1.0,7.3454,1.0
2024-03-20 18:00:00,8.3871,0.9689,7.5212,0.96
2024-03-20 19:00:00,8.1519,1.0,7.4791,0.8831
2024-03-20 20:00:00,7.5114,0.9728,7.0264,0.9956
2024-03-20 21:00:00,7.2164,0.9548,6.3002,0.9172
2024-03-20 22:00:00,8.4785,0.9789,8.3953,0.9992
2024-03-20 23:00:00,7.2917,0.8609,8.2585,1.0
2024-03-21 00:00:00,6.421,0.9807,7.0735,0.9367
2024-03-21 01:00:00,8.1035,0.9058,6.7434,0.9876
2024-03-21 02:00:00,7.8353,0.9279,8.2918,1.0
2024-03-21 03:00:00,8.4746,0.9527,7.2964,0.8844
2024-03-21 04:00:00,8.8738,1.0,7.1482,0.9748
2024-03-21 05:00:00,7.9768,0.8913,8.1742,1.0
2024-03-21 06:00:00,7.3644,0.9628,8.8674,0.9297
2024-03-21 07:00:00,5.9885,0.9007,7.0289,0.9339
2024-03-21 08:00:00,7.7148,0.9549,7.0909,0.9338
2024-03-21 09:00:00,6.6814,1.0,6.2682,0.9541
2024-03-21 10:00:00,8.8098,0.9803,7.4156,0.8258
2024-03-21 11:00:00,6.7129,0.9449,6.7581,0.9627
2024-03-21 12:00:00,8.0899,0.9611,8.1226,0.9925
2024-03-21 13:00:00,8.5207,0.9446,6.6936,0.9436
2024-03-21 14:00:00,6.3438,0.9776,6.6851,0.8767
2024-03-21 15:00:00,8.3412,1.0,7.964,1.0
2024-03-21 16:00:00,7.4558,0.9919,6.8098,0.9492
2024-03-21 17:00:00,7.8346,0.9642,7.7093,0.984
2024-03-21 18:00:00,6.9044,0.9616,7.185,0.9274
2024-03-21 19:00:00,7.4555,0.9983,7.7193,0.9452
2024-03-21 20:00:00,6.0208,0.9108,6.8218,1.0
2024-03-21 21:00:00,8.1481,0.9342,6.6908,0.9432
2024-03-21 22:00:00,7.887,0.8121,7.2367,0.9481
2024-03-21 23:00:00,7.8526,0.9485,8.4861,0.9542
2024-03-22 00:00:00,6.973,0.8984,8.4305,0.9605
2024-03-22 01:00:00,7.166,0.8498,7.2402,0.9836
2024-03-22 02:00:00,7.6512,0.9602,6.9884,0.9297
2024-03-22 03:00:00,5.6174,0.9064,6.1134,0.9974
2024-03-22 04:00:00,8.2218,0.958,8.3443,0.9629
2024-03-22 05:00:00,8.3156,1.0,7.2814,0.9155
2024-03-22 06:00:00,7.0732,0.9134,7.7258,0.8984
2024-03-22 07:00:00,7.6093,0.9056,7.9377,0.8912
2024-03-22 08:00:00,7.0374,1.0,8.1387,0.9988
2024-03-22 09:00:00,7.9008,0.8728,7.7164,0.9175
2024-03-22 10:00:00,7.3985,1.0,7.9721,0.8742
2024-03-22 11:00:00,6.9596,1.0,7.8747,0.9463
2024-03-22 12:00:00,7.0194,0.9174,7.2076,0.9826
2024-03-22 13:00:00,8.1238,0.9873,6.3088,1.0
2024-03-22 14:00:00,7.3651,0.9898,7.36,0.8812
2024-03-22 15:00:00,7.8604,0.9969,7.0284,0.9187
2024-03-22 16:00:00,8.308,0.9563,6.8853,0.9289
2024-03-22 17:00:00,6.3347,0.9191,7.1117,0.9907
2024-03-22 18:00:00,7.8269,0.8827,6.3643,0.8914
2024-03-22 19:00:00,7.7696,0.8213,6.4458,0.9565
2024-03-22 20:00:00,7.0865,1.0,8.5113,0.8288
2024-03-22 21:00:00,6.2858,1.0,6.7026,0.8977
2024-03-22 22:00:00,6.8155,0.926,7.5996,0.9085
2024-03-22 23:00:00,7.876,0.9756,6.6436,0.9186
2024-03-23 00:00:00,7.6684,0.9275,7.4091,0.9024
2024-03-23 01:00:00,7.5257,0.9399,6.1458,0.9622
2024-03-23 02:00:00,8.6711,0.9207,8.305,0.8597
2024-03-23 03:00:00,7.9629,0.9299,7.8149,0.9879
2024-03-23 04:00:00,7.8095,1.0,7.226,1.0
2024-03-23 05:00:00,8.9731,0.9061,6.8606,1.0
2024-03-23 06:00:00,6.5708,1.0,6.7885,0.9911
2024-03-23 07:00:00,6.8053,0.9836,7.8749,0.9018
2024-03-23 08:00:00,7.0231,0.9352,7.2614,1.0
2024-03-23 09:00:00,6.5502,0.9037,7.3027,0.9791
2024-03-23 10:00:00,7.4005,0.9172,7.5531,0.8857
2024-03-23 11:00:00,7.4248,0.9183,7.879,0.9622
2024-03-23 12:00:00,7.9009,1.0,9.006,0.9568
2024-03-23 13:00:00,7.9484,1.0,7.5579,0.9136
2024-03-23 14:00:00,7.7264,0.9254,7.4766,0.9597
2024-03-23 15:00:00,6.8469,0.8422,7.9438,0.9884
2024-03-23 16:00:00,7.4538,0.8244,7.3338,1.0
2024-03-23 17:00:00,8.062,0.9211,6.8713,0.9628
2024-03-23 18:00:00,6.2275,0.8751,7.7435,0.9721
2024-03-23 19:00:00,8.0309,0.9434,7.089,0.9634
2024-03-23 20:00:00,8.0431,0.9043,7.3031,0.8662
2024-03-23 21:00:00,8.2582,0.9316,6.0628,1.0
2024-03-23 22:00:00,6.8666,0.946,7.4227,0.9143
2024-03-23 23:00:00,7.4504,0.8733,8.6986,0.9631
2024-03-24 00:00:00,7.4012,0.8709,8.7168,1.0
2024-03-24 01:00:00,7.3166,0.8789,7.1686,0.925
2024-03-24 02:00:00,7.3805,0.9439,7.172,1.0
2024-03-24 03:00:00,7.3712,1.0,8.7252,0.9483
2024-03-24 04:00:00,5.9131,0.8678,6.598,0.9802
2024-03-24 05:00:00,7.8562,0.8354,6.9274,0.9311
2024-03-24 06:00:00,7.8739,0.9288,7.9124,0.9944
2024-03-24 07:00:00,7.1812,1.0,7.8839,0.9022
2024-03-24 08:00:00,7.6896,0.9083,7.5992,0.926
2024-03-24 09:00:00,6.5683,0.9324,7.0467,1.0
2024-03-24 10:00:00,8.4862,0.9802,7.5095,0.9985
2024-03-24 11:00:00,7.0228,0.9132,8.401,1.0
2024-03-24 12:00:00,6.7252,0.9746,7.1124,0.8811
2024-03-24 13:00:00,7.3059,1.0,5.6947,1.0
2024-03-24 14:00:00,7.0601,1.0,8.5812,1.0
2024-03-24 15:00:00,7.6012,0.91,6.8681,0.9519
2024-03-24 16:00:00,8.2013,1.0,8.1279,0.8496
2024-03-24 17:00:00,8.6324,0.9995,8.379,0.9055
2024-03-24 18:00:00,8.1917,0.9709,6.4118,0.9181
2024-03-24 19:00:00,6.8637,0.9718,5.7394,0.8513
2024-03-24 20:00:00,8.1942,0.9268,7.4041,1.0
2024-03-24 21:00:00,7.6503,0.9616,8.4722,0.9771
2024-03-24 22:00:00,6.5906,0.9248,7.51,0.9926
2024-03-24 23:00:00,6.9806,0.9747,8.7458,1.0
2024-03-25 00:00:00,6.4759,0.9556,7.2442,0.9724
2024-03-25 01:00:00,8.3137,0.909,6.7053,0.9099
2024-03-25 02:00:00,7.4721,0.9481,7.9236,0.9138
2024-03-25 03:00:00,7.2498,0.8577,5.9866,0.9206
2024-03-25 04:00:00,8.6609,0.9445,7.4953,0.9224
2024-03-25 05:00:00,7.79,0.9338,7.4838,0.9681
2024-03-25 06:00:00,8.5875,0.9255,7.6815,0.9033
2024-03-25 07:00:00,7.448,1.0,7.1555,1.0
2024-03-25 08:00:00,7.5488,0.9153,8.5284,0.9416
2024-03-25 09:00:00,7.6402,0.9548,7.027,0.9097
2024-03-25 10:00:00,8.2456,0.9506,6.2006,0.8913
2024-03-25 11:00:00,8.2765,1.0,7.2011,0.9567
2024-03-25 12:00:00,7.6241,1.0,7.775,0.9431
2024-03-25 13:00:00,8.3386,0.9171,7.3741,0.9106
2024-03-25 14:00:00,8.5137,0.8642,7.8495,0.9655
2024-03-25 15:00:00,7.8548,0.8911,7.202,1.0
2024-03-25 16:00:00,7.8105,0.8748,7.8845,0.9032
2024-03-25 17:00:00,8.2448,1.0,7.8013,0.9168
2024-03-25 18:00:00,7.9487,0.9376,7.3801,0.8807
2024-03-25 19:00:00,7.8885,1.0,6.9545,1.0
2024-03-25 20:00:00,8.0057,0.8436,6.4385,0.8869
2024-03-25 21:00:00,7.9082,0.9944,7.1943,0.9333
2024-03-25 22:00:00,7.244,1.0,7.6472,0.9498
2024-03-25 23:00:00,6.9248,1.0,7.8253,1.0
2024-03-26 00:00:00,8.9017,0.9918,7.011,0.978
2024-03-26 01:00:00,6.622,0.9519,7.2309,0.9636
2024-03-26 02:00:00,6.8628,1.0,7.8505,0.9616
2024-03-26 03:00:00,6.9909,0.9348,7.2856,0.9602
2024-03-26 04:00:00,6.9132,1.0,6.3587,0.9566
2024-03-26 05:00:00,7.0137,0.9315,7.2207,0.8919
2024-03-26 06:00:00,7.0922,0.8297,8.3037,0.9719
2024-03-26 07:00:00,8.3529,0.9958,9.3156,0.8539
2024-03-26 08:00:00,6.3565,0.9555,7.8163,0.8728
2024-03-26 09:00:00,6.9662,0.9145,8.6082,0.9135
2024-03-26 10:00:00,7.4464,0.9059,8.1874,0.8815
2024-03-26 11:00:00,7.1693,0.9276,7.8991,0.9074
2024-03-26 12:00:00,7.531,0.8632,7.6071,0.9848
2024-03-26 13:00:00,7.5776,0.9105,7.4307,0.9533
2024-03-26 14:00:00,6.9624,0.9056,7.4204,0.9147
2024-03-26 15:00:00,7.7138,0.9254,8.2713,0.9499
2024-03-26 16:00:00,7.4846,0.9412,8.8424,0.9373
2024-03-26 17:00:00,7.5006,0.9133,7.2512,0.9319
2024-03-26 18:00:00,6.4147,1.0,7.0581,0.8682
2024-03-26 19:00:00,7.912,0.986,7.7268,0.932
2024-03-26 20:00:00,6.3385,0.9126,7.2863,0.8835
2024-03-26 21:00:00,7.5714,0.9697,6.2074,0.91
2024-03-26 22:00:00,6.3287,0.957,7.395,0.8863
2024-03-26 23:00:00,6.4854,0.8503,7.2822,0.9023
2024-03-27 00:00:00,7.085,0.9122,8.0233,0.9322
2024-03-27 01:00:00,7.2982,0.9302,6.7938,0.9762
2024-03-27 02:00:00,8.0422,0.9421,6.8166,0.9414
2024-03-27 03:00:00,8.6137,1.0,7.9264,0.9824
2024-03-27 04:00:00,6.5996,0.9823,6.5332,0.9672
2024-03-27 05:00:00,6.912,0.9208,5.933,1.0
2024-03-27 06:00:00,6.6458,1.0,8.051,0.8999
2024-03-27 07:00:00,7.1908,0.971,6.7773,0.9369
2024-03-27 08:00:00,6.7485,1.0,8.2158,1.0
2024-03-27 09:00:00,7.598,0.9863,7.0395,0.8541
2024-03-27 10:00:00,6.7078,1.0,6.2724,0.9003
2024-03-27 11:00:00,7.5856,0.9482,8.2626,1.0
2024-03-27 12:00:00,6.9496,0.964,7.604,0.9611
2024-03-27 13:00:00,7.9561,0.8985,6.4058,0.98
2024-03-27 14:00:00,7.1959,0.9432,8.0327,0.9285
2024-03-27 15:00:00,6.9262,0.9599,7.3325,0.9791
2024-03-27 16:00:00,7.5401,0.9505,8.4406,0.9697
2024-03-27 17:00:00,7.2683,0.9544,8.2146,1.0
2024-03-27 18:00:00,8.8287,0.9936,6.4306,0.9604
2024-03-27 19:00:00,6.7048,0.956,7.9738,0.9059
2024-03-27 20:00:00,7.3757,0.9205,7.2006,0.9433
2024-03-27 21:00:00,7.0555,0.9399,6.2079,0.9341
2024-03-27 22:00:00,8.0382,0.8112,9.0657,1.0
2024-03-27 23:00:00,7.3225,1.0,5.8617,0.952
2024-03-28 00:00:00,7.7458,1.0,6.2926,0.8845
2024-03-28 01:00:00,7.7613,0.8121,6.6906,0.9348
2024-03-28 02:00:00,6.902,1.0,7.9685,0.8896
2024-03-28 03:00:00,6.8027,0.9066,8.0339,0.9137
2024-03-28 04:00:00,6.4989,0.9807,6.9045,0.9294
2024-03-28 05:00:00,7.1835,0.9105,6.9855,0.9896
2024-03-28 06:00:00,7.3465,0.8978,6.7115,0.8701
2024-03-28 07:00:00,7.0122,0.9261,7.3904,0.9701
2024-03-28 08:00:00,7.2523,0.8814,7.6077,0.9705
2024-03-28 09:00:00,6.0562,0.9609,7.3761,0.9157
2024-03-28 10:00:00,7.4653,0.9709,6.7492,0.9338
2024-03-28 11:00:00,6.2747,1.0,8.3041,0.8783
2024-03-28 12:00:00,6.438,0.8751,7.3381,0.937
2024-03-28 13:00:00,6.9723,0.9712,8.2192,0.9608
2024-03-28 14:00:00,8.5938,0.9948,7.9004,1.0
2024-03-28 15:00:00,7.6687,0.9797,6.9638,0.9573
2024-03-28 16:00:00,7.3308,0.9195,6.5511,0.9082
2024-03-28 17:00:00,7.0407,0.9498,7.3623,0.9835
2024-03-28 18:00:00,7.3558,1.0,7.4938,1.0
2024-03-28 19:00:00,7.8145,1.0,7.0463,0.8754
2024-03-28 20:00:00,8.1835,0.9631,7.2151,0.945
2024-03-28 21:00:00,8.0561,0.9619,6.0555,0.9148
2024-03-28 22:00:00,8.2405,0.9981,6.6876,1.0
2024-03-28 23:00:00,7.4209,0.9102,6.5111,0.9823
2024-03-29 00:00:00,7.7795,1.0,7.1596,0.9109
2024-03-29 01:00:00,7.0357,0.8511,7.0573,0.9887
2024-03-29 02:00:00,6.4389,0.9683,9.2534,1.0
2024-03-29 03:00:00,7.8241,0.9736,6.6208,1.0
2024-03-29 04:00:00,7.8201,0.9306,6.8615,0.9354
2024-03-29 05:00:00,7.0384,0.9676,7.7668,0.9439
2024-03-29 06:00:00,6.8644,1.0,8.1866,1.0
2024-03-29 07:00:00,8.1875,0.9423,7.692,0.9714
2024-03-29 08:00:00,6.9127,0.926,7.5768,0.9231
2024-03-29 09:00:00,9.6748,0.9566,7.0763,0.8888
2024-03-29 10:00:00,7.6773,0.9603,7.5218,0.9665
2024-03-29 11:00:00,8.2874,0.9182,8.3555,0.9167
2024-03-29 12:00:00,7.0101,0.9439,8.2689,0.9034
2024-03-29 13:00:00,8.1586,0.9478,6.4332,0.9581
2024-03-29 14:00:00,7.1881,0.9511,6.7682,0.9934
2024-03-29 15:00:00,7.7453,0.9177,7.6226,0.8692
2024-03-29 16:00:00,9.4956,0.9669,7.3419,1.0
2024-03-29 17:00:00,7.2364,1.0,7.0429,1.0
2024-03-29 18:00:00,7.6459,0.9628,7.2212,0.9373
2024-03-29 19:00:00,8.0911,0.952,6.0766,0.956
2024-03-29 20:00:00,7.3682,0.9342,7.9681,0.982
2024-03-29 21:00:00,8.0338,1.0,7.856,0.9145
2024-03-29 22:00:00,7.5155,0.9877,8.1399,1.0
2024-03-29 23:00:00,7.5568,0.8728,6.4782,0.9481
2024-03-30 00:00:00,7.7225,0.98,7.1861,0.9094
2024-03-30 01:00:00,9.0098,1.0,7.4221,0.9684
2024-03-30 02:00:00,6.8529,0.8824,7.45,0.8971
2024-03-30 03:00:00,7.2556,1.0,8.2202,0.9843
2024-03-30 04:00:00,6.8353,0.8901,6.4801,0.9482
2024-03-30 05:00:00,9.1631,0.9674,7.9605,1.0
2024-03-30 06:00:00,7.4346,0.9803,6.9778,0.9112
2024-03-30 07:00:00,6.8444,0.9271,8.2254,0.9015
2024-03-30 08:00:00,7.267,0.9552,7.215,0.8807
2024-03-30 09:00:00,7.0337,0.9376,7.4103,1.0
2024-03-30 10:00:00,7.1974,1.0,7.7966,0.8972
2024-03-30 11:00:00,7.4235,0.9895,9.0297,0.9305
2024-03-30 12:00:00,8.57,0.9782,8.0453,0.9801
2024-03-30 13:00:00,7.257,0.9707,7.3079,0.9632
2024-03-30 14:00:00,8.4332,0.9126,6.7252,1.0
2024-03-30 15:00:00,7.1455,1.0,5.9807,0.9396
2024-03-30 16:00:00,6.6456,0.9879,7.5357,0.9581
2024-03-30 17:00:00,6.9309,0.8372,7.3883,0.8951
2024-03-30 18:00:00,7.8271,1.0,8.1636,1.0
2024-03-30 19:00:00,8.1357,0.9137,6.9301,0.9296
2024-03-30 20:00:00,8.5139,0.9601,7.4947,0.9164
2024-03-30 21:00:00,7.2938,0.9284,5.6202,0.9709
2024-03-30 22:00:00,8.6706,0.9568,7.5537,0.9257
2024-03-30 23:00:00,8.4965,0.971,7.1475,1.0
2024-03-31 00:00:00,6.4039,0.9292,7.7456,0.8837
2024-03-31 01:00:00,7.1043,0.9236,7.7106,0.9508
2024-03-31 02:00:00,7.0254,0.9913,8.2072,1.0
2024-03-31 03:00:00,6.119,0.9868,8.1541,1.0
2024-03-31 04:00:00,6.5858,1.0,6.7585,0.9827
2024-03-31 05:00:00,7.2184,0.883,7.8013,0.9455
2024-03-31 06:00:00,7.3518,0.94,7.7407,1.0
2024-03-31 07:00:00,7.5941,0.8527,7.3796,1.0
2024-03-31 08:00:00,6.9991,0.9709,8.1379,0.93
2024-03-31 09:00:00,9.06,0.8998,8.4603,0.9809
2024-03-31 10:00:00,7.1778,0.8296,7.0267,0.9475
2024-03-31 11:00:00,7.793,0.9001,7.8154,0.9361
2024-03-31 12:00:00,6.2888,0.9916,7.8425,0.9377
2024-03-31 13:00:00,6.0494,0.8757,7.0796,0.9227
2024-03-31 14:00:00,7.3682,1.0,9.0771,0.9677
2024-03-31 15:00:00,7.0097,0.9698,7.9925,0.9551
2024-03-31 16:00:00,7.7575,0.9788,7.051,0.9033
2024-03-31 17:00:00,7.8179,0.9504,8.5679,0.9532
2024-03-31 18:00:00,7.8464,0.9972,8.802,0.8967
2024-03-31 19:00:00,8.7051,0.9925,7.4756,0.9183
2024-03-31 20:00:00,8.4762,0.945,8.9825,1.0
2024-03-31 21:00:00,8.5579,1.0,7.4311,0.9767
2024-03-31 22:00:00,7.2658,0.934,7.6103,0.9711
2024-03-31 23:00:00,6.8226,0.9909,8.3063,0.8876
2024-04-01 00:00:00,7.0671,0.9415,8.2073,0.8982
2024-04-01 01:00:00,8.2928,0.867,7.8136,1.0
2024-04-01 02:00:00,8.0571,0.9272,6.9224,0.8996
2024-04-01 03:00:00,7.3647,1.0,6.6961,1.0
2024-04-01 04:00:00,7.651,0.9536,7.1651,0.8962
2024-04-01 05:00:00,8.3439,0.958,6.9649,1.0
2024-04-01 06:00:00,7.9455,0.9374,8.0365,0.8941
2024-04-01 07:00:00,9.1896,1.0,6.7912,0.9656
2024-04-01 08:00:00,5.1775,1.0,6.9325,0.949
2024-04-01 09:00:00,7.4063,0.9202,5.9652,0.8028
2024-04-01 10:00:00,6.6234,0.9567,8.6205,0.9366
2024-04-01 11:00:00,7.8506,0.9374,8.1294,0.9957
2024-04-01 12:00:00,6.6659,0.9005,7.7552,0.9416
2024-04-01 13:00:00,9.0964,0.9882,7.6909,0.988
2024-04-01 14:00:00,7.9287,0.9163,7.221,0.9053
2024-04-01 15:00:00,7.0664,1.0,7.1481,0.9391
2024-04-01 16:00:00,7.989,0.882,8.0978,1.0
2024-04-01 17:00:00,7.2086,0.9628,6.989,0.8976
2024-04-01 18:00:00,7.3464,0.945,6.7644,0.9187
2024-04-01 19:00:00,5.7327,1.0,8.0975,0.9507
2024-04-01 20:00:00,8.5482,0.9476,6.9488,0.9385
2024-04-01 21:00:00,6.8399,0.9084,6.303,0.9975
2024-04-01 22:00:00,7.4926,1.0,8.0189,0.9502
2024-04-01 23:00:00,8.7086,1.0,6.9804,0.9682
2024-04-02 00:00:00,7.4392,0.8794,7.1246,0.8155
2024-04-02 01:00:00,6.4779,0.9881,7.5015,0.9455
2024-04-02 02:00:00,6.5821,1.0,7.1337,0.9603
2024-04-02 03:00:00,7.9311,0.99,7.5335,0.9138
2024-04-02 04:00:00,7.284,0.9484,6.9718,0.9594
2024-04-02 05:00:00,9.462,0.9796,7.0047,0.9646
2024-04-02 06:00:00,7.0148,1.0,7.2734,0.9759
2024-04-02 07:00:00,6.9571,1.0,8.7855,0.8929
2024-04-02 08:00:00,7.9075,0.9796,8.4108,1.0
2024-04-02 09:00:00,6.6935,0.9053,6.9776,1.0
2024-04-02 10:00:00,7.8091,1.0,8.5109,1.0
2024-04-02 11:00:00,5.9737,0.9427,7.8152,0.8491
2024-04-02 12:00:00,8.5218,1.0,6.7952,0.9488
2024-04-02 13:00:00,7.9722,0.9752,6.5235,0.8903
2024-04-02 14:00:00,6.6297,0.9726,7.7627,0.9902
2024-04-02 15:00:00,7.3587,0.93,7.2907,0.9488
2024-04-02 16:00:00,7.6146,0.9898,7.5554,0.9976
2024-04-02 17:00:00,8.2045,0.9109,8.7726,0.9654
2024-04-02 18:00:00,7.3157,0.9219,7.7651,0.9272
2024-04-02 19:00:00,6.7949,0.9877,9.7094,0.9792
2024-04-02 20:00:00,6.4491,0.9748,6.214,0.8793
2024-04-02 21:00:00,8.077,0.9527,8.5048,1.0
2024-04-02 22:00:00,8.3889,0.89,6.6259,0.9379
2024-04-02 23:00:00,6.7207,0.9295,7.7829,0.8981
2024-04-03 00:00:00,9.0689,0.9238,6.3739,0.9654
2024-04-03 01:00:00,6.5071,1.0,7.2612,0.9525
2024-04-03 02:00:00,8.8781,0.9747,7.1222,0.9541
2024-04-03 03:00:00,6.9134,0.9757,7.9864,0.9012
2024-04-03 04:00:00,6.4263,0.9181,8.0304,0.9738
2024-04-03 05:00:00,7.2527,1.0,6.4847,1.0
2024-04-03 06:00:00,6.1574,0.9216,7.6174,0.8631
2024-04-03 07:00:00,8.269,1.0,8.5137,0.9251
2024-04-03 08:00:00,7.5858,0.9345,7.4182,0.9402
2024-04-03 09:00:00,6.749,0.9995,8.6719,1.0
2024-04-03 10:00:00,6.8461,0.8993,7.1126,0.9209
2024-04-03 11:00:00,8.1687,0.9443,7.7913,0.9805
2024-04-03 12:00:00,6.6271,0.8912,6.1442,0.8915
2024-04-03 13:00:00,8.206,0.9616,7.2756,0.8936
2024-04-03 14:00:00,7.9221,0.9717,7.3047,0.8992
2024-04-03 15:00:00,7.0836,1.0,7.8288,0.9955
2024-04-03 16:00:00,7.8748,0.9624,8.0201,0.9958
2024-04-03 17:00:00,8.6491,0.9828,7.8418,0.9134
2024-04-03 18:00:00,7.6109,0.8904,8.4379,0.9769
2024-04-03 19:00:00,8.4119,1.0,6.4818,0.9117
2024-04-03 20:00:00,7.7446,0.9044,6.9417,0.9077
2024-04-03 21:00:00,8.8513,0.9124,7.7705,0.9368
2024-04-03 22:00:00,7.3295,0.9222,8.0439,0.9963
2024-04-03 23:00:00,7.0925,0.8434,6.3397,0.9979
2024-04-04 00:00:00,7.7043,0.9148,6.419,1.0
2024-04-04 01:00:00,7.846,0.9975,7.0169,0.8858
2024-04-04 02:00:00,6.0026,1.0,9.0778,0.914
2024-04-04 03:00:00,7.6668,0.9388,7.9688,0.9836
2024-04-04 04:00:00,7.6516,0.8359,8.0465,0.9237
2024-04-04 05:00:00,8.1715,1.0,8.224,0.9132
2024-04-04 06:00:00,8.2242,0.9471,7.2133,0.9311
2024-04-04 07:00:00,7.6613,0.9509,7.5742,0.918
2024-04-04 08:00:00,7.7506,1.0,8.2141,1.0
2024-04-04 09:00:00,6.7805,1.0,8.155,0.906
2024-04-04 10:00:00,8.0227,1.0,7.1507,0.8298
2024-04-04 11:00:00,7.3798,0.9041,8.0922,0.9176
2024-04-04 12:00:00,7.1742,1.0,7.7168,0.9542
2024-04-04 13:00:00,7.6053,0.9863,8.0466,0.9608
2024-04-04 14:00:00,7.0408,0.9339,6.8902,0.9507
2024-04-04 15:00:00,7.804,0.8962,8.344,0.8628
