Unit Code,TotalHoursInDAData,RegOfferHours,RegAwardHours,SpinOfferHours,SpinAwardHours,SuppOfferHours,SuppAwardHours,STROfferHours,STRAwardHours,RegOfferFreq,RegAwardFreqOverall,RegHitRateIfOffered,SpinOfferFreq,SpinAwardFreqOverall,SpinHitRateIfOffered,SuppOfferFreq,SuppAwardFreqOverall,SuppHitRateIfOffered,STROfferFreq,STRAwardFreqOverall,STRHitRateIfOffered
A3178,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3179,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3180,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3181,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3182,8744,8768,0,8768,2,8768,0,0,3,1.0027447392497713,0.0,0.0,1.0027447392497713,0.00022872827081427266,0.0002281021897810219,1.0027447392497713,0.0,0.0,0.0,0.00034309240622140897,0.0
A3183,8744,8768,1,8768,4,8768,0,0,4,1.0027447392497713,0.00011436413540713633,0.00011405109489051095,1.0027447392497713,0.0004574565416285453,0.0004562043795620438,1.0027447392497713,0.0,0.0,0.0,0.0004574565416285453,0.0
A3184,8744,8768,57,8768,0,8768,0,8713,28,1.0027447392497713,0.00651875571820677,0.006500912408759124,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.003202195791399817,0.0032135888901641224
A3197,8744,8768,520,8768,1,8768,0,0,0,1.0027447392497713,0.059469350411710885,0.05930656934306569,1.0027447392497713,0.00011436413540713633,0.00011405109489051095,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3198,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3200,8744,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3213,8744,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3215,8744,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3220,8744,8768,0,8768,0,0,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3375,8744,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3385,8744,8768,569,8768,283,8768,0,0,361,1.0027447392497713,0.06507319304666057,0.06489507299270073,1.0027447392497713,0.03236505032021958,0.032276459854014596,1.0027447392497713,0.0,0.0,0.0,0.041285452881976215,0.0
A3386,8744,8768,59,8768,36,8768,0,0,52,1.0027447392497713,0.006747483989021043,0.006729014598540146,1.0027447392497713,0.004117108874656907,0.004105839416058394,1.0027447392497713,0.0,0.0,0.0,0.005946935041171089,0.0
A3399,8744,8624,0,8768,0,8768,0,0,0,0.9862763037511436,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3400,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3401,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3402,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3407,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3408,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3409,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3410,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3411,8744,8768,0,8768,0,8768,0,0,61,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0069762122598353155,0.0
A3419,8744,5542,2949,8768,3224,8768,0,8713,2994,0.6338060384263495,0.337259835315645,0.5321183688199206,1.0027447392497713,0.3687099725526075,0.3677007299270073,1.0027447392497713,0.0,0.0,0.9964547118023788,0.34240622140896615,0.343624469183978
A3420,8744,7902,5054,8768,5307,8768,0,8713,4987,0.9037053979871912,0.577996340347667,0.6395849152113389,1.0027447392497713,0.6069304666056725,0.6052691605839416,1.0027447392497713,0.0,0.0,0.9964547118023788,0.5703339432753889,0.5723631355445885
A3421,8744,8240,2,8768,0,8768,13,8713,8,0.9423604757548033,0.00022872827081427266,0.00024271844660194174,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0014867337602927722,0.0014826642335766423,0.9964547118023788,0.0009149130832570906,0.0009181682543326064
A3427,8744,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3446,8744,7894,11,8768,0,8768,0,8713,4,0.9027904849039341,0.0012580054894784996,0.001393463389916392,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.0004574565416285453,0.0004590841271663032
A3447,8744,5606,7,8768,0,8768,0,8713,5,0.6411253430924062,0.0008005489478499542,0.0012486621476988941,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.0005718206770356817,0.000573855158957879
A3448,8744,7894,12,8768,0,8768,0,8713,4,0.9027904849039341,0.0013723696248856359,0.0015201418799087915,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.0004574565416285453,0.0004590841271663032
A3449,8744,7798,12,8768,0,8768,0,8713,4,0.8918115279048491,0.0013723696248856359,0.001538856116953065,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.0004574565416285453,0.0004590841271663032
A3454,8744,8659,0,8768,0,8768,0,0,0,0.9902790484903934,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3455,8744,8600,70,8768,4491,8768,0,0,5024,0.9835315645013724,0.008005489478499543,0.00813953488372093,1.0027447392497713,0.5136093321134492,0.5122034671532847,1.0027447392497713,0.0,0.0,0.0,0.5745654162854529,0.0
A3456,8744,8720,68,8768,3571,8768,0,0,4041,0.9972552607502287,0.00777676120768527,0.007798165137614679,1.0027447392497713,0.40839432753888383,0.4072764598540146,1.0027447392497713,0.0,0.0,0.0,0.46214547118023785,0.0
A3457,8744,8768,721,8768,2971,8768,0,0,5666,1.0027447392497713,0.0824565416285453,0.0822308394160584,1.0027447392497713,0.339775846294602,0.338845802919708,1.0027447392497713,0.0,0.0,0.0,0.6479871912168343,0.0
A3458,8744,8768,348,8768,2073,8768,0,0,4488,1.0027447392497713,0.03979871912168344,0.03968978102189781,1.0027447392497713,0.2370768526989936,0.2364279197080292,1.0027447392497713,0.0,0.0,0.0,0.5132662397072278,0.0
A3515,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3518,8744,6736,190,8768,14,8768,0,8713,24,0.7703568161024703,0.021729185727355903,0.02820665083135392,1.0027447392497713,0.0016010978956999085,0.0015967153284671533,1.0027447392497713,0.0,0.0,0.9964547118023788,0.0027447392497712718,0.0027545047629978195
A3519,8744,8270,0,8768,0,8768,0,0,0,0.9457913998170174,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3520,8744,8270,0,8768,0,8768,0,0,0,0.9457913998170174,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3545,8744,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3546,8744,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3566,8744,8768,1297,8768,882,8768,0,0,2050,1.0027447392497713,0.1483302836230558,0.1479242700729927,1.0027447392497713,0.10086916742909424,0.10059306569343066,1.0027447392497713,0.0,0.0,0.0,0.23444647758462947,0.0
A3576,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3582,8744,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3588,8744,0,0,0,0,0,0,8713,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9964547118023788,0.017955169258920402,0.0180190519912774
A3589,8744,0,0,0,0,0,0,8713,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9964547118023788,0.015096065873741994,0.015149776196488007
A3590,8744,0,0,0,0,0,0,8713,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9964547118023788,0.010864592863677951,0.010903248020199702
A3601,8744,8768,0,8768,0,8768,0,8713,31,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.003545288197621226,0.0035579019855388498
A3606,8744,5331,4061,8768,3792,8768,0,8713,3638,0.6096752058554438,0.4644327538883806,0.7617707747139374,1.0027447392497713,0.43366880146386094,0.4324817518248175,1.0027447392497713,0.0,0.0,0.9964547118023788,0.41605672461116194,0.4175370136577528
A3607,8744,5576,3330,8768,2707,8768,0,8713,2658,0.6376944190301921,0.38083257090576395,0.5972022955523673,1.0027447392497713,0.309583714547118,0.30873631386861317,1.0027447392497713,0.0,0.0,0.9964547118023788,0.30397987191216835,0.30506140250200847
A3608,8744,6019,3125,8768,2700,8768,0,8713,2670,0.6883577310155535,0.357387923147301,0.5191892340920419,1.0027447392497713,0.30878316559926805,0.3079379562043796,1.0027447392497713,0.0,0.0,0.9964547118023788,0.305352241537054,0.3064386548835074
A3609,8744,6773,3875,8768,3514,8768,0,8713,3368,0.7745882891125343,0.44316102470265323,0.5721246124317142,1.0027447392497713,0.401875571820677,0.40077554744525545,1.0027447392497713,0.0,0.0,0.9964547118023788,0.38517840805123515,0.3865488350740273
A3610,8744,5946,3673,8768,3066,8768,0,8713,3302,0.6800091491308325,0.4200594693504117,0.6177262024890683,1.0027447392497713,0.35064043915827997,0.34968065693430656,1.0027447392497713,0.0,0.0,0.9964547118023788,0.37763037511436415,0.3789739469757833
A3611,8744,8768,0,8768,0,8768,0,8713,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.0,0.0
A3615,8744,8768,0,8768,0,8768,3134,8713,3034,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.35841720036596525,0.3574361313868613,0.9964547118023788,0.3469807868252516,0.34821531045564097
A3619,3624,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3624,8744,8768,2,8768,16,8768,0,8713,54,1.0027447392497713,0.00022872827081427266,0.0002281021897810219,1.0027447392497713,0.0018298261665141812,0.0018248175182481751,1.0027447392497713,0.0,0.0,0.9964547118023788,0.006175663311985362,0.006197635716745094
A3625,8744,8768,2,8768,7,8768,0,8713,40,1.0027447392497713,0.00022872827081427266,0.0002281021897810219,1.0027447392497713,0.0008005489478499542,0.0007983576642335766,1.0027447392497713,0.0,0.0,0.9964547118023788,0.004574565416285453,0.004590841271663032
A3626,8744,8768,3,8768,6,8768,0,8713,197,1.0027447392497713,0.00034309240622140897,0.00034215328467153286,1.0027447392497713,0.0006861848124428179,0.0006843065693430657,1.0027447392497713,0.0,0.0,0.9964547118023788,0.022529734675205856,0.022609893262940432
A3627,8744,8768,4,8768,8,8768,0,8713,91,1.0027447392497713,0.0004574565416285453,0.0004562043795620438,1.0027447392497713,0.0009149130832570906,0.0009124087591240876,1.0027447392497713,0.0,0.0,0.9964547118023788,0.010407136322049405,0.010444163893033398
A3628,8744,8768,0,8768,1,8768,0,8713,326,1.0027447392497713,0.0,0.0,1.0027447392497713,0.00011436413540713633,0.00011405109489051095,1.0027447392497713,0.0,0.0,0.9964547118023788,0.03728270814272644,0.037415356364053715
A3629,8744,8768,0,8768,0,8768,0,8713,164,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.018755718206770355,0.018822449213818433
A3630,8744,8768,0,8768,0,8768,3386,8713,3384,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.3872369624885636,0.38617700729927007,0.9964547118023788,0.3870082342177493,0.38838517158269253
A3634,8744,8768,0,8768,0,0,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3635,8744,8768,3,8768,10,8768,0,8713,37,1.0027447392497713,0.00034309240622140897,0.00034215328467153286,1.0027447392497713,0.0011436413540713633,0.0011405109489051094,1.0027447392497713,0.0,0.0,0.9964547118023788,0.004231473010064044,0.0042465281762883045
A3636,8744,8768,7,8768,8,8768,0,8713,38,1.0027447392497713,0.0008005489478499542,0.0007983576642335766,1.0027447392497713,0.0009149130832570906,0.0009124087591240876,1.0027447392497713,0.0,0.0,0.9964547118023788,0.00434583714547118,0.0043612992080798805
A3637,8744,8768,6,8768,8,8768,0,8713,628,1.0027447392497713,0.0006861848124428179,0.0006843065693430657,1.0027447392497713,0.0009149130832570906,0.0009124087591240876,1.0027447392497713,0.0,0.0,0.9964547118023788,0.07182067703568161,0.0720762079651096
A3639,8744,8768,0,8768,8265,8768,0,0,7860,1.0027447392497713,0.0,0.0,1.0027447392497713,0.9452195791399817,0.942632299270073,1.0027447392497713,0.0,0.0,0.0,0.8989021043000915,0.0
A3644,8744,8768,134,8768,47,8768,0,0,260,1.0027447392497713,0.015324794144556267,0.015282846715328468,1.0027447392497713,0.005375114364135407,0.005360401459854015,1.0027447392497713,0.0,0.0,0.0,0.029734675205855442,0.0
A3645,8744,8768,1,8768,0,8768,0,0,1,1.0027447392497713,0.00011436413540713633,0.00011405109489051095,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.00011436413540713633,0.0
A3646,8744,8768,3,8768,3,8768,0,0,0,1.0027447392497713,0.00034309240622140897,0.00034215328467153286,1.0027447392497713,0.00034309240622140897,0.00034215328467153286,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3647,8744,8768,5,8768,4,8768,0,0,0,1.0027447392497713,0.0005718206770356817,0.0005702554744525547,1.0027447392497713,0.0004574565416285453,0.0004562043795620438,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3651,8744,8768,0,8768,0,8768,0,8713,2574,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.2943732845379689,0.2954206358315161
A3652,8744,8768,0,8768,0,8768,0,8713,3291,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.3763723696248856,0.377711465626076
A3653,8744,8768,0,8768,0,8768,0,8713,768,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.0878316559926807,0.08814415241593022
A3654,8744,8768,0,8768,0,8768,0,8713,104,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.011893870082342177,0.011936187306323884
A3655,8744,8768,0,8768,0,8768,0,8713,77,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.008806038426349496,0.008837369447951337
A3656,8744,8768,0,8768,0,8768,0,8713,64,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.007319304666056725,0.0073453460346608514
A3657,8744,8768,0,8768,0,8768,0,8713,1,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.00011436413540713633,0.0001147710317915758
A3666,8744,8768,7,8768,0,8768,0,0,0,1.0027447392497713,0.0008005489478499542,0.0007983576642335766,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3667,8744,8768,9,8768,0,8768,0,0,1,1.0027447392497713,0.0010292772186642268,0.0010264598540145986,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.00011436413540713633,0.0
A3668,8744,8768,10,8768,0,8768,0,0,1,1.0027447392497713,0.0011436413540713633,0.0011405109489051094,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.00011436413540713633,0.0
A3669,8744,8768,7,8768,0,8768,0,0,0,1.0027447392497713,0.0008005489478499542,0.0007983576642335766,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3670,8744,8768,8,8768,0,8768,0,0,1,1.0027447392497713,0.0009149130832570906,0.0009124087591240876,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.00011436413540713633,0.0
A3671,8744,8768,6,8768,0,8768,0,0,0,1.0027447392497713,0.0006861848124428179,0.0006843065693430657,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3674,8744,7460,417,8768,15,8768,15,8713,184,0.853156450137237,0.047689844464775845,0.05589812332439678,1.0027447392497713,0.0017154620311070447,0.0017107664233576643,1.0027447392497713,0.0017154620311070447,0.0017107664233576643,0.9964547118023788,0.021043000914913082,0.02111786984964995
A3675,8744,6878,493,8768,16,8768,19,8713,190,0.7865965233302836,0.05638151875571821,0.07167781331782495,1.0027447392497713,0.0018298261665141812,0.0018248175182481751,1.0027447392497713,0.00217291857273559,0.002166970802919708,0.9964547118023788,0.021729185727355903,0.021806496040399404
A3676,8744,7240,512,8768,1,8768,18,8713,171,0.827996340347667,0.0585544373284538,0.0707182320441989,1.0027447392497713,0.00011436413540713633,0.00011405109489051095,1.0027447392497713,0.0020585544373284536,0.002052919708029197,0.9964547118023788,0.019556267154620312,0.01962584643635946
A3677,8744,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3679,8744,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3681,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3682,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3695,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3706,8744,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3708,8744,8768,0,8768,0,0,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3714,8744,0,0,0,0,0,0,0,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016582799634034768,0.0
A3715,8000,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3721,8744,8768,0,8768,0,8768,0,0,1727,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.19750686184812444,0.0
A3726,8744,8768,0,8768,0,0,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3727,8744,8768,0,8768,0,0,0,0,64,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0,0.0,0.007319304666056725,0.0
A3728,8744,8768,0,8768,0,0,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3729,8744,8768,0,8768,0,0,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3730,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3731,8744,8768,0,8768,0,8768,0,0,0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3736,8744,7913,407,8768,4,8768,0,8713,220,0.9049634034766697,0.04654620311070448,0.051434348540376595,1.0027447392497713,0.0004574565416285453,0.0004562043795620438,1.0027447392497713,0.0,0.0,0.9964547118023788,0.02516010978956999,0.02524962699414668
A3737,8744,7649,383,8768,4,8768,0,8713,189,0.8747712717291857,0.04380146386093321,0.05007190482416002,1.0027447392497713,0.0004574565416285453,0.0004562043795620438,1.0027447392497713,0.0,0.0,0.9964547118023788,0.021614821591948764,0.021691725008607828
A3738,8744,7616,358,8768,4,8768,0,8713,182,0.8709972552607502,0.0409423604757548,0.0470063025210084,1.0027447392497713,0.0004574565416285453,0.0004562043795620438,1.0027447392497713,0.0,0.0,0.9964547118023788,0.02081427264409881,0.020888327786066797
A3739,8744,7755,267,8768,4,8768,0,8713,134,0.8868938700823422,0.0305352241537054,0.03442940038684719,1.0027447392497713,0.0004574565416285453,0.0004562043795620438,1.0027447392497713,0.0,0.0,0.9964547118023788,0.015324794144556267,0.015379318260071159
A3740,8744,7841,366,8768,4,8768,0,8713,183,0.8967291857273559,0.04185727355901189,0.04667771967861242,1.0027447392497713,0.0004574565416285453,0.0004562043795620438,1.0027447392497713,0.0,0.0,0.9964547118023788,0.020928636779505946,0.021003098817858373
A3741,8744,7937,388,8768,4,8768,0,8713,195,0.907708142726441,0.04437328453796889,0.04888496913191382,1.0027447392497713,0.0004574565416285453,0.0004562043795620438,1.0027447392497713,0.0,0.0,0.9964547118023788,0.022301006404391584,0.022380351199357284
A3742,8744,6929,285,8768,1,8768,0,8713,172,0.7924290942360476,0.03259377859103385,0.04113147640352143,1.0027447392497713,0.00011436413540713633,0.00011405109489051095,1.0027447392497713,0.0,0.0,0.9964547118023788,0.019670631290027447,0.019740617468151037
A3743,8744,8009,377,8768,4,8768,0,8713,197,0.9159423604757548,0.04311527904849039,0.04707204395055563,1.0027447392497713,0.0004574565416285453,0.0004562043795620438,1.0027447392497713,0.0,0.0,0.9964547118023788,0.022529734675205856,0.022609893262940432
A3747,8744,5522,0,8768,0,0,0,8713,0,0.6315187557182068,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0,0.9964547118023788,0.0,0.0
A3748,8744,5799,0,8768,0,0,0,8673,0,0.6631976212259836,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0,0.9918801463860933,0.0,0.0
A3749,8744,5333,0,8768,0,365,0,8713,0,0.609903934126258,0.0,0.0,1.0027447392497713,0.0,0.0,0.04174290942360476,0.0,0.0,0.9964547118023788,0.0,0.0
A3754,8744,0,0,8768,0,8768,0,1397,5007,0.0,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.15976669716376946,0.5726212259835316,3.5841088045812457
A3755,8744,0,0,8768,0,8768,0,0,0,0.0,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3756,3624,0,0,3648,36,3648,0,0,515,0.0,0.0,0.0,1.0066225165562914,0.009933774834437087,0.009868421052631578,1.0066225165562914,0.0,0.0,0.0,0.14210816777041943,0.0
A3757,3624,0,0,3648,69,3648,0,0,485,0.0,0.0,0.0,1.0066225165562914,0.01903973509933775,0.018914473684210526,1.0066225165562914,0.0,0.0,0.0,0.13383002207505518,0.0
A3758,3624,0,0,3648,0,3648,0,0,0,0.0,0.0,0.0,1.0066225165562914,0.0,0.0,1.0066225165562914,0.0,0.0,0.0,0.0,0.0
A3759,8744,0,0,8768,0,8768,0,0,0,0.0,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.0,0.0,0.0
A3762,8744,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3763,8744,8768,2290,8768,6008,8768,0,0,5659,1.0027447392497713,0.26189387008234216,0.26117700729927007,1.0027447392497713,0.687099725526075,0.6852189781021898,1.0027447392497713,0.0,0.0,0.0,0.6471866422689845,0.0
A3764,8744,8768,1727,8768,5515,8768,0,0,5259,1.0027447392497713,0.19750686184812444,0.1969662408759124,1.0027447392497713,0.6307182067703568,0.6289917883211679,1.0027447392497713,0.0,0.0,0.0,0.6014409881061299,0.0
A3787,8744,8768,0,8768,90,8768,0,0,213,1.0027447392497713,0.0,0.0,1.0027447392497713,0.01029277218664227,0.010264598540145985,1.0027447392497713,0.0,0.0,0.0,0.024359560841720036,0.0
A3788,8744,8768,0,8768,57,8768,0,0,182,1.0027447392497713,0.0,0.0,1.0027447392497713,0.00651875571820677,0.006500912408759124,1.0027447392497713,0.0,0.0,0.0,0.02081427264409881,0.0
A3789,8744,8768,0,8768,141,8768,0,0,527,1.0027447392497713,0.0,0.0,1.0027447392497713,0.016125343092406222,0.016081204379562043,1.0027447392497713,0.0,0.0,0.0,0.06026989935956084,0.0
A3790,8744,8768,0,8768,54,8768,0,0,173,1.0027447392497713,0.0,0.0,1.0027447392497713,0.006175663311985362,0.0061587591240875915,1.0027447392497713,0.0,0.0,0.0,0.019784995425434583,0.0
A3791,8744,8624,0,8768,0,8768,0,8713,0,0.9862763037511436,0.0,0.0,1.0027447392497713,0.0,0.0,1.0027447392497713,0.0,0.0,0.9964547118023788,0.0,0.0
A3797,1416,1440,0,1440,0,1440,0,0,0,1.0169491525423728,0.0,0.0,1.0169491525423728,0.0,0.0,1.0169491525423728,0.0,0.0,0.0,0.0,0.0
A3798,1416,1440,0,1440,0,1440,0,0,0,1.0169491525423728,0.0,0.0,1.0169491525423728,0.0,0.0,1.0169491525423728,0.0,0.0,0.0,0.0,0.0
