Unit Code,RegAwardDuration_Mean,RegAwardDuration_Median,RegAwardDuration_Max,RegAwardDuration_Std,SpinAwardDuration_Mean,SpinAwardDuration_Median,SpinAwardDuration_Max,SpinAwardDuration_Std,SuppAwardDuration_Mean,SuppAwardDuration_Median,SuppAwardDuration_Max,SuppAwardDuration_Std,STRAwardDuration_Mean,STRAwardDuration_Median,STRAwardDuration_Max,STRAwardDuration_Std
A16430,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16431,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16432,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16433,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16434,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16435,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.012861736334406,3.0,129.0,14.033134585693118
A16436,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,7.605504587155964,3.0,129.0,13.51914231267567
A16437,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,7.865384615384615,3.0,150.0,15.674759399136226
A16438,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16439,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16452,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16453,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16456,1.6181818181818182,1.0,5.0,1.0451104689246455,2.066666666666667,2.0,5.0,1.3345232785352157,0.0,0.0,0.0,,1.7647058823529411,1.0,5.0,1.3040455357687049
A16457,1.5892857142857142,1.0,5.0,1.0050198679951232,2.1333333333333333,2.0,5.0,1.3557637102737472,0.0,0.0,0.0,,1.8235294117647058,1.0,5.0,1.336449122370355
A16458,1.5789473684210527,1.0,5.0,1.034189959427402,2.066666666666667,2.0,5.0,1.3345232785352157,1.0,1.0,1.0,,1.7647058823529411,1.0,5.0,1.3040455357687049
A16464,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16465,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16466,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16469,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16478,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16479,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16485,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16493,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16527,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16528,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16718,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16719,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16727,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16731,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16758,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16783,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16792,2.0,2.0,2.0,,2.25,1.0,7.0,1.6694421334796354,0.0,0.0,0.0,,2.25,1.0,7.0,1.6694421334796354
A16793,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16807,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16808,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16809,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16810,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16824,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A16845,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17032,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17033,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17034,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17035,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17085,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17095,7.166666666666667,8.0,8.0,1.5275252316519468,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17100,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17104,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17269,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17270,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17677,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17678,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17679,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17680,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17683,0.0,0.0,0.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,1.0,1.0,1.0,
A17684,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17707,3.7320872274143304,3.0,24.0,3.729510482941106,10.949308755760368,7.0,235.0,21.619868519437095,0.0,0.0,0.0,,5.309973045822103,2.0,69.0,8.652347455214567
A17864,10.25,8.0,72.0,14.247043934429529,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17943,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17944,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17981,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A17994,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18021,3.75,2.0,35.0,4.481649828487851,3.6666666666666665,2.0,35.0,4.508967598472099,0.0,0.0,0.0,,5.090452261306533,3.0,57.0,6.603630719787076
A18022,3.0314465408805034,2.0,22.0,3.33645264445733,3.163157894736842,2.0,35.0,3.970754266614444,0.0,0.0,0.0,,4.568904593639576,3.0,56.0,5.421720945944013
A18221,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18222,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18223,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18235,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18242,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18243,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18244,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18245,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18246,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18248,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,2.0,3.0,1.4142135623730951
A18251,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18271,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18277,2.0,2.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,2.0,2.0,
A18281,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18287,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18290,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18303,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18349,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18350,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18351,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18352,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18502,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18547,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18551,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18555,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18556,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18557,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18558,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18568,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18569,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18594,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18595,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18596,1.2307692307692308,1.0,2.0,0.4296689244236597,2.1372549019607843,2.0,9.0,1.604691239455626,0.0,0.0,0.0,,2.9441087613293053,2.0,36.0,3.2978542568156266
A18597,1.2173913043478262,1.0,2.0,0.42174116783665,2.2016806722689077,2.0,16.0,2.040188724789662,0.0,0.0,0.0,,2.9505649717514126,2.0,72.0,4.090432790776248
A18598,1.2222222222222223,1.0,3.0,0.6666666666666667,2.2333333333333334,2.0,9.0,1.6939503496604753,0.0,0.0,0.0,,3.077230359520639,2.0,47.0,3.7172607547579624
A18599,1.6666666666666667,1.5,3.0,0.816496580927726,2.1166666666666667,2.0,8.0,1.507311777807832,0.0,0.0,0.0,,3.1373056994818653,2.0,81.0,4.249276370203467
A18600,0.0,0.0,0.0,,148.48648648648648,18.0,2159.0,392.72124844344614,0.0,0.0,0.0,,0.0,0.0,0.0,
A18601,0.0,0.0,0.0,,23.32236842105263,9.0,444.0,49.74019656945586,0.0,0.0,0.0,,10.848142164781907,6.0,117.0,14.153900131684034
A18602,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18603,0.0,0.0,0.0,,500.06666666666666,345.0,1561.0,455.3515857737477,0.0,0.0,0.0,,0.0,0.0,0.0,
A18678,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18904,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18910,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18921,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18922,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A18966,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19170,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19171,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19172,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19179,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,9.227611940298507,8.0,69.0,8.115993290090913
A19180,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,9.228,8.0,69.0,8.17921845030632
A19181,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,8.468354430379748,8.0,21.0,5.7558288219611855
A19182,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,9.38888888888889,12.0,21.0,5.8418600798501314
A19186,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19187,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19188,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19189,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19196,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19218,4.984536082474227,4.0,42.0,4.970875595688397,1.0,1.0,1.0,,0.0,0.0,0.0,,2.652173913043478,2.0,22.0,3.11228998733334
A19219,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19220,0.0,0.0,0.0,,340.6666666666667,207.5,1325.0,353.18350504418254,360.0,360.0,360.0,,0.0,0.0,0.0,
A19221,0.0,0.0,0.0,,0.0,0.0,0.0,,442.0,442.0,803.0,510.5310960166873,0.0,0.0,0.0,
A19226,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19227,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19228,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19229,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19234,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19235,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19242,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19259,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19260,0.0,0.0,0.0,,5.717948717948718,6.0,23.0,4.31517237439162,0.0,0.0,0.0,,4.0,2.0,17.0,3.687240795073067
A19261,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19262,1.0,1.0,1.0,,5.896103896103896,6.0,23.0,4.050940162430184,0.0,0.0,0.0,,4.53932584269663,3.0,17.0,3.7630264046596156
A19271,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19510,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19511,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19520,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19546,0.0,0.0,0.0,,2928.0,2928.0,2928.0,,510.0,510.0,510.0,,0.0,0.0,0.0,
A19547,0.0,0.0,0.0,,1931.5,1931.5,3840.0,2699.026583789052,510.0,510.0,510.0,,0.0,0.0,0.0,
A19548,0.0,0.0,0.0,,0.0,0.0,0.0,,510.0,510.0,510.0,,0.0,0.0,0.0,
A19606,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19820,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19821,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19866,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19867,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19868,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19893,0.0,0.0,0.0,,8.177215189873417,8.0,10.0,0.9575542251618362,0.0,0.0,0.0,,0.0,0.0,0.0,
A19894,8.0,8.0,8.0,0.0,1.4761904761904763,1.0,8.0,1.6315344807587615,0.0,0.0,0.0,,0.0,0.0,0.0,
A19895,7.303030303030303,8.0,8.0,1.8142147864504057,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
A19896,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19897,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19898,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19899,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19900,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19901,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19902,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19904,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19905,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19906,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19907,6.872340425531915,8.0,8.0,2.1731265922488143,1.8095238095238095,1.0,8.0,1.7210185245675778,0.0,0.0,0.0,,0.0,0.0,0.0,
A19909,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19910,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19911,2.0,2.0,2.0,0.0,1.4444444444444444,1.0,2.0,0.5270462766947299,0.0,0.0,0.0,,0.0,0.0,0.0,
A19912,0.0,0.0,0.0,,8.0,8.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
A19914,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19915,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19916,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19917,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19918,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19919,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19920,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19921,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19922,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19923,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19925,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19926,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19927,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19933,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19934,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19945,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A19957,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A20184,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A20202,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A20203,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A20204,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A20205,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A20206,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A20207,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A20219,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A20260,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A20261,0.0,0.0,0.0,,9.0,9.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
A20262,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A20263,0.0,0.0,0.0,,29.666666666666668,7.0,131.0,42.932231139183,0.0,0.0,0.0,,0.0,0.0,0.0,
A20264,0.0,0.0,0.0,,48.0,48.0,48.0,,0.0,0.0,0.0,,23.5,23.5,45.0,30.405591591021544
A20265,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A20266,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3153,1.0394736842105263,1.0,3.0,0.25512294937587565,5.578199052132701,3.0,36.0,5.871423821657137,0.0,0.0,0.0,,4.081712062256809,2.0,36.0,4.663389679985257
A3165,5.843065693430657,5.0,42.0,5.191657094571054,3.8617021276595747,3.0,10.0,2.371883076728877,0.0,0.0,0.0,,2.570048309178744,2.0,28.0,2.709865381528095
A3167,3.709375,3.0,17.0,2.71185246810689,6.937394247038917,4.0,101.0,8.806650374896334,0.0,0.0,0.0,,5.589677419354839,3.0,69.0,6.573527425644768
A3174,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.4146341463414633,3.0,13.0,2.845835639632914
A3175,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,3.473684210526316,3.0,20.0,4.208040201706881
A3178,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3179,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3180,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3181,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3182,0.0,0.0,0.0,,2.0,2.0,2.0,,0.0,0.0,0.0,,3.0,3.0,3.0,
A3183,1.0,1.0,1.0,,2.0,2.0,3.0,1.4142135623730951,0.0,0.0,0.0,,2.0,2.0,3.0,1.4142135623730951
A3184,1.8387096774193548,1.0,6.0,1.2408807139433504,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,1.5,5.0,1.3008872711759818
A3197,2.7807486631016043,2.0,15.0,2.573657594744251,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3198,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3200,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3213,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3215,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3220,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3375,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3385,3.924137931034483,3.0,15.0,3.49619388013731,2.3008130081300813,1.0,13.0,2.4053729452480006,0.0,0.0,0.0,,2.6544117647058822,1.0,15.0,2.873579975159617
A3386,5.9,4.5,14.0,4.306326095924976,3.6,2.5,11.0,3.2386554137309655,0.0,0.0,0.0,,4.7272727272727275,3.0,14.0,4.100997661323622
A3399,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3400,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3401,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3402,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3407,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3408,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3409,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
A3410,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
