HourOfYear,MileageUp,PerformanceScore
2376,0.9994729482399489,0.98
2377,0.9740047025193229,0.98
2378,0.9902058450402749,0.98
2379,1.1796707390730563,0.98
2380,0.9782520813938557,0.98
2381,0.8747723627525104,0.98
2382,1.0238477255747829,0.8445510845660156
2383,1.0407097167968573,0.8707040628546484
2384,0.8671764084424816,0.98
2385,0.9850769838558084,0.98
2386,1.115640892990547,0.98
2387,1.1412546367860448,0.98
2388,0.9259842513504358,0.98
2389,1.0160122051709362,0.98
2390,0.7689386142921635,0.98
2391,1.2516635669972818,0.98
2392,0.910539563750778,0.98
2393,1.0798808102924564,0.98
2394,0.9582926268133523,0.98
2395,0.8901449836559296,0.9218185844459491
2396,0.9877535069698111,0.9233780525897234
2397,0.88891429138566,0.98
2398,1.055357889902085,0.98
2399,0.946110009839313,0.98
2400,1.0457948462100441,0.98
2401,1.1397186100574526,0.9381926084763013
2402,1.0359278507590155,0.98
2403,0.9970262983421996,0.98
2404,0.8920235884637482,0.98
2405,1.119763976269614,0.98
2406,1.035412596634322,0.98
2407,0.823915612593843,0.98
2408,1.0079545056385097,0.98
2409,0.8920532864820208,0.98
2410,0.9917544687662343,0.98
2411,0.9835701277046319,0.9141303434633574
2412,1.1421417099927487,0.98
2413,0.9808302788647584,0.98
2414,1.0570474939971022,0.98
2415,1.005241311168819,0.98
2416,0.8416642641571401,0.98
2417,0.9793051467509878,0.98
2418,1.0449571178869226,0.98
2419,1.1016312178128205,0.98
2420,1.0097038679313164,0.98
2421,1.0242525206288486,0.98
2422,0.843216377429058,0.98
2423,1.0631457001827034,0.98
2424,1.1984597588017354,0.98
2425,1.0941484497365024,0.98
2426,1.0328811751169735,0.98
2427,0.974911677305229,0.98
2428,0.8891123491283149,0.98
2429,0.929346159921764,0.98
2430,0.9761302624058015,0.98
2431,0.866741844539291,0.98
2432,1.0096392012064161,0.98
2433,1.0993022183079586,0.98
2434,1.0134158468849468,0.98
2435,1.035349602487383,0.98
2436,1.1178463113153516,0.98
2437,0.9144576325985665,0.98
2438,0.999768695637906,0.98
2439,0.9590019590376593,0.98
2440,0.9227360953887163,0.98
2441,0.9919575802710151,0.98
2442,0.8986971991248068,0.98
2443,0.9797095639295058,0.98
2444,0.8824783864142202,0.98
2445,0.947521790333114,0.98
2446,0.8861249230008716,0.8028916296680924
2447,1.043452745675202,0.98
2448,1.0468305466302181,0.98
2449,0.9669748348483046,0.98
2450,1.0011889191656935,0.98
2451,0.9639126844750896,0.98
2452,1.046466024291458,0.98
2453,0.891898081522756,0.98
2454,0.8567485060578265,0.98
2455,0.931147418969582,0.98
2456,0.9288148513628944,0.98
2457,0.9602717435843011,0.98
2458,0.9068840747799702,0.98
2459,0.8980276926732548,0.98
2460,1.0041580136073818,0.98
2461,0.8060667602205124,0.98
2462,0.9693045172222857,0.98
2463,0.8788859194700446,0.8905392688596458
2464,0.9281683198813769,0.98
2465,0.8620144960425185,0.98
2466,1.0006172761157164,0.98
2467,0.9901101988210123,0.98
2468,0.8947108067739811,0.98
2469,1.1058884950693075,0.98
2470,0.992121397020393,0.98
2471,0.9116176247857358,0.98
2472,1.1623412540725024,0.98
2473,1.1406199946142626,0.98
2474,0.9996360030663027,0.98
2475,1.049805420037132,0.907792626577155
2476,0.9421873512671957,0.98
2477,1.0382296542283707,0.98
2478,1.0497252108399187,0.98
2479,0.9219601133155378,0.98
2480,1.0234299030277698,0.98
2481,1.0071563362513805,0.98
2482,1.019967261335259,0.98
2483,0.8653672308011304,0.98
2484,0.9900448865087773,0.98
2485,0.8990954258439723,0.98
2486,0.8566209287438037,0.98
2487,1.1382486218746284,0.98
2488,1.0856255068593825,0.98
2489,0.9460234632709449,0.98
2490,0.8782206283006257,0.98
2491,1.0188132812622108,0.98
2492,1.1233583155444906,0.98
2493,1.019909576788869,0.98
2494,0.9654440451500428,0.98
2495,1.0341533280661959,0.98
2496,1.0171234625055179,0.98
2497,1.044163814287658,0.98
2498,0.9827160471039261,0.98
2499,0.934642738855296,0.98
2500,0.960025547477396,0.98
2501,0.852082437314631,0.98
2502,1.1945926279752594,0.98
2503,1.0242566337120764,0.98
2504,0.993756555733334,0.98
2505,0.9724756946866525,0.98
2506,0.9810994189488641,0.98
2507,0.9556611121252047,0.98
2508,1.1231855199048495,0.98
2509,0.8822306063921352,0.98
2510,0.8486529194420638,0.98
2511,0.8229672883825915,0.98
2512,0.9400323031057809,0.98
2513,0.7953078533155156,0.98
2514,0.9282100899234058,0.98
2515,0.9227335226800107,0.98
2516,1.0212800814882559,0.98
2517,0.8341205548674736,0.98
2518,0.9660676941866957,0.98
2519,0.7904859679468078,0.98
2520,1.076689519230223,0.98
2521,0.823147601958971,0.98
2522,1.0443869869376767,0.98
2523,0.9933171502390408,0.98
2524,1.004444506042424,0.98
2525,0.8887733258041363,0.98
2526,1.008394902574787,0.98
2527,1.0226295368835487,0.98
2528,1.068279421557967,0.98
2529,0.8813002452523677,0.98
2530,0.9676014391564365,0.98
2531,1.2579952152342162,0.98
2532,0.9813284823712922,0.98
2533,1.0852310946016457,0.98
2534,1.0002076182349948,0.8783009365127465
2535,0.882362519309016,0.98
2536,0.8874519757100499,0.98
2537,1.0471018283423499,0.98
2538,0.9767162985591133,0.98
2539,1.127129956589073,0.98
2540,1.18928277897211,0.98
2541,1.14347850934898,0.98
2542,0.8864693690874069,0.98
2543,0.9853407561858418,0.98
2544,1.0244282621057605,0.98
2545,1.0246384856132753,0.98
2546,1.261483285126361,0.98
2547,0.9745377912758354,0.98
2548,0.9367155787658723,0.98
2549,0.9104094868669663,0.98
2550,1.1125447344894055,0.98
2551,1.0551388612926087,0.98
2552,0.991402677963001,0.98
2553,0.9811527240587232,0.98
2554,1.0109780232564458,0.98
2555,1.0248975344557187,0.98
2556,1.1052263853777349,0.98
2557,0.9168445465698267,0.98
2558,0.9718809577783971,0.98
2559,1.144878091617448,0.98
2560,1.0960774972097571,0.98
2561,1.0782450264151038,0.98
2562,1.1268944923828017,0.98
2563,0.9995009947780575,0.98
2564,1.0938940153337038,0.98
2565,1.1532709225261182,0.98
2566,1.1265001275621551,0.98
2567,0.8621302245770042,0.98
2568,1.1308895457231687,0.98
2569,0.8632638643078148,0.98
2570,0.9148521768546843,0.98
2571,1.0487517386983067,0.98
2572,0.876262826216307,0.98
2573,1.1294240573299046,0.98
2574,0.9530381891281704,0.98
2575,0.9049524786862588,0.98
2576,1.0380045846644692,0.98
2577,1.1236047779262581,0.98
2578,0.7394366667239549,0.98
2579,0.9028990747815112,0.98
2580,0.9833198225589099,0.98
2581,1.0805032922912767,0.98
2582,0.842679609271395,0.98
2583,0.910621559334968,0.98
2584,1.120492793103092,0.98
2585,0.9479429584422592,0.98
2586,1.1599779705462807,0.98
2587,0.878962868813645,0.98
2588,0.820664023714144,0.98
2589,0.7961386696786759,0.98
2590,1.0588796769315698,0.98
2591,1.182461397310024,0.98
2592,0.9522809881227525,0.98
2593,1.1755986199811825,0.98
2594,0.9335732316515838,0.98
2595,0.9949386925968754,0.98
2596,1.189815404095314,0.98
2597,0.9769316208903028,0.98
2598,0.7528793908758055,0.98
2599,1.1449173913449078,0.98
2600,0.9098690399917755,0.98
2601,1.023234068544559,0.98
2602,1.1231373309784036,0.98
2603,1.1150192134411823,0.98
2604,1.0679276742963797,0.8991715890078761
2605,1.0232634545762749,0.9341508544525116
2606,1.1822696368751011,0.98
2607,0.9404862544264915,0.98
2608,1.0255639158222354,0.98
2609,0.786298188829267,0.98
2610,1.0177764781676397,0.98
2611,0.8928219780851716,0.98
2612,0.9778022813839702,0.8971195439004497
2613,0.9711955059222758,0.98
2614,1.0477716145563691,0.98
2615,1.003070985905172,0.98
2616,1.0685059893927715,0.98
2617,1.1374742626518621,0.98
2618,0.9246050140982897,0.98
2619,1.0769545707530233,0.98
2620,0.9064298752114959,0.98
2621,0.874741525353248,0.98
2622,1.0728316374773674,0.98
2623,0.9519018652907533,0.98
2624,1.029324995467139,0.98
2625,1.114911776616871,0.98
2626,1.1733874852462824,0.98
2627,0.9461633841493028,0.98
2628,1.1152259767137163,0.98
2629,1.0420808229440346,0.98
2630,0.9992222250858681,0.98
2631,1.0869475813799339,0.98
2632,0.932936282592594,0.8300000907721573
2633,0.9242017082344611,0.98
2634,1.0328379972633444,0.98
2635,0.9637663779125869,0.98
2636,0.8918947516391583,0.98
2637,0.9147550073938779,0.98
2638,0.9154600461729623,0.98
2639,0.9824136930180819,0.98
2640,1.0595874507036012,0.98
2641,0.9046038191101781,0.803998710916622
2642,1.0507745484526014,0.98
2643,0.9376482487503865,0.98
2644,1.0042095861420213,0.98
2645,0.9523811191563336,0.98
2646,0.9122793512731184,0.98
2647,1.1005545500124219,0.98
2648,1.0489996237352865,0.98
2649,1.0177499368752767,0.98
2650,1.0281182887634444,0.98
2651,0.9737915218964817,0.98
2652,1.0983547229355315,0.98
2653,1.1147655498373918,0.98
2654,0.8816305823173103,0.98
2655,0.9850892415446856,0.98
2656,1.0864290889153145,0.98
2657,0.9241979355968144,0.98
2658,1.1467942042607642,0.98
2659,0.9447299324834191,0.98
2660,0.6994298393267075,0.8182567097648584
2661,0.8896590689721666,0.98
2662,1.0574827922069918,0.98
2663,1.1164992802470783,0.98
2664,0.834992063503332,0.98
2665,1.137307979560619,0.98
2666,0.9234976475848917,0.98
2667,1.1155966408825422,0.98
2668,0.8583242465433436,0.98
2669,0.9022059522012373,0.98
2670,0.9460016263190928,0.98
2671,0.9581401621868492,0.98
2672,1.0648638846889065,0.98
2673,0.8455217450275314,0.98
2674,1.1895775827405601,0.98
2675,0.9245409306726002,0.98
2676,0.9165652549969462,0.98
2677,1.0707606995735115,0.98
2678,0.769695957089975,0.98
2679,0.9010281966199701,0.98
2680,0.9503196671871176,0.98
2681,1.0295544213414187,0.98
2682,0.995300699219444,0.98
2683,1.0888856219725118,0.98
2684,0.969170276157781,0.98
2685,1.0955252941140323,0.98
2686,1.1402776115877242,0.98
2687,1.057695948172165,0.98
2688,1.0681095204414597,0.98
2689,1.0493764246060455,0.98
2690,0.9362911689895653,0.98
2691,0.8458936504741759,0.98
2692,1.0100542823543375,0.98
2693,1.1114758632864068,0.98
2694,1.0199432022890706,0.98
2695,1.120741575660217,0.98
2696,1.0502910846923421,0.98
2697,0.7685488929126857,0.98
2698,0.9991976362573004,0.98
2699,0.9878771490103887,0.98
2700,1.1185244373065535,0.98
2701,0.9010051992740339,0.98
2702,0.9982289012238733,0.98
2703,1.0352362644193451,0.98
2704,0.9719151125329084,0.98
2705,0.9972645569377311,0.98
2706,0.8935027924525297,0.98
2707,1.1000124636247217,0.98
2708,0.9953294692113229,0.98
2709,0.9566354881009915,0.98
2710,0.8530092972937435,0.98
2711,1.3145698954032765,0.98
2712,1.113495922135259,0.98
2713,1.1017893227576483,0.98
2714,1.0289285260683225,0.98
2715,0.9951024337246438,0.98
2716,0.8237259360971552,0.98
2717,1.0863630949025476,0.98
2718,0.9460217010333963,0.98
2719,1.0649755937644247,0.98
2720,0.9764416260994836,0.98
2721,0.8073344714326083,0.98
2722,0.9881096062153021,0.98
2723,1.0091790240023433,0.98
2724,0.9443301971655734,0.98
2725,1.032625493631563,0.98
2726,0.9734940852408915,0.98
2727,1.0826640601002406,0.98
2728,0.9919062564157011,0.98
2729,0.80720553655245,0.98
2730,0.8086644857625083,0.98
2731,0.969100731405483,0.98
2732,1.1633390157758106,0.98
2733,1.109831229843525,0.98
2734,0.9423720877958708,0.98
2735,0.9285431162026392,0.98
2736,1.0193584228394388,0.98
2737,0.7860248510895264,0.98
2738,0.8879827585240684,0.98
2739,1.0385260735451822,0.98
2740,0.9237526976094436,0.98
2741,1.0434632785752564,0.98
2742,0.8576155138272133,0.98
2743,1.0395147339039266,0.98
2744,0.9987831736240824,0.98
2745,1.02237335324978,0.98
2746,1.0420091642281837,0.98
2747,0.9127911201520205,0.98
2748,1.069280027067304,0.98
2749,1.0319167729932048,0.98
2750,0.6639044269531231,0.98
2751,1.1727801611169508,0.98
2752,0.9473016297794172,0.98
2753,1.0470486230734273,0.98
2754,1.0169385541851916,0.98
2755,0.946601639222856,0.98
2756,1.1736820839295872,0.8588697777151942
2757,1.1115648254642507,0.98
2758,1.0078965931370318,0.98
2759,0.9686011599659807,0.98
2760,1.0151685272341877,0.98
2761,0.9763517008408269,0.98
2762,1.0656318631402961,0.98
2763,0.9107417961078004,0.98
2764,1.019753644653575,0.98
2765,1.0944995413723093,0.98
2766,1.0857050374938808,0.98
2767,0.8880483591330443,0.98
2768,0.9263670753383372,0.98
2769,0.9034868786556128,0.98
2770,0.9955958743041261,0.98
2771,1.169459956660201,0.98
2772,0.7866755790889204,0.98
2773,1.0077650947883017,0.98
2774,0.947743447007749,0.8910992537811447
2775,1.071225371915271,0.98
2776,1.005407179823488,0.98
2777,0.8238355105407275,0.98
2778,1.1795702264508294,0.98
2779,1.0119312350531149,0.98
2780,1.0527580984595228,0.98
2781,0.9600142907686718,0.98
2782,1.0622296491989578,0.98
2783,1.0011908280356059,0.98
2784,0.9445862626932958,0.98
2785,1.079383265072843,0.98
2786,1.069975018847686,0.98
2787,1.077192614818605,0.98
2788,1.0380476976055428,0.98
2789,1.0344248387364825,0.98
2790,1.0973175044579495,0.98
2791,0.8358443789109148,0.8054010327263785
2792,1.085665662784167,0.98
2793,1.0580114910013982,0.98
2794,0.9223327141663615,0.98
2795,1.2488566801715737,0.98
2796,0.9941375018440926,0.98
2797,0.8965171040068503,0.98
2798,1.0911166673421522,0.98
2799,0.9377535025831124,0.98
2800,1.0240739897013897,0.98
2801,1.0183878389670078,0.98
2802,0.8402788372686195,0.98
2803,0.9590214185036947,0.98
2804,0.936414817437478,0.98
2805,0.9022952662275389,0.98
2806,1.008115116473757,0.98
2807,1.0017755429825634,0.98
2808,1.0924138556099066,0.98
2809,1.052854733479459,0.98
2810,0.9995454849507913,0.98
2811,1.040256803881998,0.98
2812,1.1446982312570881,0.98
2813,1.1172552847857804,0.98
2814,0.9406749736392653,0.98
2815,0.9208184166747397,0.98
2816,1.0689252404198522,0.98
2817,0.8892152669542581,0.98
2818,1.170336991997876,0.98
2819,0.8955785334283799,0.98
2820,1.0287149145537244,0.98
2821,0.9642282904479479,0.98
2822,1.2512208440742234,0.98
2823,0.9034548680274134,0.98
2824,0.9785701138360868,0.98
2825,0.8657325182296894,0.98
2826,0.9945977995627356,0.98
2827,0.9159293945505156,0.98
2828,0.9347435258855588,0.98
2829,0.9979139406655612,0.98
2830,0.854378453051767,0.98
2831,1.0034662147510862,0.98
2832,1.1060938786144505,0.98
2833,1.0371277897336006,0.98
2834,0.949733924573988,0.98
2835,1.0122205090014935,0.98
2836,0.9606861018847584,0.98
2837,0.8800696129402221,0.98
2838,1.0106117770576635,0.98
2839,0.7873897753455897,0.98
2840,1.0035865162106419,0.98
2841,0.9545870741702973,0.98
2842,0.9940557893594073,0.8456174668799139
2843,1.1571414981277388,0.98
2844,1.0900428051619095,0.98
2845,0.9216838940366958,0.98
2846,1.0565820442626237,0.98
2847,1.0737127432075142,0.8724284423322844
2848,0.9500687856262894,0.98
2849,1.1113570721116504,0.98
2850,0.9711173151092851,0.98
2851,1.0965516021906627,0.98
2852,1.265374709766816,0.98
2853,0.9805333544909038,0.98
2854,0.9803443057017357,0.98
2855,1.0052473861792774,0.98
2856,1.035956147243544,0.98
2857,0.9857220166337565,0.98
2858,1.046540002647183,0.98
2859,1.0233605212171342,0.98
2860,1.0289906784374967,0.98
2861,0.918004919893057,0.98
2862,0.9757286493901351,0.98
2863,1.000931392569215,0.98
2864,1.169569869025564,0.98
2865,1.1322710489422816,0.98
2866,0.9386762400730491,0.98
2867,1.1357409955452362,0.98
2868,1.1921522887009472,0.98
2869,1.1059694808739815,0.98
2870,1.0030137023279186,0.98
2871,1.1266477129298136,0.98
2872,0.9857379753407819,0.98
2873,0.9303962299354329,0.98
2874,0.8805990363059257,0.98
2875,1.1166774371067354,0.98
2876,1.022370026216706,0.98
2877,0.9887096326612864,0.98
2878,0.9615828614593105,0.98
2879,0.8754350430355875,0.98
2880,1.0117717194572884,0.98
2881,0.9701352533028007,0.98
2882,0.9104719916919298,0.98
2883,1.018629797945465,0.98
2884,1.0542046531116749,0.98
2885,1.078216274846575,0.98
2886,1.1194802023624333,0.98
2887,1.0543380701005474,0.98
2888,0.7666321535464828,0.98
2889,0.8257035522783605,0.98
2890,1.0090602905462043,0.98
2891,0.9992921456515872,0.98
2892,1.0367221346944162,0.98
2893,0.9914363606288845,0.98
2894,1.0256502573825446,0.98
2895,0.8610025044328875,0.98
2896,0.9811908492240493,0.98
2897,0.9259827795173196,0.98
2898,0.9870913950677026,0.98
2899,1.0767359252446016,0.98
2900,1.0470082340314943,0.98
2901,0.8012950251778286,0.98
2902,0.7742877274480356,0.98
2903,0.9614086475629798,0.98
2904,0.9730314353535914,0.98
2905,1.0233837528530805,0.98
2906,0.9706155404351051,0.98
2907,1.0333336271038676,0.98
2908,0.99176995637147,0.98
2909,1.153779788496456,0.98
2910,1.0833669444607268,0.98
2911,0.9444980232924148,0.98
2912,0.9015035453803159,0.98
2913,1.1372037860509334,0.98
2914,1.0982081401003254,0.98
2915,0.964265626210461,0.98
2916,0.8329862498011019,0.98
2917,0.9328058698599213,0.98
2918,1.098877521319279,0.98
2919,0.9647199799407573,0.98
2920,1.1053973864383715,0.98
2921,0.8554184769798944,0.98
2922,0.8803133598978359,0.98
2923,0.9472229057025463,0.98
2924,1.0406591431175631,0.98
2925,1.081989193139173,0.98
2926,1.1204213959263554,0.98
2927,1.1408905742898938,0.98
2928,0.8651107345754953,0.98
2929,0.8475161654983652,0.98
2930,1.119600445606643,0.98
2931,1.103755527534519,0.98
2932,0.7658318645055548,0.98
2933,1.0088944129400468,0.98
2934,1.0226017396406695,0.98
2935,1.0793293402407407,0.98
2936,1.021210476173317,0.98
2937,0.9883551599041448,0.98
2938,1.1707232114718533,0.98
2939,1.1016826456467952,0.98
2940,1.0880653243160359,0.98
2941,0.7969536011528322,0.98
2942,1.0748995927031038,0.98
2943,0.9246250426665527,0.98
2944,0.9916426557943862,0.98
2945,0.9963660311123999,0.98
2946,0.876668446639466,0.98
2947,1.0995787102355,0.98
2948,1.0027519034964991,0.98
2949,1.0309401839025925,0.98
2950,0.9917030312278492,0.98
2951,0.8824963386134088,0.98
2952,1.0080560265983078,0.98
2953,0.9965894993790952,0.98
2954,1.1815715968157257,0.98
2955,1.0748232663754227,0.98
2956,0.969526698010577,0.98
2957,0.9958231830822963,0.98
2958,0.9868490943102304,0.98
2959,1.1227898697149965,0.98
2960,1.1160681425323555,0.8424801177483123
2961,1.0699708852838115,0.98
2962,1.1196393307688617,0.98
2963,1.2122690417657247,0.98
2964,0.8886907134457173,0.98
2965,1.056214734913905,0.98
2966,1.1639042558845007,0.98
2967,0.9769302162124763,0.98
2968,1.0870566054007387,0.98
2969,0.9926300306275417,0.98
2970,1.178990889276112,0.98
2971,0.8980805757300917,0.98
2972,1.04665144704565,0.98
2973,0.999909058816023,0.98
2974,0.9728759954772395,0.98
2975,0.9248943051007289,0.98
2976,1.0003960743910043,0.98
2977,1.1908013735817167,0.98
2978,1.1063753281214492,0.98
2979,0.9607331939255433,0.98
2980,0.8898010631984621,0.98
2981,0.9359882958848191,0.98
2982,1.0720950754610594,0.98
2983,0.8393815316055557,0.98
2984,1.0796554062711743,0.98
2985,1.01075838711995,0.98
2986,0.9162853069296689,0.98
2987,0.9614736446436996,0.8177267401365866
2988,0.9348430341406171,0.98
2989,1.1044471575238546,0.98
2990,1.0440687136576958,0.98
2991,1.0276351526009797,0.98
2992,1.0719044048985977,0.98
2993,1.1386655149650804,0.98
2994,1.0880204349098037,0.835668955601722
2995,0.7560350170406112,0.98
2996,1.1152016480454687,0.98
2997,1.0779059979662422,0.98
2998,0.9668055316307579,0.98
2999,0.9704210541577623,0.98
3000,0.9636449523499562,0.98
3001,1.004079778316057,0.98
3002,1.0642378014551905,0.98
3003,1.0332186380074706,0.98
3004,1.08283449017812,0.98
3005,1.0562194683435688,0.98
3006,0.8944568886486693,0.98
3007,0.9325398435659595,0.98
3008,0.8383043034011122,0.98
3009,1.197729433171495,0.98
3010,0.9539975417068423,0.98
3011,1.0104228411592384,0.98
3012,0.9889337541464996,0.98
3013,0.9752018469905128,0.98
3014,1.1265386819392251,0.98
3015,1.0007634294972114,0.98
3016,0.9721671212816718,0.98
3017,0.9487925181886975,0.98
3018,0.9128912149494014,0.98
3019,1.0000140579916466,0.98
3020,0.985573388128743,0.8998068474574161
3021,1.0776597946286772,0.98
3022,1.1461936376630233,0.98
3023,1.0771008959882507,0.98
3024,0.9888500565317365,0.98
3025,0.879952821700363,0.98
3026,0.9878683018884455,0.98
3027,1.073442812453853,0.98
3028,1.1003370001393327,0.98
3029,1.067041989165437,0.9215091230196788
3030,1.0089147876990572,0.98
3031,0.9326237001332459,0.98
3032,1.0782312248652772,0.98
3033,0.9674852155968481,0.98
3034,0.967167503398448,0.98
3035,1.1007915503736636,0.98
3036,1.0493658750590735,0.98
3037,0.9465427678163917,0.98
3038,0.8592277719401347,0.98
3039,0.9654922916180825,0.98
3040,1.001822415618744,0.98
3041,0.9413266780520925,0.98
3042,0.8134577781410047,0.98
3043,0.8886250006566223,0.98
3044,1.1182679041059145,0.98
3045,1.067597103256507,0.98
3046,0.8872659358356891,0.98
3047,0.8710875858646954,0.98
3048,1.080135848794422,0.98
3049,0.7896385264259984,0.98
3050,0.9894261248280598,0.98
3051,1.0479924202812696,0.98
3052,1.1402141356515825,0.9494190737932099
3053,1.1919345547442162,0.98
3054,1.2099320532380862,0.98
3055,0.8648102776232275,0.98
3056,1.0168481263603188,0.98
3057,1.172831847784973,0.98
3058,0.9464472284946475,0.98
3059,1.0058163648324687,0.98
3060,1.1503745736593038,0.98
3061,1.0227345936109233,0.98
3062,1.0051193937966119,0.98
3063,0.9611873522801898,0.98
3064,1.160722266386926,0.98
3065,1.0740580922108827,0.98
3066,1.0580909625947035,0.98
3067,1.093612756862659,0.98
3068,1.0931046605126586,0.98
3069,0.9809784130687311,0.98
3070,0.9433837614958369,0.98
3071,1.200013235508928,0.8747438814021826
3072,0.9512248881266969,0.98
3073,1.0182409231825322,0.98
3074,0.883186404475771,0.98
3075,1.1121089229283088,0.98
3076,0.9060307293139783,0.98
3077,0.9535843860688322,0.98
3078,0.8608881215428287,0.98
3079,1.0656446042789656,0.98
3080,1.002729918474027,0.98
3081,0.8747139647366866,0.98
3082,0.9041205443367429,0.98
3083,1.0194655493479579,0.98
3084,1.096792614046923,0.98
3085,1.0190022348717296,0.98
3086,1.0519091222950046,0.98
3087,1.0138320413675075,0.98
3088,1.2207295850431195,0.98
3089,1.0715365425474834,0.98
3090,0.9234255655976573,0.98
3091,1.165294681147434,0.98
3092,1.033745529240722,0.98
3093,1.0422852933329003,0.98
3094,1.0233560307494727,0.98
3095,0.8943382355210182,0.98
3096,0.9348759254982025,0.98
3097,1.0184326235146346,0.98
3098,0.9816293443503672,0.98
3099,0.8320847049263436,0.98
3100,0.8659949057079831,0.98
3101,1.11282370494839,0.98
3102,1.1155472871878547,0.98
3103,1.04805465709113,0.98
3104,1.0273295582493158,0.98
3105,0.9916728850346905,0.98
3106,0.73398556156635,0.98
3107,0.9062928763463842,0.8786459392859639
3108,1.0054255959455856,0.98
3109,1.0491799579099617,0.98
3110,0.9367422000534171,0.98
3111,1.0756092660594105,0.98
3112,0.8854023932835193,0.98
3113,1.0980013088219573,0.98
3114,1.089532997086965,0.98
3115,0.8690785675303075,0.98
3116,0.8883386626387169,0.98
3117,0.9031663269798302,0.98
3118,0.9083604040497545,0.8199489404856286
3119,0.9167277722969345,0.98
3120,1.037445571236935,0.98
3121,0.8672459017866475,0.98
3122,1.0582978521443929,0.98
3123,0.9066042437520722,0.98
3124,0.8932193452423762,0.98
3125,0.990398281971489,0.8050473414301792
3126,1.0998481156472668,0.98
3127,0.8722343259881105,0.98
3128,0.8671799453647562,0.98
3129,0.9164426885378659,0.98
3130,1.0131493186873433,0.98
3131,1.2246316418847403,0.98
3132,0.9669293438682923,0.98
3133,0.8748510536246717,0.98
3134,1.022806798813537,0.8251415726493265
3135,0.9853585328050223,0.98
3136,0.9999900667672745,0.98
3137,1.1492953085243447,0.98
3138,0.8596924153732011,0.98
3139,0.9628907805615248,0.98
3140,1.0153081545684697,0.8306663104770199
3141,0.9664781275285488,0.98
3142,1.0582935003335012,0.98
3143,0.9884366841099713,0.98
3144,1.245498417021351,0.98
3145,1.0640985531884153,0.98
3146,1.0820283542803353,0.98
3147,1.17837235382364,0.8435782455362798
3148,0.9922217996116093,0.98
3149,0.9373897077602195,0.98
3150,1.153913327138158,0.98
3151,1.1525642765446795,0.98
3152,1.120492987436502,0.98
3153,1.1188757845789326,0.98
3154,1.0349171936199657,0.98
3155,0.9616187870264944,0.98
3156,1.0877056314810167,0.98
3157,0.9345603042761418,0.98
3158,1.058301257512548,0.98
3159,0.8588769278266848,0.98
3160,1.1654588952170346,0.98
3161,1.02901444125167,0.98
3162,1.2341085644882483,0.98
3163,0.9499633307108066,0.98
3164,0.8785611652194228,0.98
3165,0.989787909779964,0.98
3166,0.9011820972700382,0.98
3167,0.9727460633192944,0.98
3168,1.0771128524609286,0.98
3169,0.9610552480031629,0.98
3170,1.0740376535824872,0.98
3171,0.9705014287433142,0.98
3172,1.0328779463562703,0.98
3173,0.9715022545005825,0.98
3174,0.8046910860002832,0.98
3175,0.8980362706767578,0.98
3176,0.9378595134006962,0.98
3177,1.0438062662097136,0.98
3178,1.0243393087760388,0.98
3179,0.8873340678071494,0.98
3180,0.9633439886931578,0.98
3181,0.8189851997372134,0.98
3182,1.0479152787439998,0.98
3183,1.1700223312141054,0.98
3184,0.9829749819149141,0.98
3185,1.059570331514644,0.98
3186,0.9283213123924228,0.98
3187,1.138299343943614,0.9274413315491727
3188,1.12271661395975,0.902739358236321
3189,1.2050092811397777,0.98
3190,1.136037820361116,0.98
3191,1.1000679465128604,0.98
3192,1.0659145161539225,0.98
3193,0.9245313306317049,0.98
3194,1.0006559789866558,0.98
3195,1.1232690220641015,0.98
3196,0.9911155516985154,0.98
3197,0.9851722971700242,0.98
3198,0.9318358401517812,0.98
3199,0.9399009898396117,0.98
3200,1.0980743746466195,0.98
3201,0.9878680508493092,0.98
3202,0.8425710869506314,0.98
3203,1.0597554498959223,0.98
3204,1.063161762711122,0.98
3205,0.8497115027273188,0.98
3206,0.9304878820324679,0.98
3207,1.0514669696188688,0.98
3208,1.0449489359001733,0.98
3209,1.0615747250339551,0.98
3210,1.0016534659154004,0.98
3211,1.2130254485353067,0.98
3212,1.042419298737399,0.98
3213,0.8900094853827288,0.98
3214,0.961275019978652,0.98
3215,0.9107458139232038,0.98
3216,0.8728711695781056,0.98
3217,1.0398457796759342,0.98
3218,1.003725601208995,0.98
3219,1.1269410176291625,0.98
3220,1.0845678604775189,0.98
3221,0.898011582934973,0.98
3222,1.126063011400085,0.98
3223,1.164764590439327,0.98
3224,0.9319410948765356,0.98
3225,1.2508910588548925,0.8753316551249845
3226,1.0552067051057494,0.98
3227,0.981986377821755,0.98
3228,0.8292328662061307,0.98
3229,0.9454033451688353,0.98
3230,1.0264293993829154,0.98
3231,1.0356422135097267,0.98
3232,0.9087988711642904,0.98
3233,0.9584817878617455,0.8687284030444137
3234,0.9161406078919334,0.98
3235,1.0035980663821342,0.98
3236,0.8632814259414913,0.98
3237,0.9004012352808038,0.98
3238,1.1151951417591117,0.98
3239,1.017802152468916,0.98
3240,0.9014163470625973,0.98
3241,0.9750091957852389,0.98
3242,1.0936411509469313,0.98
3243,1.0736238611868838,0.98
3244,1.0866530846529265,0.98
3245,0.9593416468236361,0.98
3246,1.2191984846518245,0.98
3247,0.9472597234965566,0.98
