HourOfYear,deploy_factor_Reg_MISO,deploy_factor_Spin_MISO,deploy_factor_Sup_MISO,deploy_factor_STR_MISO
2349,0.7970,0.8942,0.8602,0.8517
2350,0.7509,0.9513,0.8373,0.8532
2351,0.7210,0.8903,0.8567,0.8471
2352,0.7164,0.8831,0.8919,0.8645
2353,0.6620,0.9308,0.8978,0.8288
2354,0.6161,0.9148,0.8920,0.8164
2355,0.6141,0.9455,0.9111,0.8578
2356,0.6566,0.8561,0.9125,0.8759
2357,0.6443,0.8632,0.9014,0.8662
2358,0.6543,0.8133,0.8912,0.8461
2359,0.6595,0.8426,0.8629,0.8793
2360,0.7021,0.8618,0.8257,0.8855
2361,0.7158,0.8388,0.8561,0.8861
2362,0.7408,0.8559,0.8948,0.9118
2363,0.7706,0.8893,0.8766,0.9053
2364,0.7220,0.9145,0.8783,0.8945
2365,0.6476,0.9341,0.8828,0.9243
2366,0.6456,0.9745,0.8834,0.9029
2367,0.6955,0.9856,0.9165,0.8654
2368,0.7196,0.9377,0.8757,0.8717
2369,0.7026,0.9263,0.9365,0.9486
2370,0.7660,0.9287,0.9102,0.9065
2371,0.7772,0.9071,0.9246,0.8923
2372,0.7400,0.8885,0.9106,0.8829
2373,0.7699,0.9132,0.9075,0.8751
2374,0.7017,0.8713,0.8791,0.9002
2375,0.7123,0.8598,0.8926,0.8752
2376,0.6919,0.9061,0.9114,0.8744
2377,0.6915,0.8926,0.9104,0.8783
2378,0.7135,0.9013,0.8620,0.9114
2379,0.7414,0.9190,0.8525,0.8786
2380,0.7359,0.9395,0.8179,0.9081
2381,0.7206,0.9131,0.8186,0.9060
2382,0.6587,0.9144,0.8078,0.9215
2383,0.6158,0.8801,0.8675,0.9157
2384,0.5487,0.8873,0.8976,0.9172
2385,0.5879,0.8555,0.9644,0.9263
2386,0.6436,0.8617,0.9736,0.9097
2387,0.5766,0.8795,0.8997,0.9375
2388,0.6391,0.8524,0.8914,0.9004
2389,0.6990,0.8930,0.8436,0.8832
2390,0.7053,0.8734,0.8833,0.8476
2391,0.7554,0.8582,0.9148,0.8826
2392,0.7417,0.8358,0.9066,0.8822
2393,0.6905,0.8694,0.8979,0.9396
2394,0.6816,0.9117,0.9122,0.9046
2395,0.7392,0.9005,0.9395,0.9247
2396,0.7100,0.8576,0.9209,0.9332
2397,0.7218,0.8362,0.8694,0.9192
2398,0.7351,0.8449,0.8284,0.8850
2399,0.7665,0.8435,0.8144,0.8787
2400,0.6895,0.8155,0.8449,0.8858
2401,0.7380,0.8468,0.8880,0.8648
2402,0.6981,0.8509,0.9096,0.8496
2403,0.7490,0.8853,0.9084,0.8871
2404,0.7260,0.8948,0.9151,0.8822
2405,0.7083,0.8984,0.8822,0.9432
2406,0.7321,0.8921,0.8662,0.9459
2407,0.7684,0.8959,0.8599,0.9414
2408,0.7375,0.9399,0.8086,0.9540
2409,0.7198,0.8725,0.8303,0.9945
2410,0.6951,0.8876,0.8515,0.9447
2411,0.6770,0.8849,0.8426,0.9293
2412,0.6987,0.8657,0.8681,0.9805
2413,0.6959,0.8921,0.8640,0.9543
2414,0.7388,0.8803,0.8352,0.9478
2415,0.7070,0.8467,0.8501,0.9652
2416,0.7306,0.8336,0.8934,0.9683
2417,0.7475,0.8667,0.8588,0.9249
2418,0.7276,0.8820,0.8568,0.9323
2419,0.7129,0.8438,0.8139,0.9488
2420,0.7263,0.8087,0.8237,0.9550
2421,0.6974,0.8232,0.8919,0.9671
2422,0.6858,0.7280,0.8896,0.9213
2423,0.6455,0.8197,0.8588,0.9610
2424,0.6273,0.8372,0.8443,0.9672
2425,0.6090,0.8772,0.8438,0.9840
2426,0.5980,0.9071,0.8225,0.9277
2427,0.5621,0.8766,0.8664,0.9351
2428,0.5377,0.8888,0.9054,0.9080
2429,0.6027,0.8965,0.8857,0.9258
2430,0.6196,0.8932,0.8805,0.9323
2431,0.6790,0.8610,0.9199,0.9514
2432,0.7186,0.8941,0.9085,0.9372
2433,0.6990,0.8789,0.9575,0.9068
2434,0.6684,0.8595,0.9513,0.9106
2435,0.6804,0.8978,0.9434,0.9000
2436,0.6700,0.8823,0.9467,0.9249
2437,0.6979,0.8796,0.9269,0.9305
2438,0.6321,0.8978,0.9003,0.9094
2439,0.6584,0.9051,0.8830,0.9078
2440,0.7206,0.8650,0.8785,0.9289
2441,0.7028,0.8329,0.8492,0.8889
2442,0.7226,0.8625,0.8512,0.9443
2443,0.6767,0.8769,0.8359,0.9425
2444,0.6618,0.8775,0.7941,0.9541
2445,0.6411,0.8437,0.8607,0.9219
2446,0.7053,0.8600,0.8551,0.9163
2447,0.7695,0.8783,0.8581,0.8611
2448,0.7377,0.8050,0.8519,0.8796
2449,0.7727,0.8192,0.8812,0.8978
2450,0.7760,0.8447,0.8859,0.9212
2451,0.7463,0.8629,0.9002,0.9473
2452,0.7890,0.9286,0.9127,0.9414
2453,0.7499,0.9487,0.8850,0.9379
2454,0.7173,0.9460,0.8735,0.9680
2455,0.6793,0.9594,0.8633,0.8921
2456,0.7135,0.9468,0.8407,0.8610
2457,0.6788,0.9489,0.8491,0.9162
2458,0.6787,0.9697,0.8488,0.9066
2459,0.6718,0.9043,0.8950,0.8635
2460,0.6606,0.9577,0.9388,0.8908
2461,0.6618,0.9349,0.8929,0.9132
2462,0.6563,0.9528,0.8503,0.9524
2463,0.7189,0.9517,0.8928,0.9794
2464,0.7294,0.9483,0.9338,0.9929
2465,0.7258,0.9691,0.8980,0.9440
2466,0.7063,0.9546,0.8787,0.9229
2467,0.6631,0.9697,0.8619,0.9480
2468,0.6503,0.9583,0.8801,0.9798
2469,0.6606,0.9151,0.9093,0.9890
2470,0.6673,0.8789,0.8676,0.9797
2471,0.6796,0.8985,0.8544,0.9776
2472,0.7329,0.8772,0.8390,0.9431
2473,0.7106,0.8989,0.8096,0.9197
2474,0.7553,0.8732,0.7861,0.8721
2475,0.7362,0.9150,0.8523,0.8855
2476,0.7348,0.9541,0.8547,0.9052
2477,0.7238,0.9581,0.8631,0.8919
2478,0.7628,0.9376,0.8623,0.8980
2479,0.7208,0.9238,0.8583,0.8557
2480,0.7427,0.9278,0.8831,0.8464
2481,0.7913,0.9747,0.9166,0.8941
2482,0.7676,0.9607,0.8988,0.9495
2483,0.6561,0.9689,0.8722,0.9184
2484,0.6284,0.9267,0.8986,0.9223
2485,0.6300,0.9192,0.9254,0.8893
2486,0.6588,0.9586,0.8807,0.8261
2487,0.7118,0.9936,0.9051,0.8543
2488,0.7058,0.9359,0.9507,0.8530
2489,0.6898,0.9261,0.9307,0.8670
2490,0.7143,0.9508,0.9377,0.8967
2491,0.7056,0.9710,0.9188,0.8808
2492,0.7053,0.9461,0.9221,0.8690
2493,0.6880,0.9332,0.9460,0.8871
2494,0.7452,0.9085,0.9334,0.9201
2495,0.7415,0.8632,0.9202,0.9176
2496,0.7715,0.8675,0.9135,0.9182
2497,0.7681,0.8903,0.9142,0.9081
2498,0.7903,0.8502,0.9251,0.9276
2499,0.7986,0.9434,0.9379,0.9262
2500,0.8048,0.9311,0.9053,0.9273
2501,0.7970,0.9715,0.9000,0.8831
2502,0.7246,0.9692,0.8977,0.9200
2503,0.6672,0.9854,0.8947,0.9400
2504,0.6403,0.9278,0.8690,0.9610
2505,0.6928,0.9420,0.8781,0.9295
2506,0.7161,0.9120,0.8984,0.9263
2507,0.7015,0.9113,0.9195,0.8547
2508,0.7498,0.9275,0.8947,0.8617
2509,0.7724,0.9250,0.9070,0.8614
2510,0.7739,0.9070,0.9386,0.9103
2511,0.7814,0.9087,0.8960,0.9076
2512,0.7831,0.9305,0.8478,0.8873
2513,0.7237,0.9159,0.8377,0.8954
2514,0.7201,0.9219,0.8689,0.8973
2515,0.7338,0.9135,0.8693,0.8389
2516,0.7253,0.8765,0.8634,0.8284
2517,0.6959,0.9286,0.8367,0.9098
2518,0.6395,0.9430,0.8950,0.8980
2519,0.6259,0.9195,0.9053,0.8798
2520,0.6732,0.8885,0.8707,0.9131
2521,0.6979,0.8762,0.9274,0.8931
2522,0.6455,0.8990,0.9078,0.8923
2523,0.6828,0.9036,0.9132,0.9098
2524,0.6430,0.9299,0.9131,0.8948
2525,0.6493,0.8900,0.9420,0.9262
2526,0.6877,0.9012,0.9599,0.9392
2527,0.6796,0.8959,0.9656,0.9154
2528,0.6378,0.8812,0.9754,0.8962
2529,0.5645,0.9311,0.9344,0.9251
2530,0.5631,0.9117,0.9062,0.9088
2531,0.5791,0.9078,0.8895,0.8695
2532,0.6192,0.8531,0.8776,0.9114
2533,0.6171,0.9057,0.8869,0.8916
2534,0.6184,0.8784,0.8839,0.8833
2535,0.6193,0.8397,0.8691,0.9365
2536,0.6135,0.8827,0.8768,0.8783
2537,0.6944,0.9192,0.8660,0.9040
2538,0.7041,0.9328,0.8772,0.8826
2539,0.6716,0.8734,0.9236,0.8937
2540,0.6076,0.8925,0.9456,0.8809
2541,0.6323,0.8137,0.9348,0.8434
2542,0.6958,0.8030,0.9729,0.8694
2543,0.7138,0.8205,0.9817,0.8793
2544,0.7959,0.8734,0.9891,0.8967
2545,0.7554,0.8895,0.9776,0.8692
2546,0.7607,0.9306,0.9812,0.8626
2547,0.6972,0.9047,0.9267,0.8913
2548,0.6390,0.8701,0.9045,0.8807
2549,0.6465,0.8772,0.8788,0.8803
2550,0.6972,0.8725,0.9117,0.8527
2551,0.7540,0.8854,0.8535,0.8620
2552,0.7438,0.9061,0.8736,0.8200
2553,0.7039,0.9340,0.9144,0.8306
2554,0.6296,0.9305,0.9442,0.8282
2555,0.6252,0.9289,0.9338,0.8544
2556,0.6400,0.9116,0.9335,0.8549
2557,0.6337,0.9164,0.9392,0.8952
2558,0.5883,0.9658,0.9503,0.9657
2559,0.6127,0.9354,0.8997,0.9362
2560,0.6201,0.9224,0.9102,0.9333
2561,0.6526,0.9489,0.8593,0.9549
2562,0.6354,0.9910,0.9083,0.9384
2563,0.6367,0.9366,0.8137,0.9365
2564,0.6506,0.8990,0.8520,0.9261
2565,0.6731,0.8733,0.8435,0.8865
2566,0.6622,0.8252,0.8185,0.9094
2567,0.6441,0.8491,0.8470,0.9063
2568,0.6189,0.9128,0.8476,0.8653
2569,0.6385,0.9364,0.8566,0.9112
2570,0.6383,0.9246,0.8430,0.9067
2571,0.7075,0.9519,0.7745,0.9112
2572,0.6984,0.9933,0.7838,0.8871
2573,0.7022,0.9682,0.8153,0.8902
2574,0.7315,0.9482,0.8345,0.9028
2575,0.7584,0.9149,0.8552,0.8759
2576,0.7295,0.9352,0.8813,0.9227
2577,0.7845,0.9700,0.9273,0.9069
2578,0.8356,0.9799,0.8914,0.9098
2579,0.7931,0.9282,0.9254,0.9494
2580,0.7714,0.9435,0.8976,0.8998
2581,0.7649,0.9089,0.9403,0.8815
2582,0.7235,0.8455,0.9197,0.8952
2583,0.7152,0.8625,0.8940,0.8627
2584,0.6776,0.9074,0.9285,0.8566
2585,0.6791,0.8875,0.9121,0.8332
2586,0.6773,0.8744,0.8430,0.8082
2587,0.6936,0.9029,0.8734,0.8312
2588,0.7113,0.9045,0.8840,0.8531
2589,0.7060,0.8995,0.8540,0.8822
2590,0.7465,0.8791,0.8984,0.8814
2591,0.7036,0.9100,0.8720,0.9507
2592,0.6888,0.8997,0.8955,0.9406
2593,0.6668,0.8871,0.9136,0.9241
2594,0.7236,0.9005,1.0000,0.8920
2595,0.7111,0.8645,0.9792,0.8190
2596,0.7018,0.8692,0.9249,0.9120
2597,0.7441,0.8865,0.9162,0.8991
2598,0.6827,0.9056,0.9639,0.9109
2599,0.6517,0.9142,0.9936,0.9543
2600,0.6575,0.8779,0.9370,0.9019
2601,0.6475,0.8364,0.8661,0.9016
2602,0.6880,0.8486,0.8726,0.9428
2603,0.6428,0.8246,0.8577,0.9234
2604,0.6748,0.9051,0.8668,0.9199
2605,0.6470,0.8534,0.8610,0.9046
2606,0.6673,0.8817,0.9027,0.9072
2607,0.7039,0.8716,0.9303,0.8789
2608,0.7654,0.9267,0.9813,0.8769
2609,0.7008,0.9310,0.9433,0.8793
2610,0.7040,0.9568,0.8994,0.8466
2611,0.7348,0.9192,0.9253,0.8874
2612,0.7294,0.8792,0.9123,0.8703
2613,0.7356,0.8594,0.9409,0.8853
2614,0.7043,0.8319,0.9373,0.8751
2615,0.6925,0.8486,0.9484,0.8182
2616,0.6683,0.8265,0.9359,0.8546
2617,0.6956,0.8434,0.9097,0.8964
2618,0.7583,0.8475,0.9607,0.9274
2619,0.7506,0.9052,0.9540,0.9430
2620,0.7414,0.8919,0.9262,0.9291
2621,0.6609,0.9049,0.8776,0.9809
2622,0.6672,0.9178,0.8827,0.9598
2623,0.6934,0.9195,0.8606,0.9563
2624,0.6398,0.8963,0.8576,0.9801
2625,0.6586,0.9001,0.9144,0.9501
2626,0.6673,0.9336,0.9477,0.9305
2627,0.6076,0.9456,0.9044,0.9123
2628,0.6421,0.9634,0.8756,0.8964
2629,0.6408,0.9246,0.9076,0.9224
2630,0.6582,0.9544,0.8585,0.9024
2631,0.6781,0.9309,0.8876,0.8761
2632,0.6577,0.9532,0.8668,0.8730
2633,0.6786,0.9749,0.8528,0.8913
2634,0.6664,0.9085,0.8763,0.8563
2635,0.6785,0.9100,0.8635,0.8358
2636,0.6617,0.8750,0.8274,0.8093
2637,0.7062,0.8746,0.8608,0.8263
2638,0.7278,0.9160,0.8442,0.7843
2639,0.7102,0.8754,0.8284,0.8780
2640,0.7314,0.8844,0.8620,0.9295
2641,0.7105,0.9011,0.8420,0.8923
2642,0.7154,0.9475,0.8355,0.9003
2643,0.6838,0.8910,0.8324,0.8997
2644,0.7195,0.9017,0.8757,0.9076
2645,0.7111,0.8944,0.8847,0.9751
2646,0.6862,0.9142,0.8840,0.9562
2647,0.6969,0.9072,0.8843,0.9430
2648,0.6396,0.9137,0.8624,0.8786
2649,0.6193,0.9136,0.8565,0.8793
2650,0.6274,0.9357,0.8676,0.9041
2651,0.6478,0.9549,0.8339,0.8654
2652,0.6633,0.9236,0.8307,0.8781
2653,0.6534,0.8726,0.8147,0.8600
2654,0.6832,0.8918,0.9009,0.8766
2655,0.6459,0.8828,0.9023,0.9325
2656,0.6490,0.8723,0.9460,0.8801
2657,0.6958,0.8959,0.9231,0.8843
2658,0.7159,0.9841,0.8836,0.8986
2659,0.7549,0.9393,0.9142,0.9038
2660,0.8178,0.9141,0.8987,0.8687
2661,0.7712,0.8817,0.8894,0.9124
2662,0.7667,0.8745,0.9017,0.8652
2663,0.7249,0.8010,0.9109,0.8384
2664,0.6827,0.8368,0.9385,0.8162
2665,0.7009,0.8076,0.9301,0.8898
2666,0.7017,0.8238,0.9200,0.8951
2667,0.6880,0.8507,0.9492,0.9591
2668,0.7098,0.8408,0.9198,0.9950
2669,0.6955,0.8942,0.9447,1.0000
2670,0.6464,0.8908,0.9496,1.0000
2671,0.6809,0.8705,0.9344,0.9932
2672,0.6623,0.8779,0.9231,0.9617
2673,0.6957,0.9410,0.8951,0.9644
2674,0.7087,0.9135,0.9095,0.9862
2675,0.6192,0.8666,0.8832,0.9666
2676,0.6273,0.8787,0.9186,0.9876
2677,0.6120,0.8911,0.8661,1.0000
2678,0.6625,0.9100,0.9120,0.9907
2679,0.6519,0.8436,0.9560,0.9933
2680,0.6909,0.9268,0.9793,0.9353
2681,0.6951,0.8985,0.9778,0.9205
2682,0.6770,0.9645,0.9523,0.8864
2683,0.6988,0.9201,0.9207,0.8566
2684,0.7285,0.8698,0.9252,0.9040
2685,0.6828,0.8956,0.9237,0.8599
2686,0.6356,0.8767,0.9349,0.8150
2687,0.6473,0.9010,0.9330,0.8844
2688,0.6456,0.9239,0.9036,0.8765
2689,0.6737,0.8749,0.9235,0.9050
2690,0.7059,0.8766,0.9093,0.8957
2691,0.6492,0.8999,0.9292,0.8993
2692,0.6480,0.9369,0.9640,0.8691
2693,0.6076,0.9022,0.9614,0.8942
2694,0.5829,0.8850,0.9317,0.8821
2695,0.5529,0.8971,0.9286,0.8833
2696,0.5729,0.8733,0.9396,0.9156
2697,0.5484,0.8682,0.8970,0.8969
2698,0.5599,0.8448,0.8965,0.8937
2699,0.5621,0.8443,0.8844,0.9277
2700,0.5813,0.8849,0.9331,0.9242
2701,0.6076,0.9152,0.8966,0.9086
2702,0.6255,0.8829,0.8994,0.9322
2703,0.6012,0.9650,0.9203,0.8709
2704,0.6219,0.9721,0.9068,0.9012
2705,0.6251,0.9403,0.8742,0.9070
2706,0.6570,0.9093,0.8842,0.9224
2707,0.6443,0.9153,0.9050,0.8860
2708,0.6761,0.9085,0.9467,0.8887
2709,0.6488,0.8885,0.9373,0.8703
2710,0.6293,0.8663,0.9160,0.8636
2711,0.6413,0.8629,0.9067,0.8671
2712,0.5969,0.9037,0.9227,0.9091
2713,0.5904,0.9319,0.9375,0.8841
2714,0.6530,0.9743,0.9497,0.9312
2715,0.6856,0.9799,0.9223,0.9169
2716,0.6760,0.9725,0.9538,0.9212
2717,0.7597,0.9722,0.9192,0.9344
2718,0.7408,0.9406,0.9204,0.9060
2719,0.7368,0.9378,0.8933,0.9282
2720,0.7769,0.9282,0.8636,0.9002
2721,0.7707,0.9139,0.8917,0.9102
2722,0.7445,0.8876,0.9247,0.8682
2723,0.7578,0.8861,0.8639,0.8605
2724,0.7653,0.8869,0.8336,0.8638
2725,0.7265,0.8798,0.9029,0.8791
2726,0.7134,0.9108,0.8380,0.8492
2727,0.7150,0.8985,0.8414,0.8802
2728,0.7166,0.8705,0.9435,0.8643
2729,0.6841,0.8522,0.8907,0.8477
2730,0.6976,0.8573,0.9076,0.8471
2731,0.6860,0.8424,0.9150,0.8543
2732,0.7049,0.8611,0.9123,0.8525
2733,0.7334,0.8908,0.8903,0.8552
2734,0.6988,0.8686,0.8875,0.9431
2735,0.6868,0.9063,0.9025,0.8926
2736,0.6959,0.8656,0.9228,0.9128
2737,0.7212,0.8797,0.9021,0.8368
2738,0.6975,0.8436,0.9185,0.8919
2739,0.6992,0.9022,0.9088,0.8713
2740,0.7532,0.9092,0.8994,0.9053
2741,0.7688,0.9350,0.9072,0.9117
2742,0.7452,0.9461,0.9128,0.8809
2743,0.7974,0.9879,0.9564,0.9033
2744,0.7914,0.9585,0.9000,0.8812
2745,0.8292,0.9656,0.9316,0.9058
2746,0.8379,0.9366,0.9637,0.9523
2747,0.9025,0.9008,0.9790,0.8962
2748,0.9067,0.9055,0.9653,0.8693
2749,0.8457,0.9414,0.9066,0.8831
2750,0.8402,0.9196,0.8690,0.8643
2751,0.7791,0.8941,0.8409,0.8828
2752,0.7921,0.8797,0.8349,0.8816
2753,0.8284,0.8533,0.8817,0.9072
2754,0.7722,0.8544,0.9189,0.8842
2755,0.7808,0.8373,0.9355,0.9192
2756,0.7843,0.8637,0.9603,0.8992
2757,0.7880,0.8911,0.9531,0.9224
2758,0.7290,0.9396,0.9342,0.9722
2759,0.7068,0.9434,0.9195,0.9361
2760,0.7161,0.9208,0.9234,0.9444
2761,0.7003,0.8847,0.8778,0.9477
2762,0.6682,0.8939,0.8899,0.9436
2763,0.7074,0.8681,0.8531,0.9109
2764,0.6843,0.9097,0.8747,0.8584
2765,0.6867,0.8928,0.8578,0.8241
2766,0.7643,0.9343,0.8779,0.8149
2767,0.7844,0.9303,0.9197,0.8655
2768,0.7671,0.9028,0.8965,0.8575
2769,0.7656,0.9124,0.9157,0.8751
2770,0.7606,0.9044,0.9111,0.8493
2771,0.6987,0.8899,0.9314,0.8734
2772,0.7103,0.9226,0.9158,0.8588
2773,0.7462,0.9172,0.9313,0.8610
2774,0.7333,0.8995,0.9443,0.8540
2775,0.7508,0.9386,0.9380,0.8571
2776,0.7570,0.9586,0.8287,0.8435
2777,0.7661,0.9155,0.8650,0.8273
2778,0.7163,0.8999,0.8674,0.8219
2779,0.7262,0.8828,0.8630,0.8461
2780,0.7778,0.9689,0.8344,0.8277
2781,0.7597,0.9494,0.8067,0.8624
2782,0.7377,0.9366,0.8463,0.8607
2783,0.7569,0.9124,0.8395,0.8981
2784,0.7752,0.8772,0.8174,0.9102
2785,0.7992,0.9192,0.8325,0.8958
2786,0.7733,0.9170,0.8584,0.9220
2787,0.7749,0.9527,0.8786,0.9119
2788,0.8229,0.9351,0.8870,0.9020
2789,0.7686,0.9146,0.8728,0.9206
2790,0.7073,0.8800,0.9380,0.9121
2791,0.7319,0.8732,0.9024,0.9272
2792,0.7391,0.8814,0.9058,0.9175
2793,0.7167,0.9053,0.8755,0.9078
2794,0.6915,0.9183,0.8765,0.9495
2795,0.6908,0.9204,0.8560,0.9727
2796,0.7266,0.9118,0.8277,0.9442
2797,0.7523,0.9302,0.8442,0.9258
2798,0.7482,0.9369,0.8968,0.9488
2799,0.7216,0.9565,0.9210,0.8855
2800,0.6331,0.9549,0.8757,0.8839
2801,0.6630,1.0000,0.8519,0.8687
2802,0.6936,0.9611,0.9068,0.7930
2803,0.6902,0.9518,0.9349,0.8555
2804,0.7701,1.0000,0.9138,0.9182
2805,0.7299,0.9716,0.9563,0.9213
2806,0.7726,0.9940,0.9381,0.9372
2807,0.7819,0.9623,0.9221,0.9154
2808,0.7576,0.9425,0.8847,0.8954
2809,0.6914,0.9280,0.8594,0.8820
2810,0.7397,0.9165,0.8935,0.8941
2811,0.7328,0.9416,0.8455,0.9141
2812,0.7856,0.9522,0.8809,0.8934
2813,0.7689,0.9124,0.8964,0.8862
2814,0.8020,0.9143,0.9118,0.8268
2815,0.7317,0.9422,0.8699,0.8593
2816,0.6798,0.8778,0.8483,0.9108
2817,0.6709,0.8870,0.8487,0.8795
2818,0.6051,0.8980,0.8316,0.8809
2819,0.6367,0.9242,0.8987,0.9823
2820,0.6254,0.9283,0.8936,0.9690
2821,0.6670,0.9277,0.8774,0.9736
2822,0.6098,0.9108,0.9135,0.9370
2823,0.6683,0.9146,0.9413,0.9308
2824,0.6782,0.9189,0.8662,0.9563
2825,0.7133,0.9616,0.8221,0.9571
2826,0.7046,0.9215,0.8315,0.9596
2827,0.6480,0.8840,0.8121,0.9556
2828,0.7036,0.8709,0.8350,0.9318
2829,0.7278,0.8688,0.8907,0.9371
2830,0.7536,0.8843,0.9103,0.8913
2831,0.7459,0.9203,0.9244,0.8901
2832,0.7969,0.9200,0.9699,0.8993
2833,0.8594,0.8989,0.9326,0.9478
2834,0.8699,0.8612,0.9006,0.9400
2835,0.7850,0.8725,0.8949,0.9821
2836,0.7745,0.9180,0.8884,0.9645
2837,0.7357,0.9019,0.8988,0.9143
2838,0.6828,0.9027,0.8681,0.8805
2839,0.6826,0.9337,0.8927,0.8516
2840,0.7248,0.8787,0.8641,0.8809
2841,0.7049,0.8818,0.8952,0.8598
2842,0.6846,0.9020,0.8947,0.8910
2843,0.6778,0.8922,0.9314,0.9256
2844,0.7524,0.8977,0.9366,0.9375
2845,0.7583,0.9082,0.9022,0.9676
2846,0.7217,0.9173,0.9250,0.9678
2847,0.7752,0.9564,0.8828,0.9628
2848,0.7629,0.9342,0.8656,0.9683
2849,0.7210,0.9344,0.8724,0.9087
2850,0.7000,0.9245,0.9425,0.9411
2851,0.6728,0.9701,0.9247,0.9272
2852,0.6745,0.9567,0.9298,0.9692
2853,0.6781,0.9574,0.9092,0.9486
2854,0.6896,0.9584,0.9144,0.9475
2855,0.6742,0.9236,0.9115,0.9446
2856,0.7005,0.9286,0.8498,0.8928
2857,0.7539,0.9506,0.8861,0.9108
2858,0.7224,0.8703,0.8692,0.9358
2859,0.7606,0.8565,0.8954,0.9252
2860,0.7539,0.9136,0.9086,0.8985
2861,0.7369,0.8508,0.8538,0.8651
2862,0.7534,0.9090,0.9223,0.8739
2863,0.7583,0.8942,0.9269,0.8593
2864,0.7669,0.9021,0.9034,0.8483
2865,0.7291,0.9242,0.8902,0.8790
2866,0.6893,0.9317,0.8952,0.8598
2867,0.6214,0.9232,0.8846,0.8693
2868,0.6526,0.9079,0.8733,0.8415
2869,0.6329,0.8935,0.8947,0.8488
2870,0.6288,0.8506,0.9141,0.8693
2871,0.6413,0.8882,0.8862,0.8868
2872,0.6134,0.9125,0.8394,0.9294
2873,0.6809,0.8858,0.8570,0.9153
2874,0.6760,0.8843,0.9027,0.9120
2875,0.6997,0.8457,0.9125,0.9309
2876,0.7293,0.8826,0.9407,0.9410
2877,0.6631,0.8776,0.8665,0.9664
2878,0.6595,0.8634,0.8568,0.9681
2879,0.6968,0.8979,0.8413,0.9304
2880,0.6645,0.9032,0.8271,0.9307
2881,0.6833,0.9219,0.8124,0.9566
2882,0.6576,0.8945,0.8091,0.9763
2883,0.6807,0.8495,0.8416,0.9995
2884,0.6669,0.8430,0.8727,0.9270
2885,0.6772,0.8546,0.8408,0.8822
2886,0.7253,0.8691,0.9139,0.9021
2887,0.7435,0.8573,0.9366,0.9363
2888,0.7099,0.8522,0.9693,0.9678
2889,0.7256,0.8942,0.9338,0.9034
2890,0.7333,0.8888,0.8988,0.8845
2891,0.7653,0.9512,0.8968,0.8666
2892,0.7541,0.9268,0.8921,0.9214
2893,0.7442,0.9226,0.8976,0.9377
2894,0.7611,0.9346,0.9063,0.9755
2895,0.7748,0.9129,0.9364,0.9217
2896,0.8705,0.8469,0.9387,0.9198
2897,0.8842,0.9025,0.9272,0.8654
2898,0.8441,0.8975,0.9490,0.8627
2899,0.8094,0.8891,0.9573,0.8690
2900,0.7604,0.8889,0.9568,0.8600
2901,0.6974,0.9170,0.9164,0.8395
2902,0.7022,0.9243,0.8955,0.8428
2903,0.6308,0.8846,0.8629,0.8302
2904,0.7122,0.8891,0.8255,0.8132
2905,0.6827,0.8924,0.8460,0.7969
2906,0.7299,0.8718,0.8620,0.8306
2907,0.7195,0.8453,0.8464,0.8668
2908,0.7346,0.8349,0.8325,0.9007
2909,0.6848,0.8382,0.8440,0.8984
2910,0.7080,0.8308,0.8675,0.9428
2911,0.7110,0.8709,0.8724,0.9112
2912,0.7741,0.9242,0.8951,0.8576
2913,0.7156,0.9219,0.8765,0.8787
2914,0.6686,0.9082,0.8867,0.8600
2915,0.6417,0.8716,0.9263,0.8753
2916,0.5873,0.8622,0.9689,0.9226
2917,0.5846,0.8867,0.9334,0.9502
2918,0.5788,0.9224,0.9285,0.9284
2919,0.6050,0.8887,0.9217,0.8484
2920,0.6278,0.9232,0.9288,0.8437
2921,0.5946,0.8924,0.9261,0.8873
2922,0.6585,0.9214,0.9729,0.9310
2923,0.6874,0.8847,0.9319,0.9352
2924,0.7215,0.9086,0.9399,0.9055
2925,0.7569,0.8863,0.9628,0.9122
2926,0.7124,0.9514,0.9859,0.9565
2927,0.6908,0.9455,0.9967,0.9323
2928,0.7062,0.9004,1.0000,0.8955
2929,0.7484,0.8987,0.9785,0.9723
2930,0.7487,0.9108,0.9444,0.9803
2931,0.7382,0.9008,0.9387,1.0000
2932,0.7080,0.9069,0.9602,0.9957
2933,0.6630,0.8702,0.8850,1.0000
2934,0.7104,0.8729,0.8840,0.9965
2935,0.6964,0.8362,0.8663,1.0000
2936,0.6998,0.8467,0.8432,0.9666
2937,0.7573,0.9200,0.8460,0.9802
2938,0.7334,0.9210,0.8681,0.9648
2939,0.7292,0.8823,0.8860,0.9259
2940,0.7080,0.8775,0.9090,0.9569
2941,0.6638,0.8708,0.9368,0.9653
2942,0.6839,0.9290,0.9777,0.9691
2943,0.6231,0.8895,0.9487,0.9373
2944,0.6894,0.8818,0.9544,0.9466
2945,0.6241,0.8567,0.9608,0.8842
2946,0.6328,0.9052,0.9092,0.8431
2947,0.6312,0.8522,0.9331,0.9120
2948,0.6847,0.8372,0.9227,0.9174
2949,0.6653,0.8615,0.9214,0.8948
2950,0.6210,0.9065,0.8992,0.8995
2951,0.5958,0.9336,0.8867,0.9260
2952,0.5495,0.9491,0.9069,0.9626
2953,0.6133,0.9423,0.9130,0.9646
