Timestamp,mileage_factor_RegUp_MISO,performance_factor_RegUp_MISO,mileage_factor_RegDown_MISO,performance_factor_RegDown_MISO
2024-02-20 23:00:00,7.0072,0.996,6.5589,0.9716
2024-02-21 00:00:00,7.1469,1.0,6.9498,0.9417
2024-02-21 01:00:00,7.1069,0.977,7.2291,0.9671
2024-02-21 02:00:00,6.2997,1.0,7.2403,0.9626
2024-02-21 03:00:00,7.1448,1.0,6.323,0.9619
2024-02-21 04:00:00,7.5074,0.9848,7.5965,0.9832
2024-02-21 05:00:00,7.5315,0.8651,6.7661,0.9326
2024-02-21 06:00:00,6.7446,0.9228,7.1535,0.8976
2024-02-21 07:00:00,6.6702,1.0,5.8769,0.9329
2024-02-21 08:00:00,5.9468,0.9176,7.3246,0.8413
2024-02-21 09:00:00,6.1496,0.9438,6.3362,1.0
2024-02-21 10:00:00,8.6621,0.9724,6.8981,0.9867
2024-02-21 11:00:00,7.6199,0.8191,7.1034,1.0
2024-02-21 12:00:00,5.5473,0.9699,6.6984,1.0
2024-02-21 13:00:00,6.7726,0.8754,7.6484,0.948
2024-02-21 14:00:00,7.2006,0.9358,6.1289,1.0
2024-02-21 15:00:00,7.0249,0.9207,6.7782,0.9395
2024-02-21 16:00:00,7.4521,0.9802,6.5508,0.9447
2024-02-21 17:00:00,6.1835,0.9378,5.8746,0.9514
2024-02-21 18:00:00,6.6526,0.9247,6.4365,0.9133
2024-02-21 19:00:00,7.6108,1.0,6.2903,0.7851
2024-02-21 20:00:00,7.9122,0.914,6.7083,0.8027
2024-02-21 21:00:00,8.064,0.9613,6.4085,0.9731
2024-02-21 22:00:00,8.2224,0.8936,6.1915,0.8755
2024-02-21 23:00:00,6.5427,0.9873,7.7101,1.0
2024-02-22 00:00:00,6.2959,0.9821,8.3976,0.953
2024-02-22 01:00:00,6.9587,0.9752,5.9659,0.8631
2024-02-22 02:00:00,6.4804,0.9159,6.7341,0.8858
2024-02-22 03:00:00,6.3781,0.9017,7.1782,0.9355
2024-02-22 04:00:00,7.1959,0.966,6.7052,0.9718
2024-02-22 05:00:00,7.3081,0.9919,5.9693,0.8626
2024-02-22 06:00:00,6.7362,0.933,6.1165,0.9373
2024-02-22 07:00:00,6.6375,0.9602,6.9223,0.9447
2024-02-22 08:00:00,7.134,0.9667,7.1839,0.9913
2024-02-22 09:00:00,6.9088,0.8836,5.9317,0.9561
2024-02-22 10:00:00,7.15,0.872,7.1849,0.9052
2024-02-22 11:00:00,5.9793,0.9898,7.4283,0.9915
2024-02-22 12:00:00,8.5706,0.8766,6.7836,0.9784
2024-02-22 13:00:00,7.3401,0.9577,6.8307,0.9554
2024-02-22 14:00:00,6.0956,0.9659,7.01,0.8438
2024-02-22 15:00:00,6.6147,0.901,7.6701,0.9867
2024-02-22 16:00:00,7.015,0.9002,7.3782,0.9437
2024-02-22 17:00:00,5.7738,0.9441,6.5702,0.9836
2024-02-22 18:00:00,8.2818,1.0,6.7793,1.0
2024-02-22 19:00:00,6.5569,1.0,6.8157,1.0
2024-02-22 20:00:00,7.231,0.9115,6.9771,0.963
2024-02-22 21:00:00,7.7821,0.9206,6.1911,0.9977
2024-02-22 22:00:00,7.0195,0.8851,6.6325,0.9119
2024-02-22 23:00:00,7.5283,0.9597,8.127,0.9329
2024-02-23 00:00:00,7.7943,0.9,7.3593,0.9209
2024-02-23 01:00:00,8.0662,0.9293,7.1095,1.0
2024-02-23 02:00:00,6.4269,0.8483,6.8254,0.9675
2024-02-23 03:00:00,7.4937,0.9102,7.4623,1.0
2024-02-23 04:00:00,7.9119,0.9938,5.707,0.9833
2024-02-23 05:00:00,7.7013,0.9013,7.4272,0.976
2024-02-23 06:00:00,7.6575,0.8716,7.7212,0.9995
2024-02-23 07:00:00,5.8772,0.9359,5.0569,0.9565
2024-02-23 08:00:00,6.4527,0.9596,6.2728,1.0
2024-02-23 09:00:00,7.9103,0.9061,7.6645,0.8912
2024-02-23 10:00:00,7.7436,0.8269,6.8286,0.9929
2024-02-23 11:00:00,6.986,0.9813,5.9834,0.9344
2024-02-23 12:00:00,6.08,0.9338,7.0041,1.0
2024-02-23 13:00:00,6.7756,0.9669,8.0537,0.9008
2024-02-23 14:00:00,7.2431,1.0,7.7897,0.9553
2024-02-23 15:00:00,7.9866,0.9349,7.8784,0.9126
2024-02-23 16:00:00,8.1197,0.9766,7.3711,0.9857
2024-02-23 17:00:00,7.6221,0.9523,7.2453,0.9634
2024-02-23 18:00:00,7.0489,0.9784,6.6041,1.0
2024-02-23 19:00:00,7.5988,0.9567,6.7524,0.9237
2024-02-23 20:00:00,7.3848,0.9179,7.1924,1.0
2024-02-23 21:00:00,6.0057,0.8844,7.4612,0.9293
2024-02-23 22:00:00,8.0555,0.9549,6.5575,0.9195
2024-02-23 23:00:00,6.8519,0.9411,5.7798,0.967
2024-02-24 00:00:00,6.3465,0.9925,6.397,0.903
2024-02-24 01:00:00,8.67,0.9483,7.4598,1.0
2024-02-24 02:00:00,6.1369,0.9784,7.8588,0.8616
2024-02-24 03:00:00,6.347,1.0,6.8766,0.919
2024-02-24 04:00:00,5.8862,0.8293,7.3763,0.9275
2024-02-24 05:00:00,7.805,0.8949,6.9948,0.983
2024-02-24 06:00:00,6.441,0.9405,7.7922,0.9631
2024-02-24 07:00:00,6.5145,0.9643,7.9183,0.9617
2024-02-24 08:00:00,6.9506,1.0,6.8109,0.941
2024-02-24 09:00:00,7.4003,0.9175,8.3531,1.0
2024-02-24 10:00:00,7.4495,0.8576,5.9573,0.8969
2024-02-24 11:00:00,6.0475,0.9773,7.3217,0.8883
2024-02-24 12:00:00,5.6423,1.0,8.1883,1.0
2024-02-24 13:00:00,5.5416,0.9634,6.7617,0.9445
2024-02-24 14:00:00,6.7736,0.9418,7.9452,1.0
2024-02-24 15:00:00,6.8932,0.8875,6.4043,0.9349
2024-02-24 16:00:00,5.5915,1.0,5.9562,0.9945
2024-02-24 17:00:00,7.7547,0.9166,6.3408,0.8904
2024-02-24 18:00:00,6.3023,0.8849,7.5608,0.949
2024-02-24 19:00:00,6.9806,0.952,6.8939,0.9716
2024-02-24 20:00:00,6.5903,0.9367,7.6788,0.8609
2024-02-24 21:00:00,5.9384,0.93,7.5827,0.9211
2024-02-24 22:00:00,7.3951,0.9635,7.4012,0.935
2024-02-24 23:00:00,7.2762,0.9647,7.5291,0.9157
2024-02-25 00:00:00,6.9658,0.9249,7.5249,0.9413
2024-02-25 01:00:00,7.2505,0.9985,6.7197,0.8722
2024-02-25 02:00:00,6.9821,0.8835,6.643,0.9259
2024-02-25 03:00:00,7.3472,0.8853,6.3026,0.9422
2024-02-25 04:00:00,6.1053,0.9755,6.4997,1.0
2024-02-25 05:00:00,7.8304,0.9309,8.6414,1.0
2024-02-25 06:00:00,6.8828,0.9263,7.0144,1.0
2024-02-25 07:00:00,6.3785,0.9137,7.9366,0.9061
2024-02-25 08:00:00,7.3101,0.9792,7.3251,0.9757
2024-02-25 09:00:00,6.3001,0.9546,6.9713,0.9191
2024-02-25 10:00:00,6.2548,0.9104,6.9354,0.9751
2024-02-25 11:00:00,8.3952,0.888,7.5982,0.9789
2024-02-25 12:00:00,7.8093,0.8856,7.7611,0.9685
2024-02-25 13:00:00,6.1748,0.9896,6.6984,0.9245
2024-02-25 14:00:00,7.7407,0.974,7.7553,1.0
2024-02-25 15:00:00,6.8336,0.9736,6.4307,0.8833
2024-02-25 16:00:00,6.8783,0.95,6.6754,0.8841
2024-02-25 17:00:00,6.9535,1.0,7.2493,1.0
2024-02-25 18:00:00,7.436,1.0,6.278,0.9714
2024-02-25 19:00:00,7.9729,0.9637,6.1448,0.9127
2024-02-25 20:00:00,7.7302,0.9393,6.751,0.9391
2024-02-25 21:00:00,7.7044,0.9422,5.5827,0.8861
2024-02-25 22:00:00,7.1366,0.959,7.0747,0.9093
2024-02-25 23:00:00,6.5097,0.9835,8.0672,0.8877
2024-02-26 00:00:00,6.8417,1.0,6.3199,0.8894
2024-02-26 01:00:00,6.3497,0.8798,6.2525,1.0
2024-02-26 02:00:00,6.1962,0.972,6.4998,0.9526
2024-02-26 03:00:00,6.8778,0.9432,8.0425,0.9656
2024-02-26 04:00:00,6.7669,1.0,6.4936,1.0
2024-02-26 05:00:00,6.697,0.9727,6.8582,1.0
2024-02-26 06:00:00,6.7591,0.9047,7.5717,0.9216
2024-02-26 07:00:00,6.8322,0.9156,7.9048,0.9855
2024-02-26 08:00:00,7.5065,1.0,8.2314,0.9277
2024-02-26 09:00:00,6.3916,0.9042,6.9506,0.9569
2024-02-26 10:00:00,6.6997,0.9754,8.0916,0.973
2024-02-26 11:00:00,8.7624,1.0,5.9365,0.9844
2024-02-26 12:00:00,6.3859,0.979,7.218,0.9699
2024-02-26 13:00:00,6.4866,0.937,7.0891,0.9503
2024-02-26 14:00:00,5.776,0.9182,6.7149,0.9184
2024-02-26 15:00:00,7.9016,0.9839,6.4303,0.8961
2024-02-26 16:00:00,6.5066,0.9825,7.6781,0.9206
2024-02-26 17:00:00,6.1299,0.9677,7.5862,0.9328
2024-02-26 18:00:00,7.0524,0.9202,7.7911,0.9657
2024-02-26 19:00:00,7.8492,1.0,6.5534,0.8866
2024-02-26 20:00:00,7.078,1.0,6.1601,0.9511
2024-02-26 21:00:00,6.899,0.9518,6.7661,1.0
2024-02-26 22:00:00,6.6535,1.0,6.8261,0.9655
2024-02-26 23:00:00,6.9382,0.9257,6.4024,1.0
2024-02-27 00:00:00,6.4899,0.9479,7.1346,0.9468
2024-02-27 01:00:00,6.0458,0.9428,5.7289,1.0
2024-02-27 02:00:00,6.7662,1.0,5.7936,0.9814
2024-02-27 03:00:00,5.9444,0.931,7.0108,0.9605
2024-02-27 04:00:00,6.7784,0.9892,7.9548,0.9629
2024-02-27 05:00:00,6.5682,0.8501,6.5029,0.9627
2024-02-27 06:00:00,6.5387,0.884,8.3228,0.9366
2024-02-27 07:00:00,6.3428,0.969,7.643,0.9652
2024-02-27 08:00:00,6.6913,0.8924,8.3029,0.8988
2024-02-27 09:00:00,8.9453,0.8936,6.9412,0.967
2024-02-27 10:00:00,6.4283,0.9779,7.2058,0.9319
2024-02-27 11:00:00,6.3036,0.933,5.2224,0.9815
2024-02-27 12:00:00,7.3242,0.9016,7.4563,0.8601
2024-02-27 13:00:00,7.4312,0.9339,7.6891,0.9499
2024-02-27 14:00:00,7.4284,1.0,5.8191,0.8783
2024-02-27 15:00:00,6.8436,0.9691,7.8722,0.8551
2024-02-27 16:00:00,7.2396,1.0,6.5546,0.926
2024-02-27 17:00:00,7.3067,1.0,7.1073,1.0
2024-02-27 18:00:00,6.8754,0.8524,7.0039,0.8937
2024-02-27 19:00:00,7.2519,0.8413,7.6932,0.9553
2024-02-27 20:00:00,7.0139,0.9325,7.4006,0.9318
2024-02-27 21:00:00,6.3223,0.9627,6.0768,0.8864
2024-02-27 22:00:00,7.6029,0.9732,6.5413,0.9514
2024-02-27 23:00:00,6.7747,0.9387,7.0842,1.0
2024-02-28 00:00:00,7.3634,1.0,6.6198,0.9233
2024-02-28 01:00:00,7.02,0.8188,6.2501,0.8726
2024-02-28 02:00:00,7.5251,0.8998,7.0299,0.8736
2024-02-28 03:00:00,6.0993,0.935,7.2824,0.94
2024-02-28 04:00:00,5.8712,0.9832,6.6257,0.9118
2024-02-28 05:00:00,7.0933,0.8839,7.6191,0.8732
2024-02-28 06:00:00,6.8581,0.8686,6.9291,0.9189
2024-02-28 07:00:00,8.3601,0.9609,6.8235,0.8776
2024-02-28 08:00:00,7.5262,1.0,8.1822,0.9461
2024-02-28 09:00:00,6.3356,0.9447,7.0935,1.0
2024-02-28 10:00:00,7.1519,0.9302,6.7322,0.9881
2024-02-28 11:00:00,7.3181,1.0,8.0208,0.965
2024-02-28 12:00:00,6.6953,0.9262,6.6425,0.9657
2024-02-28 13:00:00,6.2362,0.9905,6.8539,1.0
2024-02-28 14:00:00,6.9559,0.9397,5.8238,1.0
2024-02-28 15:00:00,6.0838,0.9278,6.1846,0.9735
2024-02-28 16:00:00,7.3258,0.9485,6.4802,0.9071
2024-02-28 17:00:00,6.5978,0.8865,7.5773,0.9839
2024-02-28 18:00:00,6.4125,1.0,7.0061,0.9596
2024-02-28 19:00:00,6.1045,0.9257,7.2258,0.8836
2024-02-28 20:00:00,5.4433,0.9087,7.8739,0.9053
2024-02-28 21:00:00,6.3402,0.8545,7.4934,0.8558
2024-02-28 22:00:00,6.1783,0.9621,8.5929,1.0
2024-02-28 23:00:00,7.7527,0.9161,6.9875,0.8957
2024-03-01 00:00:00,6.7541,0.9954,6.2591,0.933
2024-03-01 01:00:00,6.7214,0.8624,6.0353,0.9684
2024-03-01 02:00:00,7.2365,0.9779,6.8684,1.0
2024-03-01 03:00:00,6.5151,0.9139,6.2002,0.8972
2024-03-01 04:00:00,5.8045,0.9595,6.8862,0.9725
2024-03-01 05:00:00,7.0649,0.9312,7.8773,0.9856
2024-03-01 06:00:00,6.7428,1.0,5.669,0.9068
2024-03-01 07:00:00,6.1485,0.9189,7.4159,0.976
2024-03-01 08:00:00,6.5394,0.9481,7.9117,0.9431
2024-03-01 09:00:00,7.3182,1.0,6.4627,0.818
2024-03-01 10:00:00,5.8781,0.8657,5.8669,1.0
2024-03-01 11:00:00,8.0427,0.9695,8.0475,0.9269
2024-03-01 12:00:00,6.6822,0.8744,7.4029,0.8751
2024-03-01 13:00:00,5.5125,0.9265,7.6633,0.9382
2024-03-01 14:00:00,7.3472,0.9495,7.3736,0.9889
2024-03-01 15:00:00,8.0021,0.9631,6.155,0.9162
2024-03-01 16:00:00,6.9407,0.9397,6.076,1.0
2024-03-01 17:00:00,6.0167,0.96,6.5021,1.0
2024-03-01 18:00:00,6.3177,0.9716,7.027,0.9148
2024-03-01 19:00:00,6.3093,0.9144,7.4444,0.9823
2024-03-01 20:00:00,6.9753,1.0,6.8796,0.9486
2024-03-01 21:00:00,7.9767,0.9885,7.0652,0.9582
2024-03-01 22:00:00,7.0611,0.9883,7.1158,1.0
2024-03-01 23:00:00,6.7399,0.9492,6.2661,0.8776
2024-03-02 00:00:00,7.4561,0.9201,6.8245,0.9003
2024-03-02 01:00:00,7.4424,0.9217,7.2797,0.8328
2024-03-02 02:00:00,5.5925,1.0,6.9856,0.9344
2024-03-02 03:00:00,7.7374,0.9462,5.9841,0.9812
2024-03-02 04:00:00,7.1979,0.9951,6.3847,1.0
2024-03-02 05:00:00,6.4202,0.9876,8.0928,0.9533
2024-03-02 06:00:00,6.4415,0.8505,6.1604,0.8281
2024-03-02 07:00:00,7.7102,0.9753,6.8431,0.8962
2024-03-02 08:00:00,7.3358,0.9369,7.3162,0.9674
2024-03-02 09:00:00,6.5321,1.0,7.4689,0.8983
2024-03-02 10:00:00,6.9417,0.8841,7.437,0.9778
2024-03-02 11:00:00,6.9632,0.9498,7.4134,1.0
2024-03-02 12:00:00,6.5211,1.0,7.202,0.8712
2024-03-02 13:00:00,6.8518,1.0,5.9746,0.951
2024-03-02 14:00:00,6.5684,0.9314,6.8918,0.9376
2024-03-02 15:00:00,7.1792,0.9787,6.1063,0.985
2024-03-02 16:00:00,7.7138,1.0,7.8678,0.8246
2024-03-02 17:00:00,8.1054,0.9037,6.8879,0.9019
2024-03-02 18:00:00,6.9227,0.9259,8.5065,0.993
2024-03-02 19:00:00,6.072,0.9058,6.737,0.9501
2024-03-02 20:00:00,6.2196,0.9528,7.221,0.8679
2024-03-02 21:00:00,6.4773,0.9523,7.6491,0.9892
2024-03-02 22:00:00,7.3298,0.8719,8.3563,0.9288
2024-03-02 23:00:00,7.4012,0.9722,6.536,1.0
2024-03-03 00:00:00,7.27,1.0,7.484,0.9324
2024-03-03 01:00:00,6.4425,0.9197,6.3578,0.9678
2024-03-03 02:00:00,6.8722,0.9244,6.9887,0.9573
2024-03-03 03:00:00,7.171,1.0,7.0504,0.9336
2024-03-03 04:00:00,7.38,0.9975,7.0849,0.9547
2024-03-03 05:00:00,7.3327,0.8596,8.6258,1.0
2024-03-03 06:00:00,5.9295,0.9164,7.5051,1.0
2024-03-03 07:00:00,7.6166,0.8853,7.3611,0.9558
2024-03-03 08:00:00,7.2211,0.9024,7.1037,0.9465
2024-03-03 09:00:00,7.6065,0.9415,6.0891,0.9418
2024-03-03 10:00:00,6.184,0.9452,7.0123,0.9513
2024-03-03 11:00:00,7.3886,0.9196,7.2379,0.991
2024-03-03 12:00:00,7.0709,0.8808,7.0158,0.9241
2024-03-03 13:00:00,7.6965,0.9781,7.9663,0.8802
2024-03-03 14:00:00,7.3954,0.928,5.6757,0.9213
2024-03-03 15:00:00,7.2977,0.9844,6.8366,0.9296
2024-03-03 16:00:00,7.1144,0.9914,8.2713,0.9869
2024-03-03 17:00:00,7.4399,0.92,7.0103,0.927
2024-03-03 18:00:00,7.7146,0.9558,6.2252,0.9547
2024-03-03 19:00:00,6.1346,0.9327,8.1905,0.835
2024-03-03 20:00:00,6.0075,0.9135,7.9915,0.9623
2024-03-03 21:00:00,7.0459,0.9233,7.6959,0.9253
2024-03-03 22:00:00,7.873,0.9053,6.9759,0.9392
2024-03-03 23:00:00,7.1774,0.9254,6.6469,0.9923
2024-03-04 00:00:00,6.9483,0.9357,6.7931,0.9639
2024-03-04 01:00:00,7.1869,0.8636,7.9658,1.0
2024-03-04 02:00:00,7.0737,0.8736,6.7999,0.9461
2024-03-04 03:00:00,6.4689,1.0,6.3734,1.0
2024-03-04 04:00:00,7.6148,1.0,6.4205,0.9569
2024-03-04 05:00:00,7.7911,0.9957,6.6891,0.9544
2024-03-04 06:00:00,7.2205,0.9531,7.2396,0.9244
2024-03-04 07:00:00,6.3191,0.9863,7.3653,0.9535
2024-03-04 08:00:00,7.1246,1.0,5.9358,0.8996
2024-03-04 09:00:00,6.3068,0.9498,5.6486,1.0
2024-03-04 10:00:00,7.2515,0.9023,5.8624,0.9336
2024-03-04 11:00:00,7.9158,0.9546,7.4468,1.0
2024-03-04 12:00:00,5.7573,1.0,6.8883,1.0
2024-03-04 13:00:00,6.9174,0.9479,7.4605,0.9135
2024-03-04 14:00:00,7.876,0.9504,6.22,0.8767
2024-03-04 15:00:00,7.0987,0.9211,7.6265,0.9604
2024-03-04 16:00:00,8.2163,0.9726,6.5313,0.8595
2024-03-04 17:00:00,6.483,0.9836,6.3285,0.8638
2024-03-04 18:00:00,6.5866,0.9683,7.1147,0.9203
2024-03-04 19:00:00,8.4535,0.9346,7.3013,0.9615
2024-03-04 20:00:00,8.2649,0.8851,7.0707,1.0
2024-03-04 21:00:00,7.6892,0.956,7.0388,0.969
2024-03-04 22:00:00,5.3653,1.0,7.3472,0.9283
2024-03-04 23:00:00,7.8128,0.9556,7.6056,0.9483
2024-03-05 00:00:00,7.1249,0.9135,6.9804,0.9659
2024-03-05 01:00:00,6.4679,0.9457,7.556,0.9776
2024-03-05 02:00:00,6.8954,0.9078,6.4301,0.9173
2024-03-05 03:00:00,7.3693,0.9545,7.6926,0.93
2024-03-05 04:00:00,7.5715,0.942,7.9387,0.9554
2024-03-05 05:00:00,6.1773,0.9214,8.053,0.9352
2024-03-05 06:00:00,7.1918,0.9315,5.9667,0.9504
2024-03-05 07:00:00,6.9319,0.9001,6.5963,0.976
2024-03-05 08:00:00,8.3467,1.0,6.3432,0.9141
2024-03-05 09:00:00,6.6748,0.9436,5.6656,0.8591
2024-03-05 10:00:00,7.0843,0.864,7.7127,0.9226
2024-03-05 11:00:00,6.8872,0.9016,7.2236,0.884
2024-03-05 12:00:00,7.5896,0.9211,6.5801,0.935
2024-03-05 13:00:00,6.3458,0.9607,7.3976,0.9971
2024-03-05 14:00:00,5.9392,0.9934,6.4992,0.923
2024-03-05 15:00:00,7.5841,0.9751,6.8454,0.8706
2024-03-05 16:00:00,6.4468,0.9316,6.9861,0.9983
2024-03-05 17:00:00,6.7182,0.9284,7.3244,0.955
2024-03-05 18:00:00,7.0355,0.9092,5.41,1.0
2024-03-05 19:00:00,6.6054,0.9668,5.5188,0.9121
2024-03-05 20:00:00,8.1578,0.9491,6.1701,0.9874
2024-03-05 21:00:00,6.8575,0.9643,8.0174,0.9048
2024-03-05 22:00:00,7.7088,0.8873,6.9412,0.9511
2024-03-05 23:00:00,6.8543,0.8962,6.8302,0.9614
2024-03-06 00:00:00,7.353,0.9056,7.0495,0.9564
2024-03-06 01:00:00,6.8497,0.9005,7.0485,0.9953
2024-03-06 02:00:00,7.0551,0.9685,7.3576,0.9494
2024-03-06 03:00:00,6.8767,0.9031,6.6175,0.9134
2024-03-06 04:00:00,8.4148,0.9674,6.7162,0.9034
2024-03-06 05:00:00,7.6212,0.9673,7.1586,0.9731
2024-03-06 06:00:00,8.3502,0.8849,8.2091,0.8199
2024-03-06 07:00:00,6.4625,0.999,6.5148,0.8991
2024-03-06 08:00:00,7.4937,1.0,6.3664,0.9477
2024-03-06 09:00:00,8.2201,0.9686,6.0659,0.8704
2024-03-06 10:00:00,6.8986,1.0,6.7156,0.9791
2024-03-06 11:00:00,7.2511,1.0,7.0934,1.0
2024-03-06 12:00:00,8.4042,0.8731,6.4723,0.9761
2024-03-06 13:00:00,7.5783,1.0,7.2484,0.9318
2024-03-06 14:00:00,7.515,0.9177,6.9696,1.0
2024-03-06 15:00:00,6.555,0.9419,6.7289,0.9088
2024-03-06 16:00:00,6.8688,0.9743,7.1538,0.913
2024-03-06 17:00:00,7.6337,0.974,7.8862,0.9772
2024-03-06 18:00:00,7.3179,0.8894,7.3789,0.896
2024-03-06 19:00:00,5.9803,1.0,7.0535,0.9604
2024-03-06 20:00:00,7.6019,1.0,6.4738,0.9073
2024-03-06 21:00:00,6.802,0.9337,5.8623,0.9215
2024-03-06 22:00:00,6.4696,0.8686,6.2288,0.9932
2024-03-06 23:00:00,7.4695,1.0,6.8943,0.9758
2024-03-07 00:00:00,7.2498,0.9194,6.755,0.8817
2024-03-07 01:00:00,5.7992,0.9788,7.9515,1.0
2024-03-07 02:00:00,7.1243,0.9053,6.4568,1.0
2024-03-07 03:00:00,6.5997,0.9391,7.1667,0.9294
2024-03-07 04:00:00,7.668,1.0,7.531,0.9738
2024-03-07 05:00:00,6.3632,1.0,5.3614,0.9421
2024-03-07 06:00:00,6.0185,0.8793,7.3265,0.9067
2024-03-07 07:00:00,7.9775,0.8573,7.2169,0.9119
2024-03-07 08:00:00,6.3167,0.9048,5.8279,0.9565
2024-03-07 09:00:00,7.58,1.0,6.2515,0.9371
2024-03-07 10:00:00,6.8562,0.938,7.0561,1.0
2024-03-07 11:00:00,6.6283,0.9416,6.3191,0.9138
2024-03-07 12:00:00,7.6934,0.922,7.6245,1.0
2024-03-07 13:00:00,6.1134,0.8985,7.0942,0.9129
2024-03-07 14:00:00,6.3916,0.9952,5.2561,1.0
2024-03-07 15:00:00,6.4448,0.9388,8.2197,0.9052
2024-03-07 16:00:00,6.7832,0.989,6.2738,0.9434
2024-03-07 17:00:00,5.8694,0.877,7.0033,0.896
2024-03-07 18:00:00,5.8039,0.9619,8.0446,0.9727
2024-03-07 19:00:00,6.9846,0.906,7.5298,1.0
2024-03-07 20:00:00,7.2815,0.9338,6.9219,0.9337
2024-03-07 21:00:00,7.4857,0.8756,6.1067,0.8835
2024-03-07 22:00:00,6.4241,0.9581,6.8014,1.0
2024-03-07 23:00:00,5.6485,0.9427,7.0421,1.0
2024-03-08 00:00:00,5.731,0.9229,7.508,0.987
2024-03-08 01:00:00,6.2562,0.9884,6.4866,0.9473
2024-03-08 02:00:00,6.8625,0.9363,8.1819,0.9614
2024-03-08 03:00:00,6.0487,0.9441,6.1573,0.9557
2024-03-08 04:00:00,5.0727,0.9144,7.5252,0.9344
2024-03-08 05:00:00,7.4267,0.8561,7.4513,0.9634
2024-03-08 06:00:00,6.6754,0.9822,7.1023,0.9464
2024-03-08 07:00:00,7.1632,0.9236,6.1055,0.9468
2024-03-08 08:00:00,7.6634,0.9544,6.0776,0.9379
2024-03-08 09:00:00,7.4174,1.0,6.7713,0.9374
2024-03-08 10:00:00,6.3805,0.9327,6.8862,0.9657
2024-03-08 11:00:00,9.2028,0.8857,6.6029,0.9041
2024-03-08 12:00:00,6.1691,0.9492,7.6011,0.9756
2024-03-08 13:00:00,6.3506,0.9261,6.4178,1.0
2024-03-08 14:00:00,7.6703,0.9314,6.9458,1.0
2024-03-08 15:00:00,7.3005,0.9648,6.5078,0.9959
2024-03-08 16:00:00,6.2574,0.9331,6.003,1.0
2024-03-08 17:00:00,6.5492,0.9413,6.9251,0.973
2024-03-08 18:00:00,6.2214,0.8939,7.4961,1.0
2024-03-08 19:00:00,7.1256,0.9078,6.1111,1.0
2024-03-08 20:00:00,6.7149,0.892,7.1993,0.9502
2024-03-08 21:00:00,7.4387,0.9864,6.0955,0.9422
2024-03-08 22:00:00,6.8048,0.9329,6.1667,1.0
2024-03-08 23:00:00,6.5721,0.8554,6.0826,0.936
2024-03-09 00:00:00,5.8716,0.9868,7.5437,1.0
2024-03-09 01:00:00,6.1103,0.9183,7.9768,0.9228
2024-03-09 02:00:00,5.6213,0.9756,8.0705,0.8521
2024-03-09 03:00:00,7.5388,0.8607,6.5064,0.8929
2024-03-09 04:00:00,8.7391,0.9741,6.7897,0.9547
2024-03-09 05:00:00,6.2339,0.9358,6.2592,0.9286
2024-03-09 06:00:00,6.4727,0.9114,6.0375,0.9458
2024-03-09 07:00:00,7.3453,0.9409,7.3091,0.9288
2024-03-09 08:00:00,6.9882,0.9403,7.3112,0.9459
2024-03-09 09:00:00,5.9216,0.9875,7.7183,0.942
2024-03-09 10:00:00,6.3839,1.0,6.9957,0.9353
2024-03-09 11:00:00,7.496,0.882,7.0641,0.9457
2024-03-09 12:00:00,6.8882,0.8593,7.5806,0.9843
2024-03-09 13:00:00,7.0358,1.0,5.9219,0.9758
2024-03-09 14:00:00,6.1781,0.9282,7.4242,1.0
2024-03-09 15:00:00,6.7143,0.9205,6.156,0.9165
2024-03-09 16:00:00,5.5712,0.929,5.9976,0.898
2024-03-09 17:00:00,6.6519,0.957,7.473,0.9674
2024-03-09 18:00:00,6.9918,1.0,6.5142,0.9105
2024-03-09 19:00:00,7.8373,0.992,6.407,0.9924
2024-03-09 20:00:00,7.9072,0.9461,7.1313,0.9622
2024-03-09 21:00:00,8.786,0.8285,7.8619,0.8846
2024-03-09 22:00:00,5.8918,0.9868,7.982,0.8619
2024-03-09 23:00:00,6.7919,0.9647,6.7862,1.0
2024-03-10 00:00:00,6.9267,0.968,5.2672,0.886
2024-03-10 01:00:00,7.2723,1.0,7.1171,0.9642
2024-03-10 02:00:00,6.4024,0.9695,6.9901,0.974
2024-03-10 03:00:00,6.1198,0.8677,7.3936,0.9292
2024-03-10 04:00:00,7.6172,0.8885,7.8099,0.907
2024-03-10 05:00:00,7.4202,0.9948,5.5655,0.9558
2024-03-10 06:00:00,5.6216,0.9818,7.2419,0.9668
2024-03-10 07:00:00,7.3652,1.0,6.7993,0.9675
2024-03-10 08:00:00,8.0418,0.9677,7.2532,0.9884
2024-03-10 09:00:00,6.7271,1.0,6.9587,0.8795
2024-03-10 10:00:00,7.0469,0.984,6.8582,0.9279
2024-03-10 11:00:00,7.6062,0.9491,5.7972,0.9204
2024-03-10 12:00:00,6.8791,0.8634,8.6382,0.9344
2024-03-10 13:00:00,6.6153,0.9754,8.496,0.969
2024-03-10 14:00:00,7.0226,0.9246,6.4512,1.0
2024-03-10 15:00:00,6.5941,0.9383,7.4289,1.0
2024-03-10 16:00:00,7.3755,1.0,6.8409,0.9886
2024-03-10 17:00:00,6.3502,0.9365,7.5389,0.8982
2024-03-10 18:00:00,5.2936,0.9609,7.1251,0.921
2024-03-10 19:00:00,6.8784,1.0,6.7982,0.8992
2024-03-10 20:00:00,6.3936,0.9946,4.8074,0.8716
