Timestamp,mileage_factor_RegUp_NYISO,performance_factor_RegUp_NYISO,mileage_factor_RegDown_NYISO,performance_factor_RegDown_NYISO
2024-03-26 22:00:00,12.43,0.8956,12.43,0.8956
2024-03-26 23:00:00,13.124,0.888,13.124,0.888
2024-03-27 00:00:00,13.4392,1.0,13.4392,1.0
2024-03-27 01:00:00,12.4055,0.8666,12.4055,0.8666
2024-03-27 02:00:00,14.7348,1.0,14.7348,1.0
2024-03-27 03:00:00,13.3638,1.0,13.3638,1.0
2024-03-27 04:00:00,11.8175,0.8825,11.8175,0.8825
2024-03-27 05:00:00,13.1058,0.8753,13.1058,0.8753
2024-03-27 06:00:00,11.8488,0.8979,11.8488,0.8979
2024-03-27 07:00:00,13.8747,0.9969,13.8747,0.9969
2024-03-27 08:00:00,12.7524,0.9475,12.7524,0.9475
2024-03-27 09:00:00,9.881,1.0,9.881,1.0
2024-03-27 10:00:00,12.5748,0.914,12.5748,0.914
2024-03-27 11:00:00,11.2218,0.9822,11.2218,0.9822
2024-03-27 12:00:00,12.5686,1.0,12.5686,1.0
2024-03-27 13:00:00,11.3488,1.0,11.3488,1.0
2024-03-27 14:00:00,11.089,0.9579,11.089,0.9579
2024-03-27 15:00:00,11.9244,0.985,11.9244,0.985
2024-03-27 16:00:00,13.9259,0.9576,13.9259,0.9576
2024-03-27 17:00:00,10.1482,0.9523,10.1482,0.9523
2024-03-27 18:00:00,12.1138,0.9642,12.1138,0.9642
2024-03-27 19:00:00,13.1204,1.0,13.1204,1.0
2024-03-27 20:00:00,15.5692,0.9462,15.5692,0.9462
2024-03-27 21:00:00,14.0368,0.986,14.0368,0.986
2024-03-27 22:00:00,14.975,0.9406,14.975,0.9406
2024-03-27 23:00:00,11.1747,0.9665,11.1747,0.9665
2024-03-28 00:00:00,14.8241,0.9126,14.8241,0.9126
2024-03-28 01:00:00,14.4581,0.8974,14.4581,0.8974
2024-03-28 02:00:00,14.2139,0.9857,14.2139,0.9857
2024-03-28 03:00:00,15.2575,0.9498,15.2575,0.9498
2024-03-28 04:00:00,10.5665,0.974,10.5665,0.974
2024-03-28 05:00:00,13.846,0.9681,13.846,0.9681
2024-03-28 06:00:00,15.0269,0.9206,15.0269,0.9206
2024-03-28 07:00:00,12.1682,1.0,12.1682,1.0
2024-03-28 08:00:00,13.2547,0.9857,13.2547,0.9857
2024-03-28 09:00:00,15.1889,0.888,15.1889,0.888
2024-03-28 10:00:00,15.7927,0.9933,15.7927,0.9933
2024-03-28 11:00:00,11.4294,0.9459,11.4294,0.9459
2024-03-28 12:00:00,14.6274,0.9094,14.6274,0.9094
2024-03-28 13:00:00,12.4149,0.9637,12.4149,0.9637
2024-03-28 14:00:00,13.001,0.8666,13.001,0.8666
2024-03-28 15:00:00,13.2828,0.9386,13.2828,0.9386
2024-03-28 16:00:00,13.037,0.952,13.037,0.952
2024-03-28 17:00:00,13.3796,1.0,13.3796,1.0
2024-03-28 18:00:00,7.9868,0.968,7.9868,0.968
2024-03-28 19:00:00,12.8211,1.0,12.8211,1.0
2024-03-28 20:00:00,10.9849,0.8664,10.9849,0.8664
2024-03-28 21:00:00,13.5232,1.0,13.5232,1.0
2024-03-28 22:00:00,13.5063,0.9472,13.5063,0.9472
2024-03-28 23:00:00,12.9096,0.9835,12.9096,0.9835
2024-03-29 00:00:00,14.5284,0.9076,14.5284,0.9076
2024-03-29 01:00:00,11.8311,0.9188,11.8311,0.9188
2024-03-29 02:00:00,12.6455,0.9976,12.6455,0.9976
2024-03-29 03:00:00,13.5005,0.993,13.5005,0.993
2024-03-29 04:00:00,13.4895,0.928,13.4895,0.928
2024-03-29 05:00:00,11.8476,0.8306,11.8476,0.8306
2024-03-29 06:00:00,14.2008,0.9409,14.2008,0.9409
2024-03-29 07:00:00,13.6871,1.0,13.6871,1.0
2024-03-29 08:00:00,13.0651,1.0,13.0651,1.0
2024-03-29 09:00:00,14.9586,0.9046,14.9586,0.9046
2024-03-29 10:00:00,10.6257,0.9339,10.6257,0.9339
2024-03-29 11:00:00,12.7112,0.9473,12.7112,0.9473
2024-03-29 12:00:00,12.9189,0.9396,12.9189,0.9396
2024-03-29 13:00:00,12.2715,0.8942,12.2715,0.8942
2024-03-29 14:00:00,11.9919,0.8486,11.9919,0.8486
2024-03-29 15:00:00,10.0716,0.9492,10.0716,0.9492
2024-03-29 16:00:00,11.9568,0.9847,11.9568,0.9847
2024-03-29 17:00:00,13.2469,0.9899,13.2469,0.9899
2024-03-29 18:00:00,12.9598,0.8788,12.9598,0.8788
2024-03-29 19:00:00,12.7159,0.9049,12.7159,0.9049
2024-03-29 20:00:00,12.0169,1.0,12.0169,1.0
2024-03-29 21:00:00,13.3545,0.9057,13.3545,0.9057
2024-03-29 22:00:00,11.6434,0.9803,11.6434,0.9803
2024-03-29 23:00:00,13.0928,0.9968,13.0928,0.9968
2024-03-30 00:00:00,13.9824,0.8914,13.9824,0.8914
2024-03-30 01:00:00,15.1398,1.0,15.1398,1.0
2024-03-30 02:00:00,12.9652,0.9793,12.9652,0.9793
2024-03-30 03:00:00,10.3579,0.9085,10.3579,0.9085
2024-03-30 04:00:00,13.6726,0.9408,13.6726,0.9408
2024-03-30 05:00:00,12.4857,0.8866,12.4857,0.8866
2024-03-30 06:00:00,13.3106,0.8514,13.3106,0.8514
2024-03-30 07:00:00,11.0611,0.9534,11.0611,0.9534
2024-03-30 08:00:00,12.7604,0.889,12.7604,0.889
2024-03-30 09:00:00,12.9355,1.0,12.9355,1.0
2024-03-30 10:00:00,13.227,0.9844,13.227,0.9844
2024-03-30 11:00:00,13.6214,0.9604,13.6214,0.9604
2024-03-30 12:00:00,13.2187,0.8961,13.2187,0.8961
2024-03-30 13:00:00,14.943,0.9502,14.943,0.9502
2024-03-30 14:00:00,11.9489,0.8908,11.9489,0.8908
2024-03-30 15:00:00,12.9207,0.9557,12.9207,0.9557
2024-03-30 16:00:00,12.5371,0.8084,12.5371,0.8084
2024-03-30 17:00:00,13.5142,0.9473,13.5142,0.9473
2024-03-30 18:00:00,12.8205,0.9708,12.8205,0.9708
2024-03-30 19:00:00,12.0147,0.9608,12.0147,0.9608
2024-03-30 20:00:00,10.5993,0.9291,10.5993,0.9291
2024-03-30 21:00:00,12.1089,0.9923,12.1089,0.9923
2024-03-30 22:00:00,13.6761,0.901,13.6761,0.901
2024-03-30 23:00:00,14.6334,0.9941,14.6334,0.9941
2024-03-31 00:00:00,15.5458,0.9498,15.5458,0.9498
2024-03-31 01:00:00,15.1435,0.9733,15.1435,0.9733
2024-03-31 02:00:00,13.4117,0.9524,13.4117,0.9524
2024-03-31 03:00:00,13.3306,0.9151,13.3306,0.9151
2024-03-31 04:00:00,13.0002,0.9466,13.0002,0.9466
2024-03-31 05:00:00,13.5213,0.8692,13.5213,0.8692
2024-03-31 06:00:00,13.017,0.9387,13.017,0.9387
2024-03-31 07:00:00,13.7508,1.0,13.7508,1.0
2024-03-31 08:00:00,14.788,0.9335,14.788,0.9335
2024-03-31 09:00:00,11.9555,0.9818,11.9555,0.9818
2024-03-31 10:00:00,12.9861,0.9553,12.9861,0.9553
2024-03-31 11:00:00,12.1361,0.9401,12.1361,0.9401
2024-03-31 12:00:00,13.0054,0.9903,13.0054,0.9903
2024-03-31 13:00:00,14.4216,0.8658,14.4216,0.8658
2024-03-31 14:00:00,14.9747,1.0,14.9747,1.0
2024-03-31 15:00:00,12.3052,0.9979,12.3052,0.9979
2024-03-31 16:00:00,14.2591,0.9246,14.2591,0.9246
2024-03-31 17:00:00,12.3032,0.9735,12.3032,0.9735
2024-03-31 18:00:00,10.5447,0.8936,10.5447,0.8936
2024-03-31 19:00:00,13.9764,0.9327,13.9764,0.9327
2024-03-31 20:00:00,15.3346,1.0,15.3346,1.0
2024-03-31 21:00:00,14.3844,0.8522,14.3844,0.8522
2024-03-31 22:00:00,13.5246,0.9829,13.5246,0.9829
2024-03-31 23:00:00,13.5047,1.0,13.5047,1.0
2024-04-01 00:00:00,13.9442,0.9089,13.9442,0.9089
2024-04-01 01:00:00,13.4944,0.9317,13.4944,0.9317
2024-04-01 02:00:00,11.8266,0.9792,11.8266,0.9792
2024-04-01 03:00:00,14.3403,0.9992,14.3403,0.9992
2024-04-01 04:00:00,12.6902,0.8945,12.6902,0.8945
2024-04-01 05:00:00,14.3564,0.8652,14.3564,0.8652
2024-04-01 06:00:00,13.0824,0.8954,13.0824,0.8954
2024-04-01 07:00:00,12.9327,0.9337,12.9327,0.9337
2024-04-01 08:00:00,12.4347,1.0,12.4347,1.0
2024-04-01 09:00:00,12.3951,0.9744,12.3951,0.9744
2024-04-01 10:00:00,11.9028,0.894,11.9028,0.894
2024-04-01 11:00:00,13.9947,0.8845,13.9947,0.8845
2024-04-01 12:00:00,13.2789,0.9962,13.2789,0.9962
2024-04-01 13:00:00,12.5749,0.9618,12.5749,0.9618
2024-04-01 14:00:00,12.0956,0.8297,12.0956,0.8297
2024-04-01 15:00:00,12.6044,0.9701,12.6044,0.9701
2024-04-01 16:00:00,14.652,0.9217,14.652,0.9217
2024-04-01 17:00:00,11.9798,0.9897,11.9798,0.9897
2024-04-01 18:00:00,13.1024,0.9117,13.1024,0.9117
2024-04-01 19:00:00,12.8277,0.9499,12.8277,0.9499
2024-04-01 20:00:00,13.2803,0.8786,13.2803,0.8786
2024-04-01 21:00:00,14.5982,0.9011,14.5982,0.9011
2024-04-01 22:00:00,12.9829,0.9702,12.9829,0.9702
2024-04-01 23:00:00,15.1664,0.8854,15.1664,0.8854
2024-04-02 00:00:00,13.1504,0.9757,13.1504,0.9757
2024-04-02 01:00:00,11.5569,0.9038,11.5569,0.9038
2024-04-02 02:00:00,12.8826,0.9211,12.8826,0.9211
2024-04-02 03:00:00,12.1305,0.907,12.1305,0.907
2024-04-02 04:00:00,12.7389,0.9998,12.7389,0.9998
2024-04-02 05:00:00,12.0864,0.9062,12.0864,0.9062
2024-04-02 06:00:00,13.4771,0.9361,13.4771,0.9361
2024-04-02 07:00:00,14.5465,1.0,14.5465,1.0
2024-04-02 08:00:00,11.7235,0.9286,11.7235,0.9286
2024-04-02 09:00:00,11.939,0.9353,11.939,0.9353
2024-04-02 10:00:00,11.3037,0.9373,11.3037,0.9373
2024-04-02 11:00:00,14.3345,0.9914,14.3345,0.9914
2024-04-02 12:00:00,15.451,1.0,15.451,1.0
2024-04-02 13:00:00,13.2456,0.866,13.2456,0.866
2024-04-02 14:00:00,11.9909,0.8125,11.9909,0.8125
2024-04-02 15:00:00,12.8494,0.9557,12.8494,0.9557
2024-04-02 16:00:00,14.7397,0.9337,14.7397,0.9337
2024-04-02 17:00:00,10.9258,0.8817,10.9258,0.8817
2024-04-02 18:00:00,11.5739,0.9469,11.5739,0.9469
2024-04-02 19:00:00,15.5571,0.9624,15.5571,0.9624
2024-04-02 20:00:00,11.3665,0.9709,11.3665,0.9709
2024-04-02 21:00:00,14.0268,0.9486,14.0268,0.9486
2024-04-02 22:00:00,10.3687,1.0,10.3687,1.0
2024-04-02 23:00:00,13.8188,0.9201,13.8188,0.9201
2024-04-03 00:00:00,12.3405,0.9435,12.3405,0.9435
2024-04-03 01:00:00,16.1086,0.9083,16.1086,0.9083
2024-04-03 02:00:00,10.1724,1.0,10.1724,1.0
2024-04-03 03:00:00,13.3587,0.9586,13.3587,0.9586
2024-04-03 04:00:00,14.1529,0.8944,14.1529,0.8944
2024-04-03 05:00:00,14.445,0.9347,14.445,0.9347
2024-04-03 06:00:00,12.1843,0.9715,12.1843,0.9715
2024-04-03 07:00:00,13.6714,0.9391,13.6714,0.9391
2024-04-03 08:00:00,14.2926,0.902,14.2926,0.902
2024-04-03 09:00:00,11.812,1.0,11.812,1.0
2024-04-03 10:00:00,12.9973,0.8806,12.9973,0.8806
2024-04-03 11:00:00,13.0211,0.9428,13.0211,0.9428
2024-04-03 12:00:00,14.4772,1.0,14.4772,1.0
2024-04-03 13:00:00,12.6375,0.9499,12.6375,0.9499
2024-04-03 14:00:00,13.9426,0.8924,13.9426,0.8924
2024-04-03 15:00:00,10.9943,0.9708,10.9943,0.9708
2024-04-03 16:00:00,13.5803,0.9719,13.5803,0.9719
2024-04-03 17:00:00,10.7481,0.9775,10.7481,0.9775
2024-04-03 18:00:00,15.031,0.924,15.031,0.924
2024-04-03 19:00:00,13.0025,0.9073,13.0025,0.9073
2024-04-03 20:00:00,10.9376,0.974,10.9376,0.974
2024-04-03 21:00:00,11.5993,1.0,11.5993,1.0
2024-04-03 22:00:00,14.6671,0.9729,14.6671,0.9729
2024-04-03 23:00:00,11.4177,0.9194,11.4177,0.9194
2024-04-04 00:00:00,13.3291,0.9523,13.3291,0.9523
2024-04-04 01:00:00,12.8635,1.0,12.8635,1.0
2024-04-04 02:00:00,13.8393,0.9596,13.8393,0.9596
2024-04-04 03:00:00,12.3299,0.9379,12.3299,0.9379
2024-04-04 04:00:00,12.3564,1.0,12.3564,1.0
2024-04-04 05:00:00,14.3506,0.9529,14.3506,0.9529
2024-04-04 06:00:00,11.7854,0.9995,11.7854,0.9995
2024-04-04 07:00:00,14.6494,0.9788,14.6494,0.9788
2024-04-04 08:00:00,14.8497,0.9565,14.8497,0.9565
2024-04-04 09:00:00,15.3489,0.9945,15.3489,0.9945
2024-04-04 10:00:00,12.4601,0.8579,12.4601,0.8579
2024-04-04 11:00:00,14.5719,0.9213,14.5719,0.9213
2024-04-04 12:00:00,14.7645,1.0,14.7645,1.0
2024-04-04 13:00:00,13.4382,0.9993,13.4382,0.9993
2024-04-04 14:00:00,12.1237,0.919,12.1237,0.919
2024-04-04 15:00:00,14.7801,1.0,14.7801,1.0
2024-04-04 16:00:00,15.1847,0.9152,15.1847,0.9152
2024-04-04 17:00:00,14.7983,0.8687,14.7983,0.8687
2024-04-04 18:00:00,12.8509,0.8942,12.8509,0.8942
2024-04-04 19:00:00,12.5262,1.0,12.5262,1.0
2024-04-04 20:00:00,14.6022,0.985,14.6022,0.985
2024-04-04 21:00:00,14.6309,0.8515,14.6309,0.8515
2024-04-04 22:00:00,12.7376,0.9468,12.7376,0.9468
2024-04-04 23:00:00,13.2803,0.9087,13.2803,0.9087
2024-04-05 00:00:00,11.6393,0.963,11.6393,0.963
2024-04-05 01:00:00,12.9503,0.9582,12.9503,0.9582
2024-04-05 02:00:00,11.5065,0.929,11.5065,0.929
2024-04-05 03:00:00,13.8499,1.0,13.8499,1.0
2024-04-05 04:00:00,13.1906,0.9354,13.1906,0.9354
2024-04-05 05:00:00,14.2004,0.9653,14.2004,0.9653
2024-04-05 06:00:00,14.5123,0.9752,14.5123,0.9752
2024-04-05 07:00:00,12.6829,0.8947,12.6829,0.8947
2024-04-05 08:00:00,15.211,1.0,15.211,1.0
2024-04-05 09:00:00,9.5668,0.9677,9.5668,0.9677
2024-04-05 10:00:00,13.2248,0.9314,13.2248,0.9314
2024-04-05 11:00:00,15.1859,0.9737,15.1859,0.9737
2024-04-05 12:00:00,13.0364,0.9043,13.0364,0.9043
2024-04-05 13:00:00,13.213,0.9551,13.213,0.9551
2024-04-05 14:00:00,10.8819,0.8925,10.8819,0.8925
2024-04-05 15:00:00,11.3795,0.8872,11.3795,0.8872
2024-04-05 16:00:00,13.3362,0.935,13.3362,0.935
2024-04-05 17:00:00,13.5567,0.9356,13.5567,0.9356
2024-04-05 18:00:00,13.2302,1.0,13.2302,1.0
2024-04-05 19:00:00,14.7881,0.9872,14.7881,0.9872
2024-04-05 20:00:00,12.2586,0.9291,12.2586,0.9291
2024-04-05 21:00:00,12.9554,0.9651,12.9554,0.9651
2024-04-05 22:00:00,12.3371,0.88,12.3371,0.88
2024-04-05 23:00:00,12.0833,0.9712,12.0833,0.9712
2024-04-06 00:00:00,14.673,0.9835,14.673,0.9835
2024-04-06 01:00:00,14.1084,0.9746,14.1084,0.9746
2024-04-06 02:00:00,11.1552,1.0,11.1552,1.0
2024-04-06 03:00:00,11.4961,0.9595,11.4961,0.9595
2024-04-06 04:00:00,11.6385,0.9034,11.6385,0.9034
2024-04-06 05:00:00,12.3968,0.9224,12.3968,0.9224
2024-04-06 06:00:00,13.8287,0.9627,13.8287,0.9627
2024-04-06 07:00:00,15.2207,0.9567,15.2207,0.9567
2024-04-06 08:00:00,13.3364,0.9503,13.3364,0.9503
2024-04-06 09:00:00,11.3832,0.9851,11.3832,0.9851
2024-04-06 10:00:00,14.265,0.8772,14.265,0.8772
2024-04-06 11:00:00,11.6752,0.8781,11.6752,0.8781
2024-04-06 12:00:00,13.3924,0.9566,13.3924,0.9566
2024-04-06 13:00:00,13.7971,0.8912,13.7971,0.8912
2024-04-06 14:00:00,14.4222,1.0,14.4222,1.0
2024-04-06 15:00:00,12.8067,0.9363,12.8067,0.9363
2024-04-06 16:00:00,12.9463,0.9177,12.9463,0.9177
2024-04-06 17:00:00,11.0568,0.9556,11.0568,0.9556
2024-04-06 18:00:00,12.9946,0.9302,12.9946,0.9302
2024-04-06 19:00:00,14.9447,0.998,14.9447,0.998
2024-04-06 20:00:00,11.2548,0.9574,11.2548,0.9574
2024-04-06 21:00:00,13.3705,0.8867,13.3705,0.8867
2024-04-06 22:00:00,12.7522,0.9877,12.7522,0.9877
2024-04-06 23:00:00,15.6795,0.9716,15.6795,0.9716
2024-04-07 00:00:00,12.6084,0.9208,12.6084,0.9208
2024-04-07 01:00:00,14.7566,0.9751,14.7566,0.9751
2024-04-07 02:00:00,15.1565,1.0,15.1565,1.0
2024-04-07 03:00:00,12.5617,0.9359,12.5617,0.9359
2024-04-07 04:00:00,13.1108,0.9688,13.1108,0.9688
2024-04-07 05:00:00,14.1338,0.9548,14.1338,0.9548
2024-04-07 06:00:00,11.8057,0.9945,11.8057,0.9945
2024-04-07 07:00:00,12.6472,0.9677,12.6472,0.9677
2024-04-07 08:00:00,12.654,0.8845,12.654,0.8845
2024-04-07 09:00:00,13.9906,1.0,13.9906,1.0
2024-04-07 10:00:00,13.9427,0.8866,13.9427,0.8866
2024-04-07 11:00:00,14.7886,0.9044,14.7886,0.9044
2024-04-07 12:00:00,12.0085,0.9707,12.0085,0.9707
2024-04-07 13:00:00,14.6763,0.9527,14.6763,0.9527
2024-04-07 14:00:00,13.895,0.9844,13.895,0.9844
2024-04-07 15:00:00,12.4205,0.957,12.4205,0.957
2024-04-07 16:00:00,14.0462,1.0,14.0462,1.0
2024-04-07 17:00:00,14.9444,0.9704,14.9444,0.9704
2024-04-07 18:00:00,13.4218,0.9367,13.4218,0.9367
2024-04-07 19:00:00,13.4221,1.0,13.4221,1.0
2024-04-07 20:00:00,14.4807,0.9745,14.4807,0.9745
2024-04-07 21:00:00,12.1515,1.0,12.1515,1.0
2024-04-07 22:00:00,13.7109,0.9688,13.7109,0.9688
2024-04-07 23:00:00,13.0998,1.0,13.0998,1.0
2024-04-08 00:00:00,10.3998,0.9595,10.3998,0.9595
2024-04-08 01:00:00,13.482,0.9393,13.482,0.9393
2024-04-08 02:00:00,12.5145,0.9157,12.5145,0.9157
2024-04-08 03:00:00,12.0546,0.9603,12.0546,0.9603
2024-04-08 04:00:00,12.2752,0.9315,12.2752,0.9315
2024-04-08 05:00:00,13.0295,0.9598,13.0295,0.9598
2024-04-08 06:00:00,11.9259,0.8514,11.9259,0.8514
2024-04-08 07:00:00,12.048,0.9619,12.048,0.9619
2024-04-08 08:00:00,13.5185,0.9419,13.5185,0.9419
2024-04-08 09:00:00,12.5279,0.915,12.5279,0.915
2024-04-08 10:00:00,10.8224,0.914,10.8224,0.914
2024-04-08 11:00:00,13.127,1.0,13.127,1.0
2024-04-08 12:00:00,14.468,0.8773,14.468,0.8773
2024-04-08 13:00:00,12.0733,0.9225,12.0733,0.9225
2024-04-08 14:00:00,14.6132,1.0,14.6132,1.0
2024-04-08 15:00:00,11.8422,1.0,11.8422,1.0
2024-04-08 16:00:00,12.0818,1.0,12.0818,1.0
2024-04-08 17:00:00,13.5942,0.8988,13.5942,0.8988
2024-04-08 18:00:00,12.3183,0.8824,12.3183,0.8824
2024-04-08 19:00:00,13.8108,0.9395,13.8108,0.9395
2024-04-08 20:00:00,11.4739,0.9675,11.4739,0.9675
2024-04-08 21:00:00,14.0655,0.9969,14.0655,0.9969
2024-04-08 22:00:00,14.7457,0.9835,14.7457,0.9835
2024-04-08 23:00:00,11.9701,0.8985,11.9701,0.8985
2024-04-09 00:00:00,13.1237,0.9686,13.1237,0.9686
2024-04-09 01:00:00,12.1215,0.9372,12.1215,0.9372
2024-04-09 02:00:00,11.2132,0.9661,11.2132,0.9661
2024-04-09 03:00:00,12.494,0.9077,12.494,0.9077
2024-04-09 04:00:00,11.4425,0.956,11.4425,0.956
2024-04-09 05:00:00,14.7436,0.9474,14.7436,0.9474
2024-04-09 06:00:00,13.2034,0.9291,13.2034,0.9291
2024-04-09 07:00:00,10.2423,0.9501,10.2423,0.9501
2024-04-09 08:00:00,14.0764,0.8567,14.0764,0.8567
2024-04-09 09:00:00,13.5865,0.8762,13.5865,0.8762
2024-04-09 10:00:00,14.4612,0.9723,14.4612,0.9723
2024-04-09 11:00:00,10.9883,0.9085,10.9883,0.9085
2024-04-09 12:00:00,14.9797,0.9698,14.9797,0.9698
2024-04-09 13:00:00,9.8032,0.8907,9.8032,0.8907
2024-04-09 14:00:00,10.7443,1.0,10.7443,1.0
2024-04-09 15:00:00,15.0518,0.9914,15.0518,0.9914
2024-04-09 16:00:00,12.4999,0.9188,12.4999,0.9188
2024-04-09 17:00:00,14.3057,0.9602,14.3057,0.9602
2024-04-09 18:00:00,12.5194,0.988,12.5194,0.988
2024-04-09 19:00:00,12.9694,0.8833,12.9694,0.8833
2024-04-09 20:00:00,14.0594,0.8942,14.0594,0.8942
2024-04-09 21:00:00,10.6148,0.9585,10.6148,0.9585
2024-04-09 22:00:00,11.8157,0.9963,11.8157,0.9963
2024-04-09 23:00:00,15.0283,0.9194,15.0283,0.9194
2024-04-10 00:00:00,12.3789,0.979,12.3789,0.979
2024-04-10 01:00:00,13.884,0.8993,13.884,0.8993
2024-04-10 02:00:00,11.758,1.0,11.758,1.0
2024-04-10 03:00:00,12.7901,0.9604,12.7901,0.9604
2024-04-10 04:00:00,13.3168,0.9435,13.3168,0.9435
2024-04-10 05:00:00,10.2508,0.8997,10.2508,0.8997
2024-04-10 06:00:00,14.6321,0.9322,14.6321,0.9322
2024-04-10 07:00:00,14.7126,0.9003,14.7126,0.9003
2024-04-10 08:00:00,12.8001,0.8976,12.8001,0.8976
2024-04-10 09:00:00,11.4984,0.938,11.4984,0.938
2024-04-10 10:00:00,10.4977,0.9747,10.4977,0.9747
2024-04-10 11:00:00,12.8432,1.0,12.8432,1.0
2024-04-10 12:00:00,13.6432,0.8637,13.6432,0.8637
2024-04-10 13:00:00,12.6935,0.9283,12.6935,0.9283
2024-04-10 14:00:00,12.7503,1.0,12.7503,1.0
2024-04-10 15:00:00,11.0344,0.8598,11.0344,0.8598
2024-04-10 16:00:00,10.8202,0.9636,10.8202,0.9636
2024-04-10 17:00:00,11.0892,0.9601,11.0892,0.9601
2024-04-10 18:00:00,14.2075,0.9729,14.2075,0.9729
2024-04-10 19:00:00,15.0663,0.8939,15.0663,0.8939
2024-04-10 20:00:00,12.5009,0.9463,12.5009,0.9463
2024-04-10 21:00:00,12.3002,0.9055,12.3002,0.9055
2024-04-10 22:00:00,12.2629,0.9338,12.2629,0.9338
2024-04-10 23:00:00,14.5355,0.9513,14.5355,0.9513
2024-04-11 00:00:00,12.4757,0.9827,12.4757,0.9827
2024-04-11 01:00:00,12.3807,0.892,12.3807,0.892
2024-04-11 02:00:00,13.9636,0.8811,13.9636,0.8811
2024-04-11 03:00:00,12.809,0.9195,12.809,0.9195
2024-04-11 04:00:00,14.722,0.8114,14.722,0.8114
2024-04-11 05:00:00,13.2929,1.0,13.2929,1.0
2024-04-11 06:00:00,13.5736,0.9511,13.5736,0.9511
2024-04-11 07:00:00,12.0897,0.9073,12.0897,0.9073
2024-04-11 08:00:00,16.873,0.8849,16.873,0.8849
2024-04-11 09:00:00,12.5495,0.8723,12.5495,0.8723
2024-04-11 10:00:00,13.9234,1.0,13.9234,1.0
2024-04-11 11:00:00,14.1797,0.9853,14.1797,0.9853
2024-04-11 12:00:00,11.2374,1.0,11.2374,1.0
2024-04-11 13:00:00,12.0457,0.8557,12.0457,0.8557
2024-04-11 14:00:00,11.5316,0.9019,11.5316,0.9019
2024-04-11 15:00:00,14.8321,0.9035,14.8321,0.9035
2024-04-11 16:00:00,12.907,0.9351,12.907,0.9351
2024-04-11 17:00:00,13.5727,0.8695,13.5727,0.8695
2024-04-11 18:00:00,12.2743,0.9015,12.2743,0.9015
2024-04-11 19:00:00,13.1172,0.9234,13.1172,0.9234
2024-04-11 20:00:00,13.1504,0.9811,13.1504,0.9811
2024-04-11 21:00:00,10.2787,0.8829,10.2787,0.8829
2024-04-11 22:00:00,14.3091,0.9566,14.3091,0.9566
2024-04-11 23:00:00,14.2722,0.9704,14.2722,0.9704
2024-04-12 00:00:00,10.1841,0.9936,10.1841,0.9936
2024-04-12 01:00:00,12.4182,0.9016,12.4182,0.9016
2024-04-12 02:00:00,15.7605,0.8706,15.7605,0.8706
2024-04-12 03:00:00,12.8145,1.0,12.8145,1.0
2024-04-12 04:00:00,15.1661,0.8863,15.1661,0.8863
2024-04-12 05:00:00,12.9171,0.9416,12.9171,0.9416
2024-04-12 06:00:00,13.3722,0.9467,13.3722,0.9467
2024-04-12 07:00:00,13.4431,0.8443,13.4431,0.8443
2024-04-12 08:00:00,11.607,0.9048,11.607,0.9048
2024-04-12 09:00:00,13.2459,0.9678,13.2459,0.9678
2024-04-12 10:00:00,12.7811,1.0,12.7811,1.0
2024-04-12 11:00:00,11.6657,0.9616,11.6657,0.9616
2024-04-12 12:00:00,13.4976,1.0,13.4976,1.0
2024-04-12 13:00:00,13.3806,0.9471,13.3806,0.9471
2024-04-12 14:00:00,13.8617,0.9185,13.8617,0.9185
2024-04-12 15:00:00,13.0879,0.9419,13.0879,0.9419
2024-04-12 16:00:00,13.2202,0.8803,13.2202,0.8803
2024-04-12 17:00:00,13.8969,0.9245,13.8969,0.9245
2024-04-12 18:00:00,13.3909,0.9987,13.3909,0.9987
2024-04-12 19:00:00,12.2503,1.0,12.2503,1.0
2024-04-12 20:00:00,14.2741,0.9252,14.2741,0.9252
2024-04-12 21:00:00,13.6806,1.0,13.6806,1.0
2024-04-12 22:00:00,12.8485,1.0,12.8485,1.0
2024-04-12 23:00:00,10.3822,0.952,10.3822,0.952
2024-04-13 00:00:00,14.6303,0.9406,14.6303,0.9406
2024-04-13 01:00:00,12.4576,0.9586,12.4576,0.9586
2024-04-13 02:00:00,13.4895,0.992,13.4895,0.992
2024-04-13 03:00:00,12.2682,1.0,12.2682,1.0
2024-04-13 04:00:00,12.3314,0.9472,12.3314,0.9472
2024-04-13 05:00:00,12.1437,0.9902,12.1437,0.9902
2024-04-13 06:00:00,13.2706,0.9578,13.2706,0.9578
2024-04-13 07:00:00,11.975,0.8912,11.975,0.8912
2024-04-13 08:00:00,13.3442,0.884,13.3442,0.884
2024-04-13 09:00:00,11.547,0.9122,11.547,0.9122
2024-04-13 10:00:00,13.1284,0.9879,13.1284,0.9879
2024-04-13 11:00:00,14.7242,0.9316,14.7242,0.9316
2024-04-13 12:00:00,12.8618,0.9257,12.8618,0.9257
2024-04-13 13:00:00,11.5489,0.9671,11.5489,0.9671
2024-04-13 14:00:00,13.1449,1.0,13.1449,1.0
2024-04-13 15:00:00,14.6427,0.9889,14.6427,0.9889
2024-04-13 16:00:00,14.2208,0.9216,14.2208,0.9216
2024-04-13 17:00:00,11.5953,0.9677,11.5953,0.9677
2024-04-13 18:00:00,14.3658,0.9475,14.3658,0.9475
2024-04-13 19:00:00,13.2377,1.0,13.2377,1.0
