Timestamp,winning_rate_RegUp_NYISO,winning_rate_RegDown_NYISO,winning_rate_Spin10_NYISO,winning_rate_NSpin10_NYISO,winning_rate_Res30_NYISO
2024-02-08 06:00:00,0.7914,0.7914,0.2633,0.2658,0.1611
2024-02-08 07:00:00,0.8983,0.8983,0.2173,0.223,0.1412
2024-02-08 08:00:00,0.7511,0.7511,0.3994,0.2438,0.322
2024-02-08 09:00:00,0.821,0.821,0.2687,0.1183,0.1749
2024-02-08 10:00:00,0.7131,0.7131,0.429,0.1402,0.3986
2024-02-08 11:00:00,0.952,0.952,0.2823,0.1136,0.1391
2024-02-08 12:00:00,0.9153,0.9153,0.2886,0.2917,0.355
2024-02-08 13:00:00,0.9784,0.9784,0.2445,0.1005,0.2903
2024-02-08 14:00:00,0.8753,0.8753,0.2665,0.1297,0.2867
2024-02-08 15:00:00,0.9776,0.9776,0.2283,0.1203,0.1891
2024-02-08 16:00:00,0.945,0.945,0.3199,0.2727,0.1588
2024-02-08 17:00:00,0.7686,0.7686,0.4372,0.2838,0.2715
2024-02-08 18:00:00,0.8858,0.8858,0.3645,0.2927,0.2859
2024-02-08 19:00:00,0.7646,0.7646,0.3252,0.2645,0.2651
2024-02-08 20:00:00,0.7479,0.7479,0.2684,0.2554,0.2422
2024-02-08 21:00:00,0.9069,0.9069,0.3351,0.1148,0.1559
2024-02-08 22:00:00,0.8113,0.8113,0.3379,0.2672,0.3406
2024-02-08 23:00:00,0.9345,0.9345,0.2129,0.1039,0.1921
2024-02-09 00:00:00,0.8756,0.8756,0.3825,0.1383,0.1777
2024-02-09 01:00:00,0.9355,0.9355,0.2171,0.172,0.2511
2024-02-09 02:00:00,0.714,0.714,0.2241,0.1229,0.1942
2024-02-09 03:00:00,0.7372,0.7372,0.4101,0.136,0.1302
2024-02-09 04:00:00,0.8715,0.8715,0.4754,0.2243,0.1539
2024-02-09 05:00:00,0.7946,0.7946,0.4207,0.2922,0.3393
2024-02-09 06:00:00,0.7269,0.7269,0.2122,0.1057,0.3391
2024-02-09 07:00:00,0.7003,0.7003,0.4586,0.1526,0.3908
2024-02-09 08:00:00,0.7352,0.7352,0.3426,0.1945,0.165
2024-02-09 09:00:00,0.9932,0.9932,0.3527,0.175,0.2181
2024-02-09 10:00:00,0.8994,0.8994,0.2316,0.2211,0.2816
2024-02-09 11:00:00,0.8335,0.8335,0.4174,0.255,0.3718
2024-02-09 12:00:00,0.7243,0.7243,0.4442,0.2788,0.1299
2024-02-09 13:00:00,0.9449,0.9449,0.492,0.1253,0.1433
2024-02-09 14:00:00,0.9493,0.9493,0.2727,0.2178,0.1906
2024-02-09 15:00:00,0.8641,0.8641,0.4606,0.2896,0.3556
2024-02-09 16:00:00,0.9609,0.9609,0.4896,0.1623,0.2846
2024-02-09 17:00:00,0.8042,0.8042,0.2913,0.1322,0.3973
2024-02-09 18:00:00,0.7701,0.7701,0.4,0.1102,0.227
2024-02-09 19:00:00,0.8345,0.8345,0.2626,0.117,0.317
2024-02-09 20:00:00,0.9023,0.9023,0.2461,0.2506,0.3641
2024-02-09 21:00:00,0.798,0.798,0.3071,0.1021,0.2379
2024-02-09 22:00:00,0.9159,0.9159,0.4846,0.1493,0.3517
2024-02-09 23:00:00,0.8185,0.8185,0.4592,0.1829,0.3368
2024-02-10 00:00:00,0.8709,0.8709,0.3429,0.1982,0.1428
2024-02-10 01:00:00,0.7147,0.7147,0.4468,0.161,0.3502
2024-02-10 02:00:00,0.8165,0.8165,0.4768,0.1341,0.3406
2024-02-10 03:00:00,0.836,0.836,0.2044,0.2862,0.3917
2024-02-10 04:00:00,0.7479,0.7479,0.3704,0.2073,0.3376
2024-02-10 05:00:00,0.7032,0.7032,0.211,0.1818,0.3115
2024-02-10 06:00:00,0.8484,0.8484,0.402,0.1555,0.301
2024-02-10 07:00:00,0.76,0.76,0.2221,0.103,0.1084
2024-02-10 08:00:00,0.7231,0.7231,0.386,0.1044,0.2425
2024-02-10 09:00:00,0.9101,0.9101,0.2533,0.1112,0.2103
2024-02-10 10:00:00,0.7946,0.7946,0.4441,0.2487,0.2841
2024-02-10 11:00:00,0.8721,0.8721,0.4316,0.1883,0.2562
2024-02-10 12:00:00,0.9466,0.9466,0.449,0.1479,0.1104
2024-02-10 13:00:00,0.8159,0.8159,0.332,0.2822,0.3932
2024-02-10 14:00:00,0.7406,0.7406,0.302,0.1534,0.1806
2024-02-10 15:00:00,0.7804,0.7804,0.3316,0.1517,0.329
2024-02-10 16:00:00,0.9188,0.9188,0.4833,0.272,0.3353
2024-02-10 17:00:00,0.8385,0.8385,0.3833,0.2838,0.1125
2024-02-10 18:00:00,0.9119,0.9119,0.2236,0.1741,0.2474
2024-02-10 19:00:00,0.8036,0.8036,0.4813,0.2696,0.3865
2024-02-10 20:00:00,0.899,0.899,0.3511,0.2306,0.2885
2024-02-10 21:00:00,0.7912,0.7912,0.3012,0.1704,0.1031
2024-02-10 22:00:00,0.8707,0.8707,0.3319,0.2594,0.1741
2024-02-10 23:00:00,0.8065,0.8065,0.3887,0.1149,0.1009
2024-02-11 00:00:00,0.7181,0.7181,0.2606,0.2075,0.3617
2024-02-11 01:00:00,0.7539,0.7539,0.4176,0.224,0.2136
2024-02-11 02:00:00,0.8269,0.8269,0.4139,0.1881,0.2315
2024-02-11 03:00:00,0.8264,0.8264,0.2875,0.1131,0.3276
2024-02-11 04:00:00,0.8994,0.8994,0.3597,0.2526,0.1859
2024-02-11 05:00:00,0.8279,0.8279,0.4418,0.253,0.3806
2024-02-11 06:00:00,0.9894,0.9894,0.2401,0.2534,0.3342
2024-02-11 07:00:00,0.7963,0.7963,0.3766,0.2824,0.1444
2024-02-11 08:00:00,0.8368,0.8368,0.343,0.117,0.1755
2024-02-11 09:00:00,0.7868,0.7868,0.3908,0.2385,0.1482
2024-02-11 10:00:00,0.7092,0.7092,0.3992,0.1972,0.3577
2024-02-11 11:00:00,0.9945,0.9945,0.3634,0.2537,0.2303
2024-02-11 12:00:00,0.7334,0.7334,0.3854,0.1064,0.3427
2024-02-11 13:00:00,0.8766,0.8766,0.4987,0.2083,0.2542
2024-02-11 14:00:00,0.8739,0.8739,0.3533,0.2911,0.1779
2024-02-11 15:00:00,0.8508,0.8508,0.4286,0.2359,0.1094
2024-02-11 16:00:00,0.7031,0.7031,0.2048,0.2576,0.1711
2024-02-11 17:00:00,0.8177,0.8177,0.4157,0.2934,0.3452
2024-02-11 18:00:00,0.8005,0.8005,0.4475,0.2244,0.235
2024-02-11 19:00:00,0.7013,0.7013,0.248,0.1551,0.1426
2024-02-11 20:00:00,0.8942,0.8942,0.3951,0.2758,0.1246
2024-02-11 21:00:00,0.85,0.85,0.4512,0.2633,0.3665
2024-02-11 22:00:00,0.9706,0.9706,0.4032,0.2476,0.3899
2024-02-11 23:00:00,0.8654,0.8654,0.4293,0.2306,0.2955
2024-02-12 00:00:00,0.9294,0.9294,0.4426,0.2126,0.3604
2024-02-12 01:00:00,0.9715,0.9715,0.448,0.2756,0.224
2024-02-12 02:00:00,0.7646,0.7646,0.2345,0.2993,0.3939
2024-02-12 03:00:00,0.9728,0.9728,0.3129,0.1659,0.3988
2024-02-12 04:00:00,0.8256,0.8256,0.3349,0.2483,0.141
2024-02-12 05:00:00,0.7983,0.7983,0.2648,0.1721,0.2953
2024-02-12 06:00:00,0.9795,0.9795,0.307,0.2253,0.344
2024-02-12 07:00:00,0.797,0.797,0.443,0.2504,0.3784
2024-02-12 08:00:00,0.9929,0.9929,0.3503,0.2345,0.1569
2024-02-12 09:00:00,0.8912,0.8912,0.458,0.1764,0.3444
2024-02-12 10:00:00,0.9786,0.9786,0.4041,0.2861,0.375
2024-02-12 11:00:00,0.7496,0.7496,0.3471,0.1034,0.2877
2024-02-12 12:00:00,0.8282,0.8282,0.331,0.296,0.1584
2024-02-12 13:00:00,0.8109,0.8109,0.4212,0.1398,0.3204
2024-02-12 14:00:00,0.7007,0.7007,0.2774,0.1817,0.1238
2024-02-12 15:00:00,0.846,0.846,0.281,0.258,0.2154
2024-02-12 16:00:00,0.9044,0.9044,0.3209,0.2181,0.2959
2024-02-12 17:00:00,0.96,0.96,0.3949,0.1893,0.147
2024-02-12 18:00:00,0.7652,0.7652,0.2286,0.296,0.3171
2024-02-12 19:00:00,0.9222,0.9222,0.374,0.1667,0.1368
2024-02-12 20:00:00,0.9418,0.9418,0.2515,0.2821,0.129
2024-02-12 21:00:00,0.9746,0.9746,0.4215,0.2743,0.1621
2024-02-12 22:00:00,0.8438,0.8438,0.3146,0.2897,0.3103
2024-02-12 23:00:00,0.7755,0.7755,0.2136,0.2054,0.1948
2024-02-13 00:00:00,0.9471,0.9471,0.3731,0.2661,0.341
2024-02-13 01:00:00,0.929,0.929,0.3272,0.1014,0.3695
2024-02-13 02:00:00,0.9558,0.9558,0.2763,0.153,0.3517
2024-02-13 03:00:00,0.743,0.743,0.386,0.1716,0.3008
2024-02-13 04:00:00,0.7355,0.7355,0.3475,0.2626,0.3261
2024-02-13 05:00:00,0.9058,0.9058,0.44,0.2422,0.3493
2024-02-13 06:00:00,0.8251,0.8251,0.2647,0.201,0.1456
2024-02-13 07:00:00,0.8617,0.8617,0.2232,0.203,0.3259
2024-02-13 08:00:00,0.775,0.775,0.2844,0.2757,0.1693
2024-02-13 09:00:00,0.8228,0.8228,0.2574,0.212,0.3511
2024-02-13 10:00:00,0.7627,0.7627,0.3724,0.2132,0.2872
2024-02-13 11:00:00,0.8124,0.8124,0.4434,0.2666,0.1212
2024-02-13 12:00:00,0.9385,0.9385,0.2851,0.1511,0.2467
2024-02-13 13:00:00,0.8667,0.8667,0.3161,0.2566,0.3467
2024-02-13 14:00:00,0.7516,0.7516,0.2966,0.2514,0.1289
2024-02-13 15:00:00,0.9935,0.9935,0.3143,0.181,0.3507
2024-02-13 16:00:00,0.8773,0.8773,0.4574,0.2229,0.2264
2024-02-13 17:00:00,0.8716,0.8716,0.4794,0.2621,0.2278
2024-02-13 18:00:00,0.9982,0.9982,0.2712,0.1238,0.2098
2024-02-13 19:00:00,0.8835,0.8835,0.3926,0.2326,0.1528
2024-02-13 20:00:00,0.7804,0.7804,0.4347,0.2399,0.3966
2024-02-13 21:00:00,0.997,0.997,0.4425,0.1035,0.2162
2024-02-13 22:00:00,0.7856,0.7856,0.429,0.1213,0.2111
2024-02-13 23:00:00,0.7898,0.7898,0.222,0.2009,0.2139
2024-02-14 00:00:00,0.9212,0.9212,0.3014,0.1055,0.2522
2024-02-14 01:00:00,0.924,0.924,0.3503,0.1291,0.1256
2024-02-14 02:00:00,0.9112,0.9112,0.2028,0.1772,0.3934
2024-02-14 03:00:00,0.9753,0.9753,0.4431,0.2807,0.2157
2024-02-14 04:00:00,0.9623,0.9623,0.3859,0.2245,0.2404
2024-02-14 05:00:00,0.936,0.936,0.3213,0.1664,0.3998
2024-02-14 06:00:00,0.7819,0.7819,0.3603,0.2314,0.3824
2024-02-14 07:00:00,0.7641,0.7641,0.4852,0.2407,0.2477
2024-02-14 08:00:00,0.9228,0.9228,0.2379,0.1692,0.2878
2024-02-14 09:00:00,0.9859,0.9859,0.3173,0.1264,0.2127
2024-02-14 10:00:00,0.7038,0.7038,0.4095,0.2998,0.2975
2024-02-14 11:00:00,0.9055,0.9055,0.3348,0.2961,0.1651
2024-02-14 12:00:00,0.849,0.849,0.3781,0.1116,0.1673
2024-02-14 13:00:00,0.824,0.824,0.3683,0.1149,0.2011
2024-02-14 14:00:00,0.9862,0.9862,0.3657,0.1712,0.158
2024-02-14 15:00:00,0.7309,0.7309,0.4456,0.2615,0.2634
2024-02-14 16:00:00,0.7782,0.7782,0.4654,0.1809,0.1831
2024-02-14 17:00:00,0.9341,0.9341,0.2086,0.2099,0.1147
2024-02-14 18:00:00,0.7649,0.7649,0.4291,0.1554,0.3356
2024-02-14 19:00:00,0.9659,0.9659,0.3131,0.1065,0.372
2024-02-14 20:00:00,0.8885,0.8885,0.2958,0.1778,0.3799
2024-02-14 21:00:00,0.7885,0.7885,0.2461,0.2969,0.3816
2024-02-14 22:00:00,0.7805,0.7805,0.2012,0.1812,0.1933
2024-02-14 23:00:00,0.7488,0.7488,0.3068,0.2404,0.2321
2024-02-15 00:00:00,0.736,0.736,0.312,0.1224,0.2289
2024-02-15 01:00:00,0.9293,0.9293,0.4351,0.273,0.267
2024-02-15 02:00:00,0.9031,0.9031,0.2235,0.1158,0.3541
2024-02-15 03:00:00,0.9088,0.9088,0.3814,0.1951,0.3282
2024-02-15 04:00:00,0.7003,0.7003,0.2699,0.2138,0.2334
2024-02-15 05:00:00,0.9547,0.9547,0.3887,0.1494,0.3982
2024-02-15 06:00:00,0.8803,0.8803,0.2958,0.1427,0.275
2024-02-15 07:00:00,0.7482,0.7482,0.2984,0.1697,0.2628
2024-02-15 08:00:00,0.9243,0.9243,0.3529,0.292,0.3674
2024-02-15 09:00:00,0.7488,0.7488,0.2813,0.1441,0.3567
2024-02-15 10:00:00,0.9729,0.9729,0.4077,0.188,0.1633
2024-02-15 11:00:00,0.814,0.814,0.3813,0.148,0.2815
2024-02-15 12:00:00,0.9461,0.9461,0.209,0.2005,0.2572
2024-02-15 13:00:00,0.9307,0.9307,0.4753,0.1219,0.3093
2024-02-15 14:00:00,0.7754,0.7754,0.3649,0.1945,0.3317
2024-02-15 15:00:00,0.7059,0.7059,0.2677,0.1544,0.3787
2024-02-15 16:00:00,0.98,0.98,0.3123,0.1428,0.1161
2024-02-15 17:00:00,0.9482,0.9482,0.4797,0.1498,0.3329
2024-02-15 18:00:00,0.7973,0.7973,0.3665,0.1859,0.1592
2024-02-15 19:00:00,0.7221,0.7221,0.4214,0.189,0.2098
2024-02-15 20:00:00,0.928,0.928,0.2401,0.2474,0.2173
2024-02-15 21:00:00,0.7224,0.7224,0.2479,0.2864,0.3668
2024-02-15 22:00:00,0.8621,0.8621,0.2527,0.2858,0.1295
2024-02-15 23:00:00,0.7301,0.7301,0.3428,0.2188,0.351
2024-02-16 00:00:00,0.713,0.713,0.4345,0.2894,0.2458
2024-02-16 01:00:00,0.7107,0.7107,0.3818,0.1099,0.2622
2024-02-16 02:00:00,0.963,0.963,0.49,0.206,0.1932
2024-02-16 03:00:00,0.9109,0.9109,0.2761,0.2472,0.167
2024-02-16 04:00:00,0.8278,0.8278,0.4894,0.1749,0.1521
2024-02-16 05:00:00,0.75,0.75,0.4659,0.2229,0.2018
2024-02-16 06:00:00,0.7582,0.7582,0.3882,0.1289,0.144
2024-02-16 07:00:00,0.8823,0.8823,0.336,0.1498,0.3073
2024-02-16 08:00:00,0.8127,0.8127,0.3312,0.1327,0.3096
2024-02-16 09:00:00,0.9506,0.9506,0.2908,0.2965,0.1583
2024-02-16 10:00:00,0.8772,0.8772,0.3811,0.207,0.1646
2024-02-16 11:00:00,0.8241,0.8241,0.429,0.2707,0.1779
2024-02-16 12:00:00,0.7065,0.7065,0.4841,0.2812,0.1705
2024-02-16 13:00:00,0.8069,0.8069,0.2216,0.1222,0.1839
2024-02-16 14:00:00,0.7903,0.7903,0.3323,0.1191,0.396
2024-02-16 15:00:00,0.775,0.775,0.3662,0.2913,0.322
2024-02-16 16:00:00,0.9897,0.9897,0.2171,0.143,0.3103
2024-02-16 17:00:00,0.9388,0.9388,0.432,0.1267,0.3802
2024-02-16 18:00:00,0.9999,0.9999,0.2167,0.131,0.1452
2024-02-16 19:00:00,0.8162,0.8162,0.3928,0.187,0.2591
2024-02-16 20:00:00,0.9405,0.9405,0.3991,0.2038,0.2876
2024-02-16 21:00:00,0.8612,0.8612,0.261,0.2677,0.1933
2024-02-16 22:00:00,0.997,0.997,0.3927,0.2309,0.2411
2024-02-16 23:00:00,0.8778,0.8778,0.3162,0.2888,0.2508
2024-02-17 00:00:00,0.9082,0.9082,0.3003,0.1818,0.3957
2024-02-17 01:00:00,0.8667,0.8667,0.3579,0.1403,0.3738
2024-02-17 02:00:00,0.7888,0.7888,0.4882,0.2462,0.2443
2024-02-17 03:00:00,0.7514,0.7514,0.3333,0.2845,0.3208
2024-02-17 04:00:00,0.9693,0.9693,0.2075,0.2546,0.1448
2024-02-17 05:00:00,0.797,0.797,0.3001,0.1928,0.1521
2024-02-17 06:00:00,0.9859,0.9859,0.4716,0.2153,0.3134
2024-02-17 07:00:00,0.7235,0.7235,0.2785,0.2774,0.3871
2024-02-17 08:00:00,0.9601,0.9601,0.2769,0.1053,0.32
2024-02-17 09:00:00,0.9218,0.9218,0.3361,0.248,0.125
2024-02-17 10:00:00,0.8362,0.8362,0.4531,0.1589,0.202
2024-02-17 11:00:00,0.8142,0.8142,0.48,0.2261,0.323
2024-02-17 12:00:00,0.7568,0.7568,0.345,0.1513,0.2279
2024-02-17 13:00:00,0.8773,0.8773,0.4204,0.2556,0.109
2024-02-17 14:00:00,0.7953,0.7953,0.401,0.1321,0.3114
2024-02-17 15:00:00,0.8727,0.8727,0.2016,0.2473,0.2291
2024-02-17 16:00:00,0.8768,0.8768,0.2991,0.1991,0.3042
2024-02-17 17:00:00,0.9782,0.9782,0.4063,0.2526,0.2714
2024-02-17 18:00:00,0.9985,0.9985,0.4154,0.1023,0.1135
2024-02-17 19:00:00,0.8969,0.8969,0.3023,0.1915,0.3188
2024-02-17 20:00:00,0.708,0.708,0.2794,0.2086,0.2731
2024-02-17 21:00:00,0.9452,0.9452,0.2179,0.2025,0.3225
2024-02-17 22:00:00,0.8748,0.8748,0.2266,0.244,0.1471
2024-02-17 23:00:00,0.7392,0.7392,0.4738,0.2733,0.2828
2024-02-18 00:00:00,0.7236,0.7236,0.3892,0.1803,0.1316
2024-02-18 01:00:00,0.7126,0.7126,0.3762,0.2757,0.2352
2024-02-18 02:00:00,0.8778,0.8778,0.4161,0.18,0.229
2024-02-18 03:00:00,0.8724,0.8724,0.2823,0.1997,0.2999
2024-02-18 04:00:00,0.7424,0.7424,0.4077,0.1159,0.1859
2024-02-18 05:00:00,0.7296,0.7296,0.2624,0.1602,0.124
2024-02-18 06:00:00,0.8653,0.8653,0.4321,0.2308,0.1137
2024-02-18 07:00:00,0.8698,0.8698,0.293,0.2663,0.1879
2024-02-18 08:00:00,0.7384,0.7384,0.2936,0.1358,0.2732
2024-02-18 09:00:00,0.9239,0.9239,0.4988,0.1581,0.3317
2024-02-18 10:00:00,0.8265,0.8265,0.3282,0.1649,0.2768
2024-02-18 11:00:00,0.9014,0.9014,0.2495,0.2212,0.1619
2024-02-18 12:00:00,0.9701,0.9701,0.2146,0.133,0.24
2024-02-18 13:00:00,0.7952,0.7952,0.3995,0.278,0.2828
2024-02-18 14:00:00,0.7426,0.7426,0.4586,0.1146,0.1498
2024-02-18 15:00:00,0.8718,0.8718,0.4822,0.1318,0.1789
2024-02-18 16:00:00,0.8575,0.8575,0.4305,0.1312,0.3671
2024-02-18 17:00:00,0.9065,0.9065,0.2065,0.2565,0.3511
2024-02-18 18:00:00,0.7022,0.7022,0.4811,0.2835,0.2421
2024-02-18 19:00:00,0.7233,0.7233,0.2724,0.1343,0.2871
2024-02-18 20:00:00,0.8822,0.8822,0.4864,0.2977,0.2405
2024-02-18 21:00:00,0.884,0.884,0.4937,0.1791,0.1942
2024-02-18 22:00:00,0.8047,0.8047,0.2228,0.2289,0.2947
2024-02-18 23:00:00,0.7453,0.7453,0.3646,0.1995,0.2435
2024-02-19 00:00:00,0.8809,0.8809,0.4161,0.2644,0.152
2024-02-19 01:00:00,0.9417,0.9417,0.3528,0.2702,0.1249
2024-02-19 02:00:00,0.9099,0.9099,0.2363,0.2083,0.3802
2024-02-19 03:00:00,0.9582,0.9582,0.3503,0.2391,0.3521
2024-02-19 04:00:00,0.9669,0.9669,0.2049,0.1651,0.3109
2024-02-19 05:00:00,0.9376,0.9376,0.4636,0.175,0.2327
2024-02-19 06:00:00,0.7217,0.7217,0.384,0.2104,0.2528
2024-02-19 07:00:00,0.7197,0.7197,0.3467,0.2146,0.1299
2024-02-19 08:00:00,0.9113,0.9113,0.3311,0.1958,0.3205
2024-02-19 09:00:00,0.9426,0.9426,0.3607,0.1061,0.2414
2024-02-19 10:00:00,0.8433,0.8433,0.2927,0.1517,0.2851
2024-02-19 11:00:00,0.7467,0.7467,0.2138,0.2931,0.1154
2024-02-19 12:00:00,0.9305,0.9305,0.2898,0.1038,0.2784
2024-02-19 13:00:00,0.8998,0.8998,0.3551,0.1139,0.2563
2024-02-19 14:00:00,0.9498,0.9498,0.3793,0.2877,0.2148
2024-02-19 15:00:00,0.9633,0.9633,0.2177,0.2898,0.3014
2024-02-19 16:00:00,0.9238,0.9238,0.2877,0.1646,0.2262
2024-02-19 17:00:00,0.7067,0.7067,0.3058,0.1116,0.1469
2024-02-19 18:00:00,0.7701,0.7701,0.296,0.2104,0.1354
2024-02-19 19:00:00,0.8142,0.8142,0.4862,0.2974,0.3744
2024-02-19 20:00:00,0.9551,0.9551,0.3213,0.2732,0.2897
2024-02-19 21:00:00,0.8711,0.8711,0.3457,0.1858,0.1728
2024-02-19 22:00:00,0.9455,0.9455,0.257,0.2138,0.2855
2024-02-19 23:00:00,0.7949,0.7949,0.2215,0.1825,0.1255
2024-02-20 00:00:00,0.9251,0.9251,0.4371,0.2989,0.2303
2024-02-20 01:00:00,0.9535,0.9535,0.2782,0.1249,0.1113
2024-02-20 02:00:00,0.9149,0.9149,0.4016,0.1553,0.2386
2024-02-20 03:00:00,0.7162,0.7162,0.3804,0.1931,0.3243
2024-02-20 04:00:00,0.998,0.998,0.3644,0.115,0.2302
2024-02-20 05:00:00,0.8896,0.8896,0.4638,0.1632,0.2367
2024-02-20 06:00:00,0.8036,0.8036,0.3923,0.1747,0.3545
2024-02-20 07:00:00,0.7498,0.7498,0.246,0.2041,0.3414
2024-02-20 08:00:00,0.7578,0.7578,0.4158,0.1838,0.2817
2024-02-20 09:00:00,0.9437,0.9437,0.3944,0.1856,0.2805
2024-02-20 10:00:00,0.9453,0.9453,0.2152,0.2621,0.2647
2024-02-20 11:00:00,0.8202,0.8202,0.3119,0.2987,0.3128
2024-02-20 12:00:00,0.9799,0.9799,0.3298,0.2712,0.3514
2024-02-20 13:00:00,0.8519,0.8519,0.293,0.2197,0.2757
2024-02-20 14:00:00,0.9464,0.9464,0.3614,0.2549,0.2657
2024-02-20 15:00:00,0.9123,0.9123,0.2953,0.1066,0.2018
2024-02-20 16:00:00,0.754,0.754,0.4672,0.2659,0.2271
2024-02-20 17:00:00,0.9392,0.9392,0.2905,0.2505,0.1278
2024-02-20 18:00:00,0.8788,0.8788,0.3426,0.1052,0.3324
2024-02-20 19:00:00,0.9654,0.9654,0.3563,0.2708,0.3837
2024-02-20 20:00:00,0.7896,0.7896,0.2141,0.2804,0.3611
2024-02-20 21:00:00,0.9267,0.9267,0.2559,0.1247,0.3194
2024-02-20 22:00:00,0.8084,0.8084,0.3039,0.2265,0.1628
2024-02-20 23:00:00,0.7851,0.7851,0.4186,0.1243,0.2949
2024-02-21 00:00:00,0.8157,0.8157,0.2473,0.1705,0.3492
2024-02-21 01:00:00,0.9791,0.9791,0.3418,0.1551,0.2714
2024-02-21 02:00:00,0.9404,0.9404,0.373,0.2713,0.1687
2024-02-21 03:00:00,0.7472,0.7472,0.3645,0.1996,0.1987
2024-02-21 04:00:00,0.767,0.767,0.2208,0.2028,0.3429
2024-02-21 05:00:00,0.8986,0.8986,0.4445,0.2473,0.3404
2024-02-21 06:00:00,0.8199,0.8199,0.2403,0.1044,0.315
2024-02-21 07:00:00,0.7921,0.7921,0.4778,0.2977,0.3228
2024-02-21 08:00:00,0.9705,0.9705,0.4906,0.1829,0.1237
2024-02-21 09:00:00,0.7035,0.7035,0.4382,0.2919,0.2624
2024-02-21 10:00:00,0.7274,0.7274,0.2773,0.1195,0.3378
2024-02-21 11:00:00,0.7417,0.7417,0.2923,0.1065,0.2473
2024-02-21 12:00:00,0.7585,0.7585,0.2071,0.2138,0.3276
2024-02-21 13:00:00,0.7634,0.7634,0.3249,0.2814,0.1597
2024-02-21 14:00:00,0.7183,0.7183,0.3586,0.2132,0.2273
2024-02-21 15:00:00,0.8436,0.8436,0.411,0.1276,0.3891
2024-02-21 16:00:00,0.9411,0.9411,0.2377,0.1572,0.2821
2024-02-21 17:00:00,0.8534,0.8534,0.2652,0.2864,0.384
2024-02-21 18:00:00,0.9709,0.9709,0.267,0.2159,0.314
2024-02-21 19:00:00,0.7785,0.7785,0.3311,0.2883,0.2161
2024-02-21 20:00:00,0.9064,0.9064,0.4623,0.1482,0.3582
2024-02-21 21:00:00,0.8725,0.8725,0.486,0.1081,0.265
2024-02-21 22:00:00,0.7851,0.7851,0.3949,0.1542,0.3294
2024-02-21 23:00:00,0.7765,0.7765,0.2887,0.157,0.1946
2024-02-22 00:00:00,0.7101,0.7101,0.3228,0.2558,0.2015
2024-02-22 01:00:00,0.9522,0.9522,0.4412,0.2228,0.3657
2024-02-22 02:00:00,0.8527,0.8527,0.3248,0.1676,0.2148
2024-02-22 03:00:00,0.9312,0.9312,0.2073,0.2412,0.3865
2024-02-22 04:00:00,0.7083,0.7083,0.4111,0.1701,0.2775
2024-02-22 05:00:00,0.8431,0.8431,0.3287,0.1342,0.1556
2024-02-22 06:00:00,0.82,0.82,0.3456,0.2776,0.1241
2024-02-22 07:00:00,0.7395,0.7395,0.4873,0.2122,0.2587
2024-02-22 08:00:00,0.7878,0.7878,0.3984,0.2619,0.2026
2024-02-22 09:00:00,0.807,0.807,0.4962,0.1842,0.1338
2024-02-22 10:00:00,0.8242,0.8242,0.3752,0.1251,0.1774
2024-02-22 11:00:00,0.8865,0.8865,0.4326,0.2234,0.3739
2024-02-22 12:00:00,0.7581,0.7581,0.2242,0.2228,0.2383
2024-02-22 13:00:00,0.9819,0.9819,0.2372,0.2859,0.1638
2024-02-22 14:00:00,0.9746,0.9746,0.2834,0.2891,0.3044
2024-02-22 15:00:00,0.7279,0.7279,0.2737,0.167,0.3286
2024-02-22 16:00:00,0.9623,0.9623,0.237,0.2206,0.2245
2024-02-22 17:00:00,0.7494,0.7494,0.3215,0.2408,0.3105
2024-02-22 18:00:00,0.7631,0.7631,0.4513,0.2678,0.3821
2024-02-22 19:00:00,0.9715,0.9715,0.3807,0.2594,0.3516
2024-02-22 20:00:00,0.7341,0.7341,0.3632,0.1261,0.3467
2024-02-22 21:00:00,0.8796,0.8796,0.4734,0.2528,0.3887
2024-02-22 22:00:00,0.9326,0.9326,0.215,0.1926,0.164
2024-02-22 23:00:00,0.9768,0.9768,0.4949,0.167,0.1023
2024-02-23 00:00:00,0.9311,0.9311,0.3206,0.167,0.1724
2024-02-23 01:00:00,0.8433,0.8433,0.4418,0.2031,0.1466
2024-02-23 02:00:00,0.9738,0.9738,0.4532,0.2322,0.3115
2024-02-23 03:00:00,0.9638,0.9638,0.4577,0.2861,0.1272
2024-02-23 04:00:00,0.9712,0.9712,0.3052,0.255,0.135
2024-02-23 05:00:00,0.9087,0.9087,0.467,0.2895,0.309
2024-02-23 06:00:00,0.7169,0.7169,0.421,0.2047,0.1674
2024-02-23 07:00:00,0.7316,0.7316,0.3598,0.2497,0.1865
2024-02-23 08:00:00,0.7032,0.7032,0.2728,0.2709,0.1081
2024-02-23 09:00:00,0.9491,0.9491,0.2789,0.1999,0.1621
2024-02-23 10:00:00,0.8492,0.8492,0.4549,0.2791,0.1982
2024-02-23 11:00:00,0.9456,0.9456,0.2487,0.131,0.3537
2024-02-23 12:00:00,0.8773,0.8773,0.4861,0.1374,0.303
2024-02-23 13:00:00,0.8593,0.8593,0.2435,0.1189,0.1566
2024-02-23 14:00:00,0.8298,0.8298,0.45,0.2325,0.2678
2024-02-23 15:00:00,0.8829,0.8829,0.3731,0.1218,0.1549
2024-02-23 16:00:00,0.7439,0.7439,0.3452,0.1642,0.2341
