Timestamp,mileage_factor_RegU_SPP,performance_factor_RegU_SPP,mileage_factor_RegD_SPP,performance_factor_RegD_SPP
2024-03-17 00:00:00,0.1986,0.9296,0.1941,0.9642
2024-03-17 01:00:00,0.1779,0.9726,0.2068,0.9188
2024-03-17 02:00:00,0.1957,1.0,0.1964,1.0
2024-03-17 03:00:00,0.207,0.8813,0.2023,0.9749
2024-03-17 04:00:00,0.1796,0.8944,0.2001,0.9484
2024-03-17 05:00:00,0.1986,0.9173,0.1933,0.9772
2024-03-17 06:00:00,0.1929,0.9462,0.1816,0.9384
2024-03-17 07:00:00,0.2073,0.9844,0.1838,0.9299
2024-03-17 08:00:00,0.1952,0.8783,0.2066,0.8896
2024-03-17 09:00:00,0.2047,0.8879,0.2015,0.9768
2024-03-17 10:00:00,0.2062,0.9528,0.2099,1.0
2024-03-17 11:00:00,0.1966,0.8766,0.206,0.9707
2024-03-17 12:00:00,0.2049,0.9153,0.2199,0.9194
2024-03-17 13:00:00,0.1974,0.9109,0.202,0.9526
2024-03-17 14:00:00,0.2034,0.9311,0.1989,1.0
2024-03-17 15:00:00,0.1905,1.0,0.1897,0.9822
2024-03-17 16:00:00,0.1906,0.9153,0.2019,0.8581
2024-03-17 17:00:00,0.1883,0.9011,0.2047,0.9274
2024-03-17 18:00:00,0.2026,0.9197,0.1977,0.8609
2024-03-17 19:00:00,0.2121,0.9143,0.2041,1.0
2024-03-17 20:00:00,0.2096,0.9814,0.2012,0.9499
2024-03-17 21:00:00,0.1976,0.972,0.2143,0.9848
2024-03-17 22:00:00,0.1984,0.916,0.2003,0.9637
2024-03-17 23:00:00,0.2082,0.9427,0.2003,0.9187
2024-03-18 00:00:00,0.2132,0.9161,0.2044,1.0
2024-03-18 01:00:00,0.1784,0.9581,0.2176,0.8952
2024-03-18 02:00:00,0.1949,1.0,0.2003,0.8678
2024-03-18 03:00:00,0.2016,1.0,0.1948,0.9938
2024-03-18 04:00:00,0.1996,0.9716,0.2029,0.9975
2024-03-18 05:00:00,0.1993,0.921,0.1976,0.9621
2024-03-18 06:00:00,0.2191,0.9144,0.1873,0.997
2024-03-18 07:00:00,0.1916,0.8791,0.2073,0.903
2024-03-18 08:00:00,0.1938,0.9447,0.1839,0.9137
2024-03-18 09:00:00,0.1904,0.9159,0.1905,0.9327
2024-03-18 10:00:00,0.1842,0.9994,0.1953,0.878
2024-03-18 11:00:00,0.1934,0.8799,0.2095,1.0
2024-03-18 12:00:00,0.1905,0.9871,0.205,0.9495
2024-03-18 13:00:00,0.1971,0.878,0.2148,0.898
2024-03-18 14:00:00,0.2087,0.8987,0.2049,0.8713
2024-03-18 15:00:00,0.1932,0.9114,0.1979,0.92
2024-03-18 16:00:00,0.2084,0.9069,0.1838,0.9637
2024-03-18 17:00:00,0.2093,1.0,0.1968,0.9029
2024-03-18 18:00:00,0.199,0.9467,0.2065,0.9617
2024-03-18 19:00:00,0.2049,1.0,0.1879,0.936
2024-03-18 20:00:00,0.2083,0.9529,0.2049,0.982
2024-03-18 21:00:00,0.1964,0.9103,0.2017,0.8796
2024-03-18 22:00:00,0.1979,0.88,0.1987,0.8691
2024-03-18 23:00:00,0.2037,0.9314,0.1984,0.9965
2024-03-19 00:00:00,0.2046,0.9187,0.1948,0.9149
2024-03-19 01:00:00,0.1994,0.9747,0.1869,1.0
2024-03-19 02:00:00,0.2075,0.9996,0.1708,0.892
2024-03-19 03:00:00,0.1982,1.0,0.2113,1.0
2024-03-19 04:00:00,0.2055,0.9733,0.2023,1.0
2024-03-19 05:00:00,0.2038,0.9021,0.2054,0.9205
2024-03-19 06:00:00,0.1937,0.9839,0.2042,0.9804
2024-03-19 07:00:00,0.2137,0.9845,0.2036,0.9409
2024-03-19 08:00:00,0.2094,0.9087,0.2235,1.0
2024-03-19 09:00:00,0.1895,0.9606,0.2036,0.9191
2024-03-19 10:00:00,0.2067,0.9234,0.211,0.9712
2024-03-19 11:00:00,0.1968,0.9067,0.1924,0.92
2024-03-19 12:00:00,0.2077,0.998,0.2043,1.0
2024-03-19 13:00:00,0.2109,0.9561,0.2208,0.9977
2024-03-19 14:00:00,0.2055,1.0,0.2046,0.9425
2024-03-19 15:00:00,0.2118,0.9419,0.1968,1.0
2024-03-19 16:00:00,0.2057,0.9192,0.1999,0.9235
2024-03-19 17:00:00,0.1958,0.8555,0.182,0.9635
2024-03-19 18:00:00,0.179,1.0,0.1913,0.9506
2024-03-19 19:00:00,0.1884,1.0,0.2057,0.9743
2024-03-19 20:00:00,0.194,0.9076,0.2063,0.9696
2024-03-19 21:00:00,0.2049,0.8363,0.2045,0.9041
2024-03-19 22:00:00,0.1873,1.0,0.1931,1.0
2024-03-19 23:00:00,0.1861,0.9668,0.2024,0.9114
2024-03-20 00:00:00,0.1956,0.9914,0.2142,0.9834
2024-03-20 01:00:00,0.1967,0.8501,0.1839,1.0
2024-03-20 02:00:00,0.2008,0.8864,0.1975,1.0
2024-03-20 03:00:00,0.2125,0.9556,0.1961,1.0
2024-03-20 04:00:00,0.1947,0.9167,0.203,0.8877
2024-03-20 05:00:00,0.1982,0.925,0.1895,1.0
2024-03-20 06:00:00,0.2085,0.8501,0.1912,0.9723
2024-03-20 07:00:00,0.1906,0.9282,0.2058,0.9
2024-03-20 08:00:00,0.2113,0.9603,0.1957,0.8885
2024-03-20 09:00:00,0.1898,0.9835,0.2073,0.8474
2024-03-20 10:00:00,0.1955,0.97,0.2038,0.8426
2024-03-20 11:00:00,0.1926,0.9283,0.2088,0.8936
2024-03-20 12:00:00,0.2154,0.9898,0.1899,0.8466
2024-03-20 13:00:00,0.2009,0.9292,0.2138,0.9476
2024-03-20 14:00:00,0.1979,1.0,0.2034,0.9139
2024-03-20 15:00:00,0.1879,0.9675,0.2098,0.987
2024-03-20 16:00:00,0.2114,0.9472,0.1861,1.0
2024-03-20 17:00:00,0.208,0.9513,0.1986,0.9365
2024-03-20 18:00:00,0.193,0.9067,0.2005,0.8663
2024-03-20 19:00:00,0.2001,0.9882,0.2047,0.9099
2024-03-20 20:00:00,0.2038,0.9115,0.2126,0.9356
2024-03-20 21:00:00,0.2031,1.0,0.1967,1.0
2024-03-20 22:00:00,0.195,0.9604,0.1859,0.8574
2024-03-20 23:00:00,0.215,0.9095,0.1802,0.9941
2024-03-21 00:00:00,0.1977,0.9706,0.1969,1.0
2024-03-21 01:00:00,0.198,0.917,0.2069,1.0
2024-03-21 02:00:00,0.2096,0.9123,0.2049,0.8858
2024-03-21 03:00:00,0.2072,0.9593,0.1998,0.9382
2024-03-21 04:00:00,0.209,0.9653,0.2072,0.9036
2024-03-21 05:00:00,0.2188,0.9275,0.2182,0.8884
2024-03-21 06:00:00,0.1932,0.9264,0.2181,0.9881
2024-03-21 07:00:00,0.2014,0.9308,0.2128,0.948
2024-03-21 08:00:00,0.1919,0.9791,0.2073,0.9389
2024-03-21 09:00:00,0.1946,0.9826,0.1937,0.881
2024-03-21 10:00:00,0.192,0.9779,0.2199,0.8954
2024-03-21 11:00:00,0.1991,0.9175,0.2122,0.9052
2024-03-21 12:00:00,0.208,1.0,0.2022,0.933
2024-03-21 13:00:00,0.1964,0.837,0.1893,1.0
2024-03-21 14:00:00,0.2015,0.9038,0.2074,0.8741
2024-03-21 15:00:00,0.1911,0.9754,0.2094,1.0
2024-03-21 16:00:00,0.1925,1.0,0.2006,0.9766
2024-03-21 17:00:00,0.1862,0.9662,0.1853,0.9082
2024-03-21 18:00:00,0.1965,0.9341,0.1955,0.9976
2024-03-21 19:00:00,0.1984,1.0,0.2043,0.8432
2024-03-21 20:00:00,0.1995,0.9253,0.2123,0.8638
2024-03-21 21:00:00,0.1924,0.9092,0.2005,0.8895
2024-03-21 22:00:00,0.2031,0.9902,0.1926,0.9521
2024-03-21 23:00:00,0.1979,1.0,0.1782,0.9661
2024-03-22 00:00:00,0.1915,0.8713,0.2196,0.9403
2024-03-22 01:00:00,0.201,1.0,0.2003,0.9621
2024-03-22 02:00:00,0.2007,0.9953,0.1927,0.9002
2024-03-22 03:00:00,0.1986,0.9912,0.1816,1.0
2024-03-22 04:00:00,0.2109,0.9931,0.1952,0.94
2024-03-22 05:00:00,0.2038,0.9825,0.2155,0.8274
2024-03-22 06:00:00,0.2263,0.9726,0.1876,0.9873
2024-03-22 07:00:00,0.1956,0.9377,0.209,0.9172
2024-03-22 08:00:00,0.2007,0.8871,0.1908,0.9035
2024-03-22 09:00:00,0.1884,0.9048,0.2005,0.9631
2024-03-22 10:00:00,0.195,0.9636,0.2091,0.9846
2024-03-22 11:00:00,0.181,0.9547,0.1871,0.9488
2024-03-22 12:00:00,0.2048,0.9117,0.2088,0.9824
2024-03-22 13:00:00,0.2094,0.9199,0.2032,0.9202
2024-03-22 14:00:00,0.1972,0.9478,0.2032,1.0
2024-03-22 15:00:00,0.1834,0.9175,0.1996,0.9741
2024-03-22 16:00:00,0.2214,0.9128,0.2062,0.888
2024-03-22 17:00:00,0.1956,0.9907,0.1984,0.9852
2024-03-22 18:00:00,0.1952,0.8987,0.1848,0.9487
2024-03-22 19:00:00,0.2076,0.9484,0.199,0.9047
2024-03-22 20:00:00,0.1902,0.975,0.2191,0.8818
2024-03-22 21:00:00,0.1928,0.9542,0.1983,0.8612
2024-03-22 22:00:00,0.2068,0.9312,0.1989,1.0
2024-03-22 23:00:00,0.2129,1.0,0.1881,0.9716
2024-03-23 00:00:00,0.1974,0.9937,0.2266,0.9411
2024-03-23 01:00:00,0.1857,1.0,0.1823,1.0
2024-03-23 02:00:00,0.2093,0.9259,0.199,1.0
2024-03-23 03:00:00,0.1765,0.9586,0.1948,0.9972
2024-03-23 04:00:00,0.2049,1.0,0.1954,0.9739
2024-03-23 05:00:00,0.1866,1.0,0.1911,0.9662
2024-03-23 06:00:00,0.1963,1.0,0.2001,1.0
2024-03-23 07:00:00,0.2031,0.9309,0.1922,0.9541
2024-03-23 08:00:00,0.1902,0.9521,0.1892,0.8491
2024-03-23 09:00:00,0.1954,0.9496,0.1742,0.9297
2024-03-23 10:00:00,0.1956,0.9564,0.1889,0.9286
2024-03-23 11:00:00,0.1988,0.9355,0.2028,0.9174
2024-03-23 12:00:00,0.2017,0.9586,0.2141,0.9787
2024-03-23 13:00:00,0.2,0.8003,0.1913,0.8225
2024-03-23 14:00:00,0.2003,0.9013,0.2062,0.8469
2024-03-23 15:00:00,0.2107,0.9868,0.1981,0.9582
2024-03-23 16:00:00,0.2144,1.0,0.1945,0.9562
2024-03-23 17:00:00,0.2047,0.962,0.1962,0.9539
2024-03-23 18:00:00,0.2028,0.9308,0.1902,0.9273
2024-03-23 19:00:00,0.1847,0.8918,0.1915,0.9665
2024-03-23 20:00:00,0.1761,0.912,0.1945,0.9301
2024-03-23 21:00:00,0.1965,0.9476,0.1999,0.9869
2024-03-23 22:00:00,0.2153,0.9656,0.1884,0.8018
2024-03-23 23:00:00,0.1975,0.9136,0.2013,0.9493
2024-03-24 00:00:00,0.2071,0.9488,0.1934,0.9576
2024-03-24 01:00:00,0.198,0.9767,0.2041,0.8672
2024-03-24 02:00:00,0.2016,0.9984,0.2096,0.8396
2024-03-24 03:00:00,0.1936,0.9606,0.2022,0.9464
2024-03-24 04:00:00,0.2076,0.9283,0.1763,0.8881
2024-03-24 05:00:00,0.2002,0.8778,0.1945,0.9062
2024-03-24 06:00:00,0.1922,0.9348,0.194,0.9791
2024-03-24 07:00:00,0.1842,0.9914,0.1995,0.9675
2024-03-24 08:00:00,0.2077,0.9605,0.1946,0.9949
2024-03-24 09:00:00,0.2037,0.9744,0.1985,1.0
2024-03-24 10:00:00,0.2021,0.9905,0.1997,0.9745
2024-03-24 11:00:00,0.1913,1.0,0.2081,1.0
2024-03-24 12:00:00,0.2076,0.9797,0.1955,0.9191
2024-03-24 13:00:00,0.1928,0.9711,0.1774,0.8599
2024-03-24 14:00:00,0.2091,0.8223,0.2068,0.8712
2024-03-24 15:00:00,0.1906,0.9787,0.2004,0.8623
2024-03-24 16:00:00,0.1876,1.0,0.1923,0.9867
2024-03-24 17:00:00,0.1998,0.8813,0.1903,1.0
2024-03-24 18:00:00,0.2066,1.0,0.2011,0.9162
2024-03-24 19:00:00,0.2079,1.0,0.1955,0.8326
2024-03-24 20:00:00,0.2019,0.9654,0.2187,0.9472
2024-03-24 21:00:00,0.2115,0.8742,0.2088,0.9355
2024-03-24 22:00:00,0.2027,0.8789,0.2021,0.8922
2024-03-24 23:00:00,0.2009,0.9588,0.2101,0.9916
2024-03-25 00:00:00,0.1766,1.0,0.2016,0.9173
2024-03-25 01:00:00,0.1896,0.8667,0.1945,0.9612
2024-03-25 02:00:00,0.2106,0.9357,0.1895,0.9722
2024-03-25 03:00:00,0.1906,0.9869,0.2107,0.9517
2024-03-25 04:00:00,0.1972,0.9306,0.1932,0.9312
2024-03-25 05:00:00,0.196,0.9382,0.211,0.9489
2024-03-25 06:00:00,0.1896,1.0,0.2069,0.9074
2024-03-25 07:00:00,0.1938,0.982,0.2026,0.9582
2024-03-25 08:00:00,0.1995,0.9739,0.2046,0.9728
2024-03-25 09:00:00,0.1883,0.8884,0.1958,0.8837
2024-03-25 10:00:00,0.1964,0.9179,0.1997,0.9033
2024-03-25 11:00:00,0.193,0.9573,0.1973,0.9363
2024-03-25 12:00:00,0.201,0.9489,0.2,0.9179
2024-03-25 13:00:00,0.2089,0.9661,0.19,0.898
2024-03-25 14:00:00,0.2137,1.0,0.2047,0.9512
2024-03-25 15:00:00,0.2009,0.9504,0.2116,0.9764
2024-03-25 16:00:00,0.1899,0.9755,0.2015,0.8268
2024-03-25 17:00:00,0.2142,0.79,0.2151,0.9619
2024-03-25 18:00:00,0.2039,0.9245,0.2117,1.0
2024-03-25 19:00:00,0.1943,0.9787,0.2151,0.8849
2024-03-25 20:00:00,0.1967,0.9196,0.1963,1.0
2024-03-25 21:00:00,0.1933,0.9023,0.1885,0.98
2024-03-25 22:00:00,0.2072,1.0,0.2109,0.8958
2024-03-25 23:00:00,0.2098,0.9857,0.2105,0.891
2024-03-26 00:00:00,0.2033,0.9227,0.2027,0.9509
2024-03-26 01:00:00,0.2109,1.0,0.1864,0.9244
2024-03-26 02:00:00,0.1994,0.9294,0.2021,0.9138
2024-03-26 03:00:00,0.2235,0.8818,0.1967,1.0
2024-03-26 04:00:00,0.1987,0.9227,0.2091,1.0
2024-03-26 05:00:00,0.1807,0.9112,0.2076,0.9182
2024-03-26 06:00:00,0.2091,0.9185,0.1962,0.9659
2024-03-26 07:00:00,0.196,0.8953,0.1923,0.9549
2024-03-26 08:00:00,0.2107,0.9489,0.1909,0.9861
2024-03-26 09:00:00,0.2029,0.9845,0.1949,0.9405
2024-03-26 10:00:00,0.1932,0.9401,0.2008,1.0
2024-03-26 11:00:00,0.199,0.9383,0.1979,1.0
2024-03-26 12:00:00,0.1854,0.9709,0.183,0.9471
2024-03-26 13:00:00,0.1924,0.9375,0.2139,0.974
2024-03-26 14:00:00,0.2033,0.9792,0.186,0.9886
2024-03-26 15:00:00,0.2076,0.9409,0.1907,0.9481
2024-03-26 16:00:00,0.2079,0.9978,0.1965,0.9372
2024-03-26 17:00:00,0.1938,0.9447,0.1933,0.9766
2024-03-26 18:00:00,0.2107,0.9068,0.1971,0.96
2024-03-26 19:00:00,0.2002,0.9942,0.2005,1.0
2024-03-26 20:00:00,0.2059,1.0,0.1989,0.968
2024-03-26 21:00:00,0.2107,0.9104,0.188,1.0
2024-03-26 22:00:00,0.2025,0.9872,0.195,0.8911
2024-03-26 23:00:00,0.1908,0.8952,0.1951,0.9263
2024-03-27 00:00:00,0.2118,0.8555,0.1875,0.9212
2024-03-27 01:00:00,0.2044,0.9904,0.1851,0.9377
2024-03-27 02:00:00,0.2042,0.9737,0.1941,0.9328
2024-03-27 03:00:00,0.188,0.9605,0.1961,0.8656
2024-03-27 04:00:00,0.2119,0.9541,0.2269,1.0
2024-03-27 05:00:00,0.2043,0.995,0.2081,0.9494
2024-03-27 06:00:00,0.1865,0.9142,0.2087,0.9405
2024-03-27 07:00:00,0.1978,1.0,0.1962,0.9456
2024-03-27 08:00:00,0.1992,0.9848,0.2203,0.9493
2024-03-27 09:00:00,0.2005,0.8894,0.2041,0.931
2024-03-27 10:00:00,0.198,0.9013,0.2049,0.8701
2024-03-27 11:00:00,0.2001,0.9017,0.2041,0.9672
2024-03-27 12:00:00,0.2095,0.9792,0.2091,0.956
2024-03-27 13:00:00,0.1993,0.9678,0.2027,0.9632
2024-03-27 14:00:00,0.1945,0.9195,0.2025,0.8982
2024-03-27 15:00:00,0.2015,0.9509,0.2098,0.9671
2024-03-27 16:00:00,0.211,0.999,0.1994,0.8094
2024-03-27 17:00:00,0.2074,0.9911,0.1782,1.0
2024-03-27 18:00:00,0.1768,0.954,0.2028,0.9913
2024-03-27 19:00:00,0.187,0.9854,0.1794,0.9139
2024-03-27 20:00:00,0.182,1.0,0.1965,1.0
2024-03-27 21:00:00,0.2043,0.9807,0.2035,0.9375
2024-03-27 22:00:00,0.2109,0.8771,0.2033,0.8674
2024-03-27 23:00:00,0.1994,0.9514,0.194,0.8639
2024-03-28 00:00:00,0.2013,0.9744,0.1829,0.8898
2024-03-28 01:00:00,0.1902,1.0,0.1884,0.9924
2024-03-28 02:00:00,0.211,0.9262,0.1777,0.9624
2024-03-28 03:00:00,0.1923,1.0,0.1859,1.0
2024-03-28 04:00:00,0.211,0.9346,0.1915,1.0
2024-03-28 05:00:00,0.1939,0.9143,0.1983,1.0
2024-03-28 06:00:00,0.2162,0.8885,0.2055,0.9185
2024-03-28 07:00:00,0.1859,0.9051,0.1958,0.9425
2024-03-28 08:00:00,0.1895,0.9577,0.2029,0.8996
2024-03-28 09:00:00,0.2118,0.9493,0.1983,0.986
2024-03-28 10:00:00,0.2115,0.9254,0.2207,0.8819
2024-03-28 11:00:00,0.1973,0.9511,0.1858,0.9773
2024-03-28 12:00:00,0.1864,0.9902,0.2208,0.9005
2024-03-28 13:00:00,0.175,1.0,0.192,0.9698
2024-03-28 14:00:00,0.214,0.9426,0.2059,0.8554
2024-03-28 15:00:00,0.2042,1.0,0.1926,0.9315
2024-03-28 16:00:00,0.2016,0.9529,0.1935,0.8895
2024-03-28 17:00:00,0.1931,0.9166,0.2012,0.901
2024-03-28 18:00:00,0.1961,1.0,0.1891,0.9476
2024-03-28 19:00:00,0.2087,0.9169,0.1986,0.8605
2024-03-28 20:00:00,0.1888,0.9436,0.2021,0.887
2024-03-28 21:00:00,0.2085,0.93,0.1778,0.9121
2024-03-28 22:00:00,0.2065,1.0,0.1876,0.9848
2024-03-28 23:00:00,0.2159,0.9186,0.1919,0.9163
2024-03-29 00:00:00,0.2054,0.905,0.2217,0.9368
2024-03-29 01:00:00,0.2087,1.0,0.1911,0.9074
2024-03-29 02:00:00,0.1858,0.9296,0.2021,0.9154
2024-03-29 03:00:00,0.1977,0.8802,0.2103,0.9786
2024-03-29 04:00:00,0.199,0.9992,0.1945,0.988
2024-03-29 05:00:00,0.2038,0.8996,0.1928,0.9845
2024-03-29 06:00:00,0.2011,0.933,0.2025,1.0
2024-03-29 07:00:00,0.21,0.9871,0.1913,0.9897
2024-03-29 08:00:00,0.2014,0.965,0.2069,0.9821
2024-03-29 09:00:00,0.1913,0.9127,0.2093,0.8951
2024-03-29 10:00:00,0.1898,0.9419,0.2018,0.9308
2024-03-29 11:00:00,0.2152,0.907,0.2104,0.9711
2024-03-29 12:00:00,0.2029,1.0,0.2087,0.988
2024-03-29 13:00:00,0.2013,0.9664,0.1911,1.0
2024-03-29 14:00:00,0.2026,0.8474,0.1781,0.9252
2024-03-29 15:00:00,0.202,0.8303,0.1753,1.0
2024-03-29 16:00:00,0.1969,0.9789,0.2061,0.9384
2024-03-29 17:00:00,0.2061,0.9547,0.1926,0.9851
2024-03-29 18:00:00,0.2101,0.9921,0.1976,0.8572
2024-03-29 19:00:00,0.2085,0.8841,0.2105,1.0
2024-03-29 20:00:00,0.1996,0.9473,0.1957,0.9927
2024-03-29 21:00:00,0.1895,0.9767,0.1965,0.9266
2024-03-29 22:00:00,0.1871,0.8906,0.1964,0.982
2024-03-29 23:00:00,0.2096,0.8997,0.1921,0.9881
2024-03-30 00:00:00,0.1952,0.9292,0.1951,1.0
2024-03-30 01:00:00,0.2015,1.0,0.2122,0.9339
2024-03-30 02:00:00,0.1913,0.9258,0.1906,0.9045
2024-03-30 03:00:00,0.202,0.9841,0.2035,0.9767
2024-03-30 04:00:00,0.2112,0.998,0.2077,0.9321
2024-03-30 05:00:00,0.213,0.9315,0.2117,1.0
2024-03-30 06:00:00,0.1861,0.9599,0.2161,0.9351
2024-03-30 07:00:00,0.2071,0.8508,0.1979,0.9644
2024-03-30 08:00:00,0.1911,1.0,0.2057,0.9221
2024-03-30 09:00:00,0.2176,0.9539,0.203,0.9603
2024-03-30 10:00:00,0.2194,0.9416,0.2137,0.9531
2024-03-30 11:00:00,0.2038,0.8809,0.1997,0.8896
2024-03-30 12:00:00,0.201,0.9178,0.2148,0.9589
2024-03-30 13:00:00,0.1981,1.0,0.2084,0.8766
2024-03-30 14:00:00,0.2148,0.9406,0.1958,0.9974
2024-03-30 15:00:00,0.2016,0.9188,0.1908,1.0
2024-03-30 16:00:00,0.203,0.9224,0.1958,0.9157
2024-03-30 17:00:00,0.1977,0.8043,0.197,0.9933
2024-03-30 18:00:00,0.2004,0.9469,0.1882,0.9448
2024-03-30 19:00:00,0.2053,0.9689,0.2006,0.9797
2024-03-30 20:00:00,0.2043,0.9044,0.199,0.9631
2024-03-30 21:00:00,0.209,0.9632,0.1854,0.9272
2024-03-30 22:00:00,0.2024,0.9634,0.1846,0.8879
2024-03-30 23:00:00,0.1985,0.7768,0.2046,1.0
2024-03-31 00:00:00,0.2032,0.9615,0.2037,1.0
2024-03-31 01:00:00,0.2023,0.976,0.1948,0.948
2024-03-31 02:00:00,0.1929,0.9021,0.1912,0.923
2024-03-31 03:00:00,0.1789,0.9873,0.2079,0.9667
2024-03-31 04:00:00,0.1903,0.8915,0.1912,0.9359
2024-03-31 05:00:00,0.1875,0.9577,0.2073,0.8876
2024-03-31 06:00:00,0.2089,0.9574,0.2146,0.9837
2024-03-31 07:00:00,0.1907,0.9998,0.2091,0.951
2024-03-31 08:00:00,0.2143,0.9781,0.1873,0.9344
2024-03-31 09:00:00,0.1925,0.9364,0.1917,0.9193
2024-03-31 10:00:00,0.206,1.0,0.1951,0.9546
2024-03-31 11:00:00,0.2191,1.0,0.2009,0.9497
2024-03-31 12:00:00,0.206,0.9017,0.2016,0.9765
2024-03-31 13:00:00,0.2193,0.9367,0.1897,0.968
2024-03-31 14:00:00,0.1906,0.943,0.2098,0.9882
2024-03-31 15:00:00,0.212,0.875,0.2061,0.8502
2024-03-31 16:00:00,0.1929,0.9039,0.1986,0.9585
2024-03-31 17:00:00,0.2099,0.9829,0.1954,0.992
2024-03-31 18:00:00,0.1994,0.9536,0.2034,0.9755
2024-03-31 19:00:00,0.2024,0.8892,0.1976,1.0
2024-03-31 20:00:00,0.1998,0.9411,0.2006,0.9134
2024-03-31 21:00:00,0.1969,0.8976,0.202,0.9707
2024-03-31 22:00:00,0.2013,0.9225,0.1917,0.9041
2024-03-31 23:00:00,0.2043,1.0,0.2215,1.0
2024-04-01 00:00:00,0.185,0.9623,0.1939,0.9267
2024-04-01 01:00:00,0.1972,0.9894,0.1941,0.9349
2024-04-01 02:00:00,0.2065,0.9997,0.189,0.9827
2024-04-01 03:00:00,0.2016,0.9605,0.1978,0.9123
2024-04-01 04:00:00,0.2097,0.9589,0.2149,0.8841
2024-04-01 05:00:00,0.1853,0.9822,0.1901,1.0
2024-04-01 06:00:00,0.2031,0.9543,0.2014,1.0
2024-04-01 07:00:00,0.2077,0.9624,0.21,0.9741
2024-04-01 08:00:00,0.1972,0.945,0.1863,0.9308
2024-04-01 09:00:00,0.1962,0.9257,0.2017,0.9937
2024-04-01 10:00:00,0.2135,0.8664,0.2036,0.8731
2024-04-01 11:00:00,0.1708,0.9034,0.2128,0.8744
2024-04-01 12:00:00,0.1951,0.9333,0.2012,0.8906
2024-04-01 13:00:00,0.1943,0.9393,0.2038,0.9322
2024-04-01 14:00:00,0.2062,1.0,0.184,0.9702
2024-04-01 15:00:00,0.2102,0.963,0.2073,0.92
2024-04-01 16:00:00,0.2107,0.9669,0.2163,0.9287
2024-04-01 17:00:00,0.1938,0.8766,0.2103,0.9281
2024-04-01 18:00:00,0.2026,0.9397,0.1972,0.9819
2024-04-01 19:00:00,0.1948,0.9005,0.1987,0.9429
2024-04-01 20:00:00,0.2104,1.0,0.2,0.9313
2024-04-01 21:00:00,0.2028,0.903,0.2199,0.8752
2024-04-01 22:00:00,0.1993,0.9717,0.2151,0.9253
2024-04-01 23:00:00,0.2019,1.0,0.1924,0.9327
2024-04-02 00:00:00,0.2093,0.9726,0.1913,0.8582
2024-04-02 01:00:00,0.2032,0.7892,0.2117,0.934
2024-04-02 02:00:00,0.197,1.0,0.1978,0.9414
2024-04-02 03:00:00,0.198,0.9454,0.2045,0.9075
2024-04-02 04:00:00,0.2073,0.8736,0.2035,0.9579
2024-04-02 05:00:00,0.1898,0.9561,0.2147,1.0
2024-04-02 06:00:00,0.2095,0.9832,0.1895,1.0
2024-04-02 07:00:00,0.1806,0.8861,0.2043,0.9383
2024-04-02 08:00:00,0.2007,0.9728,0.2147,0.9116
2024-04-02 09:00:00,0.1933,0.9688,0.2228,0.9069
2024-04-02 10:00:00,0.2285,1.0,0.2056,0.9721
2024-04-02 11:00:00,0.1768,0.9516,0.1925,0.857
2024-04-02 12:00:00,0.1968,0.9728,0.199,1.0
2024-04-02 13:00:00,0.1931,0.8715,0.1967,0.9025
2024-04-02 14:00:00,0.2084,0.9712,0.2113,0.9911
2024-04-02 15:00:00,0.2125,0.9663,0.2057,0.8821
2024-04-02 16:00:00,0.199,0.9335,0.208,1.0
2024-04-02 17:00:00,0.1734,0.9777,0.2013,0.9733
2024-04-02 18:00:00,0.2191,1.0,0.2034,0.9449
2024-04-02 19:00:00,0.21,0.9198,0.199,0.9523
2024-04-02 20:00:00,0.2181,0.932,0.1989,0.9364
2024-04-02 21:00:00,0.1985,1.0,0.1843,0.9655
2024-04-02 22:00:00,0.2034,0.8621,0.201,0.8628
2024-04-02 23:00:00,0.1947,1.0,0.2083,0.965
2024-04-03 00:00:00,0.1785,1.0,0.2066,0.9581
2024-04-03 01:00:00,0.1959,0.8729,0.2022,0.8936
2024-04-03 02:00:00,0.191,1.0,0.2,0.9435
2024-04-03 03:00:00,0.1991,0.9907,0.1944,0.9971
2024-04-03 04:00:00,0.1841,1.0,0.1973,0.9227
2024-04-03 05:00:00,0.2064,0.9626,0.2115,0.9945
2024-04-03 06:00:00,0.2034,0.9191,0.2061,0.9616
2024-04-03 07:00:00,0.1787,0.9068,0.1999,0.9727
2024-04-03 08:00:00,0.1756,0.9354,0.2099,0.9109
2024-04-03 09:00:00,0.1915,1.0,0.2152,1.0
2024-04-03 10:00:00,0.2082,1.0,0.2067,0.9393
2024-04-03 11:00:00,0.2214,1.0,0.2064,0.9267
2024-04-03 12:00:00,0.1897,0.9365,0.1929,0.9924
2024-04-03 13:00:00,0.1944,0.8997,0.2075,0.9547
2024-04-03 14:00:00,0.1873,0.9485,0.2001,0.941
2024-04-03 15:00:00,0.1979,1.0,0.199,1.0
2024-04-03 16:00:00,0.198,0.9491,0.2095,0.9591
2024-04-03 17:00:00,0.2098,0.9268,0.1978,0.9742
2024-04-03 18:00:00,0.1852,1.0,0.1907,0.9465
2024-04-03 19:00:00,0.2099,0.8855,0.2114,0.9076
2024-04-03 20:00:00,0.2076,0.9224,0.2023,0.9412
2024-04-03 21:00:00,0.1942,0.8912,0.193,0.8954
2024-04-03 22:00:00,0.1923,1.0,0.2004,1.0
