Timestamp,winning_rate_RegU_SPP,winning_rate_RegD_SPP,winning_rate_Spin_SPP,winning_rate_Sup_SPP,winning_rate_RamU_SPP,winning_rate_RamD_SPP,winning_rate_UncU_SPP
2023-02-28 07:00:00,0.6845,0.7268,0.8442,0.6234,0.7052,0.7108,0.6358
2023-02-28 08:00:00,0.7445,0.8457,0.7477,0.6313,0.6371,0.9267,0.7416
2023-02-28 09:00:00,0.8396,0.8718,0.861,0.7002,0.6928,0.7618,0.5922
2023-02-28 10:00:00,0.7264,0.7917,0.697,0.6925,0.6738,0.9715,0.62
2023-02-28 11:00:00,0.7504,0.7243,0.5409,0.6638,0.843,0.7206,0.7941
2023-02-28 12:00:00,0.6518,0.6768,0.6149,0.7613,0.6397,0.8919,0.811
2023-02-28 13:00:00,0.5268,0.7368,0.8012,0.702,0.6293,0.8592,0.7281
2023-02-28 14:00:00,0.9989,0.665,0.7631,0.775,0.6379,0.7634,0.873
2023-02-28 15:00:00,0.6474,0.8427,0.6013,0.823,0.7821,0.793,0.8639
2023-02-28 16:00:00,0.9111,0.8156,0.7968,0.5616,0.7041,0.8108,0.6336
2023-02-28 17:00:00,0.7738,0.6818,0.7333,0.6267,0.6883,0.7153,0.8543
2023-02-28 18:00:00,0.3788,0.5402,0.9155,0.6883,0.6876,0.8164,0.7401
2023-02-28 19:00:00,0.695,0.7905,0.6037,0.8063,0.8192,0.6518,0.7087
2023-02-28 20:00:00,0.7972,0.6869,0.708,0.8011,0.5282,0.8291,0.7489
2023-02-28 21:00:00,0.7539,0.6485,0.5965,0.5605,0.5496,0.6972,0.7151
2023-02-28 22:00:00,0.5468,0.6541,0.5827,0.7249,0.7311,0.7563,0.7247
2023-02-28 23:00:00,0.7471,0.7309,0.6559,0.5817,0.6136,0.6971,0.748
2023-03-01 00:00:00,0.7112,0.7982,0.6231,0.6389,0.7159,0.8297,0.6564
2023-03-01 01:00:00,0.6768,0.6292,0.8259,0.686,0.6416,0.692,0.7336
2023-03-01 02:00:00,0.7466,0.6095,0.5195,0.5535,0.585,0.7266,0.7032
2023-03-01 03:00:00,0.5692,0.5947,0.707,0.7184,0.5381,0.8592,0.6149
2023-03-01 04:00:00,0.5745,0.6999,0.6703,0.6474,0.6628,0.5511,0.6516
2023-03-01 05:00:00,0.6979,0.7479,0.8681,0.7312,0.7381,0.816,0.6217
2023-03-01 06:00:00,0.7364,0.8772,0.5787,0.7027,0.8388,0.6676,0.7916
2023-03-01 07:00:00,0.6612,0.7559,0.8127,0.4734,0.5432,0.8786,0.8388
2023-03-01 08:00:00,0.7723,0.5723,0.6058,0.5318,0.7008,0.6809,0.7789
2023-03-01 09:00:00,0.6552,0.7937,0.7041,0.6397,0.8126,0.6186,0.8781
2023-03-01 10:00:00,0.7407,0.6989,0.9963,0.7741,0.7478,0.7495,0.7329
2023-03-01 11:00:00,0.8589,0.5709,0.6056,0.6404,0.6424,0.607,0.6125
2023-03-01 12:00:00,0.6823,0.7979,0.8304,0.8737,0.6538,0.7879,0.7911
2023-03-01 13:00:00,0.7856,0.8121,0.7056,0.6759,0.7338,0.5866,0.6721
2023-03-01 14:00:00,0.734,0.7334,0.8249,0.7295,0.7144,0.6997,0.8008
2023-03-01 15:00:00,0.6564,0.733,0.75,0.5531,0.4529,0.6628,0.5603
2023-03-01 16:00:00,0.6607,0.7909,0.7466,0.7888,0.8749,0.6222,0.6466
2023-03-01 17:00:00,0.5085,0.6763,0.7438,0.6025,0.8186,0.6891,0.5553
2023-03-01 18:00:00,0.5706,0.3272,1.0,0.7103,0.6508,0.8079,0.668
2023-03-01 19:00:00,0.7114,0.7061,0.6476,0.7213,0.6121,0.8887,0.8224
2023-03-01 20:00:00,0.7016,0.8717,0.8052,0.7466,0.8247,0.7152,0.8478
2023-03-01 21:00:00,0.8226,0.6239,0.8379,0.6343,0.6803,0.5305,0.8375
2023-03-01 22:00:00,0.635,0.6659,0.9421,0.6166,0.6037,0.8431,0.8238
2023-03-01 23:00:00,0.7677,0.8093,0.5611,0.7596,0.8995,0.6345,0.8827
2023-03-02 00:00:00,0.6681,0.5568,0.4726,0.7109,0.4505,0.5784,0.8256
2023-03-02 01:00:00,0.6614,0.7504,0.7508,0.755,0.6395,0.6316,0.5202
2023-03-02 02:00:00,0.7005,0.6087,0.7741,0.7573,0.6528,0.6509,0.6828
2023-03-02 03:00:00,0.6448,0.7023,0.6862,0.7507,0.6175,0.7292,0.6066
2023-03-02 04:00:00,0.5686,0.7551,0.655,0.7702,0.6436,0.6301,0.7313
2023-03-02 05:00:00,0.6541,0.5664,0.6936,0.6846,0.7627,0.5995,0.7245
2023-03-02 06:00:00,0.7269,0.7219,0.9073,0.8328,0.7732,0.7427,0.4755
2023-03-02 07:00:00,0.7227,0.8149,0.8471,0.8225,0.7523,0.7372,0.9022
2023-03-02 08:00:00,0.7813,0.6012,0.7572,0.6551,0.9544,0.7331,0.8245
2023-03-02 09:00:00,0.8042,0.7269,0.6938,0.7407,0.8598,0.5875,0.7211
2023-03-02 10:00:00,0.5942,0.7373,0.7002,0.7474,0.671,0.4661,0.8848
2023-03-02 11:00:00,0.8181,0.8199,0.7724,0.7182,0.6743,0.7199,0.5038
2023-03-02 12:00:00,0.7222,0.655,0.8106,0.8721,0.8312,0.7546,0.6799
2023-03-02 13:00:00,0.7596,0.7889,0.6978,0.7237,0.6399,0.8018,0.6303
2023-03-02 14:00:00,0.6056,0.7662,0.7525,0.6256,0.7816,0.7954,0.6396
2023-03-02 15:00:00,0.7733,0.8301,0.6741,0.7534,0.8326,0.6248,0.8044
2023-03-02 16:00:00,0.576,0.812,0.6524,0.7104,0.7026,0.8342,0.777
2023-03-02 17:00:00,0.7971,0.595,0.7738,0.5757,0.8198,0.6167,0.5789
2023-03-02 18:00:00,0.7155,0.6673,0.6201,0.7718,0.6672,0.8236,0.6
2023-03-02 19:00:00,0.7223,0.8232,0.713,0.7932,0.6353,0.7923,0.6735
2023-03-02 20:00:00,0.7913,0.6737,0.6271,0.6793,0.9144,0.6631,0.8848
2023-03-02 21:00:00,0.7724,0.7804,0.7278,0.6512,0.7037,0.6667,0.5952
2023-03-02 22:00:00,0.815,0.8771,0.5363,0.8541,0.8771,0.7044,0.7146
2023-03-02 23:00:00,0.7478,0.7529,0.683,0.5819,0.7448,0.8215,0.7353
2023-03-03 00:00:00,0.8426,0.7354,0.6054,0.7696,0.4872,0.7489,0.534
2023-03-03 01:00:00,0.716,0.6526,0.8662,0.7277,0.6675,0.544,0.643
2023-03-03 02:00:00,0.6888,0.6484,0.7457,0.7003,0.6109,0.6817,0.7566
2023-03-03 03:00:00,0.6576,0.71,0.5791,0.3971,0.5762,0.6995,0.5676
2023-03-03 04:00:00,0.6466,0.7041,0.7184,0.8146,0.6309,0.6425,0.8541
2023-03-03 05:00:00,0.7861,0.7146,0.5892,0.7992,0.778,0.6688,0.701
2023-03-03 06:00:00,0.5702,0.7449,0.6398,0.5475,0.7894,0.6548,0.8804
2023-03-03 07:00:00,0.7478,0.8154,0.5535,0.729,0.708,0.6956,0.8286
2023-03-03 08:00:00,0.7217,0.792,0.705,0.7391,0.7409,0.7021,0.793
2023-03-03 09:00:00,0.6134,0.664,0.7296,0.5416,0.7285,0.6733,0.7662
2023-03-03 10:00:00,0.8048,0.8651,0.708,0.7451,0.7373,0.7842,0.7284
2023-03-03 11:00:00,0.6049,0.6473,0.6737,0.7207,0.7278,0.7831,0.7648
2023-03-03 12:00:00,0.7989,0.7091,0.6811,0.5697,0.7296,0.6403,0.724
2023-03-03 13:00:00,0.6336,0.7315,0.6797,0.7025,0.7754,0.8092,0.604
2023-03-03 14:00:00,0.6515,0.6973,0.7381,0.45,0.8571,0.6995,0.6603
2023-03-03 15:00:00,0.7454,0.664,0.7357,0.5703,0.6195,0.6149,0.66
2023-03-03 16:00:00,0.6551,0.8776,0.7281,0.6794,0.5995,0.8236,0.9048
2023-03-03 17:00:00,0.7417,0.517,0.6765,0.7291,0.5193,0.5335,0.8318
2023-03-03 18:00:00,0.757,0.6966,0.7004,0.5844,0.7415,0.6782,0.5188
2023-03-03 19:00:00,0.6872,0.5726,0.5857,0.4024,0.7581,0.514,0.6318
2023-03-03 20:00:00,0.8662,0.6587,0.6835,0.7183,0.8782,0.6384,0.5247
2023-03-03 21:00:00,0.8062,0.7121,0.6189,0.5398,0.5175,0.6969,0.7212
2023-03-03 22:00:00,0.605,0.7796,0.5233,0.797,0.5112,0.6214,0.8462
2023-03-03 23:00:00,0.7993,0.5772,0.7763,0.6495,0.7513,0.7039,0.7152
2023-03-04 00:00:00,0.6753,0.7078,0.839,0.6121,0.7204,0.7871,0.6448
2023-03-04 01:00:00,0.6302,0.6465,0.8822,0.8829,0.6288,0.7634,0.5968
2023-03-04 02:00:00,0.6039,0.6588,0.6463,0.6075,0.739,0.7526,0.6219
2023-03-04 03:00:00,0.785,0.7371,0.5486,0.716,0.6869,0.5509,0.6282
2023-03-04 04:00:00,0.6839,0.8184,0.5463,0.7067,0.8097,0.836,0.7722
2023-03-04 05:00:00,0.6934,0.6229,0.5559,0.7679,0.8429,0.6886,0.6593
2023-03-04 06:00:00,0.6558,0.619,0.7467,0.7069,0.6519,0.7091,0.7861
2023-03-04 07:00:00,0.6741,0.829,0.6423,0.7218,0.7861,0.8346,0.6144
2023-03-04 08:00:00,0.6953,0.7888,0.7239,0.6815,0.7161,0.7451,0.7238
2023-03-04 09:00:00,0.7163,0.6886,0.8557,0.6829,0.5469,0.721,0.7033
2023-03-04 10:00:00,0.9384,0.7655,0.8109,0.7547,0.8207,0.5452,0.5804
2023-03-04 11:00:00,0.6811,0.8341,0.722,0.7773,0.692,0.7956,0.7633
2023-03-04 12:00:00,0.7067,0.765,0.8142,0.907,0.7334,0.8119,0.6713
2023-03-04 13:00:00,0.4939,0.8189,0.5537,0.7483,0.5603,0.7951,0.6029
2023-03-04 14:00:00,0.6179,0.8438,0.6952,0.6986,0.7788,0.7103,0.8022
2023-03-04 15:00:00,0.5008,0.5493,0.7173,0.7433,0.742,0.7877,0.7334
2023-03-04 16:00:00,0.8641,0.9409,0.8496,0.651,0.7803,0.7623,0.5507
2023-03-04 17:00:00,0.9251,0.5819,0.7401,0.695,0.5899,0.7462,0.6536
2023-03-04 18:00:00,0.7253,0.7774,0.7193,0.7086,0.661,0.885,0.5138
2023-03-04 19:00:00,0.7049,0.6435,0.7116,0.7784,0.6241,0.872,0.5564
2023-03-04 20:00:00,0.7785,0.5888,0.5381,0.8232,0.7495,0.622,0.5813
2023-03-04 21:00:00,0.7915,0.8348,0.5616,0.8018,0.6186,0.7312,0.7839
2023-03-04 22:00:00,0.4414,0.563,0.7067,0.558,0.5602,0.8194,0.6876
2023-03-04 23:00:00,0.7281,0.9371,0.6966,0.3967,0.7966,0.5395,0.6824
2023-03-05 00:00:00,0.8141,0.63,0.818,0.749,0.6484,0.7256,0.6169
2023-03-05 01:00:00,0.7336,0.5638,0.8692,0.6946,0.608,0.8101,0.7685
2023-03-05 02:00:00,0.5588,0.4762,0.5995,0.5457,0.7507,0.6794,0.8112
2023-03-05 03:00:00,0.6702,0.7366,0.7632,0.714,0.8494,0.5748,0.7753
2023-03-05 04:00:00,0.5873,0.492,0.6321,0.8145,0.6784,0.7001,0.5237
2023-03-05 05:00:00,0.6805,0.7761,0.8843,0.6859,0.8923,0.606,0.7216
2023-03-05 06:00:00,0.6054,0.7678,0.6498,0.7507,0.6266,0.7585,0.7725
2023-03-05 07:00:00,0.5078,0.6965,0.6614,0.6067,0.7684,0.8094,0.8366
2023-03-05 08:00:00,0.9159,0.6619,0.6631,0.7649,0.7655,0.6992,0.819
2023-03-05 09:00:00,0.6117,0.7721,0.6303,0.4649,0.7484,0.6981,0.5213
2023-03-05 10:00:00,0.7489,0.6575,0.7021,0.6914,0.7386,0.9045,0.6853
2023-03-05 11:00:00,0.7419,0.8983,0.4942,0.7184,0.8295,0.8447,0.5882
2023-03-05 12:00:00,0.8237,0.7488,0.9221,0.6264,0.685,0.7426,0.7016
2023-03-05 13:00:00,0.5598,0.7537,0.5524,0.748,0.8137,0.66,0.6126
2023-03-05 14:00:00,0.6518,0.6977,0.7751,0.7386,0.552,0.6451,0.7301
2023-03-05 15:00:00,0.6982,0.7129,0.8267,0.5123,0.6776,0.7364,0.8211
2023-03-05 16:00:00,0.9543,0.7291,0.667,0.7904,0.5496,0.56,0.5862
2023-03-05 17:00:00,0.7083,0.6508,0.7487,0.7931,0.6135,0.6555,0.8624
2023-03-05 18:00:00,0.8397,0.8934,0.8044,0.6598,0.6855,0.8026,0.6226
2023-03-05 19:00:00,0.8588,0.619,0.7424,0.6975,0.4579,0.5962,0.6934
2023-03-05 20:00:00,0.6806,0.6939,0.6809,0.7925,0.663,0.7508,0.5822
2023-03-05 21:00:00,0.8374,0.5878,0.545,0.8492,0.642,0.6287,0.4657
2023-03-05 22:00:00,0.7028,0.6005,0.6873,0.6843,0.7945,0.7319,0.6947
2023-03-05 23:00:00,0.5547,0.6316,0.5597,0.5297,0.7079,0.7425,0.5775
2023-03-06 00:00:00,0.705,0.5547,0.7378,0.5213,0.5205,0.8579,0.6308
2023-03-06 01:00:00,0.789,0.8411,0.6185,0.5316,0.5841,0.6967,0.6905
2023-03-06 02:00:00,0.7393,0.6777,0.6425,0.6839,0.7199,0.5313,0.6794
2023-03-06 03:00:00,0.5489,0.7602,0.7469,0.7161,0.8247,0.6983,0.753
2023-03-06 04:00:00,0.7881,0.7327,0.664,0.6276,0.526,0.6995,0.7007
2023-03-06 05:00:00,0.5964,0.6614,0.6138,0.6224,0.5956,0.503,0.5469
2023-03-06 06:00:00,0.781,0.7706,0.6558,0.7848,0.8285,0.7272,0.6651
2023-03-06 07:00:00,0.6401,0.6993,0.5518,0.7537,0.7446,0.8042,0.6569
2023-03-06 08:00:00,0.864,0.5202,0.6544,0.6217,0.5122,0.6136,0.7122
2023-03-06 09:00:00,0.6412,0.6513,0.6023,0.8485,0.6342,0.762,0.6524
2023-03-06 10:00:00,0.7511,0.8679,0.6018,0.6612,0.7431,0.6127,0.7337
2023-03-06 11:00:00,0.5313,0.4533,0.5815,0.5068,0.7431,0.7364,0.7605
2023-03-06 12:00:00,0.797,0.9546,0.62,0.7437,0.6689,0.5988,0.683
2023-03-06 13:00:00,0.8944,0.8488,0.7887,0.7175,0.7689,0.7505,0.584
2023-03-06 14:00:00,0.5507,0.8384,0.5996,0.7288,0.7305,0.781,0.713
2023-03-06 15:00:00,0.6994,0.8962,0.7819,0.7971,0.7231,0.8321,0.5709
2023-03-06 16:00:00,0.8954,0.7907,0.6571,0.8785,0.7039,0.7483,0.7067
2023-03-06 17:00:00,0.5967,0.8292,0.7168,0.562,0.5907,0.7268,0.9948
2023-03-06 18:00:00,0.5706,0.5307,0.6027,0.701,0.59,0.9072,0.7386
2023-03-06 19:00:00,0.7913,0.7213,0.823,0.6161,0.7475,0.7051,0.542
2023-03-06 20:00:00,0.7568,0.6999,0.7282,0.7806,0.867,0.594,0.838
2023-03-06 21:00:00,0.631,0.8068,0.86,0.8708,0.5984,0.7271,0.6532
2023-03-06 22:00:00,0.8182,0.6838,0.8363,0.6806,0.5976,0.8926,0.5699
2023-03-06 23:00:00,0.5744,0.793,0.6443,0.5265,0.8181,0.7177,0.7988
2023-03-07 00:00:00,0.8245,0.6039,0.7198,0.8066,0.721,0.8663,0.6006
2023-03-07 01:00:00,0.6676,0.5821,0.6144,0.7125,0.8884,0.5902,0.5403
2023-03-07 02:00:00,0.7887,0.6464,0.6663,0.5592,0.5322,0.8825,0.8093
2023-03-07 03:00:00,0.8133,0.8172,0.9171,0.9138,0.6558,0.5484,0.6313
2023-03-07 04:00:00,0.6505,0.6531,0.5417,0.567,0.7796,0.8331,0.8172
2023-03-07 05:00:00,0.7016,0.8719,0.6887,0.6781,0.744,0.6351,0.5525
2023-03-07 06:00:00,0.8789,0.735,0.6968,0.6766,0.7646,0.8231,0.6054
2023-03-07 07:00:00,0.7593,0.7279,0.5323,0.5882,0.6111,0.5903,0.6414
2023-03-07 08:00:00,0.9022,0.6653,0.6188,0.7349,0.715,0.6079,0.7767
2023-03-07 09:00:00,0.6008,0.6703,0.7517,0.8322,0.6333,0.7138,0.7697
2023-03-07 10:00:00,0.544,0.7308,0.6781,0.7541,0.5473,0.5844,0.5202
2023-03-07 11:00:00,0.6572,0.5545,0.7183,0.6512,0.5379,0.6366,0.7153
2023-03-07 12:00:00,0.6588,0.8457,0.5216,0.9646,0.7099,0.5454,0.6226
2023-03-07 13:00:00,0.7732,0.6448,0.9161,0.7038,0.7339,0.8033,0.6319
2023-03-07 14:00:00,0.9401,0.8188,0.7203,0.8524,0.6332,0.8682,0.678
2023-03-07 15:00:00,0.8465,0.635,0.6241,0.6572,0.6578,0.7703,0.7389
2023-03-07 16:00:00,0.815,0.7909,0.7567,0.6221,0.6567,0.7676,0.7908
2023-03-07 17:00:00,0.8268,0.6535,0.6788,0.7266,0.612,0.6662,0.749
2023-03-07 18:00:00,0.6597,0.7846,0.7156,0.6044,0.5022,0.5698,0.7667
2023-03-07 19:00:00,0.6591,0.6344,0.6237,0.7551,0.5993,0.7401,0.5436
2023-03-07 20:00:00,0.8883,0.6542,0.7417,0.6808,0.6783,0.5789,0.6927
2023-03-07 21:00:00,0.6648,0.8432,0.7365,0.6091,0.8372,0.8478,0.6955
2023-03-07 22:00:00,0.6069,0.741,0.7032,0.7511,0.7293,0.7845,0.689
2023-03-07 23:00:00,0.7199,0.6245,0.8728,0.8304,0.8283,0.7786,0.5914
2023-03-08 00:00:00,0.6142,0.7633,0.5691,0.6937,0.6939,0.7354,0.8333
2023-03-08 01:00:00,0.6226,0.6624,0.7858,0.6304,0.5852,0.7824,0.4106
2023-03-08 02:00:00,0.6048,0.6996,0.594,0.6715,0.5946,0.7007,0.7847
2023-03-08 03:00:00,0.8141,0.5195,0.5715,0.7178,0.71,0.7229,0.6117
2023-03-08 04:00:00,0.8511,0.884,0.6914,0.6562,0.6489,0.8128,0.6831
2023-03-08 05:00:00,0.7814,0.7396,0.6222,0.7221,0.7415,0.6863,0.723
2023-03-08 06:00:00,0.6355,0.5483,0.6811,0.6348,0.7447,0.6987,0.7389
2023-03-08 07:00:00,0.6739,0.8316,0.6615,0.7516,0.693,0.4059,0.6829
2023-03-08 08:00:00,0.8111,0.9028,0.9429,0.8371,0.9264,0.5702,0.5337
2023-03-08 09:00:00,0.6928,0.8087,0.7487,0.8426,0.5574,0.7671,0.584
2023-03-08 10:00:00,0.7028,0.483,0.7445,0.82,0.646,0.6303,0.7431
2023-03-08 11:00:00,0.6629,0.6417,0.694,0.5587,0.6502,0.8464,0.6684
2023-03-08 12:00:00,0.5867,0.7907,0.7308,0.8176,0.7357,0.7077,0.7727
2023-03-08 13:00:00,0.7251,0.807,0.8063,0.8296,0.6879,0.7497,0.7386
2023-03-08 14:00:00,0.7395,0.6566,0.7483,0.6829,0.6508,0.8547,0.7435
2023-03-08 15:00:00,0.6092,0.6505,0.5807,0.7378,0.5714,0.6909,0.7803
2023-03-08 16:00:00,0.8426,0.8657,0.8391,0.8059,0.8092,0.6265,0.4768
2023-03-08 17:00:00,0.8012,0.6747,0.7456,0.7538,0.8023,0.8062,0.5392
2023-03-08 18:00:00,0.8065,0.6772,0.6671,0.6838,0.4601,0.8478,0.6087
2023-03-08 19:00:00,0.556,0.7359,0.7294,0.5754,0.7654,0.6415,0.7697
2023-03-08 20:00:00,0.6883,0.6533,0.5911,0.7801,0.6753,0.7055,0.8179
2023-03-08 21:00:00,0.6863,0.6581,0.6075,0.5947,0.6602,0.8741,0.7954
2023-03-08 22:00:00,0.7661,0.7001,0.746,0.8987,0.5768,0.7014,0.559
2023-03-08 23:00:00,0.8743,0.6394,0.6604,0.7814,0.8424,0.5979,0.7201
2023-03-09 00:00:00,0.8057,0.5757,0.5731,0.8222,0.7193,0.8083,0.7859
2023-03-09 01:00:00,0.5364,0.582,0.894,0.6139,0.5987,0.6654,0.5186
2023-03-09 02:00:00,0.8043,0.9445,0.8883,0.7078,0.5426,0.7447,0.6803
2023-03-09 03:00:00,0.7687,0.6238,0.5902,0.6595,0.7069,0.5612,0.6416
2023-03-09 04:00:00,0.8704,0.8855,0.7387,0.5821,0.5656,0.8205,0.6306
2023-03-09 05:00:00,0.5543,0.7227,0.7983,0.5982,0.7529,0.7784,0.7347
2023-03-09 06:00:00,0.731,0.6885,0.6204,0.736,0.7294,0.4604,0.6139
2023-03-09 07:00:00,0.6403,0.8006,0.5723,0.6974,0.6271,0.8395,0.5686
2023-03-09 08:00:00,0.7152,0.7125,0.7868,0.5828,0.7174,0.7148,0.8004
2023-03-09 09:00:00,0.5999,0.765,0.8289,0.759,0.6027,0.6774,0.5874
2023-03-09 10:00:00,0.7027,0.8853,0.7709,0.6411,0.7145,0.8322,0.4429
2023-03-09 11:00:00,0.5777,0.6478,0.6839,0.6255,0.6744,0.9209,0.5036
2023-03-09 12:00:00,0.597,0.6842,0.6757,0.8423,0.6583,0.7089,0.7305
2023-03-09 13:00:00,0.8667,0.6564,0.7275,0.6366,0.7822,0.7378,0.7402
2023-03-09 14:00:00,0.8352,0.5957,0.6468,0.8036,0.7489,0.7658,0.7015
2023-03-09 15:00:00,0.6346,0.8023,0.7595,0.7365,0.8229,0.6245,0.7231
2023-03-09 16:00:00,0.5554,0.8529,0.6872,0.6685,0.7924,0.746,0.6693
2023-03-09 17:00:00,0.7959,0.6849,0.7052,0.7983,0.8849,0.7711,0.6236
2023-03-09 18:00:00,0.4788,0.7749,0.785,0.6643,0.7697,0.6267,0.6593
2023-03-09 19:00:00,0.6706,0.8231,0.7279,0.7924,0.6554,0.6151,0.7353
2023-03-09 20:00:00,0.7865,0.6513,0.616,0.7573,0.7144,0.724,0.7799
2023-03-09 21:00:00,0.5408,0.7402,0.797,0.7129,0.5645,0.6312,0.6473
2023-03-09 22:00:00,0.82,0.8527,0.539,0.8942,0.7777,0.6182,0.6836
2023-03-09 23:00:00,0.6279,0.5721,0.8536,0.6337,0.7013,0.8606,0.7211
2023-03-10 00:00:00,0.5903,0.734,0.7514,0.7019,0.6979,0.787,0.6493
2023-03-10 01:00:00,0.7701,0.7091,0.7431,0.7833,0.6782,0.706,0.8219
2023-03-10 02:00:00,0.6067,0.7482,0.9325,0.8176,0.9191,0.6477,0.6767
2023-03-10 03:00:00,0.4415,0.779,0.567,0.703,0.7066,0.8814,0.7831
2023-03-10 04:00:00,0.5598,0.6626,0.7384,0.6922,0.7073,0.6783,0.7896
2023-03-10 05:00:00,0.582,0.6966,0.7215,0.6191,0.7236,0.721,0.7059
2023-03-10 06:00:00,0.7768,0.9421,0.6879,0.6074,0.726,0.8185,0.5699
2023-03-10 07:00:00,0.7161,0.7621,0.6938,0.8172,0.6734,0.783,0.8843
2023-03-10 08:00:00,0.705,0.8398,0.6446,0.7627,0.7622,0.5855,0.8503
2023-03-10 09:00:00,0.8909,0.7151,0.6885,0.7844,0.7886,0.7378,0.634
2023-03-10 10:00:00,0.7463,0.759,0.6449,0.7609,0.7727,0.7077,0.7462
2023-03-10 11:00:00,0.6797,0.6566,0.899,0.7522,0.7144,0.8481,0.6796
2023-03-10 12:00:00,0.7605,0.689,0.5741,0.7999,0.6864,0.5307,0.825
2023-03-10 13:00:00,0.5268,0.7394,0.5789,0.9163,0.7418,0.7904,0.7607
2023-03-10 14:00:00,0.6631,0.779,0.6951,0.7486,0.6749,0.7786,0.6571
2023-03-10 15:00:00,0.8564,0.6787,0.7387,0.6484,0.6319,0.5778,0.5334
2023-03-10 16:00:00,0.6092,0.6641,0.6465,0.7888,0.6175,0.6847,0.6297
2023-03-10 17:00:00,0.4774,0.7005,0.5701,0.6053,0.7222,0.593,0.7577
2023-03-10 18:00:00,0.615,0.6046,0.9269,0.5381,0.5902,0.6927,0.5514
2023-03-10 19:00:00,0.4538,0.6892,0.7325,0.7315,0.6931,0.7351,0.6683
2023-03-10 20:00:00,0.7982,0.5674,0.5726,0.8697,0.7133,0.6958,0.6478
2023-03-10 21:00:00,0.7276,0.6668,0.8005,0.7181,0.8169,0.6287,0.6198
2023-03-10 22:00:00,0.7149,0.6267,0.7316,0.608,0.5058,0.6729,0.4807
2023-03-10 23:00:00,0.6632,0.6739,0.782,0.6924,0.5814,0.7753,0.8852
2023-03-11 00:00:00,0.6393,0.7161,0.7165,0.6607,0.7224,0.6453,0.7865
2023-03-11 01:00:00,0.6976,0.5363,0.8978,0.7159,0.4958,0.4254,0.7803
2023-03-11 02:00:00,0.7468,0.4342,0.5921,0.6519,0.6239,0.7172,0.7522
2023-03-11 03:00:00,0.7175,0.6988,0.653,0.7912,0.5713,0.9349,0.5084
2023-03-11 04:00:00,0.6229,0.6806,0.5941,0.7903,0.8314,0.6962,0.6774
2023-03-11 05:00:00,0.5805,0.5975,0.614,0.7354,0.7663,0.7429,0.6336
2023-03-11 06:00:00,0.6107,0.6604,0.5131,0.8249,0.7649,0.7266,0.8111
2023-03-11 07:00:00,0.7442,0.9085,0.7425,0.7435,0.6665,0.5004,0.506
2023-03-11 08:00:00,0.3731,0.6341,0.7592,0.733,0.4704,0.7776,0.696
2023-03-11 09:00:00,0.7916,0.8167,0.6274,0.6133,0.85,0.7052,0.8211
2023-03-11 10:00:00,0.7959,0.6028,0.7234,0.6957,0.7571,0.7921,0.6234
2023-03-11 11:00:00,0.7532,0.8265,0.5145,0.6756,0.6333,0.7015,0.7667
2023-03-11 12:00:00,0.6888,0.6843,0.6828,0.7257,0.8484,0.6227,0.582
2023-03-11 13:00:00,0.6438,0.8286,0.8078,0.5822,0.8811,0.5489,0.695
2023-03-11 14:00:00,0.7546,0.7562,0.7229,0.7324,0.721,0.5627,0.6178
2023-03-11 15:00:00,0.7683,0.5795,0.811,0.6436,0.5981,0.8911,0.6684
2023-03-11 16:00:00,0.6323,0.7066,0.5376,0.595,0.6674,0.7389,0.6798
2023-03-11 17:00:00,0.646,0.7581,0.7305,0.634,0.6047,0.7464,0.7095
2023-03-11 18:00:00,0.7639,0.762,0.6548,0.4586,0.5109,0.7198,0.5826
2023-03-11 19:00:00,0.7522,0.6108,0.5053,0.7843,0.6443,0.7141,0.6657
2023-03-11 20:00:00,0.5883,0.7487,0.8206,0.8472,0.6818,0.7085,0.6987
2023-03-11 21:00:00,0.6018,0.7012,0.748,0.5109,0.6624,0.7612,0.7783
2023-03-11 22:00:00,0.5715,0.7162,0.7325,0.6781,0.8577,0.4974,0.7273
2023-03-11 23:00:00,0.7632,0.6084,0.6896,0.5964,0.7201,0.717,0.656
2023-03-12 00:00:00,0.7096,0.5032,0.6164,0.7229,0.7818,0.3809,0.7874
2023-03-12 01:00:00,0.6558,0.8225,0.6756,0.543,0.6405,0.5881,0.7708
2023-03-12 02:00:00,0.6065,0.6596,0.8363,0.78,0.806,0.783,0.6606
2023-03-12 03:00:00,0.7057,0.6598,0.6485,0.9162,0.6596,0.8267,0.585
2023-03-12 04:00:00,0.7981,0.5995,0.9268,0.6708,0.6991,0.9395,0.7154
2023-03-12 05:00:00,0.4089,0.6178,0.8564,0.7925,0.7451,0.5563,0.6787
2023-03-12 06:00:00,0.6,0.6241,0.7421,0.6476,0.8084,0.6734,0.7824
2023-03-12 07:00:00,0.7565,0.6878,0.7168,0.7853,0.6374,0.6632,0.7849
2023-03-12 08:00:00,0.5325,0.7048,0.723,0.7407,0.7268,0.6075,0.756
2023-03-12 09:00:00,0.8052,0.6578,0.7899,0.8008,0.6332,0.4945,0.717
2023-03-12 10:00:00,0.7598,0.5667,0.482,0.7039,0.8961,0.7522,0.6532
2023-03-12 11:00:00,0.6409,0.5302,0.7272,0.8727,0.97,0.769,0.5932
2023-03-12 12:00:00,0.8035,0.5638,0.7772,0.6869,0.714,0.7991,0.8428
