Time,RegU,RegD,Spin,NSpin,ECRS
2024-03-16 16:00:00,2.49,2.0,1.97,9.54,9.54
2024-03-16 17:00:00,10.0,9.25,2.99,23.5,23.5
2024-03-16 18:00:00,6.52,6.45,6.0,20.2,22.41
2024-03-16 19:00:00,10.51,6.55,9.99,22.35,33.51
2024-03-16 20:00:00,10.0,5.84,10.5,19.0,23.0
2024-03-16 21:00:00,4.33,3.5,4.0,10.35,5.0
2024-03-16 22:00:00,3.07,2.59,2.7,2.12,2.87
2024-03-16 23:00:00,2.46,2.39,2.13,1.88,2.7
2024-03-17 00:00:00,1.9,1.59,1.57,1.06,1.75
2024-03-17 01:00:00,1.63,1.59,1.3,1.06,1.36
2024-03-17 02:00:00,1.34,1.12,1.01,1.08,1.56
2024-03-17 03:00:00,1.34,1.08,1.01,1.18,1.36
2024-03-17 04:00:00,1.83,1.09,1.5,1.12,2.0
2024-03-17 05:00:00,2.0,1.68,1.75,1.02,2.0
2024-03-17 06:00:00,2.0,1.69,1.97,5.73,2.94
2024-03-17 07:00:00,2.0,3.96,2.99,8.0,3.99
2024-03-17 08:00:00,2.0,2.84,2.99,5.34,5.0
2024-03-17 09:00:00,2.29,2.0,1.99,4.32,2.96
2024-03-17 10:00:00,1.97,1.53,1.5,2.31,2.0
2024-03-17 11:00:00,1.97,1.25,1.01,1.94,1.01
2024-03-17 12:00:00,1.8,1.39,1.0,1.58,1.0
2024-03-17 13:00:00,1.97,1.45,1.0,1.58,1.0
2024-03-17 14:00:00,1.98,1.5,1.01,2.72,1.01
2024-03-17 15:00:00,1.98,1.71,1.26,3.0,1.33
2024-03-17 16:00:00,2.86,1.98,1.5,2.72,2.01
2024-03-17 17:00:00,5.61,3.06,2.61,5.91,3.61
2024-03-17 18:00:00,5.35,5.28,4.83,7.6,7.6
2024-03-17 19:00:00,13.91,3.55,13.91,18.62,23.92
2024-03-17 20:00:00,7.0,3.49,7.0,17.51,10.0
2024-03-17 21:00:00,2.0,2.1,2.6,12.65,5.0
2024-03-17 22:00:00,2.33,2.0,2.0,2.31,2.31
2024-03-17 23:00:00,1.67,1.53,1.34,1.07,0.93
2024-03-18 00:00:00,1.25,1.25,1.0,0.92,0.82
2024-03-18 01:00:00,1.2,1.25,1.0,0.88,0.11
2024-03-18 02:00:00,1.04,0.22,1.0,0.94,0.82
2024-03-18 03:00:00,1.2,0.34,1.0,0.94,0.13
2024-03-18 04:00:00,1.34,0.56,1.01,0.94,0.82
2024-03-18 05:00:00,2.0,1.27,1.67,0.99,2.64
2024-03-18 06:00:00,4.0,2.96,4.0,18.74,5.0
2024-03-18 07:00:00,3.72,3.96,4.22,23.58,6.47
2024-03-18 08:00:00,7.51,7.01,8.0,18.74,30.21
2024-03-18 09:00:00,4.42,2.0,3.91,13.57,13.43
2024-03-18 10:00:00,1.97,1.74,1.5,2.72,2.5
2024-03-18 11:00:00,1.97,1.54,1.5,2.72,2.0
2024-03-18 12:00:00,1.52,1.45,1.0,2.0,1.0
2024-03-18 13:00:00,1.8,1.25,1.0,1.96,1.0
2024-03-18 14:00:00,1.85,1.5,1.01,3.0,1.15
2024-03-18 15:00:00,2.29,1.65,1.2,3.0,1.96
2024-03-18 16:00:00,2.38,1.98,1.53,3.74,2.53
2024-03-18 17:00:00,3.78,2.46,1.96,6.05,2.93
2024-03-18 18:00:00,11.0,7.01,10.0,6.0,14.0
2024-03-18 19:00:00,29.0,6.18,29.0,19.85,32.85
2024-03-18 20:00:00,11.49,5.35,11.97,19.38,27.35
2024-03-18 21:00:00,5.5,4.98,5.0,15.59,8.5
2024-03-18 22:00:00,5.27,4.98,4.98,5.74,5.74
2024-03-18 23:00:00,2.0,2.26,2.0,2.01,2.01
2024-03-19 00:00:00,1.39,0.99,1.06,0.75,1.06
2024-03-19 01:00:00,1.2,0.53,1.01,0.25,1.01
2024-03-19 02:00:00,1.15,0.31,1.0,0.85,1.0
2024-03-19 03:00:00,1.2,0.28,1.01,0.77,1.06
2024-03-19 04:00:00,1.34,0.5,1.01,0.93,1.01
2024-03-19 05:00:00,1.97,1.7,1.44,1.03,2.0
2024-03-19 06:00:00,4.0,4.43,4.0,19.54,5.0
2024-03-19 07:00:00,3.15,4.99,8.0,19.54,14.0
2024-03-19 08:00:00,11.48,2.0,12.98,18.34,26.14
2024-03-19 09:00:00,5.38,3.0,7.38,9.62,9.62
2024-03-19 10:00:00,1.98,1.75,1.65,2.3,2.06
2024-03-19 11:00:00,1.48,1.38,1.36,1.55,1.36
2024-03-19 12:00:00,1.25,1.48,1.0,1.55,1.0
2024-03-19 13:00:00,1.25,1.97,1.0,1.75,1.0
2024-03-19 14:00:00,1.25,1.98,1.0,2.0,1.0
2024-03-19 15:00:00,1.34,1.98,1.01,2.0,1.15
2024-03-19 16:00:00,1.97,1.98,1.5,2.28,1.96
2024-03-19 17:00:00,2.75,3.6,1.25,2.72,2.0
2024-03-19 18:00:00,3.78,2.0,1.97,2.58,2.58
2024-03-19 19:00:00,10.0,3.27,10.0,16.01,12.24
2024-03-19 20:00:00,2.0,2.28,3.0,5.0,5.24
2024-03-19 21:00:00,1.97,1.0,1.5,3.0,1.45
2024-03-19 22:00:00,1.76,1.49,1.3,0.99,0.76
2024-03-19 23:00:00,1.17,1.53,1.01,0.96,0.7
2024-03-20 00:00:00,1.16,1.97,1.01,0.85,0.7
2024-03-20 01:00:00,1.06,1.8,1.01,0.82,0.06
2024-03-20 02:00:00,1.14,1.27,1.01,0.84,0.7
2024-03-20 03:00:00,1.15,1.42,1.0,0.85,0.06
2024-03-20 04:00:00,1.26,0.49,1.01,0.92,0.82
2024-03-20 05:00:00,2.0,1.56,1.5,0.96,1.06
2024-03-20 06:00:00,3.48,3.68,3.48,14.53,3.48
2024-03-20 07:00:00,9.21,11.34,10.01,14.96,10.01
2024-03-20 08:00:00,19.54,20.11,20.26,15.26,22.5
2024-03-20 09:00:00,8.58,4.7,8.58,9.58,9.58
2024-03-20 10:00:00,2.5,2.23,2.0,3.0,3.0
2024-03-20 11:00:00,2.16,1.98,1.65,2.28,2.13
2024-03-20 12:00:00,1.95,1.88,1.5,2.0,1.5
2024-03-20 13:00:00,1.98,1.91,1.5,2.28,1.5
2024-03-20 14:00:00,2.08,1.8,1.57,3.26,2.0
2024-03-20 15:00:00,3.06,2.0,2.0,3.75,3.0
2024-03-20 16:00:00,6.28,3.0,5.95,7.74,7.79
2024-03-20 17:00:00,16.23,14.0,14.38,15.38,15.38
2024-03-20 18:00:00,18.17,8.01,15.67,15.48,17.29
2024-03-20 19:00:00,38.55,15.0,38.22,30.22,39.22
2024-03-20 20:00:00,17.17,2.79,17.65,18.77,19.9
2024-03-20 21:00:00,2.3,2.0,1.97,6.0,2.97
2024-03-20 22:00:00,1.97,1.97,1.97,1.5,1.97
2024-03-20 23:00:00,1.01,1.53,1.01,0.95,0.7
2024-03-21 00:00:00,1.16,1.32,1.01,0.84,0.8
2024-03-21 01:00:00,1.09,1.26,1.0,0.26,0.82
2024-03-21 02:00:00,1.13,0.5,1.0,0.83,0.8
2024-03-21 03:00:00,1.16,0.49,1.0,0.5,0.84
2024-03-21 04:00:00,1.33,0.21,1.0,0.91,0.82
2024-03-21 05:00:00,2.0,1.51,1.06,1.02,1.06
2024-03-21 06:00:00,6.2,4.95,5.0,18.46,5.0
2024-03-21 07:00:00,13.67,11.15,14.17,24.07,16.41
2024-03-21 08:00:00,31.14,14.49,31.54,33.17,33.78
2024-03-21 09:00:00,19.72,8.01,19.72,18.84,22.04
2024-03-21 10:00:00,13.5,10.0,13.0,10.28,17.97
2024-03-21 11:00:00,4.4,2.23,4.07,5.07,5.07
2024-03-21 12:00:00,2.07,2.0,1.57,2.72,2.57
2024-03-21 13:00:00,2.5,2.0,1.55,2.28,2.0
2024-03-21 14:00:00,3.06,2.0,1.55,2.72,2.55
2024-03-21 15:00:00,3.06,2.0,1.55,2.96,2.96
2024-03-21 16:00:00,4.0,2.42,1.97,3.0,3.0
2024-03-21 17:00:00,13.6,7.17,2.0,8.75,8.75
2024-03-21 18:00:00,26.99,5.15,20.0,18.31,25.0
2024-03-21 19:00:00,99.99,19.37,99.99,59.93,102.23
2024-03-21 20:00:00,48.99,10.05,49.99,58.29,72.29
2024-03-21 21:00:00,17.44,7.01,16.92,19.69,19.69
2024-03-21 22:00:00,9.83,4.98,9.5,9.5,9.5
2024-03-21 23:00:00,5.33,5.0,5.33,6.33,6.33
2024-03-22 00:00:00,3.33,1.75,3.0,1.2,2.0
2024-03-22 01:00:00,2.33,1.25,2.0,1.2,1.2
2024-03-22 02:00:00,2.08,0.62,1.75,1.28,1.56
2024-03-22 03:00:00,2.08,0.58,1.75,1.35,1.35
2024-03-22 04:00:00,1.51,0.86,1.06,1.06,1.06
2024-03-22 05:00:00,2.91,2.0,2.31,2.31,2.31
2024-03-22 06:00:00,23.85,7.01,26.85,29.09,27.85
2024-03-22 07:00:00,16.65,10.01,22.65,23.65,23.65
2024-03-22 08:00:00,18.93,2.0,21.44,18.0,23.67
2024-03-22 09:00:00,9.66,1.97,11.06,11.31,12.06
2024-03-22 10:00:00,3.77,1.97,3.77,3.0,4.77
2024-03-22 11:00:00,1.75,1.45,1.65,1.65,1.65
2024-03-22 12:00:00,1.48,1.58,1.32,1.55,1.32
2024-03-22 13:00:00,1.26,1.98,1.15,1.55,1.15
2024-03-22 14:00:00,1.6,1.98,1.5,2.97,1.5
2024-03-22 15:00:00,1.6,1.76,1.5,3.0,1.5
2024-03-22 16:00:00,1.97,1.91,1.65,3.0,2.0
2024-03-22 17:00:00,2.0,1.75,1.9,3.0,2.79
2024-03-22 18:00:00,6.19,2.97,4.59,5.59,5.59
2024-03-22 19:00:00,38.48,7.26,38.96,22.48,39.96
2024-03-22 20:00:00,11.4,3.1,15.4,18.0,18.4
2024-03-22 21:00:00,2.33,1.69,2.0,4.49,3.0
2024-03-22 22:00:00,1.97,1.75,1.75,1.6,1.75
2024-03-22 23:00:00,1.75,1.75,1.75,0.99,0.82
2024-03-23 00:00:00,1.2,1.46,1.2,0.85,0.76
2024-03-23 01:00:00,1.01,1.27,1.01,0.85,0.05
2024-03-23 02:00:00,1.0,1.25,1.0,0.94,0.76
2024-03-23 03:00:00,1.0,0.49,1.0,0.94,0.06
2024-03-23 04:00:00,1.33,0.71,1.0,0.96,0.82
2024-03-23 05:00:00,1.54,1.25,1.0,1.0,1.0
2024-03-23 06:00:00,2.0,3.54,5.0,7.13,5.0
2024-03-23 07:00:00,2.0,7.01,8.9,10.0,9.6
2024-03-23 08:00:00,2.0,2.0,17.45,14.03,18.46
2024-03-23 09:00:00,7.36,2.0,8.76,5.08,9.44
2024-03-23 10:00:00,2.5,1.5,2.5,2.72,2.72
2024-03-23 11:00:00,1.97,1.56,1.87,1.87,1.87
2024-03-23 12:00:00,1.95,1.88,1.5,1.5,1.5
2024-03-23 13:00:00,2.0,2.0,1.48,1.5,1.48
2024-03-23 14:00:00,1.97,1.98,1.5,2.72,1.5
2024-03-23 15:00:00,1.97,2.23,1.72,2.72,1.72
2024-03-23 16:00:00,1.98,2.35,1.82,2.72,2.0
2024-03-23 17:00:00,2.47,2.4,2.03,3.0,3.0
2024-03-23 18:00:00,2.48,2.0,1.5,1.5,1.5
2024-03-23 19:00:00,4.49,2.3,4.49,9.47,4.49
2024-03-23 20:00:00,1.97,1.79,1.97,2.72,1.26
2024-03-23 21:00:00,1.83,2.06,1.5,1.25,0.94
2024-03-23 22:00:00,1.96,1.98,1.5,0.99,0.82
2024-03-23 23:00:00,1.34,1.53,1.01,0.98,0.82
2024-03-24 00:00:00,1.79,1.99,1.0,0.26,0.6
2024-03-24 01:00:00,1.79,1.81,1.0,0.26,0.06
2024-03-24 02:00:00,1.45,1.26,1.0,0.5,0.6
2024-03-24 03:00:00,1.79,1.26,1.0,0.5,0.06
2024-03-24 04:00:00,1.8,1.25,1.0,0.5,0.76
2024-03-24 05:00:00,1.97,1.3,1.0,0.77,1.0
2024-03-24 06:00:00,1.97,1.98,1.25,1.25,1.2
2024-03-24 07:00:00,1.97,3.71,1.5,1.5,1.5
2024-03-24 08:00:00,1.97,4.91,2.0,1.5,3.0
2024-03-24 09:00:00,1.97,2.05,1.5,1.5,2.0
2024-03-24 10:00:00,2.0,1.76,1.5,1.06,2.0
2024-03-24 11:00:00,1.97,2.0,1.15,1.06,1.15
2024-03-24 12:00:00,1.98,2.0,1.0,1.03,1.0
2024-03-24 13:00:00,2.0,2.87,1.0,1.03,1.0
2024-03-24 14:00:00,1.97,2.0,1.25,1.25,1.25
2024-03-24 15:00:00,1.98,2.0,1.5,1.55,1.55
2024-03-24 16:00:00,2.0,2.0,1.65,2.0,2.0
2024-03-24 17:00:00,3.03,2.23,1.97,2.72,2.72
2024-03-24 18:00:00,4.69,2.97,1.5,1.13,1.5
2024-03-24 19:00:00,5.95,6.4,5.95,2.7,8.55
2024-03-24 20:00:00,1.97,2.23,1.97,2.0,3.53
2024-03-24 21:00:00,2.0,2.0,1.5,1.25,1.5
2024-03-24 22:00:00,1.97,2.0,1.19,1.04,1.19
2024-03-24 23:00:00,1.5,1.98,1.0,0.92,0.83
2024-03-25 00:00:00,1.52,1.54,1.0,0.82,0.76
2024-03-25 01:00:00,1.48,1.5,1.0,0.82,0.06
2024-03-25 02:00:00,1.45,1.47,1.0,0.83,0.76
2024-03-25 03:00:00,1.52,1.54,1.0,0.83,0.7
2024-03-25 04:00:00,1.79,1.8,1.0,0.83,0.82
2024-03-25 05:00:00,1.97,1.86,1.0,0.83,1.0
2024-03-25 06:00:00,2.0,1.68,1.67,2.72,1.67
2024-03-25 07:00:00,2.0,5.95,4.3,4.9,4.87
2024-03-25 08:00:00,2.0,5.02,4.76,3.74,7.0
2024-03-25 09:00:00,4.94,5.0,5.2,2.72,7.44
2024-03-25 10:00:00,2.8,2.0,2.47,2.72,10.0
2024-03-25 11:00:00,2.99,2.34,2.66,2.28,3.66
2024-03-25 12:00:00,2.0,1.98,1.55,2.0,2.0
2024-03-25 13:00:00,2.0,1.98,1.5,2.28,2.0
2024-03-25 14:00:00,1.97,2.0,1.5,2.96,2.5
2024-03-25 15:00:00,2.0,2.0,1.57,3.0,3.28
2024-03-25 16:00:00,6.49,6.42,5.55,2.96,8.5
2024-03-25 17:00:00,5.17,5.12,1.97,2.96,2.96
2024-03-25 18:00:00,3.41,2.0,1.65,2.0,2.0
2024-03-25 19:00:00,13.01,3.55,13.49,18.0,18.01
2024-03-25 20:00:00,9.5,4.07,12.0,25.0,25.0
2024-03-25 21:00:00,2.47,1.96,1.97,5.46,5.46
2024-03-25 22:00:00,2.31,1.8,2.31,3.31,3.31
2024-03-25 23:00:00,2.0,1.5,2.0,2.28,2.86
2024-03-26 00:00:00,1.8,1.25,1.47,0.62,0.76
2024-03-26 01:00:00,1.45,0.78,1.12,0.62,0.06
2024-03-26 02:00:00,1.26,0.45,1.01,0.77,0.82
2024-03-26 03:00:00,1.43,0.49,1.01,0.77,0.06
2024-03-26 04:00:00,1.46,0.77,1.01,1.04,1.01
2024-03-26 05:00:00,2.0,1.91,1.97,1.5,2.97
2024-03-26 06:00:00,23.6,5.45,23.85,52.1,27.23
2024-03-26 07:00:00,40.98,7.01,42.98,55.95,48.98
2024-03-26 08:00:00,7.92,2.0,9.32,11.04,15.92
2024-03-26 09:00:00,4.23,1.98,4.49,6.36,6.73
2024-03-26 10:00:00,1.98,1.49,1.65,1.94,2.0
2024-03-26 11:00:00,1.8,1.25,1.43,1.55,1.43
2024-03-26 12:00:00,1.75,1.25,1.0,1.5,1.0
2024-03-26 13:00:00,1.64,1.45,1.0,1.5,1.0
2024-03-26 14:00:00,1.75,1.46,1.01,2.63,1.15
2024-03-26 15:00:00,1.76,1.49,1.01,2.63,1.51
2024-03-26 16:00:00,1.97,1.69,1.24,2.72,2.0
2024-03-26 17:00:00,3.26,1.95,1.5,2.0,2.0
2024-03-26 18:00:00,7.75,3.09,1.97,7.52,8.42
2024-03-26 19:00:00,44.65,7.01,44.65,45.5,54.51
2024-03-26 20:00:00,2.98,2.1,4.98,19.33,26.38
2024-03-26 21:00:00,5.2,4.37,4.68,7.45,7.45
2024-03-26 22:00:00,2.3,1.88,1.97,2.72,2.97
2024-03-26 23:00:00,1.51,1.63,1.37,1.04,1.37
2024-03-27 00:00:00,1.5,1.25,1.25,0.85,0.82
2024-03-27 01:00:00,1.26,1.25,1.01,0.83,0.77
2024-03-27 02:00:00,1.31,0.49,1.0,0.83,0.82
2024-03-27 03:00:00,1.65,0.49,1.2,0.83,0.77
2024-03-27 04:00:00,1.65,0.49,1.2,0.96,1.0
2024-03-27 05:00:00,1.97,1.82,1.37,0.96,1.37
2024-03-27 06:00:00,3.78,4.29,4.03,16.9,5.0
2024-03-27 07:00:00,2.0,5.44,11.75,24.05,12.75
2024-03-27 08:00:00,2.0,10.76,12.09,9.0,13.09
2024-03-27 09:00:00,3.09,2.0,4.49,2.98,5.49
2024-03-27 10:00:00,1.97,1.75,1.64,2.43,2.64
2024-03-27 11:00:00,1.75,1.44,1.01,2.0,1.75
2024-03-27 12:00:00,1.37,1.48,1.0,1.96,1.0
2024-03-27 13:00:00,1.28,1.49,1.0,1.96,1.0
2024-03-27 14:00:00,1.52,1.54,1.0,2.72,1.32
2024-03-27 15:00:00,1.97,1.99,1.01,2.72,1.79
2024-03-27 16:00:00,2.08,1.98,1.0,2.98,2.0
2024-03-27 17:00:00,2.0,2.0,1.48,2.82,2.48
2024-03-27 18:00:00,2.48,2.0,1.5,2.22,2.0
2024-03-27 19:00:00,23.49,4.18,23.98,18.89,26.23
2024-03-27 20:00:00,4.7,4.53,6.43,14.7,10.0
2024-03-27 21:00:00,2.47,1.47,1.97,4.3,3.0
2024-03-27 22:00:00,2.33,1.69,2.0,2.0,2.0
2024-03-27 23:00:00,1.68,1.37,1.68,1.55,1.68
2024-03-28 00:00:00,1.34,1.25,1.01,1.01,1.01
2024-03-28 01:00:00,1.34,1.14,1.01,1.01,1.01
2024-03-28 02:00:00,1.75,0.79,1.5,1.5,1.5
2024-03-28 03:00:00,1.62,0.99,1.29,1.55,1.29
2024-03-28 04:00:00,2.01,1.47,1.68,2.72,1.68
2024-03-28 05:00:00,6.4,4.77,6.07,6.07,6.07
2024-03-28 06:00:00,6.0,7.01,8.0,51.78,29.0
2024-03-28 07:00:00,2.0,7.81,8.0,50.63,25.0
2024-03-28 08:00:00,2.0,3.25,3.4,16.84,16.84
2024-03-28 09:00:00,2.2,2.58,2.32,4.7,4.7
2024-03-28 10:00:00,1.97,1.49,1.64,1.9,2.64
2024-03-28 11:00:00,1.97,1.98,1.5,1.9,2.0
2024-03-28 12:00:00,1.67,1.69,1.15,1.5,1.15
2024-03-28 13:00:00,1.78,1.8,1.03,1.5,1.03
2024-03-28 14:00:00,2.07,1.98,1.01,2.0,1.77
2024-03-28 15:00:00,1.97,2.97,1.24,2.0,2.0
2024-03-28 16:00:00,1.97,2.0,1.45,2.21,2.21
2024-03-28 17:00:00,1.98,2.0,1.46,2.0,2.22
2024-03-28 18:00:00,2.66,2.97,1.04,1.04,1.04
2024-03-28 19:00:00,5.27,7.41,4.75,2.72,5.38
2024-03-28 20:00:00,1.5,1.72,1.5,2.72,1.45
2024-03-28 21:00:00,1.5,1.57,1.01,1.07,1.0
2024-03-28 22:00:00,1.5,1.5,1.0,0.85,0.99
2024-03-28 23:00:00,1.5,1.53,1.0,0.82,0.82
2024-03-29 00:00:00,1.5,2.0,1.0,0.28,0.76
2024-03-29 01:00:00,1.47,2.0,1.0,0.28,0.05
2024-03-29 02:00:00,1.33,1.47,1.0,0.5,0.76
2024-03-29 03:00:00,1.46,1.48,1.0,0.4,0.4
2024-03-29 04:00:00,1.46,1.48,1.0,0.5,0.8
2024-03-29 05:00:00,1.8,1.2,0.99,0.4,0.99
2024-03-29 06:00:00,1.4,1.2,1.07,1.07,1.07
2024-03-29 07:00:00,1.9,4.29,1.25,1.2,1.25
2024-03-29 08:00:00,1.97,4.87,1.97,1.2,2.97
2024-03-29 09:00:00,1.72,1.8,1.2,1.04,2.0
2024-03-29 10:00:00,1.51,1.5,1.0,1.02,2.0
2024-03-29 11:00:00,1.52,1.54,1.0,1.02,1.03
2024-03-29 12:00:00,1.5,1.98,1.0,1.0,1.0
2024-03-29 13:00:00,1.52,2.0,1.0,1.0,1.0
2024-03-29 14:00:00,1.67,2.0,1.15,1.15,1.15
2024-03-29 15:00:00,1.76,2.0,1.43,1.2,1.43
2024-03-29 16:00:00,1.97,2.97,1.5,1.55,2.0
2024-03-29 17:00:00,2.35,2.97,1.5,1.55,2.0
2024-03-29 18:00:00,3.0,2.63,1.24,0.99,1.24
2024-03-29 19:00:00,3.22,3.24,2.5,1.96,5.01
2024-03-29 20:00:00,1.5,2.54,1.5,1.06,1.5
2024-03-29 21:00:00,1.53,1.57,1.03,1.03,1.03
2024-03-29 22:00:00,1.33,1.25,1.0,0.96,1.0
2024-03-29 23:00:00,1.17,1.26,1.0,0.84,0.84
2024-03-30 00:00:00,1.44,2.0,1.0,0.6,0.06
2024-03-30 01:00:00,1.47,1.99,1.0,0.6,0.05
2024-03-30 02:00:00,1.33,1.26,1.0,0.83,0.06
2024-03-30 03:00:00,1.46,1.48,1.0,0.83,0.05
2024-03-30 04:00:00,1.5,1.43,1.0,0.83,0.7
2024-03-30 05:00:00,1.54,1.56,0.99,0.83,0.99
2024-03-30 06:00:00,1.8,1.87,1.15,1.75,1.15
2024-03-30 07:00:00,1.58,3.96,1.25,1.75,1.25
2024-03-30 08:00:00,1.7,2.8,1.5,2.0,2.47
2024-03-30 09:00:00,1.49,1.98,1.03,1.8,2.0
2024-03-30 10:00:00,1.49,1.74,1.01,1.2,1.68
2024-03-30 11:00:00,1.49,1.49,1.01,1.06,1.06
2024-03-30 12:00:00,1.25,1.25,1.0,1.06,1.0
2024-03-30 13:00:00,1.33,1.26,1.0,1.2,1.0
2024-03-30 14:00:00,1.49,1.42,1.01,2.0,1.26
2024-03-30 15:00:00,1.83,1.76,1.5,3.71,3.01
2024-03-30 16:00:00,2.38,2.75,2.3,6.07,6.07
2024-03-30 17:00:00,12.72,7.01,12.2,17.76,14.38
2024-03-30 18:00:00,4.92,2.41,1.72,2.72,2.72
2024-03-30 19:00:00,10.29,5.93,9.78,7.49,13.15
2024-03-30 20:00:00,2.3,1.57,1.97,3.0,3.15
2024-03-30 21:00:00,1.97,1.0,1.5,2.14,1.56
2024-03-30 22:00:00,1.47,1.5,1.0,1.0,1.0
2024-03-30 23:00:00,1.33,1.5,1.0,0.85,0.82
2024-03-31 00:00:00,1.42,2.0,1.0,0.6,0.06
2024-03-31 01:00:00,1.4,1.99,1.0,0.6,0.05
2024-03-31 02:00:00,1.33,1.26,1.0,0.77,0.06
2024-03-31 03:00:00,1.46,1.48,1.0,0.77,0.05
2024-03-31 04:00:00,1.5,1.43,1.0,0.66,0.76
2024-03-31 05:00:00,1.54,1.56,0.99,0.77,0.87
2024-03-31 06:00:00,1.5,1.87,1.04,1.75,1.04
2024-03-31 07:00:00,1.78,3.96,1.45,1.75,1.5
2024-03-31 08:00:00,1.97,4.12,1.5,2.0,2.47
2024-03-31 09:00:00,1.49,1.98,1.03,1.96,2.0
2024-03-31 10:00:00,1.5,1.74,1.01,1.2,1.97
2024-03-31 11:00:00,1.49,1.54,1.01,1.07,1.07
2024-03-31 12:00:00,1.49,1.8,1.0,1.04,1.0
2024-03-31 13:00:00,1.49,1.98,1.0,1.04,1.0
2024-03-31 14:00:00,1.49,1.98,1.0,1.5,1.15
2024-03-31 15:00:00,1.49,1.52,1.01,1.5,1.49
2024-03-31 16:00:00,1.97,1.98,1.5,2.2,2.08
2024-03-31 17:00:00,3.73,2.23,1.97,5.6,4.06
2024-03-31 18:00:00,5.98,2.39,1.97,6.65,6.65
2024-03-31 19:00:00,10.29,5.93,9.77,14.1,18.1
2024-03-31 20:00:00,2.78,2.71,2.26,7.49,7.49
2024-03-31 21:00:00,1.98,1.46,1.65,3.83,2.65
2024-03-31 22:00:00,1.75,1.5,1.42,1.5,1.5
2024-03-31 23:00:00,1.33,1.5,1.0,0.84,0.82
2024-04-01 00:00:00,1.33,1.99,1.0,0.94,0.06
2024-04-01 01:00:00,1.4,1.49,1.0,0.96,0.05
2024-04-01 02:00:00,1.25,1.25,1.0,1.0,0.06
2024-04-01 03:00:00,1.33,1.26,1.0,1.0,0.7
2024-04-01 04:00:00,1.33,1.0,1.0,1.06,0.06
2024-04-01 05:00:00,1.8,1.23,1.0,1.04,0.82
2024-04-01 06:00:00,1.97,1.9,1.64,8.61,2.64
2024-04-01 07:00:00,1.97,2.12,1.86,18.92,3.97
2024-04-01 08:00:00,2.0,1.97,3.4,17.95,9.82
2024-04-01 09:00:00,5.22,1.97,5.22,7.47,7.47
2024-04-01 10:00:00,1.5,1.43,1.17,4.98,2.0
2024-04-01 11:00:00,1.5,1.43,1.01,11.07,2.0
2024-04-01 12:00:00,1.5,1.25,1.17,4.98,2.0
2024-04-01 13:00:00,1.5,1.25,1.17,4.98,2.0
2024-04-01 14:00:00,1.5,1.76,1.5,2.72,2.07
2024-04-01 15:00:00,1.96,1.89,1.5,18.0,2.5
2024-04-01 16:00:00,3.06,2.04,2.54,21.81,17.56
2024-04-01 17:00:00,9.07,7.01,7.08,25.26,25.22
2024-04-01 18:00:00,11.13,4.61,8.84,18.0,16.13
2024-04-01 19:00:00,11.81,3.07,12.29,18.31,22.31
2024-04-01 20:00:00,9.52,5.0,10.0,15.05,19.05
2024-04-01 21:00:00,3.91,2.85,3.37,8.58,8.58
2024-04-01 22:00:00,2.3,2.0,1.97,5.0,4.99
2024-04-01 23:00:00,1.17,1.27,1.01,2.72,2.01
2024-04-02 00:00:00,1.25,1.51,1.0,0.93,0.06
2024-04-02 01:00:00,1.24,1.25,0.99,0.94,0.06
2024-04-02 02:00:00,1.15,0.89,0.99,0.99,0.7
2024-04-02 03:00:00,1.25,1.01,0.99,0.99,0.7
2024-04-02 04:00:00,1.32,0.49,0.99,0.99,0.06
2024-04-02 05:00:00,1.79,1.27,0.99,0.99,0.83
2024-04-02 06:00:00,1.66,1.59,1.2,2.0,0.86
2024-04-02 07:00:00,1.55,1.51,1.25,2.45,1.2
2024-04-02 08:00:00,1.69,1.97,1.5,2.0,2.0
2024-04-02 09:00:00,1.5,1.76,1.5,1.8,1.8
2024-04-02 10:00:00,1.49,1.53,1.01,1.5,1.49
2024-04-02 11:00:00,1.49,1.5,1.01,1.51,1.51
2024-04-02 12:00:00,1.36,1.49,1.01,1.5,1.15
2024-04-02 13:00:00,1.49,1.49,1.01,1.5,1.49
2024-04-02 14:00:00,1.77,1.7,1.44,1.5,1.73
2024-04-02 15:00:00,1.97,1.98,1.5,1.85,1.96
2024-04-02 16:00:00,1.98,1.91,1.5,1.85,2.0
2024-04-02 17:00:00,1.98,1.97,1.5,2.22,2.22
2024-04-02 18:00:00,4.75,2.97,1.25,1.02,1.25
2024-04-02 19:00:00,10.35,3.3,9.0,3.0,10.0
2024-04-02 20:00:00,7.23,4.98,7.23,6.0,10.0
2024-04-02 21:00:00,3.22,3.15,2.7,14.75,16.23
2024-04-02 22:00:00,5.33,3.49,5.0,8.49,8.49
2024-04-02 23:00:00,3.0,2.0,2.79,6.81,3.79
2024-04-03 00:00:00,1.34,1.51,1.01,0.92,0.05
2024-04-03 01:00:00,1.34,1.32,1.01,0.93,0.05
2024-04-03 02:00:00,1.25,0.76,1.0,0.98,0.05
2024-04-03 03:00:00,1.33,0.66,1.0,0.98,0.06
2024-04-03 04:00:00,1.33,0.56,1.0,1.0,0.05
2024-04-03 05:00:00,1.8,1.19,1.0,1.0,0.82
2024-04-03 06:00:00,1.97,1.97,1.97,6.49,1.97
