Time,RegU,RegD,RamU,RamD,Spin,Sup,UncU
2024-03-20 23:00:00,2.6555,2.351,0.0,0.0,1.4912,0.49,0.0
2024-03-21 00:00:00,7.495,2.847,0.0,0.0,1.0202,0.46,0.0
2024-03-21 01:00:00,7.2244,2.5,0.0,0.0,1.4801,0.48,0.0
2024-03-21 02:00:00,6.2507,2.3026,0.0,0.0,1.4801,0.48,0.0
2024-03-21 03:00:00,6.7762,2.3914,0.0,0.0,1.5991,0.49,0.0
2024-03-21 04:00:00,8.0077,2.3534,0.0,0.0,2.0001,0.49,0.0
2024-03-21 05:00:00,9.3549,2.3814,2.145,0.0,4.4968,0.5002,0.0
2024-03-21 06:00:00,10.4971,2.4428,7.31,0.0,9.032,0.65,0.0
2024-03-21 07:00:00,10.8886,2.0447,5.5697,0.0,8.5697,0.68,0.0
2024-03-21 08:00:00,17.2588,2.0445,11.0,0.0,13.976,0.75,0.0
2024-03-21 09:00:00,23.897,2.0428,16.0,0.0,19.2913,0.75,0.0
2024-03-21 10:00:00,11.7867,1.2002,3.4687,0.0,7.4687,0.75,0.0
2024-03-21 11:00:00,10.8997,2.0421,0.2636,0.0,6.8998,0.75,0.0
2024-03-21 12:00:00,8.0097,1.5831,0.0,0.0,5.1945,0.75,0.0
2024-03-21 13:00:00,9.6833,2.0358,2.865,0.0,7.8651,0.75,0.0
2024-03-21 14:00:00,5.9844,2.0411,0.0,0.0,5.0,0.6704,0.0
2024-03-21 15:00:00,5.001,2.0421,0.0,0.0,4.4298,0.6501,0.0
2024-03-21 16:00:00,4.8154,2.0421,0.0,0.0,3.4906,0.49,0.0
2024-03-21 17:00:00,5.3662,2.0423,0.0,0.0,3.6288,0.49,0.0
2024-03-21 18:00:00,5.5149,2.0423,0.0,0.0,4.3275,0.49,0.0
2024-03-21 19:00:00,6.7295,2.3018,0.0,0.0,5.5643,0.49,0.0
2024-03-21 20:00:00,4.992,2.245,0.0,0.0,3.7433,0.49,0.0
2024-03-21 21:00:00,2.0438,3.4561,0.0,0.0,1.4902,0.49,0.0
2024-03-21 22:00:00,2.0541,5.0728,0.0,0.0,1.5037,0.49,0.0
2024-03-21 23:00:00,2.1664,3.5106,0.0,0.0,1.3385,0.3387,0.0
2024-03-22 00:00:00,5.2423,2.3066,0.0,0.0,3.3116,0.49,0.0
2024-03-22 01:00:00,5.3296,2.2836,0.0,0.0,3.632,0.5002,0.0
2024-03-22 02:00:00,5.5794,2.0542,0.6985,0.0,4.2128,0.5,0.0
2024-03-22 03:00:00,6.0352,2.0438,0.9726,0.0,3.9728,0.5002,0.0
2024-03-22 04:00:00,6.9866,2.0432,3.3505,0.0,5.3514,0.5002,0.0
2024-03-22 05:00:00,10.7319,2.0438,7.6165,0.0,8.6177,0.68,0.0
2024-03-22 06:00:00,18.629,2.0432,16.0,0.0,13.8054,0.75,0.0
2024-03-22 07:00:00,15.9296,2.0542,0.6409,0.0,7.9316,0.75,0.0
2024-03-22 08:00:00,11.2147,2.0541,0.0,0.0,6.3798,0.75,0.0
2024-03-22 09:00:00,8.9146,2.0524,0.0,0.0,4.9836,0.75,0.0
2024-03-22 10:00:00,5.6531,2.2158,0.0,0.0,3.2457,0.71,0.0
2024-03-22 11:00:00,7.9998,5.5617,0.0,0.0,3.0001,0.65,0.0
2024-03-22 12:00:00,8.0097,8.0142,0.0,0.0,1.7841,0.65,0.0
2024-03-22 13:00:00,8.0099,8.015,0.0,0.0,1.4902,0.49,0.0
2024-03-22 14:00:00,8.0106,7.7554,0.0,0.0,1.4904,0.49,0.0
2024-03-22 15:00:00,8.0125,8.0123,0.0,0.0,1.4904,0.49,0.0
2024-03-22 16:00:00,10.4847,2.2556,0.0,0.0,1.7454,0.49,0.0
2024-03-22 17:00:00,12.5752,2.3,0.0,0.0,2.6511,0.65,0.0
2024-03-22 18:00:00,15.1173,2.3628,0.0,0.0,2.0002,0.65,0.0
2024-03-22 19:00:00,18.8641,2.3019,0.0,0.0,4.0,0.65,0.0
2024-03-22 20:00:00,9.8073,2.4265,0.0,0.0,4.0001,0.65,0.0
2024-03-22 21:00:00,8.0112,8.0135,0.0,0.0,2.4909,0.49,0.0
2024-03-22 22:00:00,8.0131,8.103,0.0,0.0,3.0001,0.5002,0.0
2024-03-22 23:00:00,8.0082,8.0176,0.0,0.0,2.0,0.49,0.0
2024-03-23 00:00:00,14.7997,2.3066,0.0,0.0,2.0,0.479,0.0
2024-03-23 01:00:00,14.7725,2.331,0.0,0.0,2.0,0.46,0.0
2024-03-23 02:00:00,10.7817,2.3026,0.0,0.0,2.4609,0.46,0.0
2024-03-23 03:00:00,10.4706,2.3914,0.0,0.0,2.4799,0.479,0.0
2024-03-23 04:00:00,7.2685,2.3534,0.0,0.0,2.491,0.49,0.0
2024-03-23 05:00:00,8.0094,2.3814,1.6005,0.0,3.6015,0.5002,0.0
2024-03-23 06:00:00,11.1007,2.0426,2.6645,0.0,6.7436,0.71,0.0
2024-03-23 07:00:00,10.851,2.0,0.0,0.0,7.0,0.75,0.0
2024-03-23 08:00:00,24.0826,2.0,16.0,0.0,18.699,9.5,0.0
2024-03-23 09:00:00,29.1623,2.0001,16.0,0.0,24.0,9.5,0.0
2024-03-23 10:00:00,13.5458,2.0402,0.0,0.0,10.0604,2.063,0.0
2024-03-23 11:00:00,10.121,2.0402,0.0,0.0,5.8308,0.75,0.0
2024-03-23 12:00:00,7.9486,2.0507,0.0,0.0,4.5263,0.75,0.0
2024-03-23 13:00:00,7.7549,2.5,0.0,0.0,4.6995,0.68,0.0
2024-03-23 14:00:00,9.3803,8.0168,0.0,0.0,4.0,0.6701,0.0
2024-03-23 15:00:00,11.4975,9.6165,0.0,0.0,2.4603,0.46,0.0
2024-03-23 16:00:00,25.0,20.6535,0.0,0.0,4.0,0.478,0.0
2024-03-23 17:00:00,25.0,18.0986,0.0,0.0,4.0,0.478,0.0
2024-03-23 18:00:00,25.7606,19.7111,0.0,0.0,4.0,0.478,0.0
2024-03-23 19:00:00,20.3268,11.5091,0.0,0.0,6.3159,0.479,0.0
2024-03-23 20:00:00,25.0,11.2251,0.0,0.0,4.0,0.479,0.0
2024-03-23 21:00:00,20.3385,11.3473,0.0,0.0,4.0,0.48,0.0
2024-03-23 22:00:00,25.0,17.2361,0.0,0.0,4.0,0.479,0.0
2024-03-23 23:00:00,8.1083,10.0177,0.0,0.0,3.1001,0.479,0.0
2024-03-24 00:00:00,8.1083,9.9819,0.0,0.0,2.4905,0.49,0.0
2024-03-24 01:00:00,7.9998,9.988,0.0,0.0,2.4905,0.49,0.0
2024-03-24 02:00:00,8.0392,9.9871,0.0,0.0,2.4905,0.49,0.0
2024-03-24 03:00:00,13.3652,9.9889,0.0,0.0,3.249,0.5,0.0
2024-03-24 04:00:00,13.7599,9.9861,0.0,0.0,3.8797,0.6701,0.0
2024-03-24 05:00:00,20.4701,9.984,0.0,0.0,9.7823,0.5,0.0
2024-03-24 06:00:00,14.1099,10.0224,0.0,0.0,7.0,0.65,0.0
2024-03-24 07:00:00,14.8861,10.0133,0.0,0.0,8.0908,0.65,0.0
2024-03-24 08:00:00,16.2748,10.0114,0.0,0.0,6.6501,0.65,0.0
2024-03-24 09:00:00,14.6269,11.244,0.0,0.0,9.1933,0.49,0.0
2024-03-24 10:00:00,14.3142,10.0111,0.0,0.0,6.0653,0.6501,0.0
2024-03-24 11:00:00,15.6697,11.3687,0.0,0.0,6.4002,0.6701,0.0
2024-03-24 12:00:00,18.8576,10.014,0.0,0.0,5.6246,0.6701,0.0
2024-03-24 13:00:00,23.5752,11.383,0.0,0.0,8.4255,0.6701,0.0
2024-03-24 14:00:00,22.1415,13.0801,0.0,0.0,6.6701,0.67,0.0
2024-03-24 15:00:00,20.682,17.3479,0.0,0.0,6.6701,0.67,0.0
2024-03-24 16:00:00,17.4273,15.717,0.0,0.0,7.3584,0.6701,0.0
2024-03-24 17:00:00,21.6523,14.6404,0.0,0.0,7.9818,0.6701,0.0
2024-03-24 18:00:00,21.6592,13.985,0.0,0.0,8.7168,0.6701,0.0
2024-03-24 19:00:00,25.0,15.778,0.0,0.0,10.6213,0.6701,0.0
2024-03-24 20:00:00,25.0,13.7975,0.0,0.0,5.9104,0.6701,0.0
2024-03-24 21:00:00,15.4907,11.3435,0.0,0.0,4.0,0.6701,0.0
2024-03-24 22:00:00,25.8167,19.7091,0.0,0.0,8.4799,0.6701,0.0
2024-03-24 23:00:00,15.3306,10.0176,0.0,0.0,7.0,0.67,0.0
2024-03-25 00:00:00,8.7734,14.4546,0.0,0.0,3.7606,0.48,0.0
2024-03-25 01:00:00,8.0064,9.988,0.0,0.0,3.0,0.48,0.0
2024-03-25 02:00:00,8.0072,9.9866,0.0,0.0,3.0,0.48,0.0
2024-03-25 03:00:00,9.0058,15.0025,0.0,0.0,4.0,0.479,0.0
2024-03-25 04:00:00,11.1956,15.3171,0.0,0.0,6.1879,0.479,0.0
2024-03-25 05:00:00,12.3302,11.4863,0.0,0.0,7.3208,0.479,0.0
2024-03-25 06:00:00,16.9979,12.6513,0.0,0.0,11.9865,0.48,0.0
2024-03-25 07:00:00,18.9639,11.3051,0.0,0.0,10.8526,0.48,0.0
2024-03-25 08:00:00,23.2058,22.5023,0.0,0.0,6.028,0.48,0.0
2024-03-25 09:00:00,17.0507,11.2481,0.0,0.0,6.7627,0.48,0.0
2024-03-25 10:00:00,21.8887,11.185,0.0,0.0,5.306,0.49,0.0
2024-03-25 11:00:00,17.3152,13.5323,0.0,0.0,9.2241,0.49,0.0
2024-03-25 12:00:00,18.2769,15.6735,0.0,0.0,8.4859,0.49,0.0
2024-03-25 13:00:00,17.6873,14.0205,0.0,0.0,8.3411,0.49,0.0
2024-03-25 14:00:00,11.2706,11.6806,0.0,0.0,6.2599,0.49,0.0
2024-03-25 15:00:00,11.3917,10.0127,0.0,0.0,6.3792,0.49,0.0
2024-03-25 16:00:00,13.9909,10.013,0.0,0.0,8.1634,0.48,0.0
2024-03-25 17:00:00,14.3519,10.0106,0.0,0.0,6.797,0.6701,0.0
2024-03-25 18:00:00,22.9032,10.0127,0.0,0.0,4.4747,0.68,0.0
2024-03-25 19:00:00,21.855,11.3848,0.0,0.0,5.01,0.71,0.0
2024-03-25 20:00:00,25.0,11.4045,0.0,0.0,8.7827,0.71,0.0
2024-03-25 21:00:00,20.6775,12.8036,0.0,0.0,10.4384,0.71,0.0
2024-03-25 22:00:00,27.5419,17.1626,0.0,0.0,8.8187,0.68,0.0
2024-03-25 23:00:00,19.4219,15.0589,0.0,0.0,7.0,0.67,0.0
2024-03-26 00:00:00,15.3503,10.3124,0.0,0.0,7.0,0.7501,0.0
2024-03-26 01:00:00,15.3742,10.7988,0.0,0.0,7.0,0.7501,0.0
2024-03-26 02:00:00,16.5183,6.1924,0.0,0.0,7.0,0.7501,0.0
2024-03-26 03:00:00,18.4442,3.264,0.0,0.0,6.6694,0.7501,0.0
2024-03-26 04:00:00,17.8169,3.5993,0.0,0.0,5.2032,0.7501,0.0
2024-03-26 05:00:00,21.7959,4.4407,0.0,0.0,4.0,0.7501,0.0
2024-03-26 06:00:00,20.7845,2.5,0.0,0.0,7.8276,2.0001,0.0
2024-03-26 07:00:00,20.7442,2.5,0.0,0.0,10.2684,0.7501,0.0
2024-03-26 08:00:00,22.0111,2.5,0.0,0.0,10.1187,1.0001,0.0
2024-03-26 09:00:00,16.1947,4.0376,0.0,0.0,5.6451,2.0001,0.0
2024-03-26 10:00:00,18.1155,2.2158,0.0,0.0,6.6692,1.0001,0.0
2024-03-26 11:00:00,18.2438,2.0402,0.0,0.0,3.3381,0.75,0.0
2024-03-26 12:00:00,21.837,2.0506,0.0,0.0,7.0,0.9997,0.0
2024-03-26 13:00:00,13.9503,2.04,2.3435,0.0,6.2364,0.75,0.0
2024-03-26 14:00:00,11.0468,2.0,0.0,0.0,4.7045,0.75,0.0
2024-03-26 15:00:00,9.3872,2.0398,0.0,0.0,4.0029,0.75,0.0
2024-03-26 16:00:00,9.7969,0.7307,0.0,0.0,5.0,0.75,0.0
2024-03-26 17:00:00,12.7608,0.8587,5.8193,0.0,9.4864,0.75,0.0
2024-03-26 18:00:00,16.8999,1.051,9.5619,0.0,10.7242,0.7501,0.0
2024-03-26 19:00:00,31.7568,2.0,27.0,0.0,25.0706,9.5,0.0
2024-03-26 20:00:00,25.33,2.0,21.0,0.0,20.4925,9.5,0.0
2024-03-26 21:00:00,11.9029,2.0402,0.0,0.0,7.8462,6.8025,0.0
2024-03-26 22:00:00,10.6622,2.0402,0.0,0.0,5.5643,0.75,0.0
2024-03-26 23:00:00,7.0973,2.0402,0.0,0.0,4.156,0.75,0.0
2024-03-27 00:00:00,5.8386,2.0402,0.0,0.0,2.5086,0.5085,0.0
2024-03-27 01:00:00,6.0454,2.0402,0.0,0.0,2.3491,0.68,0.0
2024-03-27 02:00:00,6.4357,2.0402,0.0,0.0,2.0014,0.68,0.0
2024-03-27 03:00:00,6.536,2.0402,0.0,0.0,2.3745,0.49,0.0
2024-03-27 04:00:00,7.9994,2.0,0.68,0.0,2.8277,0.68,0.0
2024-03-27 05:00:00,11.9347,2.0001,5.4339,0.0,7.4342,0.75,0.0
2024-03-27 06:00:00,17.9619,2.0001,16.0,0.0,12.4295,2.0049,0.0
2024-03-27 07:00:00,18.3686,2.0001,11.0,0.0,12.5896,0.75,0.0
2024-03-27 08:00:00,24.6036,1.051,9.2989,0.0,16.2989,2.0049,0.0
2024-03-27 09:00:00,28.9155,2.0,21.0,0.0,21.262,9.5,0.0
2024-03-27 10:00:00,13.3101,2.0,2.4561,0.0,7.8354,2.004,0.0
2024-03-27 11:00:00,8.7198,2.0,0.4646,0.0,5.1553,0.75,0.0
2024-03-27 12:00:00,8.4579,2.0001,0.0,0.0,4.0001,0.75,0.0
2024-03-27 13:00:00,8.0849,2.0001,1.8992,0.0,3.5178,0.75,0.0
2024-03-27 14:00:00,7.142,2.0,0.0,0.0,1.752,0.71,0.0
2024-03-27 15:00:00,6.6773,2.0,0.0,0.0,1.3793,0.71,0.0
2024-03-27 16:00:00,6.52,1.4219,0.0,0.0,1.0011,0.71,0.0
2024-03-27 17:00:00,7.7971,1.2111,0.5637,0.0,2.2919,0.68,0.0
2024-03-27 18:00:00,10.5682,0.7614,2.1851,0.0,5.185,0.75,0.0
2024-03-27 19:00:00,17.8967,1.051,11.0,0.0,11.6718,4.0003,0.0
2024-03-27 20:00:00,13.7716,2.0001,0.0,0.0,6.8784,3.8803,0.0
2024-03-27 21:00:00,7.1138,2.0405,0.0,0.0,3.2988,2.0029,0.0
2024-03-27 22:00:00,4.28,2.0405,0.0,0.0,2.0175,0.75,0.0
2024-03-27 23:00:00,2.0405,2.351,0.0,0.0,1.5293,0.68,0.0
2024-03-28 00:00:00,6.1276,2.3066,0.0,0.0,1.0016,0.46,0.0
2024-03-28 01:00:00,3.78,2.9206,0.0,0.0,0.46,0.46,0.0
2024-03-28 02:00:00,2.6715,2.3026,0.0,0.0,0.0101,0.0101,0.0
2024-03-28 03:00:00,3.702,2.3915,0.0,0.0,0.0102,0.0102,0.0
2024-03-28 04:00:00,3.7685,2.3534,0.0,0.0,0.2502,0.0101,0.0
2024-03-28 05:00:00,6.5152,2.3814,0.0,0.0,2.0011,0.05,0.0
2024-03-28 06:00:00,12.6619,2.4429,0.0,0.0,4.4599,0.46,0.0
2024-03-28 07:00:00,7.8756,2.2611,0.0,0.0,4.0,0.478,0.0
2024-03-28 08:00:00,12.79,3.87,0.0,0.0,4.0332,0.478,0.0
2024-03-28 09:00:00,24.5648,2.0528,16.0,0.0,13.6051,0.75,0.0
2024-03-28 10:00:00,11.6588,2.0429,1.9054,0.0,4.7301,0.73,0.0
2024-03-28 11:00:00,6.2458,2.2893,0.0,0.0,3.7105,0.71,0.0
2024-03-28 12:00:00,9.7347,7.1139,0.0,0.0,1.0012,0.478,0.0
2024-03-28 13:00:00,11.0788,4.8008,0.0,0.0,2.0,0.2503,0.0
2024-03-28 14:00:00,11.4972,7.1344,0.0,0.0,2.2009,0.2,0.0
2024-03-28 15:00:00,11.9471,8.0123,0.0,0.0,2.0,0.15,0.0
2024-03-28 16:00:00,10.0217,8.3213,0.0,0.0,2.0001,0.1,0.0
2024-03-28 17:00:00,11.2298,8.9059,0.0,0.0,2.2506,0.2501,0.0
2024-03-28 18:00:00,10.3681,8.8605,0.0,0.0,2.2506,0.2501,0.0
2024-03-28 19:00:00,11.3128,9.9818,0.0,0.0,2.4605,0.46,0.0
2024-03-28 20:00:00,11.7029,10.5208,0.0,0.0,1.4602,0.46,0.0
2024-03-28 21:00:00,11.9954,9.9886,0.0,0.0,1.2502,0.2501,0.0
2024-03-28 22:00:00,8.063,9.9878,0.0,0.0,1.0005,0.05,0.0
2024-03-28 23:00:00,11.2086,12.7662,0.0,0.0,1.0501,0.05,0.0
2024-03-29 00:00:00,8.4653,9.9888,0.0,0.0,1.0502,0.05,0.0
2024-03-29 01:00:00,9.1603,9.9894,0.0,0.0,1.0502,0.05,0.0
2024-03-29 02:00:00,9.1798,9.9871,0.0,0.0,1.0502,0.05,0.0
2024-03-29 03:00:00,8.0557,9.9889,0.0,0.0,1.0501,0.05,0.0
2024-03-29 04:00:00,10.767,9.9861,0.0,0.0,1.0501,0.05,0.0
2024-03-29 05:00:00,10.3441,9.984,0.0,0.0,2.2009,0.2,0.0
2024-03-29 06:00:00,18.0297,9.6559,0.0,0.0,4.0,0.2501,0.0
2024-03-29 07:00:00,19.5416,8.0132,0.0,0.0,3.6423,0.48,0.0
2024-03-29 08:00:00,19.1464,5.6138,0.0,0.0,2.4808,0.48,0.0
2024-03-29 09:00:00,19.1905,3.7388,0.0,0.0,3.8832,0.48,0.0
2024-03-29 10:00:00,16.3895,2.2159,0.0,0.0,3.9248,0.49,0.0
2024-03-29 11:00:00,11.7072,5.0,0.0,0.0,5.5168,0.49,0.0
2024-03-29 12:00:00,13.2088,2.9807,0.0,0.0,4.0001,0.49,0.0
2024-03-29 13:00:00,9.2915,2.6116,0.0,0.0,3.6636,0.48,0.0
2024-03-29 14:00:00,10.4405,7.1344,0.0,0.0,2.0,0.48,0.0
2024-03-29 15:00:00,9.3149,5.8619,0.0,0.0,2.0,0.48,0.0
2024-03-29 16:00:00,11.3673,6.5273,0.0,0.0,3.1039,0.48,0.0
2024-03-29 17:00:00,9.009,2.8469,0.0,0.0,4.0,0.49,0.0
2024-03-29 18:00:00,10.0815,4.623,0.0,0.0,4.0,0.65,0.0
2024-03-29 19:00:00,15.0348,8.0004,0.0,0.0,5.3492,0.65,0.0
2024-03-29 20:00:00,14.9752,8.0123,0.0,0.0,6.4483,0.65,0.0
2024-03-29 21:00:00,15.7701,9.9826,0.0,0.0,4.0,0.65,0.0
2024-03-29 22:00:00,15.3785,11.8011,0.0,0.0,3.65,0.48,0.0
2024-03-29 23:00:00,10.7284,9.9817,0.0,0.0,1.6903,0.48,0.0
2024-03-30 00:00:00,18.6007,10.0154,0.0,0.0,1.0006,0.46,0.0
2024-03-30 01:00:00,28.5401,18.2464,0.0,0.0,1.0006,0.15,0.0
2024-03-30 02:00:00,21.7058,15.7899,0.0,0.0,0.0599,0.05,0.0
2024-03-30 03:00:00,15.1165,9.9814,0.0,0.0,0.0109,0.0109,0.0
2024-03-30 04:00:00,15.4728,8.0177,0.0,0.0,0.05,0.05,0.0
2024-03-30 05:00:00,15.1168,5.8621,0.0,0.0,1.0012,0.15,0.0
2024-03-30 06:00:00,11.7855,2.4428,0.0,0.0,1.1511,0.15,0.0
2024-03-30 07:00:00,13.3897,2.2611,0.0,0.0,2.0004,0.65,0.0
2024-03-30 08:00:00,13.366,1.258,3.2951,0.0,4.2962,0.71,0.0
2024-03-30 09:00:00,18.385,0.872,11.0,0.0,11.3863,2.0001,2.0
2024-03-30 10:00:00,14.7959,1.0506,6.4751,0.0,8.6511,0.7501,0.0
2024-03-30 11:00:00,18.9998,0.6862,11.0,0.0,13.0239,0.75,0.0
2024-03-30 12:00:00,19.9547,0.5602,16.0,0.0,13.9552,9.5,0.0
2024-03-30 13:00:00,16.1781,0.7893,16.0,0.0,12.4924,9.5,0.0
2024-03-30 14:00:00,15.8303,0.7975,8.6514,0.0,11.2927,8.6547,0.0
2024-03-30 15:00:00,13.0396,1.0506,5.0809,0.0,8.4612,0.7501,0.0
2024-03-30 16:00:00,11.6645,2.0355,0.0,0.0,6.7173,0.7501,0.0
2024-03-30 17:00:00,11.5039,2.0412,0.0,0.0,6.1065,0.75,0.0
2024-03-30 18:00:00,10.9141,2.3628,0.0,0.0,5.1137,0.75,0.0
2024-03-30 19:00:00,9.6117,2.3018,0.0,0.0,3.0702,2.0029,0.0
2024-03-30 20:00:00,6.6864,2.645,0.0,0.0,2.5304,0.48,0.0
2024-03-30 21:00:00,11.7813,8.0006,0.0,0.0,2.189,0.48,0.0
2024-03-30 22:00:00,11.142,8.0117,0.0,0.0,1.0001,0.15,0.0
2024-03-30 23:00:00,8.0082,9.9817,0.0,0.0,0.25,0.0102,0.0
2024-03-31 00:00:00,13.853,9.9806,0.0,0.0,0.25,0.15,0.0
2024-03-31 01:00:00,11.1635,9.9818,0.0,0.0,0.25,0.05,0.0
2024-03-31 02:00:00,8.0573,9.8232,0.0,0.0,0.25,0.05,0.0
2024-03-31 03:00:00,8.0558,8.0197,0.0,0.0,0.25,0.05,0.0
2024-03-31 04:00:00,8.0576,5.7327,0.0,0.0,0.25,0.05,0.0
2024-03-31 05:00:00,9.5908,4.2406,0.0,0.0,1.0011,0.05,0.0
2024-03-31 06:00:00,10.1401,8.0222,0.0,0.0,1.0011,0.15,0.0
2024-03-31 07:00:00,11.3191,7.1044,0.0,0.0,1.0001,0.15,0.0
2024-03-31 08:00:00,19.7917,3.4674,0.0,0.0,1.0013,0.46,0.0
2024-03-31 09:00:00,23.7553,2.1946,0.2526,0.0,2.08,0.46,0.0
2024-03-31 10:00:00,17.6295,2.2158,0.0,0.0,2.0,0.46,0.0
2024-03-31 11:00:00,7.8132,2.2927,0.0,0.0,1.5748,0.46,0.0
2024-03-31 12:00:00,8.3637,2.2883,0.0,0.0,1.0011,0.46,0.0
2024-03-31 13:00:00,9.257,2.3005,0.0,0.0,1.0011,0.46,0.0
2024-03-31 14:00:00,8.0107,2.5001,0.0,0.0,1.0011,0.46,0.0
2024-03-31 15:00:00,8.0125,2.5001,0.0,0.0,1.0011,0.46,0.0
2024-03-31 16:00:00,8.4713,2.7842,0.0,0.0,1.0011,0.46,0.0
2024-03-31 17:00:00,13.328,2.5001,0.0,0.0,1.0011,0.2502,0.0
2024-03-31 18:00:00,11.6583,2.5001,0.0,0.0,1.0011,0.2502,0.0
2024-03-31 19:00:00,14.7845,4.1064,0.0,0.0,1.0011,0.2502,0.0
2024-03-31 20:00:00,15.5608,8.0123,0.0,0.0,1.0011,0.2502,0.0
2024-03-31 21:00:00,11.9342,9.9826,0.0,0.0,1.001,0.15,0.0
2024-03-31 22:00:00,11.296,9.9878,0.0,0.0,0.0118,0.0118,0.0
2024-03-31 23:00:00,11.6584,9.9877,0.0,0.0,0.0102,0.0101,0.0
2024-04-01 00:00:00,28.4949,11.3889,0.0,0.0,1.0089,0.05,0.0
2024-04-01 01:00:00,26.6086,11.4381,0.0,0.0,1.0001,0.05,0.0
2024-04-01 02:00:00,21.5257,11.3593,0.0,0.0,1.0001,0.05,0.0
2024-04-01 03:00:00,26.3209,11.4139,0.0,0.0,1.0009,0.05,0.0
2024-04-01 04:00:00,23.7881,10.0214,0.0,0.0,1.101,0.1,0.0
2024-04-01 05:00:00,19.6834,2.5001,0.0,0.0,1.1013,0.1,0.0
2024-04-01 06:00:00,17.4758,2.4486,0.0,0.0,1.5258,0.49,0.0
2024-04-01 07:00:00,11.0977,2.3146,0.0,0.0,3.1991,0.7,0.0
2024-04-01 08:00:00,18.3817,2.1814,8.368,0.0,9.3681,0.75,0.0
2024-04-01 09:00:00,35.7497,2.0443,16.0,0.0,26.2346,1.0001,0.0
2024-04-01 10:00:00,21.7593,2.0471,2.4803,0.0,13.4294,1.0001,0.0
2024-04-01 11:00:00,17.5774,2.0351,0.0,0.0,11.0124,0.75,0.0
2024-04-01 12:00:00,23.8856,2.0354,0.0,0.0,16.905,0.75,0.0
2024-04-01 13:00:00,16.5142,2.0356,0.0,0.0,11.5073,0.75,0.0
2024-04-01 14:00:00,14.4894,2.0443,0.0,0.0,7.4387,0.75,0.0
2024-04-01 15:00:00,11.0923,5.0596,0.0,0.0,6.0775,0.75,0.0
2024-04-01 16:00:00,11.6986,2.5,0.0,0.0,6.6816,0.71,0.0
2024-04-01 17:00:00,16.0279,5.3713,0.0,0.0,6.7535,0.7,0.0
2024-04-01 18:00:00,14.8653,7.6656,0.0,0.0,4.6786,0.7,0.0
2024-04-01 19:00:00,12.7832,5.4426,0.0,0.0,4.0,0.7,0.0
2024-04-01 20:00:00,16.6211,9.5821,0.0,0.0,6.0764,0.7,0.0
2024-04-01 21:00:00,17.4933,11.3195,0.0,0.0,2.5276,0.71,0.0
2024-04-01 22:00:00,9.361,8.0127,0.0,0.0,3.0729,0.5001,0.0
2024-04-01 23:00:00,27.6941,22.8268,0.0,0.0,1.25,0.25,0.0
2024-04-02 00:00:00,8.0146,9.981,0.0,0.0,1.15,0.15,0.0
2024-04-02 01:00:00,8.0074,9.9818,0.0,0.0,1.0003,0.0101,0.0
2024-04-02 02:00:00,16.9582,24.6007,0.0,0.0,1.05,0.05,0.0
2024-04-02 03:00:00,27.4774,28.5988,0.0,0.0,1.05,0.05,0.0
2024-04-02 04:00:00,26.7479,19.4667,0.0,0.0,1.0501,0.05,0.0
2024-04-02 05:00:00,16.9579,18.2829,0.0,0.0,1.0111,0.011,0.0
2024-04-02 06:00:00,14.204,10.0222,0.0,0.0,1.2503,0.2502,0.0
2024-04-02 07:00:00,14.7163,9.9814,0.0,0.0,2.0004,0.478,0.0
2024-04-02 08:00:00,16.0648,8.1803,0.0,0.0,1.4813,0.48,0.0
2024-04-02 09:00:00,16.5147,2.5,0.0,0.0,4.0,0.65,0.0
2024-04-02 10:00:00,13.8669,2.3115,0.0,0.0,3.5531,0.65,0.0
2024-04-02 11:00:00,11.2532,2.3226,0.0,0.0,4.0,0.49,0.0
2024-04-02 12:00:00,8.7036,2.3083,0.0,0.0,2.2988,0.48,0.0
2024-04-02 13:00:00,8.6745,2.3777,0.0,0.0,2.4859,0.479,0.0
2024-04-02 14:00:00,9.4094,2.3079,0.0,0.0,2.5205,0.48,0.0
2024-04-02 15:00:00,11.3805,5.852,0.0,0.0,1.6967,0.479,0.0
2024-04-02 16:00:00,10.1064,2.2909,0.0,0.0,1.389,0.389,0.0
2024-04-02 17:00:00,13.8898,2.2971,0.0,0.0,1.4611,0.46,0.0
2024-04-02 18:00:00,18.3133,2.385,0.0,0.0,2.0001,0.478,0.0
2024-04-02 19:00:00,13.0897,2.3541,0.0,0.0,1.0016,0.49,0.0
2024-04-02 20:00:00,18.9576,2.2426,0.0,0.0,4.0,0.7503,0.0
2024-04-02 21:00:00,14.4369,2.2541,0.0,0.0,4.0,0.7503,0.0
2024-04-02 22:00:00,14.2128,2.2582,0.0,0.0,2.3641,0.71,0.0
2024-04-02 23:00:00,17.2247,2.326,0.0,0.0,1.48,0.479,0.0
2024-04-03 00:00:00,16.0648,8.0153,0.0,0.0,1.4801,0.479,0.0
2024-04-03 01:00:00,11.189,9.9836,0.0,0.0,1.2001,0.2,0.0
2024-04-03 02:00:00,10.9193,9.9819,0.0,0.0,1.0008,0.15,0.0
2024-04-03 03:00:00,8.0088,9.9835,0.0,0.0,0.2502,0.2502,0.0
2024-04-03 04:00:00,11.2099,9.0606,0.0,0.0,0.25,0.25,0.0
2024-04-03 05:00:00,13.2272,8.0205,0.0,0.0,0.25,0.25,0.0
