Time,Spin10,NSpin10,Res30,RegC
2024-03-10 11:00:00,4.403,4.141,4.13,5.25
2024-03-10 12:00:00,4.273,4.011,4.0,5.77
2024-03-10 13:00:00,4.273,4.011,4.0,5.25
2024-03-10 14:00:00,4.273,4.011,4.0,5.25
2024-03-10 15:00:00,4.273,4.011,4.0,5.25
2024-03-10 16:00:00,4.273,4.011,4.0,7.29
2024-03-10 17:00:00,4.605,4.141,4.13,7.0
2024-03-10 18:00:00,5.057,4.13,4.13,7.83
2024-03-10 19:00:00,7.057,4.15,4.15,11.48
2024-03-10 20:00:00,6.508,4.13,4.13,10.49
2024-03-10 21:00:00,4.43,4.13,4.13,7.0
2024-03-10 22:00:00,4.348,4.13,4.13,5.25
2024-03-10 23:00:00,2.504,2.504,2.482,4.0
2024-03-11 00:00:00,2.485,2.485,2.485,4.0
2024-03-11 01:00:00,2.485,2.485,2.485,4.0
2024-03-11 02:00:00,2.485,2.485,2.485,4.0
2024-03-11 03:00:00,2.485,2.485,2.485,3.0
2024-03-11 04:00:00,2.485,2.485,2.485,4.0
2024-03-11 05:00:00,2.99,2.99,2.99,4.74
2024-03-11 06:00:00,5.515,3.47,3.47,8.97
2024-03-11 07:00:00,7.595,4.42,4.42,12.45
2024-03-11 08:00:00,6.217,4.15,4.15,9.94
2024-03-11 09:00:00,4.886,4.15,4.15,5.77
2024-03-11 10:00:00,4.488,4.15,4.15,5.27
2024-03-11 11:00:00,4.348,4.141,4.13,5.25
2024-03-11 12:00:00,4.348,4.141,4.13,5.25
2024-03-11 13:00:00,4.348,4.141,4.13,6.58
2024-03-11 14:00:00,4.348,4.141,4.13,6.13
2024-03-11 15:00:00,4.348,4.141,4.13,7.16
2024-03-11 16:00:00,4.348,4.141,4.13,7.0
2024-03-11 17:00:00,4.952,4.161,4.15,7.07
2024-03-11 18:00:00,5.59,4.15,4.139,9.29
2024-03-11 19:00:00,6.948,4.15,4.15,11.36
2024-03-11 20:00:00,5.683,4.139,4.139,8.96
2024-03-11 21:00:00,4.605,4.13,4.13,7.0
2024-03-11 22:00:00,4.348,4.13,4.13,5.25
2024-03-11 23:00:00,2.765,2.504,2.482,4.0
2024-03-12 00:00:00,2.485,2.485,2.485,4.0
2024-03-12 01:00:00,2.485,2.485,2.485,4.0
2024-03-12 02:00:00,2.485,2.485,2.485,4.0
2024-03-12 03:00:00,2.485,2.485,2.485,3.0
2024-03-12 04:00:00,2.485,2.485,2.485,4.0
2024-03-12 05:00:00,2.485,2.485,2.485,5.03
2024-03-12 06:00:00,5.014,2.99,2.99,8.45
2024-03-12 07:00:00,8.617,4.177,4.15,14.34
2024-03-12 08:00:00,5.988,4.177,4.15,9.52
2024-03-12 09:00:00,4.348,4.174,4.13,5.75
2024-03-12 10:00:00,4.348,4.174,4.13,5.25
2024-03-12 11:00:00,4.0,4.0,4.0,5.25
2024-03-12 12:00:00,3.273,3.044,3.0,5.25
2024-03-12 13:00:00,3.273,3.044,3.0,5.25
2024-03-12 14:00:00,3.273,3.044,3.0,5.38
2024-03-12 15:00:00,3.273,3.06,3.0,5.25
2024-03-12 16:00:00,4.273,4.044,4.0,5.75
2024-03-12 17:00:00,4.403,4.174,4.13,7.0
2024-03-12 18:00:00,4.605,4.174,4.13,5.88
2024-03-12 19:00:00,6.214,4.141,4.13,8.83
2024-03-12 20:00:00,4.708,4.141,4.13,7.19
2024-03-12 21:00:00,4.452,4.174,4.13,5.5
2024-03-12 22:00:00,4.348,4.19,4.13,5.88
2024-03-12 23:00:00,2.513,2.513,2.48,5.0
2024-03-13 00:00:00,2.496,2.496,2.496,4.23
2024-03-13 01:00:00,2.496,2.496,2.496,3.24
2024-03-13 02:00:00,2.496,2.496,2.496,3.63
2024-03-13 03:00:00,2.496,2.496,2.496,3.0
2024-03-13 04:00:00,2.496,2.496,2.496,4.23
2024-03-13 05:00:00,2.513,2.513,2.513,4.21
2024-03-13 06:00:00,4.632,4.632,2.99,7.75
2024-03-13 07:00:00,8.306,4.297,4.15,13.77
2024-03-13 08:00:00,6.261,4.297,4.15,10.02
2024-03-13 09:00:00,4.468,4.13,4.13,5.75
2024-03-13 10:00:00,4.403,4.13,4.13,5.13
2024-03-13 11:00:00,4.0,4.0,4.0,5.25
2024-03-13 12:00:00,4.0,4.0,4.0,5.25
2024-03-13 13:00:00,3.76,3.76,3.76,5.25
2024-03-13 14:00:00,3.5,3.5,3.5,5.49
2024-03-13 15:00:00,3.86,3.86,3.86,5.25
2024-03-13 16:00:00,4.273,4.0,4.0,5.75
2024-03-13 17:00:00,4.468,4.13,4.13,7.0
2024-03-13 18:00:00,5.339,4.15,4.15,8.33
2024-03-13 19:00:00,7.597,4.15,4.15,12.47
2024-03-13 20:00:00,6.268,4.13,4.13,6.54
2024-03-13 21:00:00,4.468,4.13,4.13,7.0
2024-03-13 22:00:00,4.468,4.13,4.13,5.95
2024-03-13 23:00:00,2.765,2.765,2.482,5.0
2024-03-14 00:00:00,2.587,2.587,2.5,4.41
2024-03-14 01:00:00,2.569,2.569,2.482,4.39
2024-03-14 02:00:00,2.569,2.569,2.482,4.39
2024-03-14 03:00:00,2.569,2.569,2.482,3.0
2024-03-14 04:00:00,2.569,2.569,2.482,4.39
2024-03-14 05:00:00,2.569,2.569,2.482,4.24
2024-03-14 06:00:00,3.699,3.699,2.99,5.0
2024-03-14 07:00:00,6.446,4.15,4.15,11.6
2024-03-14 08:00:00,5.039,4.15,4.15,8.85
2024-03-14 09:00:00,4.13,4.13,4.13,5.75
2024-03-14 10:00:00,3.93,3.93,3.93,5.0
2024-03-14 11:00:00,3.314,3.09,3.09,6.25
2024-03-14 12:00:00,3.273,3.0,3.0,5.25
2024-03-14 13:00:00,3.273,3.0,3.0,5.25
2024-03-14 14:00:00,3.273,3.0,3.0,5.25
2024-03-14 15:00:00,3.273,3.0,3.0,5.25
2024-03-14 16:00:00,3.318,3.1,3.1,5.75
2024-03-14 17:00:00,4.13,4.13,4.13,7.0
2024-03-14 18:00:00,5.603,4.13,4.13,9.44
2024-03-14 19:00:00,7.032,4.13,4.13,10.49
2024-03-14 20:00:00,5.166,4.13,4.13,7.06
2024-03-14 21:00:00,4.13,4.13,4.13,5.5
2024-03-14 22:00:00,4.0,4.0,4.0,5.25
2024-03-14 23:00:00,2.578,2.578,2.48,4.0
2024-03-15 00:00:00,2.587,2.587,2.5,4.41
2024-03-15 01:00:00,2.66,2.66,2.66,4.41
2024-03-15 02:00:00,2.537,2.537,2.488,3.28
2024-03-15 03:00:00,2.569,2.569,2.482,3.0
2024-03-15 04:00:00,2.537,2.537,2.488,3.24
2024-03-15 05:00:00,2.569,2.569,2.482,4.0
2024-03-15 06:00:00,2.587,2.587,2.5,4.41
2024-03-15 07:00:00,4.477,4.15,4.15,7.82
2024-03-15 08:00:00,4.468,4.13,4.13,7.0
2024-03-15 09:00:00,4.403,4.13,4.13,5.75
2024-03-15 10:00:00,4.375,4.13,4.13,5.25
2024-03-15 11:00:00,4.403,4.13,4.13,5.25
2024-03-15 12:00:00,4.13,4.13,4.13,5.25
2024-03-15 13:00:00,4.13,4.13,4.13,5.25
2024-03-15 14:00:00,4.0,4.0,4.0,5.25
2024-03-15 15:00:00,4.0,4.0,4.0,5.25
2024-03-15 16:00:00,4.038,4.0,4.0,7.0
2024-03-15 17:00:00,4.441,4.13,4.13,7.0
2024-03-15 18:00:00,4.741,4.13,4.13,8.34
2024-03-15 19:00:00,5.75,4.13,4.13,10.16
2024-03-15 20:00:00,4.605,4.13,4.13,5.84
2024-03-15 21:00:00,4.397,4.13,4.13,5.5
2024-03-15 22:00:00,4.13,4.13,4.13,5.25
2024-03-15 23:00:00,2.578,2.578,2.48,4.0
2024-03-16 00:00:00,2.48,2.48,2.48,4.23
2024-03-16 01:00:00,2.48,2.48,2.48,4.23
2024-03-16 02:00:00,2.48,2.48,2.48,3.56
2024-03-16 03:00:00,2.48,2.48,2.48,3.0
2024-03-16 04:00:00,2.48,2.48,2.48,4.23
2024-03-16 05:00:00,2.482,2.482,2.482,4.0
2024-03-16 06:00:00,2.489,2.489,2.489,3.41
2024-03-16 07:00:00,4.15,4.15,4.15,7.0
2024-03-16 08:00:00,4.417,4.177,4.15,7.0
2024-03-16 09:00:00,4.13,4.13,4.13,5.75
2024-03-16 10:00:00,4.13,4.13,4.13,5.44
2024-03-16 11:00:00,3.3,3.087,3.06,5.25
2024-03-16 12:00:00,3.277,3.037,3.01,5.25
2024-03-16 13:00:00,3.277,3.037,3.01,5.25
2024-03-16 14:00:00,3.277,3.037,3.01,5.25
2024-03-16 15:00:00,3.277,3.037,3.01,5.25
2024-03-16 16:00:00,3.267,3.027,3.0,5.75
2024-03-16 17:00:00,4.141,4.141,4.13,7.0
2024-03-16 18:00:00,4.468,4.141,4.13,7.0
2024-03-16 19:00:00,5.543,4.13,4.13,8.72
2024-03-16 20:00:00,4.605,4.141,4.13,5.5
2024-03-16 21:00:00,4.397,4.157,4.13,5.5
2024-03-16 22:00:00,4.13,4.13,4.13,5.25
2024-03-16 23:00:00,2.48,2.48,2.48,4.0
2024-03-17 00:00:00,2.482,2.482,2.482,5.95
2024-03-17 01:00:00,2.482,2.482,2.482,4.0
2024-03-17 02:00:00,2.48,2.48,2.48,4.0
2024-03-17 03:00:00,2.48,2.48,2.48,3.0
2024-03-17 04:00:00,2.48,2.48,2.48,4.0
2024-03-17 05:00:00,2.482,2.482,2.482,7.05
2024-03-17 06:00:00,2.489,2.489,2.489,5.97
2024-03-17 07:00:00,4.403,4.288,4.13,10.0
2024-03-17 08:00:00,4.534,4.288,4.13,7.0
2024-03-17 09:00:00,4.468,4.288,4.13,5.75
2024-03-17 10:00:00,4.468,4.217,4.13,7.84
2024-03-17 11:00:00,4.13,4.13,4.13,9.19
2024-03-17 12:00:00,4.13,4.13,4.13,10.33
2024-03-17 13:00:00,4.13,4.13,4.13,10.92
2024-03-17 14:00:00,4.0,4.0,4.0,11.2
2024-03-17 15:00:00,4.0,4.0,4.0,11.44
2024-03-17 16:00:00,4.13,4.13,4.13,11.64
2024-03-17 17:00:00,4.468,4.141,4.13,7.0
2024-03-17 18:00:00,4.605,4.141,4.13,7.0
2024-03-17 19:00:00,7.926,4.13,4.13,13.09
2024-03-17 20:00:00,6.006,4.13,4.13,5.5
2024-03-17 21:00:00,4.605,4.141,4.13,5.5
2024-03-17 22:00:00,4.605,4.359,4.13,5.25
2024-03-17 23:00:00,2.764,2.764,2.48,4.0
2024-03-18 00:00:00,2.482,2.482,2.482,4.0
2024-03-18 01:00:00,2.482,2.482,2.482,4.0
2024-03-18 02:00:00,2.482,2.482,2.482,4.0
2024-03-18 03:00:00,2.482,2.482,2.482,3.0
2024-03-18 04:00:00,2.482,2.482,2.482,4.0
2024-03-18 05:00:00,2.482,2.482,2.482,4.2
2024-03-18 06:00:00,3.934,3.934,2.99,6.47
2024-03-18 07:00:00,4.761,4.188,4.15,11.16
2024-03-18 08:00:00,4.477,4.161,4.15,7.69
2024-03-18 09:00:00,4.141,4.141,4.13,5.75
2024-03-18 10:00:00,4.13,4.13,4.13,5.25
2024-03-18 11:00:00,4.13,4.13,4.13,5.25
2024-03-18 12:00:00,4.011,4.011,4.0,5.25
2024-03-18 13:00:00,4.0,4.0,4.0,5.25
2024-03-18 14:00:00,4.0,4.0,4.0,5.25
2024-03-18 15:00:00,4.13,4.13,4.13,5.25
2024-03-18 16:00:00,4.375,4.13,4.13,7.0
2024-03-18 17:00:00,4.468,4.13,4.13,7.0
2024-03-18 18:00:00,4.468,4.13,4.13,8.57
2024-03-18 19:00:00,6.25,4.15,4.15,12.0
2024-03-18 20:00:00,5.246,4.15,4.15,8.16
2024-03-18 21:00:00,4.468,4.141,4.13,7.0
2024-03-18 22:00:00,4.386,4.13,4.13,7.0
2024-03-18 23:00:00,2.491,2.48,2.48,5.0
2024-03-19 00:00:00,2.482,2.482,2.482,4.51
2024-03-19 01:00:00,2.482,2.482,2.482,4.0
2024-03-19 02:00:00,2.482,2.482,2.482,4.0
2024-03-19 03:00:00,2.482,2.482,2.482,3.0
2024-03-19 04:00:00,2.482,2.482,2.482,4.0
2024-03-19 05:00:00,2.5,2.5,2.5,4.25
2024-03-19 06:00:00,3.95,3.028,2.99,6.5
2024-03-19 07:00:00,6.806,4.15,4.15,14.9
2024-03-19 08:00:00,4.477,4.15,4.15,8.59
2024-03-19 09:00:00,4.348,4.13,4.13,5.75
2024-03-19 10:00:00,3.318,3.1,3.1,5.25
2024-03-19 11:00:00,3.318,3.1,3.1,5.25
2024-03-19 12:00:00,3.218,3.0,3.0,5.25
2024-03-19 13:00:00,3.218,3.0,3.0,5.25
2024-03-19 14:00:00,3.011,3.011,3.0,5.25
2024-03-19 15:00:00,3.191,3.011,3.0,5.25
2024-03-19 16:00:00,3.218,3.0,3.0,7.0
2024-03-19 17:00:00,4.37,4.13,4.13,7.0
2024-03-19 18:00:00,4.468,4.13,4.13,7.78
2024-03-19 19:00:00,5.415,4.21,4.15,8.83
2024-03-19 20:00:00,4.477,4.21,4.15,7.0
2024-03-19 21:00:00,4.386,4.13,4.13,6.04
2024-03-19 22:00:00,4.348,4.13,4.13,5.25
2024-03-19 23:00:00,2.491,2.48,2.48,4.0
2024-03-20 00:00:00,2.5,2.5,2.5,4.25
2024-03-20 01:00:00,2.5,2.5,2.5,4.25
2024-03-20 02:00:00,2.5,2.5,2.5,4.25
2024-03-20 03:00:00,2.482,2.482,2.482,3.0
2024-03-20 04:00:00,2.5,2.5,2.5,4.25
2024-03-20 05:00:00,2.78,2.78,2.78,4.53
2024-03-20 06:00:00,4.075,3.814,2.99,6.73
2024-03-20 07:00:00,7.625,4.15,4.15,10.0
2024-03-20 08:00:00,4.799,4.15,4.15,7.77
2024-03-20 09:00:00,4.13,4.13,4.13,5.75
2024-03-20 10:00:00,4.13,4.13,4.13,5.25
2024-03-20 11:00:00,4.13,4.13,4.13,5.25
2024-03-20 12:00:00,4.13,4.13,4.13,5.25
2024-03-20 13:00:00,4.0,4.0,4.0,5.25
2024-03-20 14:00:00,4.0,4.0,4.0,5.25
2024-03-20 15:00:00,4.0,4.0,4.0,5.25
2024-03-20 16:00:00,4.605,4.13,4.13,7.0
2024-03-20 17:00:00,4.468,4.13,4.13,7.0
2024-03-20 18:00:00,4.834,4.13,4.13,7.42
2024-03-20 19:00:00,6.774,4.15,4.15,10.96
2024-03-20 20:00:00,5.126,4.15,4.15,6.41
2024-03-20 21:00:00,4.605,4.13,4.13,7.0
2024-03-20 22:00:00,4.13,4.13,4.13,5.25
2024-03-20 23:00:00,2.491,2.491,2.48,5.0
2024-03-21 00:00:00,2.5,2.5,2.5,4.25
2024-03-21 01:00:00,2.5,2.5,2.5,4.25
2024-03-21 02:00:00,2.49,2.49,2.49,4.24
2024-03-21 03:00:00,2.481,2.481,2.481,3.0
2024-03-21 04:00:00,2.49,2.49,2.49,4.24
2024-03-21 05:00:00,2.99,2.99,2.99,4.74
2024-03-21 06:00:00,6.944,3.0,3.0,11.98
2024-03-21 07:00:00,8.644,7.209,5.0,21.03
2024-03-21 08:00:00,5.971,5.971,5.0,12.52
2024-03-21 09:00:00,4.605,4.163,4.13,5.75
2024-03-21 10:00:00,4.468,4.13,4.13,5.25
2024-03-21 11:00:00,4.168,4.13,4.13,5.25
2024-03-21 12:00:00,4.13,4.13,4.13,5.25
2024-03-21 13:00:00,4.13,4.13,4.13,5.25
2024-03-21 14:00:00,4.13,4.13,4.13,5.25
2024-03-21 15:00:00,4.13,4.13,4.13,5.25
2024-03-21 16:00:00,4.174,4.13,4.13,7.0
2024-03-21 17:00:00,4.719,4.13,4.13,6.15
2024-03-21 18:00:00,4.59,4.59,4.59,9.5
2024-03-21 19:00:00,10.154,8.119,5.91,10.0
2024-03-21 20:00:00,10.955,9.487,7.17,10.0
2024-03-21 21:00:00,6.26,6.26,5.0,9.31
2024-03-21 22:00:00,4.614,4.614,4.15,7.0
2024-03-21 23:00:00,2.99,2.99,2.99,5.0
2024-03-22 00:00:00,2.69,2.69,2.69,4.44
2024-03-22 01:00:00,2.69,2.69,2.69,4.44
2024-03-22 02:00:00,2.69,2.69,2.69,4.44
2024-03-22 03:00:00,2.69,2.69,2.69,3.21
2024-03-22 04:00:00,2.69,2.69,2.69,4.44
2024-03-22 05:00:00,3.813,3.813,3.0,6.24
2024-03-22 06:00:00,8.796,6.636,5.0,10.0
2024-03-22 07:00:00,11.031,9.22,7.0,17.44
2024-03-22 08:00:00,6.636,6.636,5.0,10.0
2024-03-22 09:00:00,4.468,4.141,4.13,5.75
2024-03-22 10:00:00,4.13,4.13,4.13,5.25
2024-03-22 11:00:00,4.13,4.13,4.13,5.25
2024-03-22 12:00:00,4.13,4.13,4.13,5.25
2024-03-22 13:00:00,3.85,3.85,3.85,5.25
2024-03-22 14:00:00,3.85,3.85,3.85,5.25
2024-03-22 15:00:00,3.85,3.85,3.85,5.25
2024-03-22 16:00:00,4.13,4.13,4.13,7.0
2024-03-22 17:00:00,4.468,4.13,4.13,7.0
2024-03-22 18:00:00,5.074,4.13,4.13,8.29
2024-03-22 19:00:00,5.301,4.352,4.27,11.84
2024-03-22 20:00:00,5.105,4.297,4.15,5.52
2024-03-22 21:00:00,4.872,4.425,4.139,7.28
2024-03-22 22:00:00,4.614,4.15,4.15,5.66
2024-03-22 23:00:00,2.604,2.604,2.5,5.0
2024-03-23 00:00:00,2.696,2.696,2.5,4.61
2024-03-23 01:00:00,2.678,2.678,2.482,4.59
2024-03-23 02:00:00,2.678,2.678,2.482,4.59
2024-03-23 03:00:00,2.678,2.678,2.482,3.0
2024-03-23 04:00:00,2.678,2.678,2.482,4.59
2024-03-23 05:00:00,2.678,2.678,2.482,4.0
2024-03-23 06:00:00,3.182,3.182,2.5,5.5
2024-03-23 07:00:00,4.297,4.297,4.15,7.0
2024-03-23 08:00:00,4.477,4.215,4.15,7.0
2024-03-23 09:00:00,4.559,4.297,4.15,5.77
2024-03-23 10:00:00,5.23,4.166,4.15,5.27
2024-03-23 11:00:00,4.979,4.166,4.15,5.27
2024-03-23 12:00:00,5.23,4.166,4.15,5.27
2024-03-23 13:00:00,4.87,4.166,4.15,5.27
2024-03-23 14:00:00,4.477,4.166,4.15,5.27
2024-03-23 15:00:00,4.386,4.146,4.13,5.25
2024-03-23 16:00:00,4.468,4.146,4.13,7.0
2024-03-23 17:00:00,4.523,4.13,4.13,7.0
2024-03-23 18:00:00,4.937,4.13,4.13,7.61
2024-03-23 19:00:00,5.941,4.13,4.13,9.45
2024-03-23 20:00:00,4.725,4.13,4.13,7.22
2024-03-23 21:00:00,4.408,4.146,4.13,7.0
2024-03-23 22:00:00,4.477,4.237,4.15,5.27
2024-03-23 23:00:00,2.698,2.698,2.48,5.0
2024-03-24 00:00:00,2.918,2.918,2.482,5.03
2024-03-24 01:00:00,2.484,2.484,2.484,3.57
2024-03-24 02:00:00,2.484,2.484,2.484,4.0
2024-03-24 03:00:00,2.484,2.484,2.484,3.0
2024-03-24 04:00:00,2.484,2.484,2.484,4.0
2024-03-24 05:00:00,2.493,2.493,2.482,4.25
2024-03-24 06:00:00,3.198,3.198,2.489,5.53
2024-03-24 07:00:00,4.368,4.368,4.15,9.06
2024-03-24 08:00:00,4.477,4.183,4.15,7.0
2024-03-24 09:00:00,4.468,4.174,4.13,5.75
2024-03-24 10:00:00,4.435,4.141,4.13,5.25
2024-03-24 11:00:00,4.011,4.011,4.0,5.25
2024-03-24 12:00:00,3.273,3.011,3.0,5.25
2024-03-24 13:00:00,3.273,3.011,3.0,5.25
2024-03-24 14:00:00,3.273,3.011,3.0,5.25
2024-03-24 15:00:00,3.273,3.011,3.0,5.25
2024-03-24 16:00:00,3.861,3.861,3.85,5.75
2024-03-24 17:00:00,4.435,4.141,4.13,7.0
2024-03-24 18:00:00,4.605,4.141,4.13,7.0
2024-03-24 19:00:00,5.395,4.13,4.13,9.64
2024-03-24 20:00:00,5.085,4.13,4.13,7.88
2024-03-24 21:00:00,4.605,4.141,4.13,7.0
2024-03-24 22:00:00,4.468,4.157,4.13,5.25
2024-03-24 23:00:00,2.529,2.529,2.48,5.0
2024-03-25 00:00:00,3.317,3.317,2.99,4.0
2024-03-25 01:00:00,2.52,2.52,2.52,4.27
2024-03-25 02:00:00,2.52,2.52,2.52,3.7
2024-03-25 03:00:00,2.493,2.493,2.482,3.0
2024-03-25 04:00:00,2.7,2.7,2.7,4.45
2024-03-25 05:00:00,4.512,4.512,2.99,7.53
2024-03-25 06:00:00,8.497,6.25,4.15,13.87
2024-03-25 07:00:00,7.847,7.847,5.0,16.69
2024-03-25 08:00:00,6.789,6.789,5.0,11.08
2024-03-25 09:00:00,4.592,4.297,4.139,5.75
2024-03-25 10:00:00,4.605,4.605,4.13,5.25
2024-03-25 11:00:00,4.348,4.348,4.13,5.25
2024-03-25 12:00:00,4.218,4.218,4.0,5.25
2024-03-25 13:00:00,4.404,4.404,4.0,5.25
2024-03-25 14:00:00,4.221,4.221,3.85,5.25
2024-03-25 15:00:00,4.052,4.052,3.85,5.25
2024-03-25 16:00:00,4.212,4.212,4.13,5.75
2024-03-25 17:00:00,4.468,4.245,4.13,7.0
2024-03-25 18:00:00,4.957,4.27,4.15,6.51
2024-03-25 19:00:00,6.877,4.232,4.15,13.59
2024-03-25 20:00:00,7.008,4.232,4.15,10.24
2024-03-25 21:00:00,4.614,4.39,4.15,7.0
2024-03-25 22:00:00,4.605,4.605,4.13,5.25
2024-03-25 23:00:00,2.765,2.765,2.482,4.0
2024-03-26 00:00:00,2.493,2.493,2.482,4.0
2024-03-26 01:00:00,2.493,2.493,2.482,4.0
2024-03-26 02:00:00,2.493,2.493,2.482,4.0
2024-03-26 03:00:00,2.493,2.493,2.482,3.0
2024-03-26 04:00:00,2.493,2.493,2.482,4.0
2024-03-26 05:00:00,3.535,3.535,2.99,5.74
2024-03-26 06:00:00,6.652,5.877,3.33,11.17
2024-03-26 07:00:00,8.859,6.541,4.79,10.01
2024-03-26 08:00:00,6.654,5.383,4.15,9.86
2024-03-26 09:00:00,5.625,5.625,4.13,5.75
2024-03-26 10:00:00,5.352,4.757,4.13,5.25
2024-03-26 11:00:00,5.052,5.052,4.13,5.25
2024-03-26 12:00:00,4.457,4.457,4.13,5.25
2024-03-26 13:00:00,4.348,4.348,4.13,5.25
2024-03-26 14:00:00,4.348,4.348,4.13,5.25
2024-03-26 15:00:00,4.348,4.348,4.13,5.25
2024-03-26 16:00:00,4.348,4.212,4.13,7.0
2024-03-26 17:00:00,4.861,4.212,4.13,7.47
2024-03-26 18:00:00,5.023,4.232,4.15,7.75
2024-03-26 19:00:00,5.939,4.297,4.15,10.36
2024-03-26 20:00:00,5.35,4.297,4.15,8.38
2024-03-26 21:00:00,4.521,4.297,4.139,5.5
2024-03-26 22:00:00,4.468,4.468,4.13,5.71
2024-03-26 23:00:00,2.765,2.765,2.482,5.0
2024-03-27 00:00:00,2.5,2.5,2.5,4.25
2024-03-27 01:00:00,2.482,2.482,2.482,4.23
2024-03-27 02:00:00,2.482,2.482,2.482,4.23
2024-03-27 03:00:00,2.482,2.482,2.482,3.0
2024-03-27 04:00:00,2.482,2.482,2.482,4.23
2024-03-27 05:00:00,2.5,2.5,2.5,4.07
2024-03-27 06:00:00,3.929,3.929,2.489,6.87
2024-03-27 07:00:00,4.728,4.297,4.15,9.35
2024-03-27 08:00:00,5.503,4.297,4.15,9.66
2024-03-27 09:00:00,5.105,4.297,4.15,7.24
2024-03-27 10:00:00,5.634,5.454,4.15,5.83
2024-03-27 11:00:00,5.095,5.095,4.13,5.13
2024-03-27 12:00:00,4.417,4.417,4.15,5.27
2024-03-27 13:00:00,4.354,4.354,4.13,5.25
2024-03-27 14:00:00,4.397,4.397,4.13,5.25
2024-03-27 15:00:00,4.397,4.397,4.13,5.25
2024-03-27 16:00:00,4.288,4.288,4.13,7.0
2024-03-27 17:00:00,5.265,4.288,4.13,8.21
2024-03-27 18:00:00,5.521,4.288,4.13,8.68
2024-03-27 19:00:00,6.819,4.288,4.13,11.06
2024-03-27 20:00:00,5.341,4.288,4.13,6.13
2024-03-27 21:00:00,4.337,4.288,4.13,5.5
2024-03-27 22:00:00,4.468,4.468,4.13,7.0
2024-03-27 23:00:00,2.765,2.765,2.482,5.0
2024-03-28 00:00:00,3.486,3.486,2.526,5.99
2024-03-28 01:00:00,3.077,3.077,2.526,3.64
2024-03-28 02:00:00,2.929,2.929,2.487,4.0
2024-03-28 03:00:00,2.497,2.497,2.497,3.0
2024-03-28 04:00:00,2.935,2.935,2.493,4.0
2024-03-28 05:00:00,3.705,3.705,2.483,6.47
2024-03-28 06:00:00,4.79,4.79,2.712,8.04
2024-03-28 07:00:00,7.836,4.356,4.28,12.8
2024-03-28 08:00:00,8.432,4.297,4.15,14.0
2024-03-28 09:00:00,8.786,4.297,4.15,12.65
2024-03-28 10:00:00,8.208,6.25,4.15,9.14
2024-03-28 11:00:00,6.359,6.179,4.15,6.0
2024-03-28 12:00:00,5.886,5.706,4.13,7.4
2024-03-28 13:00:00,5.346,5.346,4.13,5.25
2024-03-28 14:00:00,4.675,4.675,4.13,5.25
2024-03-28 15:00:00,4.675,4.675,4.13,5.25
2024-03-28 16:00:00,4.468,4.288,4.13,7.0
2024-03-28 17:00:00,4.937,4.288,4.13,8.6
2024-03-28 18:00:00,5.908,4.288,4.13,9.89
2024-03-28 19:00:00,7.119,4.288,4.13,10.57
2024-03-28 20:00:00,5.695,4.288,4.13,7.63
2024-03-28 21:00:00,4.555,4.288,4.13,7.0
2024-03-28 22:00:00,4.468,4.468,4.13,5.25
2024-03-28 23:00:00,2.831,2.831,2.482,4.0
2024-03-29 00:00:00,2.587,2.587,2.5,3.41
2024-03-29 01:00:00,2.587,2.587,2.5,4.0
2024-03-29 02:00:00,2.569,2.569,2.482,4.0
2024-03-29 03:00:00,2.569,2.569,2.482,3.0
2024-03-29 04:00:00,2.569,2.569,2.482,4.0
2024-03-29 05:00:00,2.724,2.724,2.5,4.66
2024-03-29 06:00:00,4.423,4.423,2.65,7.65
2024-03-29 07:00:00,5.121,4.297,4.15,11.74
2024-03-29 08:00:00,4.837,4.297,4.15,8.27
2024-03-29 09:00:00,4.468,4.288,4.13,5.75
2024-03-29 10:00:00,4.288,4.288,4.13,5.13
2024-03-29 11:00:00,4.043,4.043,3.59,5.0
2024-03-29 12:00:00,3.545,3.545,3.0,6.65
2024-03-29 13:00:00,3.273,3.273,3.0,6.79
2024-03-29 14:00:00,3.273,3.273,3.0,7.0
2024-03-29 15:00:00,3.273,3.273,3.0,7.27
2024-03-29 16:00:00,3.273,3.273,3.0,8.94
2024-03-29 17:00:00,4.229,4.229,4.0,7.0
2024-03-29 18:00:00,4.337,4.288,4.13,7.0
2024-03-29 19:00:00,4.714,4.288,4.13,8.4
2024-03-29 20:00:00,4.577,4.288,4.13,5.5
2024-03-29 21:00:00,4.288,4.288,4.13,7.0
2024-03-29 22:00:00,4.211,4.211,3.96,7.0
2024-03-29 23:00:00,2.698,2.698,2.48,5.0
2024-03-30 00:00:00,2.482,2.482,2.482,5.51
2024-03-30 01:00:00,2.482,2.482,2.482,4.0
2024-03-30 02:00:00,2.482,2.482,2.482,4.0
2024-03-30 03:00:00,2.482,2.482,2.482,3.0
2024-03-30 04:00:00,2.482,2.482,2.482,4.0
2024-03-30 05:00:00,2.482,2.482,2.482,6.26
2024-03-30 06:00:00,3.672,3.672,2.712,7.54
2024-03-30 07:00:00,5.265,5.265,4.13,10.36
2024-03-30 08:00:00,4.468,4.468,4.13,7.0
2024-03-30 09:00:00,3.936,3.936,3.74,5.75
2024-03-30 10:00:00,3.464,3.464,3.0,10.28
2024-03-30 11:00:00,3.0,3.0,3.0,7.0
2024-03-30 12:00:00,3.0,3.0,3.0,12.08
