Time,RamU,RamD,Reg,Spin,STR,Sup
2024-03-08 06:00:00,0.0,0,8.15,2.65,0.0,0.18
2024-03-08 07:00:00,1.28,0,11.61,3.0,0.084,0.18
2024-03-08 08:00:00,1.2,0,11.2,3.93,0.084,0.18
2024-03-08 09:00:00,0.0,0,10.53,2.63,0.084,0.18
2024-03-08 10:00:00,0.0,0,12.51,2.65,0.084,0.18
2024-03-08 11:00:00,0.0,0,8.72,2.59,0.0,0.18
2024-03-08 12:00:00,0.0,0,8.11,2.03,0.0,0.18
2024-03-08 13:00:00,0.0,0,12.88,2.25,0.0,0.18
2024-03-08 14:00:00,0.0,0,11.0,2.32,0.0,0.18
2024-03-08 15:00:00,0.0,0,8.11,2.36,0.0,0.18
2024-03-08 16:00:00,0.0,0,9.92,2.0,0.0,0.18
2024-03-08 17:00:00,0.0,0,12.14,2.71,0.0,0.18
2024-03-08 18:00:00,0.56,0,10.86,3.0,0.0,0.2
2024-03-08 19:00:00,0.47,0,12.77,3.26,0.0,0.2
2024-03-08 20:00:00,0.18,0,12.45,3.18,0.0,0.18
2024-03-08 21:00:00,0.0,0,11.92,3.0,0.0,0.18
2024-03-08 22:00:00,0.0,0,10.57,2.22,0.0,0.2
2024-03-08 23:00:00,0.0,0,8.4,1.37,0.0,0.18
2024-03-09 00:00:00,0.0,0,10.95,1.29,0.0,0.18
2024-03-09 01:00:00,0.0,0,7.14,1.0,0.0,0.18
2024-03-09 02:00:00,0.0,0,6.03,0.88,0.0,0.18
2024-03-09 03:00:00,0.0,0,4.53,0.32,0.0,0.18
2024-03-09 04:00:00,0.0,0,4.36,0.36,0.0,0.18
2024-03-09 05:00:00,0.0,0,4.01,0.32,0.0,0.18
2024-03-09 06:00:00,0.0,0,3.23,0.36,0.0,0.18
2024-03-09 07:00:00,0.0,0,9.83,1.0,0.0,0.18
2024-03-09 08:00:00,0.0,0,7.7,1.32,0.047,0.18
2024-03-09 09:00:00,0.0,0,9.92,1.83,0.084,0.18
2024-03-09 10:00:00,0.0,0,11.07,2.71,0.084,0.18
2024-03-09 11:00:00,0.0,0,12.54,2.28,0.0,0.18
2024-03-09 12:00:00,0.0,0,7.49,1.46,0.0,0.18
2024-03-09 13:00:00,0.0,0,9.85,0.79,0.0,0.18
2024-03-09 14:00:00,0.0,0,5.87,0.57,0.0,0.18
2024-03-09 15:00:00,0.0,0,5.25,0.58,0.0,0.18
2024-03-09 16:00:00,0.0,0,5.37,0.58,0.0,0.18
2024-03-09 17:00:00,0.0,0,7.72,0.55,0.0,0.18
2024-03-09 18:00:00,2.12,0,9.4,3.0,0.0,0.18
2024-03-09 19:00:00,5.0,0,16.59,6.0,0.0,0.2
2024-03-09 20:00:00,5.0,0,15.06,6.53,0.0,0.2
2024-03-09 21:00:00,0.51,0,13.13,3.34,0.0,0.2
2024-03-09 22:00:00,0.0,0,10.55,2.83,0.005,0.2
2024-03-09 23:00:00,0.0,0,13.03,2.42,0.0,0.2
2024-03-10 00:00:00,0.0,0,13.2,2.3,0.084,0.2
2024-03-10 01:00:00,0.0,0,12.51,2.03,0.084,0.18
2024-03-10 02:00:00,0.0,0,11.05,1.55,0.047,0.18
2024-03-10 03:00:00,0.0,0,9.14,1.55,0.0,0.18
2024-03-10 04:00:00,0.0,0,9.73,1.0,0.0,0.18
2024-03-10 05:00:00,0.0,0,10.32,1.51,0.0,0.18
2024-03-10 06:00:00,0.0,0,10.93,1.51,0.084,0.18
2024-03-10 07:00:00,1.01,0,14.25,2.98,0.084,0.18
2024-03-10 08:00:00,0.0,0,14.94,2.79,0.033,0.18
2024-03-10 09:00:00,0.0,0,14.96,2.72,0.005,0.18
2024-03-10 10:00:00,0.0,0,13.61,2.68,0.0,0.18
2024-03-10 11:00:00,0.0,0,12.57,1.55,0.047,0.18
2024-03-10 12:00:00,0.0,0,12.47,1.24,0.0,0.18
2024-03-10 13:00:00,0.0,0,6.53,1.22,0.0,0.18
2024-03-10 14:00:00,0.0,0,6.06,0.58,0.0,0.18
2024-03-10 15:00:00,0.0,0,5.59,0.32,0.0,0.18
2024-03-10 16:00:00,0.0,0,5.59,0.32,0.0,0.18
2024-03-10 17:00:00,0.0,0,6.03,0.92,0.0,0.18
2024-03-10 18:00:00,1.19,0,12.56,3.02,0.0,0.18
2024-03-10 19:00:00,5.0,0,15.98,6.75,0.0,0.2
2024-03-10 20:00:00,0.69,0,12.74,3.82,0.0,0.2
2024-03-10 21:00:00,0.0,0,13.85,2.84,0.0,0.2
2024-03-10 22:00:00,0.0,0,9.64,2.0,0.0,0.2
2024-03-10 23:00:00,0.0,0,8.64,1.5,0.0,0.18
2024-03-11 00:00:00,0.0,0,7.16,1.02,0.0,0.18
2024-03-11 01:00:00,0.0,0,4.14,0.18,0.0,0.18
2024-03-11 02:00:00,0.0,0,3.28,0.21,0.0,0.18
2024-03-11 03:00:00,0.0,0,2.76,0.18,0.0,0.18
2024-03-11 04:00:00,0.0,0,3.36,0.55,0.0,0.18
2024-03-11 05:00:00,0.0,0,6.27,1.0,0.0,0.18
2024-03-11 06:00:00,5.0,0,13.28,5.25,0.084,0.2
2024-03-11 07:00:00,5.0,0,20.0,9.75,0.0,0.2
2024-03-11 08:00:00,5.0,0,19.76,9.28,0.0,0.2
2024-03-11 09:00:00,0.0,0,10.84,3.02,0.0,0.2
2024-03-11 10:00:00,0.0,0,10.1,3.0,0.005,0.2
2024-03-11 11:00:00,0.0,0,10.04,2.8,0.084,0.18
2024-03-11 12:00:00,0.0,0,9.16,2.55,0.084,0.2
2024-03-11 13:00:00,0.0,0,9.0,1.32,0.0,0.18
2024-03-11 14:00:00,0.0,0,5.31,0.88,0.0,0.18
2024-03-11 15:00:00,0.0,0,4.93,0.88,0.0,0.18
2024-03-11 16:00:00,0.0,0,5.59,0.55,0.0,0.18
2024-03-11 17:00:00,0.0,0,5.87,0.6,0.0,0.18
2024-03-11 18:00:00,0.0,0,8.03,1.44,0.0,0.18
2024-03-11 19:00:00,0.26,0,12.28,3.02,0.0,0.2
2024-03-11 20:00:00,0.0,0,13.08,3.34,0.0,0.2
2024-03-11 21:00:00,0.0,0,12.16,3.0,0.0,0.2
2024-03-11 22:00:00,0.0,0,9.49,2.69,0.0,0.2
2024-03-11 23:00:00,0.0,0,8.99,1.55,0.0,0.18
2024-03-12 00:00:00,0.0,0,7.0,1.0,0.0,0.18
2024-03-12 01:00:00,0.0,0,6.1,0.45,0.0,0.18
2024-03-12 02:00:00,0.0,0,5.49,0.22,0.0,0.18
2024-03-12 03:00:00,0.0,0,5.13,0.21,0.0,0.18
2024-03-12 04:00:00,0.0,0,5.59,0.32,0.0,0.18
2024-03-12 05:00:00,0.0,0,6.02,0.75,0.0,0.18
2024-03-12 06:00:00,2.5,0,10.17,3.0,0.0,0.2
2024-03-12 07:00:00,5.0,0,15.44,6.25,0.0,0.2
2024-03-12 08:00:00,0.34,0,11.4,3.18,0.0,0.2
2024-03-12 09:00:00,0.0,0,9.37,2.56,0.0,0.2
2024-03-12 10:00:00,0.0,0,8.54,2.72,0.084,0.2
2024-03-12 11:00:00,0.0,0,9.39,2.19,0.0,0.2
2024-03-12 12:00:00,0.0,0,8.84,1.52,0.023,0.18
2024-03-12 13:00:00,0.0,0,10.04,1.0,0.0,0.18
2024-03-12 14:00:00,0.0,0,7.01,1.0,0.0,0.18
2024-03-12 15:00:00,0.0,0,6.56,0.88,0.0,0.18
2024-03-12 16:00:00,0.0,0,9.47,1.0,0.0,0.18
2024-03-12 17:00:00,0.0,0,7.33,1.84,0.0,0.2
2024-03-12 18:00:00,1.31,0,11.96,2.59,0.0,0.2
2024-03-12 19:00:00,1.95,0,13.2,4.54,0.0,0.2
2024-03-12 20:00:00,0.94,0,15.94,4.0,0.0,0.2
2024-03-12 21:00:00,0.0,0,12.75,2.99,0.0,0.2
2024-03-12 22:00:00,0.0,0,9.71,1.26,0.0,0.2
2024-03-12 23:00:00,0.0,0,9.47,1.0,0.0,0.2
2024-03-13 00:00:00,0.0,0,10.04,1.0,0.0,0.2
2024-03-13 01:00:00,0.0,0,7.12,0.88,0.0,0.2
2024-03-13 02:00:00,0.0,0,6.51,0.68,0.0,0.2
2024-03-13 03:00:00,0.0,0,5.59,0.32,0.0,0.2
2024-03-13 04:00:00,0.0,0,4.43,0.37,0.0,0.2
2024-03-13 05:00:00,0.0,0,8.66,1.0,0.0,0.2
2024-03-13 06:00:00,2.0,0,11.49,3.0,0.0,0.2
2024-03-13 07:00:00,4.87,0,13.39,7.41,0.084,0.2
2024-03-13 08:00:00,0.01,0,12.28,4.01,0.3,0.2
2024-03-13 09:00:00,0.0,0,8.89,2.44,0.084,0.2
2024-03-13 10:00:00,0.47,0,10.34,2.83,0.084,0.2
2024-03-13 11:00:00,0.0,0,10.87,2.75,0.084,0.2
2024-03-13 12:00:00,0.0,0,10.61,2.75,0.084,0.2
2024-03-13 13:00:00,0.0,0,10.64,2.63,0.047,0.2
2024-03-13 14:00:00,0.0,0,9.87,2.71,0.0,0.2
2024-03-13 15:00:00,0.0,0,11.54,2.71,0.0,0.2
2024-03-13 16:00:00,0.29,0,12.06,3.0,0.0,0.2
2024-03-13 17:00:00,0.7,0,12.89,3.19,0.0,0.2
2024-03-13 18:00:00,1.98,0,13.59,4.19,0.0,0.2
2024-03-13 19:00:00,1.63,0,14.43,4.25,0.0,0.2
2024-03-13 20:00:00,0.0,0,13.46,3.1,0.0,0.2
2024-03-13 21:00:00,0.0,0,8.17,2.84,0.0,0.2
2024-03-13 22:00:00,0.0,0,9.02,2.0,0.0,0.2
2024-03-13 23:00:00,0.0,0,9.18,1.34,0.0,0.2
2024-03-14 00:00:00,0.0,0,7.33,1.0,0.0,0.2
2024-03-14 01:00:00,0.0,0,6.2,1.0,0.0,0.2
2024-03-14 02:00:00,0.0,0,5.01,0.52,0.0,0.2
2024-03-14 03:00:00,0.0,0,4.62,0.25,0.0,0.2
2024-03-14 04:00:00,0.0,0,4.24,0.25,0.0,0.2
2024-03-14 05:00:00,0.0,0,6.15,0.88,0.0,0.2
2024-03-14 06:00:00,0.0,0,9.25,2.66,0.0,0.2
2024-03-14 07:00:00,1.21,0,15.33,4.0,0.084,0.2
2024-03-14 08:00:00,0.0,0,13.54,3.02,0.084,0.2
2024-03-14 09:00:00,0.0,0,8.11,2.73,0.084,0.2
2024-03-14 10:00:00,0.0,0,11.67,2.68,0.084,0.2
2024-03-14 11:00:00,0.0,0,8.9,3.0,0.0,0.2
2024-03-14 12:00:00,0.0,0,8.31,3.0,0.0,0.2
2024-03-14 13:00:00,0.0,0,9.02,3.0,0.0,0.2
2024-03-14 14:00:00,0.0,0,8.77,2.96,0.0,0.2
2024-03-14 15:00:00,0.0,0,8.06,2.79,0.0,0.2
2024-03-14 16:00:00,0.28,0,9.64,3.0,0.0,0.2
2024-03-14 17:00:00,3.03,0,12.82,3.27,0.0,0.2
2024-03-14 18:00:00,4.0,0,14.08,4.25,0.0,0.2
2024-03-14 19:00:00,5.0,0,14.75,6.41,0.0,0.2
2024-03-14 20:00:00,5.0,0,14.75,7.0,0.0,0.2
2024-03-14 21:00:00,0.04,0,14.16,3.38,0.0,0.2
2024-03-14 22:00:00,0.0,0,10.63,2.73,0.0,0.2
2024-03-14 23:00:00,0.0,0,9.31,1.0,0.0,0.2
2024-03-15 00:00:00,0.0,0,8.46,1.71,0.0,0.2
2024-03-15 01:00:00,0.0,0,5.78,0.88,0.0,0.2
2024-03-15 02:00:00,0.0,0,5.18,0.55,0.0,0.2
2024-03-15 03:00:00,0.0,0,2.61,0.25,0.0,0.18
2024-03-15 04:00:00,0.0,0,2.81,0.25,0.0,0.18
2024-03-15 05:00:00,0.0,0,5.4,0.88,0.0,0.18
2024-03-15 06:00:00,0.0,0,7.26,2.46,0.0,0.18
2024-03-15 07:00:00,4.93,0,17.41,5.96,0.047,0.2
2024-03-15 08:00:00,2.05,0,14.75,5.18,0.084,0.2
2024-03-15 09:00:00,1.35,0,10.81,4.0,0.084,0.2
2024-03-15 10:00:00,3.05,0,11.01,5.18,0.0,0.2
2024-03-15 11:00:00,2.57,0,11.26,5.32,0.0,0.2
2024-03-15 12:00:00,0.31,0,11.27,4.31,0.0,0.2
2024-03-15 13:00:00,0.0,0,12.39,3.18,0.0,0.2
2024-03-15 14:00:00,0.0,0,11.57,3.0,0.0,0.2
2024-03-15 15:00:00,0.0,0,12.26,3.02,0.0,0.2
2024-03-15 16:00:00,0.0,0,12.57,2.86,0.0,0.2
2024-03-15 17:00:00,1.0,0,12.87,3.0,0.0,0.2
2024-03-15 18:00:00,1.22,0,13.21,3.05,0.0,0.18
2024-03-15 19:00:00,4.45,0,13.25,4.0,0.0,0.18
2024-03-15 20:00:00,0.91,0,13.2,4.25,0.0,0.18
2024-03-15 21:00:00,0.0,0,14.34,3.02,0.0,0.18
2024-03-15 22:00:00,0.0,0,15.0,2.76,0.0,0.18
2024-03-15 23:00:00,0.0,0,9.92,2.73,0.0,0.18
2024-03-16 00:00:00,0.0,0,8.11,1.29,0.0,0.2
2024-03-16 01:00:00,0.0,0,10.21,1.22,0.0,0.18
2024-03-16 02:00:00,0.0,0,8.92,1.0,0.0,0.18
2024-03-16 03:00:00,0.0,0,6.15,1.0,0.0,0.18
2024-03-16 04:00:00,0.0,0,6.24,1.0,0.0,0.18
2024-03-16 05:00:00,0.0,0,7.28,1.0,0.0,0.18
2024-03-16 06:00:00,0.0,0,7.6,1.17,0.084,0.18
2024-03-16 07:00:00,0.1,0,10.43,2.78,0.084,0.18
2024-03-16 08:00:00,0.0,0,10.56,2.73,0.084,0.18
2024-03-16 09:00:00,0.0,0,10.51,2.67,0.084,0.18
2024-03-16 10:00:00,0.0,0,13.8,2.71,0.084,0.18
2024-03-16 11:00:00,0.0,0,8.95,2.7,0.08,0.18
2024-03-16 12:00:00,0.0,0,9.92,2.71,0.038,0.18
2024-03-16 13:00:00,0.0,0,9.3,2.71,0.0,0.18
2024-03-16 14:00:00,0.0,0,9.39,2.71,0.0,0.18
2024-03-16 15:00:00,0.0,0,8.76,2.48,0.0,0.18
2024-03-16 16:00:00,0.0,0,11.88,2.72,0.0,0.18
2024-03-16 17:00:00,0.94,0,12.7,2.81,0.0,0.18
2024-03-16 18:00:00,4.57,0,14.72,5.07,0.0,0.18
2024-03-16 19:00:00,5.0,0,17.28,5.88,0.0,0.18
2024-03-16 20:00:00,5.0,0,19.81,5.5,0.0,0.18
2024-03-16 21:00:00,0.26,0,13.15,3.0,0.0,0.18
2024-03-16 22:00:00,0.0,0,10.38,2.81,0.0,0.18
2024-03-16 23:00:00,0.0,0,8.09,2.03,0.0,0.18
2024-03-17 00:00:00,0.0,0,11.15,1.55,0.0,0.18
2024-03-17 01:00:00,0.0,0,10.87,1.29,0.0,0.18
2024-03-17 02:00:00,0.0,0,6.39,1.04,0.0,0.18
2024-03-17 03:00:00,0.0,0,6.76,0.88,0.0,0.18
2024-03-17 04:00:00,0.0,0,6.38,0.88,0.0,0.18
2024-03-17 05:00:00,0.0,0,6.35,0.88,0.0,0.18
2024-03-17 06:00:00,0.0,0,6.14,1.82,0.0,0.18
2024-03-17 07:00:00,0.0,0,9.84,2.0,0.047,0.18
2024-03-17 08:00:00,0.0,0,7.74,1.0,0.0,0.18
2024-03-17 09:00:00,0.0,0,10.66,1.0,0.0,0.18
2024-03-17 10:00:00,0.0,0,8.1,1.7,0.0,0.18
2024-03-17 11:00:00,0.0,0,8.74,1.96,0.0,0.18
2024-03-17 12:00:00,0.0,0,8.52,1.55,0.0,0.18
2024-03-17 13:00:00,0.0,0,10.15,1.55,0.0,0.18
2024-03-17 14:00:00,0.0,0,6.43,1.03,0.0,0.18
2024-03-17 15:00:00,0.0,0,5.68,0.89,0.0,0.18
2024-03-17 16:00:00,0.0,0,10.63,1.03,0.0,0.18
2024-03-17 17:00:00,0.82,0,12.66,1.82,0.0,0.18
2024-03-17 18:00:00,2.52,0,10.16,3.02,0.0,0.18
2024-03-17 19:00:00,5.0,0,14.88,5.54,0.0,0.18
2024-03-17 20:00:00,5.0,0,14.11,8.0,0.0,0.18
2024-03-17 21:00:00,2.89,0,17.89,4.51,0.0,0.18
2024-03-17 22:00:00,0.0,0,12.43,2.8,0.0,0.18
2024-03-17 23:00:00,0.0,0,10.52,2.7,0.0,0.18
2024-03-18 00:00:00,0.67,0,11.28,1.55,0.0,0.18
2024-03-18 01:00:00,0.0,0,9.84,1.22,0.0,0.18
2024-03-18 02:00:00,0.0,0,5.0,1.0,0.0,0.18
2024-03-18 03:00:00,0.0,0,5.0,1.0,0.0,0.18
2024-03-18 04:00:00,0.0,0,5.07,1.29,0.0,0.18
2024-03-18 05:00:00,1.81,0,11.04,2.73,0.0,0.18
2024-03-18 06:00:00,5.0,0,12.28,7.0,0.084,0.2
2024-03-18 07:00:00,8.49,0,19.43,12.49,0.0,0.2
2024-03-18 08:00:00,5.0,0,16.42,10.59,0.0,0.2
2024-03-18 09:00:00,0.97,0,10.03,4.31,0.0,0.2
2024-03-18 10:00:00,0.62,0,12.02,3.4,0.0,0.2
2024-03-18 11:00:00,0.2,0,9.57,2.98,0.089,0.2
2024-03-18 12:00:00,0.0,0,8.11,2.81,0.084,0.18
2024-03-18 13:00:00,0.0,0,8.5,2.78,0.0,0.18
2024-03-18 14:00:00,0.0,0,6.88,1.61,0.0,0.18
2024-03-18 15:00:00,0.0,0,6.95,0.89,0.0,0.17
2024-03-18 16:00:00,0.0,0,7.12,0.45,0.0,0.17
2024-03-18 17:00:00,0.0,0,6.7,0.36,0.0,0.17
2024-03-18 18:00:00,0.0,0,10.45,1.05,0.0,0.18
2024-03-18 19:00:00,3.47,0,14.67,3.71,0.0,0.2
2024-03-18 20:00:00,4.18,0,16.55,7.18,0.0,0.2
2024-03-18 21:00:00,0.0,0,15.4,3.0,0.0,0.2
2024-03-18 22:00:00,0.0,0,12.4,2.28,0.0,0.2
2024-03-18 23:00:00,0.0,0,10.22,0.55,0.0,0.18
2024-03-19 00:00:00,0.0,0,8.68,0.55,0.0,0.18
2024-03-19 01:00:00,0.0,0,4.0,1.0,0.0,0.18
2024-03-19 02:00:00,0.0,0,3.35,0.69,0.0,0.18
2024-03-19 03:00:00,0.0,0,5.47,0.43,0.0,0.18
2024-03-19 04:00:00,0.0,0,8.11,0.61,0.0,0.18
2024-03-19 05:00:00,0.0,0,10.56,2.0,0.0,0.18
2024-03-19 06:00:00,5.0,0,12.11,6.35,0.0,0.2
2024-03-19 07:00:00,7.68,0,22.26,11.02,0.0,0.2
2024-03-19 08:00:00,4.1,0,19.78,8.49,0.0,0.2
2024-03-19 09:00:00,0.0,0,12.35,3.25,0.0,0.18
2024-03-19 10:00:00,0.0,0,13.13,3.0,0.0,0.18
2024-03-19 11:00:00,0.0,0,8.37,2.81,0.0,0.18
2024-03-19 12:00:00,0.0,0,8.11,1.7,0.0,0.18
2024-03-19 13:00:00,0.0,0,4.95,1.0,0.0,0.18
2024-03-19 14:00:00,0.0,0,3.08,0.97,0.0,0.18
2024-03-19 15:00:00,0.0,0,2.18,0.22,0.0,0.18
2024-03-19 16:00:00,0.0,0,4.11,0.28,0.0,0.18
2024-03-19 17:00:00,0.0,0,3.77,0.89,0.0,0.18
2024-03-19 18:00:00,1.6,0,9.0,1.92,0.0,0.18
2024-03-19 19:00:00,3.86,0,12.28,4.52,0.0,0.18
2024-03-19 20:00:00,5.0,0,16.28,7.84,0.0,0.2
2024-03-19 21:00:00,1.25,0,14.15,4.25,0.0,0.2
2024-03-19 22:00:00,0.0,0,9.75,2.84,0.0,0.2
2024-03-19 23:00:00,0.0,0,9.92,2.73,0.0,0.18
2024-03-20 00:00:00,0.0,0,7.11,1.81,0.0,0.18
2024-03-20 01:00:00,0.0,0,4.04,1.54,0.0,0.18
2024-03-20 02:00:00,0.0,0,4.29,0.88,0.0,0.18
2024-03-20 03:00:00,0.0,0,3.04,0.88,0.0,0.18
2024-03-20 04:00:00,0.0,0,3.17,0.88,0.0,0.18
2024-03-20 05:00:00,0.0,0,7.11,2.55,0.0,0.18
2024-03-20 06:00:00,5.0,0,13.94,7.7,0.084,0.2
2024-03-20 07:00:00,6.34,0,21.34,12.86,0.0,0.2
2024-03-20 08:00:00,3.6,0,16.8,9.5,0.0,0.2
2024-03-20 09:00:00,0.0,0,8.11,3.16,0.0,0.18
2024-03-20 10:00:00,0.0,0,7.11,2.84,0.0,0.18
2024-03-20 11:00:00,0.0,0,7.49,1.94,0.0,0.18
2024-03-20 12:00:00,0.0,0,7.0,2.03,0.0,0.18
2024-03-20 13:00:00,0.0,0,5.78,1.92,0.0,0.18
2024-03-20 14:00:00,0.0,0,6.42,2.64,0.0,0.18
2024-03-20 15:00:00,0.0,0,6.0,2.64,0.0,0.18
2024-03-20 16:00:00,0.0,0,6.11,2.65,0.0,0.18
2024-03-20 17:00:00,0.0,0,8.11,2.69,0.0,0.18
2024-03-20 18:00:00,2.41,0,10.52,4.76,0.0,0.2
2024-03-20 19:00:00,5.0,0,13.39,7.69,0.352,0.45
2024-03-20 20:00:00,5.0,0,15.2,8.0,2.081,0.45
2024-03-20 21:00:00,0.33,0,12.19,4.77,2.072,0.45
2024-03-20 22:00:00,0.51,0,11.82,3.51,0.422,0.4
2024-03-20 23:00:00,0.0,0,10.02,2.75,1.055,0.24
2024-03-21 00:00:00,0.0,0,8.61,2.74,0.53,0.2
2024-03-21 01:00:00,0.0,0,6.46,2.69,0.352,0.2
2024-03-21 02:00:00,0.0,0,6.31,1.92,0.084,0.2
2024-03-21 03:00:00,0.0,0,5.28,1.0,0.0,0.2
2024-03-21 04:00:00,0.0,0,6.14,1.46,0.0,0.2
2024-03-21 05:00:00,0.05,0,7.32,2.68,0.352,0.2
2024-03-21 06:00:00,3.79,0,9.92,4.79,2.344,0.22
2024-03-21 07:00:00,5.24,0,16.51,8.98,7.655,0.45
2024-03-21 08:00:00,3.82,0,15.77,6.99,4.195,0.45
2024-03-21 09:00:00,0.0,0,8.54,2.84,2.752,0.45
2024-03-21 10:00:00,0.13,0,10.12,3.02,0.422,0.22
2024-03-21 11:00:00,0.0,0,9.96,2.75,0.422,0.2
2024-03-21 12:00:00,0.0,0,8.18,2.74,0.084,0.18
2024-03-21 13:00:00,0.0,0,5.98,2.57,0.0,0.18
2024-03-21 14:00:00,0.0,0,5.35,2.0,0.0,0.18
2024-03-21 15:00:00,0.0,0,4.01,1.25,0.0,0.17
2024-03-21 16:00:00,0.0,0,4.01,1.02,0.0,0.18
2024-03-21 17:00:00,0.0,0,4.78,1.18,0.0,0.18
2024-03-21 18:00:00,0.95,0,7.49,3.02,0.0,0.18
2024-03-21 19:00:00,3.11,0,11.51,5.43,0.0,0.2
2024-03-21 20:00:00,2.55,0,12.28,5.42,0.0,0.2
2024-03-21 21:00:00,0.0,0,10.82,3.81,0.0,0.2
2024-03-21 22:00:00,0.0,0,8.67,2.41,0.0,0.18
2024-03-21 23:00:00,0.0,0,7.11,1.25,0.0,0.18
2024-03-22 00:00:00,0.0,0,7.11,0.55,0.0,0.18
2024-03-22 01:00:00,0.0,0,5.03,1.55,0.0,0.18
2024-03-22 02:00:00,0.0,0,4.54,0.55,0.0,0.18
2024-03-22 03:00:00,0.0,0,5.11,0.55,0.0,0.18
2024-03-22 04:00:00,0.0,0,4.73,0.55,0.0,0.18
2024-03-22 05:00:00,0.0,0,5.13,1.35,0.0,0.18
2024-03-22 06:00:00,4.18,0,11.39,6.41,0.094,0.2
2024-03-22 07:00:00,5.0,0,14.15,9.51,2.316,0.2
2024-03-22 08:00:00,5.0,0,14.55,7.65,0.398,0.2
2024-03-22 09:00:00,0.2,0,8.96,3.05,0.094,0.2
2024-03-22 10:00:00,0.0,0,7.54,2.81,0.084,0.18
2024-03-22 11:00:00,0.0,0,6.78,2.82,0.084,0.18
2024-03-22 12:00:00,0.0,0,6.89,2.75,0.047,0.18
2024-03-22 13:00:00,0.0,0,8.11,2.64,0.0,0.18
2024-03-22 14:00:00,0.0,0,8.27,2.02,0.0,0.18
2024-03-22 15:00:00,0.0,0,7.84,1.0,0.0,0.18
2024-03-22 16:00:00,0.0,0,5.13,0.55,0.0,0.18
2024-03-22 17:00:00,0.0,0,5.98,0.55,0.0,0.18
2024-03-22 18:00:00,0.0,0,7.49,1.02,0.0,0.18
2024-03-22 19:00:00,0.25,0,9.57,3.0,0.0,0.18
2024-03-22 20:00:00,1.81,0,9.95,4.66,0.0,0.18
2024-03-22 21:00:00,0.0,0,10.63,2.85,0.0,0.18
2024-03-22 22:00:00,0.0,0,4.98,1.02,0.0,0.18
2024-03-22 23:00:00,0.0,0,5.39,0.5,0.0,0.18
2024-03-23 00:00:00,0.0,0,4.01,0.5,0.0,0.18
2024-03-23 01:00:00,0.0,0,7.11,0.4,0.0,0.18
2024-03-23 02:00:00,0.0,0,4.49,0.71,0.0,0.18
2024-03-23 03:00:00,0.0,0,4.0,0.86,0.0,0.18
2024-03-23 04:00:00,0.0,0,4.0,0.86,0.0,0.18
2024-03-23 05:00:00,0.0,0,6.23,1.16,0.0,0.18
2024-03-23 06:00:00,1.41,0,8.77,2.8,0.084,0.18
2024-03-23 07:00:00,3.76,0,12.37,4.72,0.005,0.2
2024-03-23 08:00:00,3.38,0,12.62,4.93,0.352,0.2
2024-03-23 09:00:00,3.03,0,12.32,5.26,0.272,0.2
2024-03-23 10:00:00,1.33,0,12.44,4.02,0.145,0.2
2024-03-23 11:00:00,0.0,0,11.04,2.74,0.084,0.2
2024-03-23 12:00:00,0.0,0,10.11,2.47,0.084,0.2
2024-03-23 13:00:00,0.0,0,8.36,2.0,0.0,0.18
2024-03-23 14:00:00,0.0,0,7.11,1.03,0.0,0.18
2024-03-23 15:00:00,0.0,0,6.77,0.51,0.0,0.18
2024-03-23 16:00:00,0.0,0,7.63,0.55,0.0,0.18
2024-03-23 17:00:00,0.0,0,7.98,1.03,0.0,0.18
2024-03-23 18:00:00,0.26,0,10.49,3.0,0.0,0.18
2024-03-23 19:00:00,3.83,0,16.07,6.48,0.0,0.2
2024-03-23 20:00:00,2.05,0,11.85,4.79,0.0,0.2
2024-03-23 21:00:00,0.27,0,14.08,3.31,0.0,0.2
2024-03-23 22:00:00,0.0,0,10.97,2.72,0.0,0.2
2024-03-23 23:00:00,0.0,0,8.87,2.0,0.0,0.2
2024-03-24 00:00:00,0.0,0,6.89,0.88,0.0,0.2
2024-03-24 01:00:00,0.0,0,9.67,1.55,0.047,0.18
2024-03-24 02:00:00,0.0,0,9.3,1.22,0.0,0.18
2024-03-24 03:00:00,0.0,0,8.66,0.26,0.0,0.18
2024-03-24 04:00:00,0.0,0,8.59,0.5,0.0,0.18
2024-03-24 05:00:00,0.0,0,9.14,0.35,0.0,0.18
2024-03-24 06:00:00,0.0,0,9.81,0.67,0.0,0.18
2024-03-24 07:00:00,0.0,0,13.56,2.7,0.08,0.18
2024-03-24 08:00:00,0.0,0,13.46,1.29,0.0,0.18
2024-03-24 09:00:00,0.0,0,11.7,1.92,0.0,0.18
2024-03-24 10:00:00,0.0,0,10.58,1.51,0.0,0.18
2024-03-24 11:00:00,0.0,0,9.3,1.0,0.0,0.18
2024-03-24 12:00:00,0.0,0,8.16,0.89,0.0,0.18
2024-03-24 13:00:00,0.0,0,6.58,0.88,0.0,0.18
2024-03-24 14:00:00,0.0,0,5.41,0.88,0.0,0.18
2024-03-24 15:00:00,0.0,0,5.21,0.46,0.0,0.18
2024-03-24 16:00:00,0.0,0,6.73,0.89,0.0,0.18
2024-03-24 17:00:00,0.0,0,7.11,0.88,0.0,0.18
2024-03-24 18:00:00,0.07,0,8.75,2.8,0.0,0.18
2024-03-24 19:00:00,4.0,0,12.86,4.25,0.0,0.18
2024-03-24 20:00:00,1.63,0,15.65,3.23,0.0,0.18
