Timestamp,mileage_factor_RegUp_ISONE,performance_factor_RegUp_ISONE,mileage_factor_RegDown_ISONE,performance_factor_RegDown_ISONE
2023-03-26 16:00:00,1.1555,1.0,1.6491,1.0
2023-03-26 17:00:00,1.5474,1.0,1.4328,0.9492
2023-03-26 18:00:00,2.0462,0.8737,1.5996,1.0
2023-03-26 19:00:00,1.4777,0.9044,1.5031,0.9777
2023-03-26 20:00:00,1.9267,0.8496,1.1906,0.9753
2023-03-26 21:00:00,1.8476,0.9665,1.9487,0.9418
2023-03-26 22:00:00,1.6922,1.0,1.8452,0.8988
2023-03-26 23:00:00,1.3677,0.9431,1.5349,1.0
2023-03-27 00:00:00,1.6531,1.0,1.6093,0.9543
2023-03-27 01:00:00,1.3836,0.9271,1.4648,0.9134
2023-03-27 02:00:00,1.1899,0.9977,1.2144,0.9717
2023-03-27 03:00:00,1.4108,0.9693,1.9228,0.921
2023-03-27 04:00:00,1.4038,0.9493,1.9811,0.9288
2023-03-27 05:00:00,1.1677,0.9956,1.7222,0.955
2023-03-27 06:00:00,1.1358,0.9183,1.4862,0.8922
2023-03-27 07:00:00,1.0698,1.0,1.7076,0.8429
2023-03-27 08:00:00,1.5527,0.9862,1.5147,0.9914
2023-03-27 09:00:00,1.851,0.9251,1.435,0.8762
2023-03-27 10:00:00,1.7204,1.0,1.532,0.9981
2023-03-27 11:00:00,1.2043,0.9855,1.2807,0.9371
2023-03-27 12:00:00,1.6582,0.9456,1.6397,0.9959
2023-03-27 13:00:00,1.391,0.9151,1.7593,0.9086
2023-03-27 14:00:00,1.5864,0.9245,1.3424,1.0
2023-03-27 15:00:00,1.5635,0.9268,1.8618,0.9507
2023-03-27 16:00:00,1.4404,1.0,1.8989,0.9179
2023-03-27 17:00:00,1.5244,1.0,1.1605,0.9289
2023-03-27 18:00:00,1.6492,0.9932,1.2573,0.9238
2023-03-27 19:00:00,1.6277,0.9362,1.2669,0.9738
2023-03-27 20:00:00,1.4147,0.9391,1.7052,0.9838
2023-03-27 21:00:00,1.7134,0.956,1.7668,0.976
2023-03-27 22:00:00,1.4216,0.9415,1.5593,0.919
2023-03-27 23:00:00,1.8227,0.9455,1.14,0.8965
2023-03-28 00:00:00,1.4789,0.9293,2.0467,1.0
2023-03-28 01:00:00,1.4383,1.0,1.2339,0.9212
2023-03-28 02:00:00,1.2018,0.9349,1.5809,0.9257
2023-03-28 03:00:00,1.4082,0.897,1.4569,0.9745
2023-03-28 04:00:00,1.4587,0.8843,1.2696,0.89
2023-03-28 05:00:00,2.1365,0.9323,1.4372,0.935
2023-03-28 06:00:00,1.0945,0.8743,1.6084,0.9255
2023-03-28 07:00:00,1.7776,1.0,1.5517,0.9852
2023-03-28 08:00:00,1.2319,0.8405,1.5396,0.9969
2023-03-28 09:00:00,1.2959,0.8672,1.2286,0.9109
2023-03-28 10:00:00,1.4022,1.0,2.2118,0.8941
2023-03-28 11:00:00,1.5036,1.0,1.0893,1.0
2023-03-28 12:00:00,1.2182,1.0,1.2797,0.9922
2023-03-28 13:00:00,1.4707,0.8951,1.8717,0.9622
2023-03-28 14:00:00,1.9326,0.9315,1.6594,1.0
2023-03-28 15:00:00,1.2374,0.983,0.9755,0.9892
2023-03-28 16:00:00,1.3138,0.9397,1.7618,0.957
2023-03-28 17:00:00,0.9802,0.925,0.9294,1.0
2023-03-28 18:00:00,1.412,0.8964,1.9067,0.9376
2023-03-28 19:00:00,1.3082,0.9197,1.5701,0.9149
2023-03-28 20:00:00,1.8801,0.805,1.4223,0.9154
2023-03-28 21:00:00,1.2672,0.9773,1.4853,0.8889
2023-03-28 22:00:00,1.1397,0.9448,1.6373,0.906
2023-03-28 23:00:00,1.6934,0.854,0.9675,1.0
2023-03-29 00:00:00,1.3463,0.9401,1.6926,0.9037
2023-03-29 01:00:00,1.6857,0.9466,1.4385,0.9032
2023-03-29 02:00:00,1.9253,0.8811,1.0881,0.9278
2023-03-29 03:00:00,1.2891,0.9441,1.3674,0.9217
2023-03-29 04:00:00,1.8512,0.9253,1.499,0.9374
2023-03-29 05:00:00,1.291,1.0,1.7971,0.9326
2023-03-29 06:00:00,1.7661,0.9936,1.7457,0.9636
2023-03-29 07:00:00,1.3273,0.9414,1.0274,0.9336
2023-03-29 08:00:00,1.5821,0.9408,1.7306,1.0
2023-03-29 09:00:00,1.6269,0.978,1.5146,0.9961
2023-03-29 10:00:00,1.8045,0.8575,1.197,0.9192
2023-03-29 11:00:00,1.5532,0.9636,1.678,0.9549
2023-03-29 12:00:00,1.6033,0.9168,1.7208,0.987
2023-03-29 13:00:00,1.4823,0.905,1.6254,0.9606
2023-03-29 14:00:00,1.0079,0.9473,1.7062,0.9588
2023-03-29 15:00:00,0.7365,0.8989,1.4148,0.9457
2023-03-29 16:00:00,1.5228,0.9251,1.8087,0.9535
2023-03-29 17:00:00,1.1549,1.0,1.5376,0.9234
2023-03-29 18:00:00,1.6078,0.9087,1.6457,1.0
2023-03-29 19:00:00,1.3314,0.9795,1.7264,0.9787
2023-03-29 20:00:00,1.0155,0.9131,1.4053,0.9029
2023-03-29 21:00:00,1.527,1.0,2.1568,0.9289
2023-03-29 22:00:00,0.9892,0.9303,1.8839,0.9957
2023-03-29 23:00:00,1.1565,0.9703,1.1915,0.9446
2023-03-30 00:00:00,1.3644,1.0,1.4681,0.9698
2023-03-30 01:00:00,2.0184,0.9046,1.2666,0.8724
2023-03-30 02:00:00,2.1952,1.0,1.3467,0.9857
2023-03-30 03:00:00,1.1884,0.9646,1.5489,0.9909
2023-03-30 04:00:00,1.4395,0.9326,1.9135,0.9206
2023-03-30 05:00:00,1.2192,1.0,1.6073,0.9152
2023-03-30 06:00:00,1.4803,0.9363,0.8041,0.9755
2023-03-30 07:00:00,1.5225,0.9431,1.9469,0.9658
2023-03-30 08:00:00,1.5663,0.9111,0.7636,0.9264
2023-03-30 09:00:00,1.4842,0.9681,0.6545,0.97
2023-03-30 10:00:00,1.4705,1.0,2.1688,0.9755
2023-03-30 11:00:00,1.3448,0.9937,1.3327,0.8205
2023-03-30 12:00:00,1.9765,1.0,1.2596,0.9457
2023-03-30 13:00:00,1.1632,0.8613,1.4618,0.9135
2023-03-30 14:00:00,1.2324,0.92,2.0166,0.8982
2023-03-30 15:00:00,1.1907,0.9015,2.2024,0.9588
2023-03-30 16:00:00,1.319,0.94,1.3106,0.9161
2023-03-30 17:00:00,1.5888,0.9021,2.3462,0.9678
2023-03-30 18:00:00,1.333,1.0,1.2834,0.8572
2023-03-30 19:00:00,1.7394,0.9837,1.4469,0.9507
2023-03-30 20:00:00,1.6745,0.923,1.552,1.0
2023-03-30 21:00:00,0.8824,0.8876,1.5839,1.0
2023-03-30 22:00:00,1.8918,0.9272,0.8242,0.9618
2023-03-30 23:00:00,1.0046,0.9658,1.8489,0.9625
2023-03-31 00:00:00,1.8118,0.9808,1.3584,1.0
2023-03-31 01:00:00,1.8453,0.9883,1.3022,1.0
2023-03-31 02:00:00,1.2027,0.8785,2.0447,0.8663
2023-03-31 03:00:00,1.3052,1.0,1.4756,0.9508
2023-03-31 04:00:00,1.1626,0.8888,1.6989,0.9093
2023-03-31 05:00:00,1.9347,0.9953,1.8161,0.9393
2023-03-31 06:00:00,1.5822,0.9829,1.1655,0.9406
2023-03-31 07:00:00,1.5635,0.9261,1.8458,0.8985
2023-03-31 08:00:00,1.3396,0.9116,1.2045,0.9396
2023-03-31 09:00:00,1.6311,0.9663,0.5958,0.9913
2023-03-31 10:00:00,1.4062,0.9131,1.9726,0.9679
2023-03-31 11:00:00,1.0606,1.0,1.1535,0.9298
2023-03-31 12:00:00,1.8651,0.9458,1.3563,0.8637
2023-03-31 13:00:00,1.6459,0.9209,1.0817,1.0
2023-03-31 14:00:00,1.5853,0.8662,1.135,0.85
2023-03-31 15:00:00,1.6812,1.0,1.6849,0.9749
2023-03-31 16:00:00,1.4576,0.8979,1.5864,0.8725
2023-03-31 17:00:00,1.5047,1.0,1.398,0.8513
2023-03-31 18:00:00,1.5803,0.9543,1.6305,0.9963
2023-03-31 19:00:00,1.9123,0.9266,1.0017,1.0
2023-03-31 20:00:00,1.5027,0.8636,1.2295,0.934
2023-03-31 21:00:00,0.8538,0.9693,1.1693,0.9292
2023-03-31 22:00:00,1.4882,0.9443,1.612,0.9695
2023-03-31 23:00:00,1.3608,0.9453,1.41,0.939
2023-04-01 00:00:00,1.3672,1.0,1.5945,1.0
2023-04-01 01:00:00,1.4638,0.966,1.7924,0.8818
2023-04-01 02:00:00,0.9702,0.9756,1.091,1.0
2023-04-01 03:00:00,1.5876,0.8384,1.14,0.929
2023-04-01 04:00:00,1.1534,0.9232,0.7796,1.0
2023-04-01 05:00:00,1.5272,0.9486,1.7331,0.9776
2023-04-01 06:00:00,1.5158,0.8867,1.5302,0.9239
2023-04-01 07:00:00,1.8182,0.9532,1.6275,0.8883
2023-04-01 08:00:00,1.545,1.0,1.19,0.9596
2023-04-01 09:00:00,1.3231,0.9713,1.2142,1.0
2023-04-01 10:00:00,1.8416,0.9256,1.4999,1.0
2023-04-01 11:00:00,1.6815,0.9835,1.2578,0.874
2023-04-01 12:00:00,1.9533,0.8838,1.2811,0.9567
2023-04-01 13:00:00,1.4055,0.9478,1.1528,0.9866
2023-04-01 14:00:00,1.394,0.9418,1.451,1.0
2023-04-01 15:00:00,1.3293,1.0,1.4286,0.9717
2023-04-01 16:00:00,1.9325,0.8521,1.7884,0.918
2023-04-01 17:00:00,1.3105,0.934,1.8595,0.9782
2023-04-01 18:00:00,1.2891,1.0,1.6452,0.9702
2023-04-01 19:00:00,1.3105,0.9814,1.3428,0.9399
2023-04-01 20:00:00,1.7397,1.0,1.7881,0.8988
2023-04-01 21:00:00,1.9327,0.9365,1.4511,0.9146
2023-04-01 22:00:00,1.2074,0.9151,1.6817,0.9147
2023-04-01 23:00:00,0.9566,0.971,1.8666,0.9309
2023-04-02 00:00:00,1.5586,0.9478,2.0554,1.0
2023-04-02 01:00:00,1.3028,0.8936,0.8943,0.919
2023-04-02 02:00:00,1.7504,1.0,1.901,1.0
2023-04-02 03:00:00,1.8133,0.9578,1.0903,0.9221
2023-04-02 04:00:00,1.6723,0.9772,1.325,0.9587
2023-04-02 05:00:00,1.7017,0.9074,1.6355,0.8597
2023-04-02 06:00:00,1.9207,0.9837,1.647,0.9814
2023-04-02 07:00:00,1.5152,0.9956,1.5885,0.97
2023-04-02 08:00:00,1.3456,0.8748,1.4309,0.855
2023-04-02 09:00:00,2.1673,0.9509,1.5149,0.9303
2023-04-02 10:00:00,0.8392,0.999,1.5115,0.9392
2023-04-02 11:00:00,1.8243,0.8819,1.3069,0.9596
2023-04-02 12:00:00,1.6626,0.9152,1.5555,0.9706
2023-04-02 13:00:00,1.6446,0.8999,1.9615,1.0
2023-04-02 14:00:00,1.6236,0.9992,0.9756,1.0
2023-04-02 15:00:00,2.0147,0.9752,1.4281,0.96
2023-04-02 16:00:00,1.3948,1.0,1.4349,1.0
2023-04-02 17:00:00,1.6765,0.998,0.8777,0.9582
2023-04-02 18:00:00,1.1133,0.8669,1.3659,1.0
2023-04-02 19:00:00,1.2899,0.7577,1.7235,0.8596
2023-04-02 20:00:00,0.9556,0.951,1.2084,0.8455
2023-04-02 21:00:00,1.1674,0.9435,1.4606,0.9406
2023-04-02 22:00:00,1.1423,0.9074,1.2793,1.0
2023-04-02 23:00:00,1.4133,0.9985,1.4039,0.9916
2023-04-03 00:00:00,1.1648,0.9083,1.6198,0.9273
2023-04-03 01:00:00,1.5875,0.9434,1.6213,0.9948
2023-04-03 02:00:00,1.3918,0.9578,1.5618,1.0
2023-04-03 03:00:00,2.0861,0.8969,1.1138,0.9048
2023-04-03 04:00:00,0.9747,0.9236,1.2959,1.0
2023-04-03 05:00:00,1.2056,1.0,1.4721,0.9573
2023-04-03 06:00:00,1.687,0.9197,1.31,0.9869
2023-04-03 07:00:00,1.9782,1.0,1.4209,1.0
2023-04-03 08:00:00,1.4663,0.9692,0.6026,0.826
2023-04-03 09:00:00,2.6057,0.9735,1.548,0.9525
2023-04-03 10:00:00,2.1576,1.0,1.5672,1.0
2023-04-03 11:00:00,1.4767,0.9517,0.9644,0.913
2023-04-03 12:00:00,1.3786,0.8917,1.4454,0.9822
2023-04-03 13:00:00,1.7412,0.9263,1.3912,0.998
2023-04-03 14:00:00,1.6839,0.9094,1.5904,0.9503
2023-04-03 15:00:00,1.2689,0.924,1.3519,1.0
2023-04-03 16:00:00,1.5902,1.0,1.2788,0.941
2023-04-03 17:00:00,1.3111,0.9933,1.4946,0.9581
2023-04-03 18:00:00,1.6768,1.0,1.5241,1.0
2023-04-03 19:00:00,1.5146,0.9387,1.5131,0.9704
2023-04-03 20:00:00,1.7166,0.9851,1.2321,0.9157
2023-04-03 21:00:00,1.845,1.0,1.3959,0.9656
2023-04-03 22:00:00,1.6142,0.9448,1.8361,1.0
2023-04-03 23:00:00,1.2506,0.9248,1.835,0.9237
2023-04-04 00:00:00,0.8619,1.0,1.2036,0.8452
2023-04-04 01:00:00,1.6282,0.9663,1.604,1.0
2023-04-04 02:00:00,1.3625,0.9547,1.1302,0.9607
2023-04-04 03:00:00,1.156,0.9193,1.0903,0.8856
2023-04-04 04:00:00,1.6288,0.9581,1.3783,0.8643
2023-04-04 05:00:00,1.5389,0.9145,1.8236,1.0
2023-04-04 06:00:00,1.5945,1.0,1.3696,0.9114
2023-04-04 07:00:00,1.759,0.9252,1.1876,0.9245
2023-04-04 08:00:00,1.3715,0.9883,1.5753,0.9114
2023-04-04 09:00:00,1.4124,0.9055,1.9253,1.0
2023-04-04 10:00:00,1.6525,0.9191,1.4372,0.9353
2023-04-04 11:00:00,1.2429,1.0,1.7484,0.9392
2023-04-04 12:00:00,1.812,0.9253,1.6933,0.9804
2023-04-04 13:00:00,1.5841,0.9497,1.4624,1.0
2023-04-04 14:00:00,1.3228,1.0,1.3651,0.9896
2023-04-04 15:00:00,1.4007,1.0,1.3137,0.9595
2023-04-04 16:00:00,1.5822,0.985,2.2122,0.9215
2023-04-04 17:00:00,1.712,0.9086,1.122,0.9444
2023-04-04 18:00:00,1.6149,0.9423,1.1572,0.9332
2023-04-04 19:00:00,1.3499,0.9188,1.1419,0.9438
2023-04-04 20:00:00,1.7333,0.9377,1.1447,0.971
2023-04-04 21:00:00,0.9988,0.873,1.6027,0.8949
2023-04-04 22:00:00,1.735,0.9309,1.8898,0.9475
2023-04-04 23:00:00,1.2507,0.9274,1.1525,0.9544
2023-04-05 00:00:00,1.4449,0.8983,1.442,0.9465
2023-04-05 01:00:00,1.1265,0.9942,1.3949,0.9706
2023-04-05 02:00:00,1.2411,0.9194,1.5358,0.9037
2023-04-05 03:00:00,1.31,1.0,0.8495,0.9562
2023-04-05 04:00:00,1.6781,0.9979,1.1876,0.9745
2023-04-05 05:00:00,1.3858,0.9838,1.4481,0.9536
2023-04-05 06:00:00,1.2274,0.9394,1.0971,0.9904
2023-04-05 07:00:00,1.8396,0.967,1.538,0.9019
2023-04-05 08:00:00,0.6576,0.8849,1.4943,0.9658
2023-04-05 09:00:00,1.5935,0.9605,1.2101,0.9851
2023-04-05 10:00:00,2.1257,0.9726,2.0974,0.9023
2023-04-05 11:00:00,1.0326,0.9597,1.1005,0.9455
2023-04-05 12:00:00,1.3706,1.0,1.4122,0.9553
2023-04-05 13:00:00,1.2083,0.9108,1.5506,0.8855
2023-04-05 14:00:00,1.767,0.9602,1.67,0.8761
2023-04-05 15:00:00,1.8757,0.8836,0.9538,0.9368
2023-04-05 16:00:00,1.5585,0.8827,1.3435,0.8727
2023-04-05 17:00:00,1.7424,0.9766,2.0309,0.8986
2023-04-05 18:00:00,1.2694,0.9712,2.0823,0.9334
2023-04-05 19:00:00,1.3648,0.9419,1.5252,0.975
2023-04-05 20:00:00,1.3819,0.8728,1.6136,0.9022
2023-04-05 21:00:00,1.6528,0.8969,1.4423,0.9326
2023-04-05 22:00:00,1.6611,0.9734,1.2902,0.923
2023-04-05 23:00:00,1.5865,0.8754,1.4116,0.8949
2023-04-06 00:00:00,1.6486,1.0,1.7353,0.8487
2023-04-06 01:00:00,1.4369,0.9798,1.5378,0.8819
2023-04-06 02:00:00,1.7661,0.924,1.4554,0.9829
2023-04-06 03:00:00,1.6588,0.9997,1.5026,0.8866
2023-04-06 04:00:00,1.3363,0.9148,1.1909,0.9447
2023-04-06 05:00:00,1.5614,0.831,1.7822,0.9199
2023-04-06 06:00:00,1.5002,0.9242,1.5694,0.9712
2023-04-06 07:00:00,1.8748,1.0,1.9929,0.9684
2023-04-06 08:00:00,1.0505,1.0,1.8257,0.9886
2023-04-06 09:00:00,1.5707,0.966,0.8764,0.9289
2023-04-06 10:00:00,1.6409,0.9062,1.1643,0.9092
2023-04-06 11:00:00,1.5658,0.988,1.1788,0.9608
2023-04-06 12:00:00,1.4355,0.9218,0.9447,0.9472
2023-04-06 13:00:00,1.8226,1.0,1.5811,0.9949
2023-04-06 14:00:00,1.7338,0.9147,1.4535,0.9486
2023-04-06 15:00:00,1.621,0.9885,1.5816,1.0
2023-04-06 16:00:00,1.4731,0.8905,1.3636,1.0
2023-04-06 17:00:00,1.9274,0.8664,1.3389,0.9324
2023-04-06 18:00:00,2.1142,0.9576,1.3623,0.9406
2023-04-06 19:00:00,1.5565,0.9571,1.3686,0.9623
2023-04-06 20:00:00,1.2254,0.9503,1.3518,0.9698
2023-04-06 21:00:00,1.7464,0.9665,1.3258,0.9253
2023-04-06 22:00:00,1.6834,0.912,2.0028,0.9065
2023-04-06 23:00:00,1.3071,0.9822,1.3946,0.9198
2023-04-07 00:00:00,1.438,0.9277,1.6414,0.8992
2023-04-07 01:00:00,1.7118,0.9515,1.7818,0.9137
2023-04-07 02:00:00,1.8679,0.9306,1.8201,0.9976
2023-04-07 03:00:00,1.2859,0.9196,1.5309,0.9324
2023-04-07 04:00:00,0.8947,0.8838,1.614,0.9797
2023-04-07 05:00:00,1.0636,0.8927,1.6643,0.9534
2023-04-07 06:00:00,1.5523,0.9377,1.3583,0.9392
2023-04-07 07:00:00,1.4264,0.9219,1.6298,0.9966
2023-04-07 08:00:00,1.5032,0.9559,1.0255,0.8334
2023-04-07 09:00:00,1.3926,0.9142,1.244,1.0
2023-04-07 10:00:00,1.4205,0.9467,1.768,0.9881
2023-04-07 11:00:00,1.4239,1.0,1.6378,1.0
2023-04-07 12:00:00,1.662,0.9451,0.9296,0.9742
2023-04-07 13:00:00,1.6103,0.9415,1.5768,0.9903
2023-04-07 14:00:00,1.6845,0.9743,2.0277,0.8362
2023-04-07 15:00:00,1.4167,0.9545,1.4382,0.878
2023-04-07 16:00:00,1.3745,1.0,1.7849,0.9478
2023-04-07 17:00:00,1.556,0.8962,1.6925,0.9366
2023-04-07 18:00:00,1.5893,0.9371,1.6807,0.9128
2023-04-07 19:00:00,1.7051,0.9614,1.2837,0.9781
2023-04-07 20:00:00,1.5586,0.9618,1.965,0.9998
2023-04-07 21:00:00,1.8609,1.0,1.5709,0.9328
2023-04-07 22:00:00,1.2713,0.9544,1.6272,1.0
2023-04-07 23:00:00,0.8774,0.9757,1.2666,0.9347
2023-04-08 00:00:00,1.1907,1.0,2.0109,0.9547
2023-04-08 01:00:00,1.8858,0.9342,1.5338,0.9026
2023-04-08 02:00:00,1.5156,1.0,1.7038,1.0
2023-04-08 03:00:00,1.288,1.0,2.1253,1.0
2023-04-08 04:00:00,1.6303,0.8552,1.3276,0.9214
2023-04-08 05:00:00,1.6671,0.9697,1.5949,0.9815
2023-04-08 06:00:00,1.5404,0.8831,1.4602,1.0
2023-04-08 07:00:00,1.3326,0.9511,1.8471,0.889
2023-04-08 08:00:00,1.6281,0.9239,1.1139,0.8901
2023-04-08 09:00:00,1.5137,0.987,1.6584,0.9599
2023-04-08 10:00:00,1.5531,0.983,1.2876,1.0
2023-04-08 11:00:00,1.4301,0.9099,1.4403,0.9739
2023-04-08 12:00:00,2.0061,0.909,2.1158,0.8438
2023-04-08 13:00:00,1.6153,0.9317,2.0436,0.9605
2023-04-08 14:00:00,0.9272,1.0,1.8995,0.9316
2023-04-08 15:00:00,1.8272,1.0,1.3511,0.9159
2023-04-08 16:00:00,0.9096,0.8944,1.6288,0.924
2023-04-08 17:00:00,1.507,1.0,1.5127,0.9721
2023-04-08 18:00:00,1.6893,0.9144,0.9042,0.9288
2023-04-08 19:00:00,1.952,0.9613,1.3165,0.9306
2023-04-08 20:00:00,1.5658,0.8972,1.8322,0.8955
2023-04-08 21:00:00,0.9717,0.9526,1.4972,0.9667
2023-04-08 22:00:00,1.3565,0.9138,1.3281,0.8996
2023-04-08 23:00:00,1.4171,0.962,1.5319,0.9052
2023-04-09 00:00:00,1.5494,0.8859,1.3477,0.9083
2023-04-09 01:00:00,1.8307,0.9237,1.619,1.0
2023-04-09 02:00:00,1.3891,0.9432,1.5789,0.9859
2023-04-09 03:00:00,1.8014,1.0,1.1291,0.8541
2023-04-09 04:00:00,1.6244,0.9586,1.5035,0.9735
2023-04-09 05:00:00,1.2288,0.9816,1.0132,0.9948
2023-04-09 06:00:00,2.26,0.9135,1.0622,0.9369
2023-04-09 07:00:00,1.2197,1.0,1.305,1.0
2023-04-09 08:00:00,1.3001,0.9851,1.2919,1.0
2023-04-09 09:00:00,1.3515,0.9849,1.9218,1.0
2023-04-09 10:00:00,1.3397,0.8974,1.4565,0.9723
2023-04-09 11:00:00,1.2812,0.9825,1.4418,0.8913
2023-04-09 12:00:00,2.1367,0.9223,1.426,0.9735
2023-04-09 13:00:00,1.3995,0.8693,1.884,0.9107
2023-04-09 14:00:00,0.8137,0.8891,1.8152,0.9494
2023-04-09 15:00:00,1.9507,0.8815,1.8104,1.0
2023-04-09 16:00:00,1.5887,0.9451,1.1692,0.9841
2023-04-09 17:00:00,1.2831,0.9504,1.7674,0.975
2023-04-09 18:00:00,1.977,1.0,1.8338,0.995
2023-04-09 19:00:00,1.5517,0.8649,1.3596,0.9729
2023-04-09 20:00:00,1.4158,1.0,1.7238,0.9744
2023-04-09 21:00:00,1.5823,0.9875,1.5663,0.9943
2023-04-09 22:00:00,1.2617,0.8791,1.9564,0.9905
2023-04-09 23:00:00,2.0346,0.9776,1.4113,0.9466
2023-04-10 00:00:00,2.1138,0.9606,1.2188,0.9306
2023-04-10 01:00:00,1.4613,0.9122,1.4298,0.9162
2023-04-10 02:00:00,1.389,0.9305,1.0928,0.937
2023-04-10 03:00:00,1.7053,1.0,1.7999,0.9088
2023-04-10 04:00:00,2.1107,1.0,2.2601,0.969
2023-04-10 05:00:00,1.7383,1.0,1.8663,0.8959
2023-04-10 06:00:00,2.2826,0.9733,1.569,0.9404
2023-04-10 07:00:00,1.323,0.9218,1.4926,0.8682
2023-04-10 08:00:00,2.197,0.9825,1.1687,0.9102
2023-04-10 09:00:00,1.4895,1.0,1.4245,0.9268
2023-04-10 10:00:00,1.4451,0.8999,1.559,1.0
2023-04-10 11:00:00,1.6643,0.9562,2.0434,0.9887
2023-04-10 12:00:00,1.3394,0.8493,1.0178,0.9185
2023-04-10 13:00:00,1.6127,0.952,1.2329,1.0
2023-04-10 14:00:00,1.8692,0.8935,1.7336,1.0
2023-04-10 15:00:00,1.5823,0.9373,1.0898,0.9258
2023-04-10 16:00:00,1.3609,0.9158,1.672,0.9243
2023-04-10 17:00:00,1.581,0.941,1.5265,0.8882
2023-04-10 18:00:00,1.2578,1.0,1.2819,0.9354
2023-04-10 19:00:00,2.2328,0.9265,1.8423,0.9336
2023-04-10 20:00:00,1.8466,0.8957,1.7141,1.0
2023-04-10 21:00:00,1.4193,1.0,1.6966,0.948
2023-04-10 22:00:00,1.448,1.0,1.4901,0.9608
2023-04-10 23:00:00,1.8454,0.9205,1.3283,0.976
2023-04-11 00:00:00,1.1948,0.9605,0.961,0.8617
2023-04-11 01:00:00,1.3229,0.9667,1.6488,0.9723
2023-04-11 02:00:00,1.5364,0.9368,1.3798,0.9462
2023-04-11 03:00:00,1.5864,0.9179,1.6986,0.9818
2023-04-11 04:00:00,1.0784,0.9686,1.4995,0.9295
2023-04-11 05:00:00,2.0736,1.0,1.1631,1.0
2023-04-11 06:00:00,1.5568,0.8412,1.5328,0.9896
2023-04-11 07:00:00,1.3262,0.9084,1.6218,0.8958
2023-04-11 08:00:00,1.4707,0.9639,1.8427,0.9341
2023-04-11 09:00:00,1.4931,0.9258,1.8115,0.9715
2023-04-11 10:00:00,0.6928,0.9861,1.5653,1.0
2023-04-11 11:00:00,1.6313,0.9467,1.7064,0.9037
2023-04-11 12:00:00,1.1087,1.0,1.7736,1.0
2023-04-11 13:00:00,1.4342,0.9506,1.7735,0.9051
2023-04-11 14:00:00,1.8431,0.9966,1.5338,0.921
2023-04-11 15:00:00,1.471,0.8583,1.6943,1.0
2023-04-11 16:00:00,2.0819,0.9303,1.5474,0.9421
2023-04-11 17:00:00,1.406,0.9684,2.4121,0.9314
2023-04-11 18:00:00,1.4463,1.0,1.523,0.894
2023-04-11 19:00:00,1.6851,0.8924,1.3833,0.9126
2023-04-11 20:00:00,1.2966,1.0,1.0459,0.873
2023-04-11 21:00:00,1.0402,0.9439,2.1407,0.8843
2023-04-11 22:00:00,0.9981,0.8652,1.3225,0.986
2023-04-11 23:00:00,1.5023,0.8862,1.5291,0.9061
2023-04-12 00:00:00,1.5999,0.8838,0.958,1.0
2023-04-12 01:00:00,1.4896,0.8936,1.6283,0.9965
2023-04-12 02:00:00,0.8815,0.9698,1.4224,0.945
2023-04-12 03:00:00,1.0894,0.8891,1.3569,0.984
2023-04-12 04:00:00,1.2624,0.9606,1.7921,0.9542
2023-04-12 05:00:00,1.9708,0.9412,1.515,0.9645
2023-04-12 06:00:00,1.8225,0.9752,1.7729,0.9076
2023-04-12 07:00:00,1.1826,0.97,1.6733,1.0
2023-04-12 08:00:00,1.3847,0.9808,1.5317,0.9434
2023-04-12 09:00:00,1.4552,0.9368,1.6391,0.9865
2023-04-12 10:00:00,1.0695,0.8979,2.1582,0.9544
2023-04-12 11:00:00,1.8861,1.0,1.8689,0.934
2023-04-12 12:00:00,1.4883,0.8958,1.3949,0.9991
2023-04-12 13:00:00,1.3502,1.0,1.2042,1.0
2023-04-12 14:00:00,1.707,0.9467,0.8384,0.8891
2023-04-12 15:00:00,1.2245,0.8394,1.2154,0.8939
2023-04-12 16:00:00,1.5009,0.8326,1.5361,1.0
2023-04-12 17:00:00,1.3856,0.9868,1.6707,1.0
2023-04-12 18:00:00,1.2883,0.9303,1.0548,1.0
2023-04-12 19:00:00,1.111,0.9916,1.4626,0.9584
2023-04-12 20:00:00,1.7681,1.0,1.7166,1.0
2023-04-12 21:00:00,1.6436,0.9691,1.5652,0.9348
2023-04-12 22:00:00,1.3363,0.9839,2.1258,0.9913
2023-04-12 23:00:00,1.6048,0.9,1.3905,0.9103
2023-04-13 00:00:00,1.7162,0.9963,1.1889,0.9569
2023-04-13 01:00:00,1.142,0.9814,1.5855,1.0
2023-04-13 02:00:00,2.1447,0.8763,1.5485,1.0
2023-04-13 03:00:00,1.5111,0.9101,0.9725,0.9839
2023-04-13 04:00:00,1.2605,1.0,1.8495,1.0
2023-04-13 05:00:00,1.7857,0.9432,0.8159,0.8969
2023-04-13 06:00:00,1.5541,1.0,1.4572,0.9206
2023-04-13 07:00:00,1.889,0.8629,1.7898,0.9405
2023-04-13 08:00:00,1.7466,0.9454,1.5226,0.8734
2023-04-13 09:00:00,1.2606,1.0,1.1522,0.9895
2023-04-13 10:00:00,1.8304,0.9132,1.4262,0.9956
2023-04-13 11:00:00,1.2416,1.0,1.2605,0.9688
2023-04-13 12:00:00,0.8698,0.9272,1.5529,0.8907
2023-04-13 13:00:00,1.2274,1.0,1.7498,0.8794
2023-04-13 14:00:00,1.3681,0.9981,1.848,0.9825
