Timestamp,winning_rate_Spin10_ISONE,winning_rate_NSpin10_ISONE,winning_rate_OR30_ISONE
2023-04-15 17:00:00,0.6899,0.5873,0.7026
2023-04-15 18:00:00,0.649,0.735,0.6266
2023-04-15 19:00:00,0.6559,0.829,0.5999
2023-04-15 20:00:00,0.7856,0.7865,0.8042
2023-04-15 21:00:00,0.7005,0.8009,0.5899
2023-04-15 22:00:00,0.8184,0.7331,0.6996
2023-04-15 23:00:00,0.76,0.6152,0.6553
2023-04-16 00:00:00,0.6792,0.8946,0.573
2023-04-16 01:00:00,0.6089,0.7083,0.7629
2023-04-16 02:00:00,0.7343,0.8471,0.6225
2023-04-16 03:00:00,0.6304,0.7755,0.5795
2023-04-16 04:00:00,0.6951,0.6657,0.8405
2023-04-16 05:00:00,0.9374,0.8731,0.6595
2023-04-16 06:00:00,0.6008,0.7204,0.7989
2023-04-16 07:00:00,0.6477,0.785,0.6585
2023-04-16 08:00:00,0.6329,0.7617,0.5677
2023-04-16 09:00:00,0.7624,0.6491,0.73
2023-04-16 10:00:00,0.6664,0.7473,0.6669
2023-04-16 11:00:00,0.6234,0.6272,0.5984
2023-04-16 12:00:00,0.6803,0.7353,0.919
2023-04-16 13:00:00,0.7715,0.9091,0.7372
2023-04-16 14:00:00,0.6347,0.6282,0.6367
2023-04-16 15:00:00,0.5699,0.5849,0.7263
2023-04-16 16:00:00,0.7985,0.617,0.4985
2023-04-16 17:00:00,0.7521,0.6689,0.7992
2023-04-16 18:00:00,0.8287,0.6641,0.6715
2023-04-16 19:00:00,0.7306,0.684,0.5665
2023-04-16 20:00:00,0.7432,0.7949,0.6873
2023-04-16 21:00:00,0.5827,0.7549,0.7068
2023-04-16 22:00:00,0.7616,0.4751,0.818
2023-04-16 23:00:00,0.7207,0.9105,0.5053
2023-04-17 00:00:00,0.8733,0.7034,0.6123
2023-04-17 01:00:00,0.82,0.5352,0.7509
2023-04-17 02:00:00,0.6707,0.6464,0.7478
2023-04-17 03:00:00,0.6649,0.6308,0.6416
2023-04-17 04:00:00,0.7466,0.7945,0.6568
2023-04-17 05:00:00,0.6796,0.6582,0.5294
2023-04-17 06:00:00,0.6245,0.7446,0.7591
2023-04-17 07:00:00,0.7243,0.6399,0.5178
2023-04-17 08:00:00,0.6194,0.7305,0.6464
2023-04-17 09:00:00,0.6124,0.7733,0.6225
2023-04-17 10:00:00,0.668,0.6236,0.6236
2023-04-17 11:00:00,0.6588,0.7504,0.7332
2023-04-17 12:00:00,0.5983,0.5304,0.7677
2023-04-17 13:00:00,0.7525,0.6361,0.5597
2023-04-17 14:00:00,0.728,0.8624,0.713
2023-04-17 15:00:00,0.7953,0.6843,0.7395
2023-04-17 16:00:00,0.7433,0.5299,0.6879
2023-04-17 17:00:00,0.7821,0.6859,0.6489
2023-04-17 18:00:00,0.7123,0.7877,0.7241
2023-04-17 19:00:00,0.6252,0.8251,0.8919
2023-04-17 20:00:00,0.6047,0.6425,0.7908
2023-04-17 21:00:00,0.5438,0.7026,0.6407
2023-04-17 22:00:00,0.8141,0.6996,0.5056
2023-04-17 23:00:00,0.6413,0.7658,0.7899
2023-04-18 00:00:00,0.6073,0.615,0.6018
2023-04-18 01:00:00,0.8511,0.5033,0.7366
2023-04-18 02:00:00,0.5025,0.8135,0.6394
2023-04-18 03:00:00,0.4868,0.7456,0.6637
2023-04-18 04:00:00,0.7298,0.8726,0.861
2023-04-18 05:00:00,0.7492,0.5979,0.8293
2023-04-18 06:00:00,0.7075,0.7261,0.6568
2023-04-18 07:00:00,0.4948,0.6943,0.7866
2023-04-18 08:00:00,0.5507,0.7861,0.6737
2023-04-18 09:00:00,0.8602,0.8087,0.5479
2023-04-18 10:00:00,0.8152,0.7278,0.5541
2023-04-18 11:00:00,0.8833,0.7758,0.7036
2023-04-18 12:00:00,0.8089,0.7122,0.7299
2023-04-18 13:00:00,0.6524,0.6651,0.5728
2023-04-18 14:00:00,0.6151,0.6516,0.719
2023-04-18 15:00:00,0.8219,0.8669,0.7445
2023-04-18 16:00:00,0.8314,0.6106,0.8179
2023-04-18 17:00:00,0.8053,0.8362,0.5002
2023-04-18 18:00:00,0.6551,0.571,0.5555
2023-04-18 19:00:00,0.6639,0.5529,0.8048
2023-04-18 20:00:00,0.6978,0.7437,0.6291
2023-04-18 21:00:00,0.546,0.8057,0.7731
2023-04-18 22:00:00,0.7853,0.636,0.5834
2023-04-18 23:00:00,0.7029,0.8326,0.6397
2023-04-19 00:00:00,0.7013,0.7321,0.5568
2023-04-19 01:00:00,0.5645,0.8984,0.6496
2023-04-19 02:00:00,0.7082,0.6389,0.5372
2023-04-19 03:00:00,0.8142,0.7134,0.6119
2023-04-19 04:00:00,0.5527,0.5541,0.6417
2023-04-19 05:00:00,0.7957,0.8385,0.7238
2023-04-19 06:00:00,0.9136,0.7846,0.6374
2023-04-19 07:00:00,0.7364,0.8258,0.8341
2023-04-19 08:00:00,0.8251,0.579,0.7895
2023-04-19 09:00:00,0.7853,0.6591,0.6791
2023-04-19 10:00:00,0.7683,0.8248,0.8755
2023-04-19 11:00:00,0.7039,0.7108,0.7139
2023-04-19 12:00:00,0.5765,0.5438,0.719
2023-04-19 13:00:00,0.585,0.6881,0.9183
2023-04-19 14:00:00,0.695,0.7391,0.8255
2023-04-19 15:00:00,0.6832,0.5354,0.6792
2023-04-19 16:00:00,0.7748,0.716,0.8934
2023-04-19 17:00:00,0.3808,0.6817,0.5106
2023-04-19 18:00:00,0.8021,0.4438,0.6808
2023-04-19 19:00:00,0.7406,0.9545,0.8048
2023-04-19 20:00:00,0.621,1.0,0.7973
2023-04-19 21:00:00,0.8015,0.5181,0.5745
2023-04-19 22:00:00,0.8071,0.7493,0.6668
2023-04-19 23:00:00,0.7345,0.7313,0.5847
2023-04-20 00:00:00,0.6293,0.8935,0.7106
2023-04-20 01:00:00,0.5003,0.609,0.7375
2023-04-20 02:00:00,0.6679,0.6037,0.7429
2023-04-20 03:00:00,0.6998,0.7596,0.6993
2023-04-20 04:00:00,0.596,0.5149,0.414
2023-04-20 05:00:00,0.7326,0.7976,0.7389
2023-04-20 06:00:00,0.7389,0.8724,0.726
2023-04-20 07:00:00,0.8147,0.6672,0.6137
2023-04-20 08:00:00,0.5094,0.836,0.8723
2023-04-20 09:00:00,0.7917,0.649,0.5543
2023-04-20 10:00:00,0.8765,0.7216,0.7123
2023-04-20 11:00:00,0.692,0.6395,0.8308
2023-04-20 12:00:00,0.6895,0.7461,0.7173
2023-04-20 13:00:00,0.7949,0.6349,0.7393
2023-04-20 14:00:00,0.5987,0.6164,0.6241
2023-04-20 15:00:00,0.903,0.6754,0.6562
2023-04-20 16:00:00,0.5627,0.71,0.8043
2023-04-20 17:00:00,0.5139,1.0,0.8431
2023-04-20 18:00:00,0.694,0.8974,0.8075
2023-04-20 19:00:00,0.7309,0.5479,0.7241
2023-04-20 20:00:00,0.7813,0.6439,0.6703
2023-04-20 21:00:00,0.8099,0.4551,0.8681
2023-04-20 22:00:00,0.7777,0.5932,0.6309
2023-04-20 23:00:00,0.811,0.7041,0.7296
2023-04-21 00:00:00,0.6154,0.7491,0.6113
2023-04-21 01:00:00,0.7987,0.6672,0.8673
2023-04-21 02:00:00,0.7453,0.8094,0.724
2023-04-21 03:00:00,0.9482,0.4917,0.5298
2023-04-21 04:00:00,0.6819,0.5803,0.6639
2023-04-21 05:00:00,0.7694,0.6127,0.6676
2023-04-21 06:00:00,0.7784,0.7769,0.6516
2023-04-21 07:00:00,0.8579,0.6102,0.5845
2023-04-21 08:00:00,0.7507,0.7725,0.6549
2023-04-21 09:00:00,0.8185,0.9305,0.8967
2023-04-21 10:00:00,0.8486,0.5995,0.7261
2023-04-21 11:00:00,0.7271,0.6197,0.5556
2023-04-21 12:00:00,0.7972,0.7085,0.6626
2023-04-21 13:00:00,0.8036,0.5288,0.785
2023-04-21 14:00:00,0.7382,0.7358,0.7619
2023-04-21 15:00:00,0.6405,0.7233,0.6584
2023-04-21 16:00:00,0.6959,0.745,0.5801
2023-04-21 17:00:00,0.8274,0.7505,0.8282
2023-04-21 18:00:00,0.6783,0.6553,0.6138
2023-04-21 19:00:00,0.7596,0.6719,0.7749
2023-04-21 20:00:00,0.7009,0.7931,0.6661
2023-04-21 21:00:00,0.7509,0.735,0.6484
2023-04-21 22:00:00,0.6189,0.695,0.64
2023-04-21 23:00:00,0.7539,0.7186,0.791
2023-04-22 00:00:00,0.6102,0.7295,0.5436
2023-04-22 01:00:00,0.7716,0.8015,0.7343
2023-04-22 02:00:00,0.5947,0.7802,0.8368
2023-04-22 03:00:00,0.8043,0.7646,0.585
2023-04-22 04:00:00,0.7175,0.566,0.7389
2023-04-22 05:00:00,0.6895,0.6178,0.6423
2023-04-22 06:00:00,0.6048,0.7742,0.7511
2023-04-22 07:00:00,0.6656,0.7933,0.702
2023-04-22 08:00:00,0.5816,0.8059,0.5959
2023-04-22 09:00:00,0.7095,0.8782,0.7835
2023-04-22 10:00:00,0.6506,0.7916,0.8471
2023-04-22 11:00:00,0.3786,0.5386,0.7602
2023-04-22 12:00:00,0.6687,0.6212,0.705
2023-04-22 13:00:00,0.5152,0.6916,0.7572
2023-04-22 14:00:00,0.8023,0.7466,0.9044
2023-04-22 15:00:00,0.5744,0.7887,0.7822
2023-04-22 16:00:00,0.6775,0.5598,0.5535
2023-04-22 17:00:00,0.6482,0.8137,0.7735
2023-04-22 18:00:00,0.6422,0.8312,0.7287
2023-04-22 19:00:00,0.7318,0.6883,0.736
2023-04-22 20:00:00,0.6924,0.8759,0.7121
2023-04-22 21:00:00,0.608,0.7165,0.8989
2023-04-22 22:00:00,0.7905,0.5337,0.6193
2023-04-22 23:00:00,0.7489,0.7414,0.6585
2023-04-23 00:00:00,0.8669,0.64,0.6866
2023-04-23 01:00:00,0.7035,0.8377,0.6911
2023-04-23 02:00:00,0.5845,0.675,0.6964
2023-04-23 03:00:00,0.7379,0.6772,0.7153
2023-04-23 04:00:00,0.6426,0.6183,0.7942
2023-04-23 05:00:00,0.8055,0.7034,0.686
2023-04-23 06:00:00,0.6843,0.7356,0.783
2023-04-23 07:00:00,0.8799,0.7277,0.6229
2023-04-23 08:00:00,0.7401,0.6691,0.5294
2023-04-23 09:00:00,0.708,0.747,0.7924
2023-04-23 10:00:00,0.8543,0.5544,0.6826
2023-04-23 11:00:00,0.8233,0.7441,0.6353
2023-04-23 12:00:00,0.7524,0.8729,0.6637
2023-04-23 13:00:00,0.7077,0.5924,0.8024
2023-04-23 14:00:00,0.7362,0.6738,0.789
2023-04-23 15:00:00,0.7544,0.7978,0.6852
2023-04-23 16:00:00,0.6542,0.4928,0.7571
2023-04-23 17:00:00,0.6268,0.5252,0.8703
2023-04-23 18:00:00,0.5493,0.5129,0.566
2023-04-23 19:00:00,0.6538,0.82,0.7016
2023-04-23 20:00:00,0.7248,0.4107,0.8159
2023-04-23 21:00:00,0.7417,0.595,0.7706
2023-04-23 22:00:00,0.6284,0.7659,0.7443
2023-04-23 23:00:00,0.8442,0.7091,0.374
2023-04-24 00:00:00,0.6472,0.9513,0.7596
2023-04-24 01:00:00,0.6809,0.6894,0.5692
2023-04-24 02:00:00,0.5251,0.6533,0.6523
2023-04-24 03:00:00,0.7069,0.7414,0.9069
2023-04-24 04:00:00,0.7156,0.6379,0.8295
2023-04-24 05:00:00,0.5957,0.6072,0.6692
2023-04-24 06:00:00,0.6544,0.8107,0.8889
2023-04-24 07:00:00,0.6108,0.6303,0.8942
2023-04-24 08:00:00,0.5837,0.8778,0.7705
2023-04-24 09:00:00,0.6106,0.7029,0.8251
2023-04-24 10:00:00,0.8708,0.7301,0.6012
2023-04-24 11:00:00,0.818,0.5967,0.5442
2023-04-24 12:00:00,0.7372,0.7038,0.7755
2023-04-24 13:00:00,0.5711,0.8069,0.4753
2023-04-24 14:00:00,0.7572,0.5974,0.7647
2023-04-24 15:00:00,0.8165,0.6209,0.7121
2023-04-24 16:00:00,0.9576,0.647,0.5364
2023-04-24 17:00:00,0.7643,0.8337,0.65
2023-04-24 18:00:00,0.7351,0.7161,0.7917
2023-04-24 19:00:00,0.8203,0.684,0.7993
2023-04-24 20:00:00,0.7198,0.6057,0.7034
2023-04-24 21:00:00,0.5585,0.8713,0.5867
2023-04-24 22:00:00,0.6951,0.6814,0.7588
2023-04-24 23:00:00,0.8337,0.6597,0.7164
2023-04-25 00:00:00,0.8991,0.5618,0.5631
2023-04-25 01:00:00,0.6152,0.7756,0.5806
2023-04-25 02:00:00,0.71,0.761,0.8105
2023-04-25 03:00:00,0.5874,0.6511,0.5417
2023-04-25 04:00:00,0.5695,0.5047,0.7232
2023-04-25 05:00:00,0.6186,0.6312,0.7025
2023-04-25 06:00:00,0.6757,0.7975,0.6306
2023-04-25 07:00:00,0.6835,0.6419,0.8199
2023-04-25 08:00:00,0.6443,0.681,0.7406
2023-04-25 09:00:00,0.8972,0.8252,0.7598
2023-04-25 10:00:00,0.7214,0.7046,0.7139
2023-04-25 11:00:00,0.6877,0.7311,0.7561
2023-04-25 12:00:00,0.6792,0.5157,0.7582
2023-04-25 13:00:00,0.6459,0.6911,0.6954
2023-04-25 14:00:00,0.7019,0.7576,0.6614
2023-04-25 15:00:00,0.7445,0.652,0.8624
2023-04-25 16:00:00,0.5538,0.659,0.6407
2023-04-25 17:00:00,0.7186,0.7931,0.5734
2023-04-25 18:00:00,0.6797,0.7628,0.5907
2023-04-25 19:00:00,0.6842,0.8509,0.5933
2023-04-25 20:00:00,0.7239,0.7017,0.7308
2023-04-25 21:00:00,0.6914,0.6766,0.654
2023-04-25 22:00:00,0.5929,0.6212,0.9295
2023-04-25 23:00:00,0.677,0.665,0.6388
2023-04-26 00:00:00,0.7145,0.5225,0.7097
2023-04-26 01:00:00,0.8823,0.8213,0.7012
2023-04-26 02:00:00,0.6555,0.5228,0.629
2023-04-26 03:00:00,0.6625,0.7155,0.578
2023-04-26 04:00:00,0.7135,0.5253,0.6686
2023-04-26 05:00:00,0.5636,0.6855,0.7634
2023-04-26 06:00:00,0.8769,0.7018,0.7298
2023-04-26 07:00:00,0.5149,0.68,0.9431
2023-04-26 08:00:00,0.7559,0.6549,0.5772
2023-04-26 09:00:00,0.481,0.5946,0.6901
2023-04-26 10:00:00,0.7226,0.5981,0.6291
2023-04-26 11:00:00,0.5617,0.8131,0.6625
2023-04-26 12:00:00,0.5235,0.7441,0.7972
2023-04-26 13:00:00,0.6245,0.6506,0.6549
2023-04-26 14:00:00,0.7269,0.7565,0.6881
2023-04-26 15:00:00,0.6573,0.7905,0.6837
2023-04-26 16:00:00,0.8825,0.7322,0.6895
2023-04-26 17:00:00,0.6364,0.612,0.6199
2023-04-26 18:00:00,0.659,0.5851,0.6317
2023-04-26 19:00:00,0.8022,0.6426,0.8754
2023-04-26 20:00:00,0.6467,0.587,0.652
2023-04-26 21:00:00,0.7303,0.6183,0.6775
2023-04-26 22:00:00,0.675,0.6462,0.4719
2023-04-26 23:00:00,0.6251,0.7171,0.5594
2023-04-27 00:00:00,0.6699,0.9252,0.7087
2023-04-27 01:00:00,0.5438,0.7861,0.7032
2023-04-27 02:00:00,0.6652,0.6255,0.6674
2023-04-27 03:00:00,0.6527,0.8318,0.6709
2023-04-27 04:00:00,0.6848,0.892,0.7425
2023-04-27 05:00:00,0.9912,0.837,0.6577
2023-04-27 06:00:00,0.7476,0.9093,0.5029
2023-04-27 07:00:00,0.7292,0.604,0.7689
2023-04-27 08:00:00,0.6644,0.8203,0.7054
2023-04-27 09:00:00,0.6687,0.855,0.737
2023-04-27 10:00:00,0.6734,0.7355,0.5322
2023-04-27 11:00:00,0.7162,0.6197,0.5565
2023-04-27 12:00:00,0.647,0.8289,0.7194
2023-04-27 13:00:00,0.7017,0.8344,0.7266
2023-04-27 14:00:00,0.6273,0.7501,0.8807
2023-04-27 15:00:00,0.7478,0.6797,0.6663
2023-04-27 16:00:00,0.7477,0.649,0.5717
2023-04-27 17:00:00,0.5798,0.6031,0.9481
2023-04-27 18:00:00,0.6982,0.8475,0.6011
2023-04-27 19:00:00,0.5888,0.5317,0.6274
2023-04-27 20:00:00,0.7444,0.4529,0.7338
2023-04-27 21:00:00,0.7359,0.7164,0.623
2023-04-27 22:00:00,0.7411,0.8028,0.8562
2023-04-27 23:00:00,0.6932,0.7416,0.6579
2023-04-28 00:00:00,0.6264,0.717,0.7615
2023-04-28 01:00:00,0.7522,0.648,0.7436
2023-04-28 02:00:00,0.7247,0.6897,0.8747
2023-04-28 03:00:00,0.7048,0.5593,0.7052
2023-04-28 04:00:00,0.6955,0.6823,0.6398
2023-04-28 05:00:00,0.7091,0.8346,0.5818
2023-04-28 06:00:00,0.6485,0.6215,0.8354
2023-04-28 07:00:00,0.7028,0.7923,0.7518
2023-04-28 08:00:00,0.8855,0.5753,0.8461
2023-04-28 09:00:00,0.6484,0.8121,0.7044
2023-04-28 10:00:00,0.6898,0.884,0.4217
2023-04-28 11:00:00,0.7093,0.8591,0.7501
2023-04-28 12:00:00,0.7795,0.6374,0.722
2023-04-28 13:00:00,0.6296,0.6375,0.5782
2023-04-28 14:00:00,0.6284,0.8807,0.7806
2023-04-28 15:00:00,0.5308,0.7155,0.8439
2023-04-28 16:00:00,0.694,0.7756,0.8356
2023-04-28 17:00:00,0.6642,0.5882,0.706
2023-04-28 18:00:00,0.867,0.8127,0.6954
2023-04-28 19:00:00,0.7327,0.819,0.6264
2023-04-28 20:00:00,0.6175,0.8319,0.725
2023-04-28 21:00:00,0.9739,0.5419,0.5585
2023-04-28 22:00:00,0.7865,0.7544,0.7991
2023-04-28 23:00:00,0.5402,0.4062,0.6778
2023-04-29 00:00:00,0.5234,0.6923,0.6513
2023-04-29 01:00:00,0.7813,0.8586,0.9403
2023-04-29 02:00:00,0.5858,0.7328,0.6806
2023-04-29 03:00:00,0.6698,0.6264,0.8124
2023-04-29 04:00:00,0.7358,0.579,0.729
2023-04-29 05:00:00,0.5317,0.644,0.5413
2023-04-29 06:00:00,0.7236,0.6452,0.5366
2023-04-29 07:00:00,0.7428,0.599,0.8987
2023-04-29 08:00:00,0.5115,0.8293,0.714
2023-04-29 09:00:00,0.8738,0.8902,0.6942
2023-04-29 10:00:00,0.7284,0.6203,0.6692
2023-04-29 11:00:00,0.7172,0.8304,0.424
2023-04-29 12:00:00,0.7797,0.6497,0.7087
2023-04-29 13:00:00,0.7116,0.6261,0.5638
2023-04-29 14:00:00,0.6658,0.626,0.6063
2023-04-29 15:00:00,0.7739,0.9062,0.7709
2023-04-29 16:00:00,0.5415,0.8159,0.6389
2023-04-29 17:00:00,0.8174,0.7421,0.7972
2023-04-29 18:00:00,0.7016,0.7998,0.6897
2023-04-29 19:00:00,0.8193,0.8489,0.8103
2023-04-29 20:00:00,0.7042,0.831,0.6649
2023-04-29 21:00:00,0.793,0.6612,0.8887
2023-04-29 22:00:00,0.736,0.7001,0.625
2023-04-29 23:00:00,0.693,0.6229,0.7067
2023-04-30 00:00:00,0.5065,0.7656,0.755
2023-04-30 01:00:00,0.8278,0.7895,0.7716
2023-04-30 02:00:00,0.6832,0.8019,0.6394
2023-04-30 03:00:00,0.6057,0.8148,0.7288
2023-04-30 04:00:00,0.6716,0.5422,0.5912
2023-04-30 05:00:00,0.9253,0.515,0.7179
2023-04-30 06:00:00,0.5112,0.5872,0.5393
2023-04-30 07:00:00,0.7147,0.7669,0.4903
2023-04-30 08:00:00,0.7393,0.5621,0.6632
2023-04-30 09:00:00,0.6671,0.6517,0.7197
2023-04-30 10:00:00,0.7172,0.4885,0.6309
2023-04-30 11:00:00,0.6331,0.7483,0.6801
2023-04-30 12:00:00,0.7428,0.9658,0.7017
2023-04-30 13:00:00,0.6905,0.5388,0.8326
2023-04-30 14:00:00,0.7647,0.8059,0.6701
2023-04-30 15:00:00,0.8271,0.7954,0.8992
2023-04-30 16:00:00,0.8209,0.7718,0.8626
2023-04-30 17:00:00,0.7584,0.5557,0.7894
2023-04-30 18:00:00,0.5248,0.599,0.6021
2023-04-30 19:00:00,0.5453,0.5816,0.5884
2023-04-30 20:00:00,0.8034,0.5235,0.7567
2023-04-30 21:00:00,0.6844,0.5976,0.7633
2023-04-30 22:00:00,0.8041,0.6473,0.6638
2023-04-30 23:00:00,0.8108,0.6232,0.6023
2023-05-01 00:00:00,0.6624,0.6612,0.7493
2023-05-01 01:00:00,0.6699,0.6265,0.6212
2023-05-01 02:00:00,0.8589,0.631,0.6068
2023-05-01 03:00:00,0.635,0.7834,0.812
2023-05-01 04:00:00,0.794,0.6475,0.7736
2023-05-01 05:00:00,0.7392,0.7602,0.4805
2023-05-01 06:00:00,0.5853,0.7544,0.711
2023-05-01 07:00:00,0.6023,0.8158,0.6772
2023-05-01 08:00:00,0.5813,0.6337,0.5701
2023-05-01 09:00:00,0.5225,0.7546,0.7001
2023-05-01 10:00:00,0.659,0.6838,0.7518
2023-05-01 11:00:00,0.7192,0.7402,0.8128
2023-05-01 12:00:00,0.777,0.7352,0.6856
2023-05-01 13:00:00,0.6563,0.7252,0.7105
2023-05-01 14:00:00,0.7533,0.7286,0.7546
2023-05-01 15:00:00,0.8594,0.8195,0.6202
2023-05-01 16:00:00,0.6188,0.6226,0.7309
2023-05-01 17:00:00,0.6736,0.6408,0.8559
2023-05-01 18:00:00,0.6628,0.6461,0.7242
2023-05-01 19:00:00,0.6875,0.7419,0.626
2023-05-01 20:00:00,0.6322,0.8375,0.6477
2023-05-01 21:00:00,0.864,0.659,0.9401
2023-05-01 22:00:00,0.6887,0.5674,0.7148
2023-05-01 23:00:00,0.6046,0.658,0.7946
2023-05-02 00:00:00,0.7935,0.7068,0.6406
2023-05-02 01:00:00,0.7677,0.8098,0.7623
2023-05-02 02:00:00,0.7016,0.5849,0.6217
2023-05-02 03:00:00,0.7166,0.7327,0.9396
2023-05-02 04:00:00,0.6154,0.7904,0.7547
2023-05-02 05:00:00,0.9167,0.7317,0.8071
2023-05-02 06:00:00,0.7452,0.8358,0.849
2023-05-02 07:00:00,0.8473,0.6715,0.6166
2023-05-02 08:00:00,0.7127,0.5358,0.7809
2023-05-02 09:00:00,0.6156,0.4692,0.5693
2023-05-02 10:00:00,0.719,0.5039,0.7887
2023-05-02 11:00:00,0.654,0.9233,0.6217
2023-05-02 12:00:00,0.7255,0.7606,0.6196
2023-05-02 13:00:00,0.7862,0.807,0.6213
2023-05-02 14:00:00,0.725,0.6715,0.6161
2023-05-02 15:00:00,0.85,0.7648,0.7927
2023-05-02 16:00:00,0.7908,0.683,0.6517
2023-05-02 17:00:00,0.6944,0.4463,0.4343
2023-05-02 18:00:00,0.7835,0.6997,0.6959
2023-05-02 19:00:00,0.7096,0.7634,0.6858
2023-05-02 20:00:00,0.7578,0.5281,0.6874
2023-05-02 21:00:00,0.775,0.5042,0.8438
2023-05-02 22:00:00,0.69,0.7491,0.6177
2023-05-02 23:00:00,0.8387,0.758,0.5546
2023-05-03 00:00:00,0.834,0.6759,0.7258
2023-05-03 01:00:00,0.7753,0.7111,0.6841
2023-05-03 02:00:00,0.6425,0.5807,0.7207
2023-05-03 03:00:00,0.5385,0.7135,0.6832
2023-05-03 04:00:00,0.7988,0.6085,0.5888
2023-05-03 05:00:00,0.6635,0.7788,0.5204
2023-05-03 06:00:00,0.6971,0.7069,0.6783
2023-05-03 07:00:00,0.8098,0.7485,0.726
2023-05-03 08:00:00,0.8371,0.6513,0.7305
2023-05-03 09:00:00,0.8553,0.855,0.7743
2023-05-03 10:00:00,0.7535,0.8026,0.8769
2023-05-03 11:00:00,0.4744,0.7294,0.7113
2023-05-03 12:00:00,0.7401,0.7613,0.5786
2023-05-03 13:00:00,0.8725,0.6091,0.659
2023-05-03 14:00:00,0.5344,0.6558,0.738
2023-05-03 15:00:00,0.6817,0.7511,0.6951
2023-05-03 16:00:00,0.6426,0.8208,0.9093
2023-05-03 17:00:00,0.7483,0.7673,0.7964
2023-05-03 18:00:00,0.5805,0.8047,0.724
2023-05-03 19:00:00,0.5356,0.5835,0.6671
2023-05-03 20:00:00,0.7783,0.5654,0.7052
2023-05-03 21:00:00,0.6472,0.6347,0.6103
2023-05-03 22:00:00,0.8823,0.7069,0.6608
2023-05-03 23:00:00,0.8348,0.6521,0.7645
2023-05-04 00:00:00,0.6195,0.5971,0.6258
2023-05-04 01:00:00,0.6114,0.647,0.6913
2023-05-04 02:00:00,0.5586,0.7005,0.6008
2023-05-04 03:00:00,0.8159,0.6625,0.882
2023-05-04 04:00:00,0.8892,0.7034,0.9834
2023-05-04 05:00:00,0.6868,0.6984,0.6013
2023-05-04 06:00:00,0.698,0.7592,0.8023
2023-05-04 07:00:00,0.8331,0.7291,0.7169
2023-05-04 08:00:00,0.7316,0.7391,0.8068
2023-05-04 09:00:00,0.6871,0.8331,0.6878
2023-05-04 10:00:00,0.6784,0.7117,0.8472
2023-05-04 11:00:00,0.7965,0.7142,0.7074
2023-05-04 12:00:00,0.5458,0.5592,0.5438
2023-05-04 13:00:00,0.6939,0.7903,0.8133
2023-05-04 14:00:00,0.9281,0.7232,0.6232
2023-05-04 15:00:00,0.642,0.8733,0.6737
2023-05-04 16:00:00,0.737,0.7838,0.6861
2023-05-04 17:00:00,0.6131,0.7134,0.7405
2023-05-04 18:00:00,0.5807,0.4989,0.686
2023-05-04 19:00:00,0.6156,0.7862,0.6315
2023-05-04 20:00:00,0.6003,0.7058,0.5323
2023-05-04 21:00:00,0.6996,0.6195,0.7539
2023-05-04 22:00:00,0.6975,0.5928,0.6954
2023-05-04 23:00:00,0.6694,0.8014,0.5866
2023-05-05 00:00:00,0.7292,0.733,0.8733
2023-05-05 01:00:00,0.753,0.7016,0.8629
2023-05-05 02:00:00,0.6134,0.7362,0.6465
2023-05-05 03:00:00,0.8023,0.7614,0.5984
2023-05-05 04:00:00,0.8335,0.7278,0.5528
2023-05-05 05:00:00,0.6993,0.6432,0.7684
2023-05-05 06:00:00,0.6878,0.6952,0.7133
2023-05-05 07:00:00,0.7879,0.6341,0.6588
2023-05-05 08:00:00,0.8487,0.5994,0.6345
2023-05-05 09:00:00,0.5895,0.7851,0.8162
2023-05-05 10:00:00,0.6425,0.7578,0.6991
2023-05-05 11:00:00,0.6014,0.6346,0.7121
2023-05-05 12:00:00,0.8173,0.8043,0.7412
2023-05-05 13:00:00,0.6517,0.6914,0.6047
2023-05-05 14:00:00,0.9324,0.6127,0.612
2023-05-05 15:00:00,0.5934,0.658,0.6979
2023-05-05 16:00:00,0.5262,0.6609,0.6363
2023-05-05 17:00:00,0.8742,0.7556,0.7651
2023-05-05 18:00:00,0.6275,0.6684,0.8515
2023-05-05 19:00:00,0.8107,0.761,0.6254
2023-05-05 20:00:00,0.8425,0.6257,0.8159
2023-05-05 21:00:00,0.7126,0.7641,0.7761
2023-05-05 22:00:00,0.6406,0.8131,0.5434
2023-05-05 23:00:00,0.6848,0.6165,0.5515
2023-05-06 00:00:00,0.717,0.8572,0.6182
2023-05-06 01:00:00,0.521,0.7451,0.6413
2023-05-06 02:00:00,0.7644,0.689,0.8093
2023-05-06 03:00:00,0.7612,0.5894,0.5264
2023-05-06 04:00:00,0.6286,0.5785,0.6271
2023-05-06 05:00:00,0.7648,0.726,0.6389
2023-05-06 06:00:00,0.5572,0.523,0.6536
2023-05-06 07:00:00,0.7465,0.7018,0.4979
2023-05-06 08:00:00,0.6334,0.7803,0.7067
2023-05-06 09:00:00,0.7967,0.6889,0.6529
2023-05-06 10:00:00,0.6847,0.7289,0.5598
2023-05-06 11:00:00,0.8146,0.6265,0.599
2023-05-06 12:00:00,0.8694,0.5951,0.5113
2023-05-06 13:00:00,0.7945,0.5832,0.6298
2023-05-06 14:00:00,0.6579,0.7699,0.6555
2023-05-06 15:00:00,0.6053,0.6904,0.8813
